
[00:00:00.000 --> 00:00:02.000]  看似會平安
[00:00:02.000 --> 00:00:03.000]  明天是母親節
[00:00:03.000 --> 00:00:06.000]  今天也是我們母親的信心
[00:00:06.000 --> 00:00:08.000]  不一定和母親節完全關係
[00:00:08.000 --> 00:00:10.000]  但是也是在這裡
[00:00:10.000 --> 00:00:13.000]  先去恭祝各位母親
[00:00:13.000 --> 00:00:14.000]  母親節快樂
[00:00:14.000 --> 00:00:17.000]  不過我也要向各位
[00:00:17.000 --> 00:00:19.000]  擁有媽媽
[00:00:19.000 --> 00:00:20.000]  曾經有媽媽的
[00:00:20.000 --> 00:00:21.000]  譬如好像我
[00:00:21.000 --> 00:00:24.000]  我也要多謝天父給我們有媽媽
[00:00:24.000 --> 00:00:25.000]  當想起媽媽
[00:00:25.000 --> 00:00:27.000]  你想起些什麼呢
[00:00:27.000 --> 00:00:29.000]  當想起媽媽或者母親
[00:00:29.000 --> 00:00:31.000]  我就想起一種情懷
[00:00:31.000 --> 00:00:34.000]  那種情懷是兩個字
[00:00:34.000 --> 00:00:36.000]  就是很著緊
[00:00:36.000 --> 00:00:37.000]  有沒有想過
[00:00:37.000 --> 00:00:38.000]  你們回想一下
[00:00:38.000 --> 00:00:41.000]  媽媽對著緊的情懷是怎樣呢
[00:00:41.000 --> 00:00:43.000]  或者我們有時在街上會見到
[00:00:43.000 --> 00:00:45.000]  或者我們曾經聽過
[00:00:45.000 --> 00:00:47.000]  或者我們曾經都講過
[00:00:47.000 --> 00:00:50.000]  當子女去吃東西的時候就問
[00:00:50.000 --> 00:00:51.000]  飽不飽呀
[00:00:51.000 --> 00:00:53.000]  吃得夠沒有
[00:00:53.000 --> 00:00:54.000]  當他要出街的時候
[00:00:54.000 --> 00:00:56.000]  就問他穿夠衣服沒有
[00:00:56.000 --> 00:00:59.000]  天氣變了 我們又提醒他
[00:00:59.000 --> 00:01:02.000]  然後可能他小時候回家
[00:01:02.000 --> 00:01:03.000]  就問你做完功課沒有
[00:01:03.000 --> 00:01:04.000]  快點吧
[00:01:04.000 --> 00:01:05.000]  早點上床
[00:01:05.000 --> 00:01:06.000]  最近新聞
[00:01:06.000 --> 00:01:07.000]  不是不是不是
[00:01:07.000 --> 00:01:08.000]  賣廣告
[00:01:08.000 --> 00:01:09.000]  媽媽就說
[00:01:09.000 --> 00:01:10.000]  小心小心小心
[00:01:10.000 --> 00:01:11.000]  要為了洗子女
[00:01:11.000 --> 00:01:13.000]  那些飲食很緊張很緊張
[00:01:13.000 --> 00:01:14.000]  當你長大了
[00:01:14.000 --> 00:01:16.000]  出去工作
[00:01:16.000 --> 00:01:17.000]  你有沒有試過
[00:01:17.000 --> 00:01:18.000]  你媽媽問你
[00:01:18.000 --> 00:01:20.000]  夠不夠錢洗呀
[00:01:20.000 --> 00:01:21.000]  我告訴你
[00:01:21.000 --> 00:01:22.000]  我媽媽
[00:01:22.000 --> 00:01:25.000]  我媽媽在2020年安息主懷
[00:01:25.000 --> 00:01:27.000]  但是在2020年探望她的時候
[00:01:27.000 --> 00:01:29.000]  你知道她跟我說什麼嗎
[00:01:29.000 --> 00:01:30.000]  阿英
[00:01:30.000 --> 00:01:32.000]  你夠不夠錢洗呀
[00:01:32.000 --> 00:01:33.000]  我真的想
[00:01:33.000 --> 00:01:36.000]  是不是我的裝束太寒酸
[00:01:36.000 --> 00:01:38.000]  讓我媽媽以為我不夠錢
[00:01:38.000 --> 00:01:39.000]  其實是一種
[00:01:39.000 --> 00:01:41.000]  媽媽對子女
[00:01:41.000 --> 00:01:43.000]  著緊的心懷
[00:01:43.000 --> 00:01:45.000]  今天我們看一段經文
[00:01:45.000 --> 00:01:47.000]  陳牧師選的
[00:01:47.000 --> 00:01:49.000]  這段經文其實
[00:01:49.000 --> 00:01:52.000]  提醒我們可以像保羅一樣
[00:01:52.000 --> 00:01:54.000]  是不是有些東西要學他呢
[00:01:54.000 --> 00:01:55.000]  保羅怎麼樣呢
[00:01:55.000 --> 00:01:57.000]  在一個母親節前
[00:01:57.000 --> 00:01:58.000]  和母親節的主日
[00:01:58.000 --> 00:01:59.000]  是啊
[00:01:59.000 --> 00:02:00.000]  原來這段經文看到
[00:02:00.000 --> 00:02:03.000]  保羅有一種的性情
[00:02:03.000 --> 00:02:04.000]  跟母親都很像的
[00:02:04.000 --> 00:02:05.000]  就是那種
[00:02:05.000 --> 00:02:07.000]  很著緊的情懷
[00:02:07.000 --> 00:02:09.000]  著緊什麼呢
[00:02:09.000 --> 00:02:12.000]  著緊你和我
[00:02:12.000 --> 00:02:13.000]  我們一起
[00:02:13.000 --> 00:02:15.000]  去讀以下老家福音
[00:02:15.000 --> 00:02:17.000]  看《帖撒羅尼加前書》第二章
[00:02:17.000 --> 00:02:19.000]  第一節至到十二節
[00:02:19.000 --> 00:02:21.000]  我這個是新漢語譯本的
[00:02:21.000 --> 00:02:23.000]  我們一起讀完十二節
[00:02:23.000 --> 00:02:24.000]  一二三
[00:02:24.000 --> 00:02:25.000]  弟兄們
[00:02:25.000 --> 00:02:28.000]  事實上你們自己知道
[00:02:28.000 --> 00:02:30.000]  我們進到你們那裡
[00:02:30.000 --> 00:02:32.000]  並不是徒然的
[00:02:32.000 --> 00:02:35.000]  其實我們從前在肥臘比
[00:02:35.000 --> 00:02:36.000]  吃過苦
[00:02:36.000 --> 00:02:38.000]  受過凌辱
[00:02:38.000 --> 00:02:40.000]  正如你們所知道的
[00:02:40.000 --> 00:02:43.000]  可是我們在激烈反對下
[00:02:43.000 --> 00:02:45.000]  仍然靠著我們的神
[00:02:45.000 --> 00:02:49.000]  放膽向你們述說神福音
[00:02:49.000 --> 00:02:52.000]  因為我們對你們的勸勉
[00:02:52.000 --> 00:02:54.000]  不是出於錯謀
[00:02:54.000 --> 00:02:56.000]  不是出於污穢
[00:02:56.000 --> 00:02:58.000]  也沒有欺詐成分
[00:02:58.000 --> 00:02:59.000]  相反
[00:02:59.000 --> 00:03:01.000]  神已經考驗過我們
[00:03:01.000 --> 00:03:03.000]  把福音的工作
[00:03:03.000 --> 00:03:05.000]  交託給我們
[00:03:05.000 --> 00:03:07.000]  我們就如實傳說
[00:03:07.000 --> 00:03:09.000]  不是要討人喜歡
[00:03:09.000 --> 00:03:11.000]  而是要討那位
[00:03:11.000 --> 00:03:14.000]  測驗我們心思的神喜歡
[00:03:14.000 --> 00:03:16.000]  因為我們從來
[00:03:16.000 --> 00:03:18.000]  不說奉承的話
[00:03:18.000 --> 00:03:20.000]  正如你們所知道的
[00:03:20.000 --> 00:03:23.000]  也從來不暗藏貪念
[00:03:23.000 --> 00:03:26.000]  這是神可以作證的
