
[00:00:00.000 --> 00:00:04.900]  今天會跟大家一起繼續從以利亞人生裏面的經歷
[00:00:04.900 --> 00:00:07.980]  來領受神給我們的訊息
[00:00:07.980 --> 00:00:13.600]  今天很想和大家繼續看烈王記上的第十九章
[00:00:13.600 --> 00:00:17.980]  我們已經從一月到二月看了兩次
[00:00:17.980 --> 00:00:21.300]  這段經文其實之前也和大家讀過
[00:00:21.300 --> 00:00:24.000]  但我想也和大家稍微看一看
[00:00:24.000 --> 00:00:26.580]  我又不會從第一節開始
[00:00:26.580 --> 00:00:31.020]  我很想和大家從第九節來看看
[00:00:31.020 --> 00:00:36.100]  這段經文講到以利亞去面對神的時候
[00:00:36.100 --> 00:00:37.920]  去經歷過什麼
[00:00:37.920 --> 00:00:40.120]  當以利亞去到一個階段
[00:00:40.120 --> 00:00:41.620]  在一個山洞的時候
[00:00:41.620 --> 00:00:43.920]  神再一次和他對話
[00:00:43.920 --> 00:00:46.320]  而他的回應是我們很熟悉的
[00:00:46.320 --> 00:00:50.520]  我們講講第十九章的第十節和第十四節
[00:00:50.520 --> 00:00:54.480]  他用相同的話語來回應神
[00:00:54.480 --> 00:00:57.840]  然後神給他一個很奇妙的經歷
[00:00:57.840 --> 00:01:01.700]  就在第十一節和第十二節
[00:01:01.700 --> 00:01:03.560]  神叫以利亞出來
[00:01:03.560 --> 00:01:10.160]  然後讓他有一個機會和神見面
[00:01:10.160 --> 00:01:12.560]  這是一個很特別的經歷
[00:01:12.560 --> 00:01:13.820]  在聖經記載
[00:01:13.820 --> 00:01:17.020]  沒有什麼人可以好像以利亞
[00:01:17.020 --> 00:01:18.320]  或者我們即時想起
[00:01:18.320 --> 00:01:20.860]  或者我們稍後會講到摩西
[00:01:20.860 --> 00:01:25.580]  他怎樣和耶和華神見面
[00:01:25.580 --> 00:01:27.760]  然後以利亞的反應
[00:01:27.760 --> 00:01:30.280]  就是再一次和神的對話當中
[00:01:30.280 --> 00:01:33.780]  講到第十節重複的回應
[00:01:33.780 --> 00:01:37.180]  然後在第十五節到第十八節
[00:01:37.180 --> 00:01:41.920]  耶和華神給了以利亞一個很清楚的吩咐
[00:01:41.920 --> 00:01:45.300]  或者告訴他將來會是怎樣
[00:01:45.300 --> 00:01:48.980]  叫他跟著去做就可以了
[00:01:48.980 --> 00:01:53.740]  這就是在整個聖經上第十九章
[00:01:53.740 --> 00:01:56.360]  我想和大家從以利亞身上
[00:01:56.360 --> 00:02:01.360]  再一次重溫他所經歷到的
[00:02:01.360 --> 00:02:03.360]  這次是第三講
[00:02:03.360 --> 00:02:05.060]  我將他的主題定為
[00:02:05.060 --> 00:02:09.220]  「事神掌管,信神預備」
[00:02:09.220 --> 00:02:11.640]  我稍為和大家一起看之前那兩講
[00:02:11.640 --> 00:02:13.920]  講到我們要不斷認識自己
[00:02:13.920 --> 00:02:16.600]  去除生命裡面的盲點
[00:02:16.600 --> 00:02:21.180]  然後我們要過一個為主而活的人生
[00:02:21.180 --> 00:02:24.400]  在當中以利亞怎樣去看自己的遭遇呢?
[00:02:24.400 --> 00:02:26.780]  特別在聖經上第十九章
[00:02:26.780 --> 00:02:28.780]  他覺得自己只剩下一個人
[00:02:28.780 --> 00:02:32.980]  他是一個為神大發熱心的先知
[00:02:32.980 --> 00:02:35.540]  以利亞看他自己的遭遇
[00:02:35.540 --> 00:02:38.580]  然後以利亞怎樣去看自己的角色呢?
[00:02:38.580 --> 00:02:41.100]  我們很想當時和頂姐妹分享
[00:02:41.100 --> 00:02:45.740]  我們怎樣去看自己在神面前的角色
[00:02:45.740 --> 00:02:47.020]  我們會否真的覺得
[00:02:47.020 --> 00:02:50.920]  我們都是成為神所差遣的先鋒
[00:02:50.920 --> 00:02:54.740]  明白完成神給我們的使命
[00:02:54.740 --> 00:02:58.480]  我們有沒有成為一個配合神的角色
[00:02:58.480 --> 00:03:01.260]  而這個角色、這個配角
[00:03:01.260 --> 00:03:05.160]  是能夠甘於神給我們的位分
[00:03:05.160 --> 00:03:07.060]  這是我們在上兩次的時候
[00:03:07.060 --> 00:03:10.780]  和頂姐妹一起領受的訊息
[00:03:10.780 --> 00:03:15.340]  今天「事神掌管,信神預備」
[00:03:15.340 --> 00:03:16.820]  很重要就是提醒我們
[00:03:16.820 --> 00:03:20.460]  我們一生要追求去明白神的心意
[00:03:20.460 --> 00:03:24.740]  以致我們可以察驗神奇妙的計劃
[00:03:24.740 --> 00:03:26.820]  和祂的工作
[00:03:26.820 --> 00:03:29.740]  這是「事神掌管,信神預備」
[00:03:29.740 --> 00:03:32.900]  從以利亞的身上去經歷
[00:03:32.900 --> 00:03:35.300]  我們可以領受到的
[00:03:35.300 --> 00:03:38.180]  今天我想有幾個重點和大家一起來看
[00:03:38.180 --> 00:03:39.740]  第一個就是
[00:03:39.740 --> 00:03:42.660]  在以利亞身上我們要被提醒
[00:03:42.660 --> 00:03:47.180]  我們不能夠去預測神的作為
[00:03:47.180 --> 00:03:51.340]  這可能是在很多人的經歷或人生裡
[00:03:51.340 --> 00:03:54.460]  都頗容易會做的事情
[00:03:54.460 --> 00:04:01.220]  或者可能你不是有這樣的興趣或心
[00:04:01.220 --> 00:04:03.860]  但有時可能在你的人生遭遇裡
[00:04:03.860 --> 00:04:06.740]  你聽到有些人可以有一些比較特別的
[00:04:06.740 --> 00:04:09.220]  所謂的預測能力的時候
[00:04:09.220 --> 00:04:12.580]  可能都成為你一些的吸引
[00:04:12.580 --> 00:04:16.980]  你會因為有些人好像能夠預測到一些東西
[00:04:16.980 --> 00:04:18.580]  有這樣的能力
[00:04:18.580 --> 00:04:21.820]  你就會比較上多些留意
[00:04:21.820 --> 00:04:23.780]  其實在以利亞的經歷當中
[00:04:23.780 --> 00:04:29.140]  是提醒我們人不可以去預測到神的作為
[00:04:29.140 --> 00:04:31.140]  在疫情裡面
[00:04:31.140 --> 00:04:32.500]  我不知道大家追加一下這幾天
[00:04:32.500 --> 00:04:33.660]  都是這個星期發生
[00:04:33.660 --> 00:04:36.460]  有些人開始預測什麼?
[00:04:36.460 --> 00:04:38.820]  預測什麼時候完結這個疫情
[00:04:38.820 --> 00:04:41.020]  大家有沒有留意一下?
[00:04:41.020 --> 00:04:42.620]  專家的意見
[00:04:42.620 --> 00:04:44.340]  當然是鍾南山
[00:04:44.340 --> 00:04:46.700]  鍾南山預測什麼時候會完結?
[00:04:46.700 --> 00:04:48.180]  有沒有人知道?
[00:04:48.180 --> 00:04:51.140]  他說大約四月底
[00:04:51.140 --> 00:04:54.980]  接著有些專家預測
[00:04:54.980 --> 00:04:56.700]  叫你不用太擔心
[00:04:56.700 --> 00:04:58.420]  四月初已經完結了
[00:04:58.420 --> 00:04:59.660]  甚至有人叫你
[00:04:59.660 --> 00:05:04.380]  最好叫電視台播放一套舊的影片
[00:05:04.380 --> 00:05:07.500]  有些不明發生的事情就會早些完結
[00:05:07.500 --> 00:05:11.500]  你會發現在這些艱難
[00:05:11.500 --> 00:05:14.580]  或是世代出現一些疫情的時候
[00:05:14.580 --> 00:05:18.140]  就會有類似這些所謂的專家出來
[00:05:18.140 --> 00:05:22.580]  所以人其實是挺喜歡預測這些事情的
[00:05:22.580 --> 00:05:26.700]  而有些教會的處境裡面
[00:05:26.700 --> 00:05:31.660]  你就知道最好有時候信徒有些問題
[00:05:31.660 --> 00:05:33.380]  大家有時候做不到決定
[00:05:33.380 --> 00:05:36.220]  最好就是回來問一下誰
[00:05:36.220 --> 00:05:37.820]  會覺得問一下牧師多好
[00:05:37.820 --> 00:05:39.260]  問一下傳道人多好
[00:05:39.260 --> 00:05:41.020]  可能牧師傳道人
[00:05:41.020 --> 00:05:43.500]  預測能力會高一些
[00:05:43.500 --> 00:05:46.540]  以致可以跟你做決定的時候
[00:05:46.540 --> 00:05:48.580]  或者去預測一些事情的時候
[00:05:48.580 --> 00:05:54.460]  甚至可能會用一些民間信仰所謂的靈不靈
[00:05:54.460 --> 00:05:55.700]  覺得可能
