
[00:00:00.000 --> 00:00:02.500]  核心價值就是 core value
[00:00:02.500 --> 00:00:05.000]  就是對一個人來講
[00:00:05.000 --> 00:00:08.500]  你活的你的人生最高的目標
[00:00:08.500 --> 00:00:12.000]  你的最終的境界是什麼
[00:00:12.000 --> 00:00:13.500]  當然對教會來講
[00:00:13.500 --> 00:00:16.500]  也有他的最終的目標
[00:00:16.500 --> 00:00:20.000]  最高的境界以及他的價值
[00:00:20.000 --> 00:00:22.500]  我們教會顧名思義
[00:00:22.500 --> 00:00:24.000]  心忘愛 禮良堂
[00:00:24.000 --> 00:00:27.000]  如今長存的有信 有望 有愛
[00:00:27.000 --> 00:00:29.000]  所以這是我們第一次
[00:00:29.000 --> 00:00:31.500]  第一個的核心價值
[00:00:31.500 --> 00:00:33.500]  然後我們第二月的時候
[00:00:33.500 --> 00:00:36.000]  我們講了第二個核心價值
[00:00:36.000 --> 00:00:38.500]  是說常常喜樂不住地
[00:00:38.500 --> 00:00:40.500]  禱告凡事謝恩
[00:00:40.500 --> 00:00:43.500]  因為這是神在基督耶穌裡
[00:00:43.500 --> 00:00:47.000]  為我們所定的旨意
[00:00:47.000 --> 00:00:49.500]  那麼上個月也是第一個禮拜
[00:00:49.500 --> 00:00:52.500]  我們講的是第三個核心價值
[00:00:52.500 --> 00:00:55.000]  是說我們要謙卑順服
[00:00:55.000 --> 00:00:58.500]  愛神愛人 通曉真理 聖靈充滿
[00:00:58.500 --> 00:01:01.000]  今天我要來講
[00:01:01.000 --> 00:01:04.000]  我們第四個核心價值
[00:01:04.000 --> 00:01:08.500]  求神成全聖徒 各盡其職
[00:01:08.500 --> 00:01:13.500]  也讓我們能夠奉獻偉生 樂善 好施
[00:01:13.500 --> 00:01:14.500]  讓我們低頭禱告
[00:01:14.500 --> 00:01:16.500]  阿爸父我們感謝祢
[00:01:16.500 --> 00:01:18.000]  我們讚美祢
[00:01:18.000 --> 00:01:20.500]  因為祢是偉大奇妙神
[00:01:20.500 --> 00:01:22.500]  願再一次把榮耀歸給祢
[00:01:22.500 --> 00:01:26.500]  求神賜聖靈在我們中間自由的運行
[00:01:26.500 --> 00:01:29.500]  也求神賜下智慧的言語 知識的言語
[00:01:29.500 --> 00:01:34.500]  讓我們講的聽的都同德造就
[00:01:34.500 --> 00:01:35.500]  感謝神
[00:01:35.500 --> 00:01:39.500]  這樣禱告是奉主耶穌基督的名
[00:01:39.500 --> 00:01:42.500]  我們先請我們念了以夫所書
[00:01:42.500 --> 00:01:45.500]  四章第七到十三節
[00:01:45.500 --> 00:01:47.500]  或者到十六節都可以
[00:01:47.500 --> 00:01:49.500]  他說他所賜的
[00:01:49.500 --> 00:01:54.500]  有使徒有先知有傳福音的有牧師有教師
[00:01:54.500 --> 00:01:56.500]  為要成全聖徒
[00:01:56.500 --> 00:02:00.500]  各盡其職建立基督的身體
[00:02:00.500 --> 00:02:02.500]  讓我們來請問各位
[00:02:02.500 --> 00:02:05.500]  什麼叫做基督的身體
[00:02:05.500 --> 00:02:08.500]  What is the body of the Christ
[00:02:08.500 --> 00:02:10.500]  教會就是教會
[00:02:10.500 --> 00:02:12.500]  教會就是基督的身體
[00:02:12.500 --> 00:02:13.500]  您知道嗎
[00:02:13.500 --> 00:02:15.500]  我們一個軀體
[00:02:15.500 --> 00:02:20.500]  我們有眼睛有耳朵有鼻子有頭髮有手有腳
[00:02:20.500 --> 00:02:22.500]  還有五腑內臟
[00:02:22.500 --> 00:02:24.500]  還有腳趾頭手趾頭
[00:02:24.500 --> 00:02:28.500]  還有全身有兩百七十四根骨頭
[00:02:28.500 --> 00:02:30.500]  這是基督的身體
[00:02:30.500 --> 00:02:32.500]  就好像世界上的教會一樣
[00:02:32.500 --> 00:02:35.500]  各門各派的這邊一間那邊一間
[00:02:35.500 --> 00:02:37.500]  這是基督的身體
[00:02:37.500 --> 00:02:40.500]  所以我們要來建立基督的身體
[00:02:40.500 --> 00:02:46.500]  所以建立出一個能夠榮耀神的一個教會
[00:02:46.500 --> 00:02:49.500]  能夠榮耀神的一個身體
[00:02:49.500 --> 00:02:52.500]  如果說我們建立了基督的身體
[00:02:52.500 --> 00:02:54.500]  這個身體通通都是眼睛
[00:02:54.500 --> 00:02:57.500]  都是水汪汪的大眼睛
[00:02:57.500 --> 00:02:59.500]  不是嚇死人嗎
[00:02:59.500 --> 00:03:02.500]  如果我們這個基督的身體建立起來
[00:03:02.500 --> 00:03:03.500]  都是嘴巴
[00:03:03.500 --> 00:03:05.500]  那不是吵死人嗎
[00:03:05.500 --> 00:03:06.500]  都是耳朵
[00:03:06.500 --> 00:03:08.500]  那不就靜死了嗎
[00:03:08.500 --> 00:03:09.500]  都是腿的話
[00:03:09.500 --> 00:03:12.500]  那不就是永遠停不下來嗎
[00:03:12.500 --> 00:03:16.500]  所以基督的身體必須要各盡其職
[00:03:16.500 --> 00:03:20.500]  成全聖徒來建立基督的身體
[00:03:20.500 --> 00:03:22.500]  所以要一個均衡的發展
