
[00:00:00.000 --> 00:00:03.040]  讓我們一起來到神面前禱告
[00:00:03.040 --> 00:00:05.040]  求主安靜我們的心
[00:00:05.040 --> 00:00:09.480]  讓我們能夠聽得下神的話
[00:00:09.480 --> 00:00:11.860]  神我們感謝祢
[00:00:11.860 --> 00:00:14.740]  祢讓我們生存在這個時代
[00:00:14.740 --> 00:00:16.880]  一個大時代
[00:00:16.880 --> 00:00:19.640]  我們能夠透過種種的紛亂
[00:00:19.640 --> 00:00:22.320]  透過種種局勢的變化
[00:00:22.320 --> 00:00:27.300]  讓我們能夠觀看上帝祢自己奇妙的作為
[00:00:27.300 --> 00:00:29.720]  當中錯綜複雜的關係
[00:00:29.720 --> 00:00:31.720]  我們不能夠明白
[00:00:31.720 --> 00:00:33.720]  但我們知道在天上
[00:00:33.720 --> 00:00:35.720]  主耶穌祢坐在寶座上
[00:00:35.720 --> 00:00:37.720]  祢去察看
[00:00:37.720 --> 00:00:38.720]  祢去看著
[00:00:38.720 --> 00:00:40.720]  祢亦是掌權的神
[00:00:40.720 --> 00:00:43.720]  主啊求祢給我們有這份信心的眼睛
[00:00:43.720 --> 00:00:46.720]  讓我們看見一切的受苦
[00:00:46.720 --> 00:00:48.720]  一切的罪惡
[00:00:48.720 --> 00:00:51.720]  背後祢仍然是那位公義的神
[00:00:51.720 --> 00:00:53.720]  主啊求祢帶領我們
[00:00:53.720 --> 00:00:56.720]  打開我們心靈的耳朵
[00:00:56.720 --> 00:00:58.720]  打開我們心靈的眼睛
[00:00:58.720 --> 00:01:00.720]  讓我們聽得見
[00:01:00.720 --> 00:01:03.720]  看得見上帝祢自己奇妙的說話
[00:01:03.720 --> 00:01:05.720]  今日要引導我們的心
[00:01:05.720 --> 00:01:09.720]  教導我們如何在這個紛亂的世代裏
[00:01:09.720 --> 00:01:12.720]  作祢自己無瑕疵的兒女
[00:01:12.720 --> 00:01:14.720]  求祢幫助我們
[00:01:14.720 --> 00:01:16.720]  讓聖靈引導我們進入真理
[00:01:16.720 --> 00:01:18.720]  祈禱奉耶穌基督的名
[00:01:18.720 --> 00:01:20.720]  阿門
[00:01:20.720 --> 00:01:22.720]  今日講到的題目是
[00:01:22.720 --> 00:01:25.720]  落在無理指控的時候
[00:01:25.720 --> 00:01:28.720]  講到落在無理的指控
[00:01:28.720 --> 00:01:30.720]  相信對於我們在座每一個人
[00:01:30.720 --> 00:01:32.720]  都不是一件很陌生的事
[00:01:32.720 --> 00:01:34.720]  現在每天看新聞
[00:01:34.720 --> 00:01:36.720]  無論在國際的舞台上
[00:01:36.720 --> 00:01:38.720]  或者在香港的環境裏
[00:01:38.720 --> 00:01:40.720]  這些聲音
[00:01:40.720 --> 00:01:42.720]  這些指控的聲音
[00:01:42.720 --> 00:01:44.720]  似乎都成為了我們生活的一部份
[00:01:44.720 --> 00:01:48.720]  自從新冠肺炎
[00:01:48.720 --> 00:01:51.720]  散播在全球之後
[00:01:51.720 --> 00:01:54.720]  我們發覺這些指控的聲音
[00:01:54.720 --> 00:01:56.720]  都是不絕於意的
[00:01:56.720 --> 00:01:59.720]  政權指罵另一個政權
[00:01:59.720 --> 00:02:02.720]  有時候是針對個人
[00:02:02.720 --> 00:02:04.720]  甚至大家有沒有留意
[00:02:04.720 --> 00:02:06.720]  是針對對方的信仰
[00:02:06.720 --> 00:02:09.720]  最近某某大國的領袖
[00:02:09.720 --> 00:02:11.720]  因為另一個大國的領袖
[00:02:11.720 --> 00:02:13.720]  去反擊他
[00:02:13.720 --> 00:02:15.720]  去指控他的時候
[00:02:15.720 --> 00:02:17.720]  他就反擊
[00:02:17.720 --> 00:02:19.720]  牽涉到對方的信仰
[00:02:19.720 --> 00:02:23.720]  你口口聲聲說自己是一個基督徒
[00:02:23.720 --> 00:02:25.720]  其實是一個說謊
[00:02:25.720 --> 00:02:27.720]  和陷害他人
[00:02:27.720 --> 00:02:30.720]  影響最惡劣的當代基督徒之一
[00:02:30.720 --> 00:02:33.720]  不知道大家有沒有留意這個新聞
[00:02:33.720 --> 00:02:35.720]  事件繼續發酵
[00:02:35.720 --> 00:02:37.720]  當然這個指控是
[00:02:37.720 --> 00:02:39.720]  你不罷我不休
[00:02:39.720 --> 00:02:41.720]  相信大家都會同意
[00:02:41.720 --> 00:02:44.720]  我們會在這個時勢裏
[00:02:44.720 --> 00:02:46.720]  似乎標籤
[00:02:46.720 --> 00:02:48.720]  指控和陰謀論
[00:02:48.720 --> 00:02:51.720]  已經成為了我們生活的常態
[00:02:51.720 --> 00:02:54.720]  有時候有個人走出來
[00:02:54.720 --> 00:02:56.720]  你不理他講什麼內容
[00:02:56.720 --> 00:02:58.720]  又或者他講的話有沒有理據
[00:02:58.720 --> 00:03:00.720]  總之某個人出來講話
[00:03:00.720 --> 00:03:02.720]  你就立刻很多那些
[00:03:02.720 --> 00:03:04.720]  標籤 指控
[00:03:04.720 --> 00:03:06.720]  和陰謀論的箭
[00:03:06.720 --> 00:03:08.720]  就會不斷射出來
[00:03:08.720 --> 00:03:10.720]  我不知道大家個人
[00:03:10.720 --> 00:03:13.720]  有沒有試過被人無理指控
[00:03:13.720 --> 00:03:15.720]  我記得我十年前
[00:03:15.720 --> 00:03:18.720]  初初出來做傳道的時候
[00:03:18.720 --> 00:03:21.720]  牧養一班年青人
[00:03:21.720 --> 00:03:24.720]  有一次有一個我牧養的團契裏
[00:03:24.720 --> 00:03:26.720]  有一個姊妹
[00:03:26.720 --> 00:03:28.720]  她就在另一位的童工面前
[00:03:28.720 --> 00:03:30.720]  去指控我
[00:03:30.720 --> 00:03:32.720]  當時我不知道
[00:03:32.720 --> 00:03:34.720]  後來當然我知道
[00:03:34.720 --> 00:03:37.720]  她就說我其實不適合做傳道人
[00:03:37.720 --> 00:03:39.720]  她說其實都不知道
[00:03:39.720 --> 00:03:42.720]  我會不會做傳道
[00:03:42.720 --> 00:03:45.720]  那原因是什麼呢
[00:03:45.720 --> 00:03:47.720]  大家聽了就不要笑
[00:03:47.720 --> 00:03:50.720]  她就說因為我沒有應她的要求
[00:03:50.720 --> 00:03:52.720]  開團契的時候
[00:03:52.720 --> 00:03:55.720]  就訂薄餅給團友吃
[00:03:55.720 --> 00:03:59.720]  就是這樣
[00:03:59.720 --> 00:04:00.720]  不要笑
[00:04:00.720 --> 00:04:02.720]  下文我一會再講
[00:04:02.720 --> 00:04:04.720]  怎樣處理
[00:04:04.720 --> 00:04:06.720]  我不知道大家有沒有試過
[00:04:06.720 --> 00:04:08.720]  被人無理指控
[00:04:08.720 --> 00:04:10.720]  其實當你面對人家
[00:04:10.720 --> 00:04:12.720]  無理指控你的時候
[00:04:12.720 --> 00:04:14.720]  我們本能的反應
