
[00:00:00.000 --> 00:00:07.340]  我們今天這個月有兩次的講道
[00:00:07.340 --> 00:00:10.040]  我就覺得是一個很好的機會
[00:00:10.040 --> 00:00:17.160]  給我稍微多一點時間來解讀《主禱文》
[00:00:17.160 --> 00:00:18.720]  我知道你們很熟
[00:00:18.720 --> 00:00:23.680]  但是我仍然會用兩個星期來講《主禱文》
[00:00:23.680 --> 00:00:31.440]  第一個星期就是今天我就會將經文解釋給你們聽
[00:00:31.440 --> 00:00:37.160]  由耶穌的時代到教會二千年
[00:00:37.160 --> 00:00:41.320]  這個《主禱文》在信徒當中
[00:00:41.320 --> 00:00:45.400]  扮演了一種什麼樣的角色、一種的地位
[00:00:45.400 --> 00:00:48.040]  我就在這個星期會跟大家講
[00:00:48.040 --> 00:00:52.240]  第四個星期我就會和你們講
[00:00:52.240 --> 00:00:56.640]  《主禱文》那個屬靈的面譜是甚麼
[00:00:56.640 --> 00:00:58.680]  以及我們要怎樣去操練
[00:00:58.680 --> 00:01:03.200]  藉著那個《主禱文》可以操練我們的靈性
[00:01:03.200 --> 00:01:08.080]  所以兩部份我覺得是
[00:01:08.080 --> 00:01:11.160]  有時間可以這樣講是最理想的
[00:01:11.160 --> 00:01:16.600]  但是我們平時多數只可以將它縮成一堂
[00:01:16.600 --> 00:01:19.400]  我知道我雖然一堂已經用了兩堂的時間
[00:01:19.400 --> 00:01:24.040]  但是都不夠,那個心情不同了
[00:01:24.040 --> 00:01:34.080]  有人說《主禱文》就是對付宗教一切淺薄的良藥
[00:01:34.080 --> 00:01:41.080]  又是解決廉價恩典的出路
[00:01:41.080 --> 00:01:46.200]  如果我們能夠用《主禱文》認真的來祈禱神
[00:01:46.200 --> 00:01:51.320]  我們的宗教就一定有一個程度的深度
[00:01:51.320 --> 00:01:58.920]  不是普通的流行民間的宗教是可以比擬的
[00:01:58.920 --> 00:02:01.760]  但是我們要進入去解釋它之前
[00:02:01.760 --> 00:02:04.560]  我們一開始就落筆打三更
[00:02:04.560 --> 00:02:06.480]  就是我們的名稱
[00:02:06.480 --> 00:02:08.960]  我們說《主禱文》
[00:02:08.960 --> 00:02:12.280]  即是說主的禱文,是不是?
[00:02:12.280 --> 00:02:15.280]  但是在裏面我們明明有一句話說
[00:02:15.280 --> 00:02:17.800]  赦免我們的罪
[00:02:17.800 --> 00:02:21.240]  如同我們赦免得罪我們的人
[00:02:21.240 --> 00:02:25.840]  耶穌怎麼可以用這句話來祈禱呢?
[00:02:25.840 --> 00:02:29.040]  耶穌怎麼可以求父神赦免他的罪呢?
[00:02:29.040 --> 00:02:30.960]  我們說耶穌是無罪的
[00:02:30.960 --> 00:02:35.240]  所以落筆打三更就是我們的名稱不太妥了
[00:02:35.240 --> 00:02:40.560]  《主禱文》其實應該叫做門徒的禱文
[00:02:40.560 --> 00:02:43.760]  是耶穌教導門徒的禱文
[00:02:43.760 --> 00:02:46.680]  而不是耶穌的禱文
[00:02:46.680 --> 00:02:50.280]  這一點就不要認為是足智失了
[00:02:50.280 --> 00:02:53.360]  因為這一點正正反映出
[00:02:53.360 --> 00:02:55.560]  我們有很多很熟悉的東西
[00:02:55.560 --> 00:02:58.600]  其實你再深一層來想
[00:02:58.600 --> 00:03:00.560]  裏面有很多問題的
[00:03:00.560 --> 00:03:03.120]  整篇《主禱文》都是這樣
[00:03:03.120 --> 00:03:07.880]  可能我們今天就要特別注意這些地方了
[00:03:07.880 --> 00:03:09.680]  第三點
[00:03:09.680 --> 00:03:11.440]  如果你看到我整天在弄耳朵
[00:03:11.440 --> 00:03:12.640]  請你饒恕我
[00:03:12.640 --> 00:03:14.280]  我的耳朵塞住了
[00:03:14.280 --> 00:03:17.200]  我又聽不到我自己說話
[00:03:17.200 --> 00:03:20.520]  我自己說話就是靠我平日的記憶
[00:03:20.520 --> 00:03:21.760]  是這樣說的
[00:03:21.760 --> 00:03:24.640]  我聽到自己的聲音在裏面
[00:03:24.640 --> 00:03:27.160]  所以耳朵不太好
[00:03:27.160 --> 00:03:30.440]  第三點我們要留意的就是
[00:03:30.440 --> 00:03:33.160]  《主禱文》有三個版本
[00:03:33.160 --> 00:03:34.600]  我們大家熟悉的就是
[00:03:34.600 --> 00:03:36.600]  《勞加》有一個版本
[00:03:36.600 --> 00:03:40.840]  《勞加》那個版本是非常短的
[00:03:40.840 --> 00:03:44.760]  最明顯就是它沒有了撈尾的贊美詩
[00:03:44.760 --> 00:03:45.400]  就是說
[00:03:45.400 --> 00:03:48.840]  因為各道權並榮要傳是你的
[00:03:48.840 --> 00:03:49.680]  或者傳是父的
[00:03:49.680 --> 00:03:51.040]  直到永遠阿門
[00:03:51.040 --> 00:03:52.800]  沒有了這句的
[00:03:52.800 --> 00:03:55.680]  這個是《勞加》的版本
[00:03:55.680 --> 00:03:57.600]  第二個就是較為長的版本
[00:03:57.600 --> 00:03:59.320]  就是《馬太》的版本
[00:03:59.320 --> 00:04:00.960]  這兩個我們都知道
[00:04:00.960 --> 00:04:03.280]  第三個版本在哪裏
[00:04:03.280 --> 00:04:06.640]  原來《馬太》寫完它的福音書之後
[00:04:06.640 --> 00:04:09.240]  我們教會就有一本書很重要的
[00:04:09.240 --> 00:04:12.080]  就叫做《十二仕徒遺訓》
[00:04:12.080 --> 00:04:16.120]  是《馬太》成書之後
[00:04:16.120 --> 00:04:17.680]  馬上就寫的
[00:04:17.680 --> 00:04:19.160]  但是因為這本書
[00:04:19.160 --> 00:04:21.600]  就不被算入正典裏面
[00:04:21.600 --> 00:04:23.160]  我們就比較少留意
[00:04:23.160 --> 00:04:28.320]  這本書裏面也有一個《主禱文》
[00:04:28.320 --> 00:04:32.720]  它裏面就比較近《馬太》的版本
[00:04:32.720 --> 00:04:36.080]  但是就保留著更多
[00:04:36.080 --> 00:04:40.280]  原本的文字就是阿蘭文的特色
[00:04:40.280 --> 00:04:45.880]  這一點是我現在第四點要解釋的
[00:04:45.880 --> 00:04:47.200]  第四點就是說
[00:04:47.200 --> 00:04:50.520]  到底《主禱文》當初的文字是怎樣的呢?
[00:04:50.520 --> 00:04:52.880]  用甚麼文字來講呢?
[00:04:52.880 --> 00:04:54.840]  我們知道不是希臘文
[00:04:54.840 --> 00:04:58.720]  因為耶穌時代不是用希臘文的
[00:04:58.720 --> 00:05:01.440]  希臘文就類似我們的文言文
[00:05:01.440 --> 00:05:05.200]  或者說我們的所謂白話文
[00:05:05.200 --> 00:05:09.120]  他們用的地方方言就叫阿蘭文
[00:05:09.120 --> 00:05:13.040]  阿蘭文就類似我們的廣東話
[00:05:13.040 --> 00:05:15.960]  是耶穌講的廣東話就是阿蘭文
[00:05:15.960 --> 00:05:19.480]  就是說耶穌用的《主禱文》
[00:05:19.480 --> 00:05:21.520]  是用阿蘭文來講的
[00:05:21.520 --> 00:05:23.240]  而《馬太》、《路加》
[00:05:23.240 --> 00:05:25.960]  都是要將阿蘭文的版本
[00:05:25.960 --> 00:05:28.360]  將它翻譯成為希臘文
[00:05:28.360 --> 00:05:30.440]  然後才有我們現在這個版本
[00:05:30.440 --> 00:05:31.720]  你說這個有甚麼意義?
[00:05:31.720 --> 00:05:32.960]  這個意義很重要
[00:05:32.960 --> 00:05:35.600]  原來裏面有很多地方
[00:05:35.600 --> 00:05:37.760]  是我們事實上解不明白的
[00:05:37.760 --> 00:05:40.800]  一定要將它重新翻譯
[00:05:40.800 --> 00:05:42.720]  re-translate它
[00:05:42.720 --> 00:05:44.240]  回到阿蘭文
[00:05:44.240 --> 00:05:46.040]  我們才知道它的意思在哪裏
[00:05:46.040 --> 00:05:48.760]  特點就在這裏
[00:05:48.760 --> 00:05:51.680]  所以我們知道了這些
[00:05:51.680 --> 00:05:57.560]  是對我們解釋《主禱文》有很大關係的
[00:05:57.560 --> 00:06:00.600]  最後一點我們講到
[00:06:00.600 --> 00:06:02.800]  《主禱文》的結構
[00:06:02.800 --> 00:06:04.400]  其實很簡單
[00:06:04.400 --> 00:06:09.760]  結構是有一個很明顯的對稱性
[00:06:09.760 --> 00:06:13.840]  就是有三個願望
[00:06:13.840 --> 00:06:16.080]  前半部就是
[00:06:16.080 --> 00:06:20.320]  三個願望都是關於神的
[00:06:20.320 --> 00:06:21.680]  願祢的國降臨
[00:06:21.680 --> 00:06:23.360]  願祢的名被稱為聖
[00:06:23.360 --> 00:06:25.080]  願祢的旨意成就在地
[00:06:25.080 --> 00:06:26.560]  如同成就在天
[00:06:26.560 --> 00:06:29.400]  三個是關於神的
[00:06:29.400 --> 00:06:34.160]  即是用的說話就是願祢
[00:06:34.160 --> 00:06:38.120]  換句話說是第二身單數
[00:06:38.120 --> 00:06:39.680]  另外一半
[00:06:39.680 --> 00:06:41.320]  又是三個願望
[00:06:41.320 --> 00:06:46.400]  但代名詞就是第一身的眾數
[00:06:46.400 --> 00:06:48.600]  就是我們
[00:06:48.600 --> 00:06:50.800]  我們今天的飲食
[00:06:50.800 --> 00:06:53.280]  求祢赦免我們的罪
[00:06:53.280 --> 00:06:58.000]  求祢不要讓我們遇到那個事態
[00:06:58.000 --> 00:06:59.800]  就是三個三個
[00:06:59.800 --> 00:07:02.960]  這個就是整個《主禱文》的結構
[00:07:02.960 --> 00:07:05.920]  結尾的重贊詞
[00:07:05.920 --> 00:07:09.960]  或者是贊美詞
[00:07:09.960 --> 00:07:12.320]  就是說因為國道權命榮耀
[00:07:12.320 --> 00:07:13.920]  全是父的節度永遠阿門
[00:07:13.920 --> 00:07:17.200]  這一句就是後面加上去的
[00:07:17.200 --> 00:07:21.800]  我等一下會解釋為何後面加上去
[00:07:21.800 --> 00:07:23.840]  現在我們就要去
[00:07:23.840 --> 00:07:32.640]  逐句說話來試解一下這個《主禱文》是甚麼意思
[00:07:32.640 --> 00:07:36.000]  「我們在天上的父」
[00:07:36.000 --> 00:07:41.760]  這是第一次透露了這個禱文
[00:07:41.760 --> 00:07:44.280]  是用阿蘭文寫成
[00:07:44.280 --> 00:07:48.760]  而把它譯成為希臘文的第一個線索
[00:07:48.760 --> 00:07:54.760]  因為那裡的父就是譯自阿蘭文的
[00:07:54.760 --> 00:07:56.520]  Abba
[00:07:56.520 --> 00:07:58.080]  Abba Father
[00:07:58.080 --> 00:08:01.120]  Abba父
