
[00:00:00.000 --> 00:00:03.000]  今日選擇和大家分享
[00:00:03.000 --> 00:00:06.000]  這個禮拜的福音經課
[00:00:06.000 --> 00:00:09.000]  在今日的福音經課裏面
[00:00:09.000 --> 00:00:14.000]  我們讀到一個十分熟悉的記載
[00:00:14.000 --> 00:00:16.000]  這個特別的地方就是
[00:00:16.000 --> 00:00:21.000]  這件事其實是另外兩卷的傅雷福音
[00:00:21.000 --> 00:00:23.000]  是沒有記載的
[00:00:23.000 --> 00:00:25.000]  是承德老家福音記載的
[00:00:25.000 --> 00:00:27.000]  經文記載
[00:00:27.000 --> 00:00:32.000]  耶穌和民門徒到處宣講天國的福音
[00:00:32.000 --> 00:00:35.000]  有一次他們經過村莊
[00:00:35.000 --> 00:00:42.000]  作者其實並沒有說清楚這是什麼地方
[00:00:42.000 --> 00:00:44.000]  但是我們從其他的記載
[00:00:44.000 --> 00:00:47.000]  我們就知道馬大和瑪利亞
[00:00:47.000 --> 00:00:50.000]  他們住在白大尼
[00:00:50.000 --> 00:00:56.000]  大概離開耶路撒冷兩英里的路程
[00:00:57.000 --> 00:01:00.000]  經文給我們的印象
[00:01:00.000 --> 00:01:03.000]  是馬大和瑪利亞是兩姐妹
[00:01:03.000 --> 00:01:05.000]  馬大是姐姐
[00:01:05.000 --> 00:01:10.000]  耶穌是當地的一個追隨者
[00:01:10.000 --> 00:01:15.000]  他邀請耶穌回家作客
[00:01:15.000 --> 00:01:20.000]  馬大的妹妹瑪利亞就趁這個機會
[00:01:20.000 --> 00:01:24.000]  坐在耶穌的腳前聽他講道
[00:01:24.000 --> 00:01:29.000]  反而馬大為了歡迎這個欺客
[00:01:29.000 --> 00:01:32.000]  他扮得比較鋪張
[00:01:32.000 --> 00:01:36.000]  一個人在廚房裡忙得亂七八糟
[00:01:36.000 --> 00:01:40.000]  他對瑪利亞只是坐在那裡陪耶穌
[00:01:40.000 --> 00:01:44.000]  是感到非常之不滿
[00:01:44.000 --> 00:01:48.000]  最後馬大終於忍不住向耶穌投訴
[00:01:48.000 --> 00:01:49.000]  他說主啊
[00:01:49.000 --> 00:01:53.000]  我的妹子留下我一個人侍候
[00:01:53.000 --> 00:01:55.000]  你不在意嗎
[00:01:55.000 --> 00:01:58.000]  請吩咐她來幫助我
[00:01:58.000 --> 00:02:03.000]  語氣中很明顯是有怪責的意思
[00:02:03.000 --> 00:02:08.000]  不過主耶穌的回應相當溫柔
[00:02:08.000 --> 00:02:11.000]  他說馬大 馬大
[00:02:11.000 --> 00:02:13.000]  就好像一個父親對兒子說
[00:02:13.000 --> 00:02:14.000]  兒子啊兒子
[00:02:14.000 --> 00:02:16.000]  就是這樣的語氣
[00:02:16.000 --> 00:02:18.000]  他說馬大 馬大
[00:02:18.000 --> 00:02:22.000]  你許多的事思慮煩擾
[00:02:22.000 --> 00:02:25.000]  但是不可少的只有一件
[00:02:25.000 --> 00:02:28.000]  瑪利亞已經選擇那上好的福分
[00:02:28.000 --> 00:02:31.000]  是不能奪去的
[00:02:31.000 --> 00:02:33.000]  另外一些文本說
[00:02:33.000 --> 00:02:34.000]  馬大 馬大
[00:02:34.000 --> 00:02:37.000]  你為許多的事思慮煩擾
[00:02:37.000 --> 00:02:40.000]  但真正需要的其實不多
[00:02:40.000 --> 00:02:43.000]  或者只有一件
[00:02:43.000 --> 00:02:46.000]  但無論我們選擇哪一個文本
[00:02:46.000 --> 00:02:54.000]  耶穌似乎是說馬大可能是捉錯了用神
[00:02:54.000 --> 00:02:59.000]  為了太多善惡性的事情忙得亂七八糟
[00:02:59.000 --> 00:03:03.000]  而沒有把握到事情的重點
[00:03:03.000 --> 00:03:08.000]  有些徒勞無功的意思
[00:03:08.000 --> 00:03:11.000]  但是至於那不可少的一件
[00:03:11.000 --> 00:03:13.000]  到底是什麼呢
[00:03:13.000 --> 00:03:17.000]  耶穌當時其實沒有說是什麼
[00:03:17.000 --> 00:03:18.000]  祂只不過是說
[00:03:18.000 --> 00:03:21.000]  瑪利亞已經選擇那上好的福分
[00:03:21.000 --> 00:03:24.000]  是不能奪去的
[00:03:24.000 --> 00:03:28.000]  而很多時候我們想當然地去聯想
[00:03:28.000 --> 00:03:30.000]  那不可少的一件
[00:03:30.000 --> 00:03:34.000]  一定是關乎一個人的屬靈狀況
[00:03:34.000 --> 00:03:38.000]  或者是他在宗教上的責任
[00:03:38.000 --> 00:03:43.000]  很多人很快就跳到經文的應用
[00:03:43.000 --> 00:03:48.000]  就是說侍奉上帝最重要的並不是工作
[00:03:48.000 --> 00:03:52.000]  而是我們的態度
[00:03:52.000 --> 00:03:54.000]  他們很肯定地指出
[00:03:54.000 --> 00:03:56.000]  不管你是一個怎樣的人
[00:03:56.000 --> 00:04:00.000]  讓你做些什麼是更加重要的
[00:04:00.000 --> 00:04:03.000]  我們看回《創世紀》第四章
[00:04:03.000 --> 00:04:09.000]  那裡說到耶和華是首先看中了阿伯
[00:04:09.000 --> 00:04:12.000]  然後允立他的公民
[00:04:12.000 --> 00:04:15.000]  首先他看不中那個人
[00:04:15.000 --> 00:04:19.000]  然後拒絕他的公民
[00:04:19.000 --> 00:04:21.000]  所以我們經常說
[00:04:21.000 --> 00:04:23.000]  一個人是怎樣的一個人
[00:04:23.000 --> 00:04:26.000]  讓他做些什麼更加重要
[00:04:26.000 --> 00:04:30.000]  我當然不能夠說這個說法不對
[00:04:30.000 --> 00:04:32.000]  事實上這類說話
[00:04:32.000 --> 00:04:35.000]  你什麼時候說都是對的
[00:04:35.000 --> 00:04:36.000]  問題是
[00:04:36.000 --> 00:04:39.000]  這個究竟是不是這段經文
[00:04:39.000 --> 00:04:45.000]  這個故事的核心和重點呢?
[00:04:45.000 --> 00:04:47.000]  實際上基督徒對這個故事
[00:04:47.000 --> 00:04:50.000]  是熟悉到沒有什麼可以再說的
[00:04:50.000 --> 00:04:54.000]  可能大家聽到今天說這個題目的時候
[00:04:54.000 --> 00:04:56.000]  你已經可以猜到
[00:04:56.000 --> 00:05:00.000]  接下來會說些什麼
[00:05:00.000 --> 00:05:02.000]  於是為了找些新的東西說
[00:05:02.000 --> 00:05:07.000]  於是開始有人就要想一些新的東西
[00:05:07.000 --> 00:05:12.000]  譬如說要為馬大平反
[00:05:12.000 --> 00:05:16.000]  他說其實馬大之所以搞這麼多事
[00:05:16.000 --> 00:05:20.000]  都只不過是出於他對耶穌的尊崇
[00:05:20.000 --> 00:05:22.000]  比如說是你
[00:05:22.000 --> 00:05:26.000]  如果有個大人物去你家吃飯
[00:05:26.000 --> 00:05:28.000]  難道你就不會再斬幾尾
[00:05:28.000 --> 00:05:31.000]  或者自己去廚房
[00:05:31.000 --> 00:05:33.000]  做兩手特別的小菜
[00:05:33.000 --> 00:05:36.000]  來招呼客人嗎?
[00:05:36.000 --> 00:05:40.000]  難道你就會到街上
[00:05:40.000 --> 00:05:42.000]  大家樂或者太興
[00:05:42.000 --> 00:05:45.000]  買幾個飯盒上來招呼貴賓嗎?
[00:05:45.000 --> 00:05:48.000]  你當然不會
[00:05:48.000 --> 00:05:50.000]  還有
[00:05:50.000 --> 00:05:54.000]  馬尼亞之所以能夠坐在耶穌的腳前聽道
[00:05:54.000 --> 00:05:57.000]  豈不是傳來有馬大
[00:05:57.000 --> 00:06:00.000]  他是廚房忙碌嗎?
[00:06:00.000 --> 00:06:01.000]  我們想像
[00:06:01.000 --> 00:06:04.000]  如果兩姐妹都很安靜地
[00:06:04.000 --> 00:06:07.000]  坐在耶穌的腳前聽道
[00:06:07.000 --> 00:06:12.000]  那晚的晚餐怎麼辦呢?
