
[00:00:00.000 --> 00:00:02.000]  丁姐妹主內平安
[00:00:02.000 --> 00:00:04.000]  想問大家一個問題
[00:00:04.000 --> 00:00:06.000]  就是
[00:00:06.000 --> 00:00:08.000]  你心目中理想的教會是怎樣?
[00:00:08.000 --> 00:00:10.000]  你有沒有想過?
[00:00:10.000 --> 00:00:12.000]  你心目中
[00:00:12.000 --> 00:00:14.000]  理想的教會會不會是一個
[00:00:14.000 --> 00:00:16.000]  聖靈充滿的教會呢?
[00:00:16.000 --> 00:00:18.000]  你心目中
[00:00:18.000 --> 00:00:20.000]  的教會
[00:00:20.000 --> 00:00:22.000]  會不會是一個人數不斷的增加
[00:00:22.000 --> 00:00:24.000]  非常之興旺的
[00:00:24.000 --> 00:00:26.000]  教會呢?
[00:00:26.000 --> 00:00:28.000]  又或者
[00:00:28.000 --> 00:00:30.000]  你心目中的教會會不會是一間
[00:00:30.000 --> 00:00:32.000]  充滿了神蹟,騎士
[00:00:32.000 --> 00:00:34.000]  醫治的教會呢?
[00:00:34.000 --> 00:00:36.000]  其實
[00:00:36.000 --> 00:00:38.000]  以上
[00:00:38.000 --> 00:00:40.000]  三間教會,三類
[00:00:40.000 --> 00:00:42.000]  都在《士徒行傳》
[00:00:42.000 --> 00:00:44.000]  第二章到第三章
[00:00:44.000 --> 00:00:46.000]  來到去被描述
[00:00:46.000 --> 00:00:48.000]  在第二第三章那裡
[00:00:48.000 --> 00:00:50.000]  記述了初期教會的情況
[00:00:50.000 --> 00:00:52.000]  當中有很多令人振奮和激動的畫面
[00:00:52.000 --> 00:00:54.000]  你還記不記得
[00:00:54.000 --> 00:00:56.000]  那段經文怎樣去講呢?
[00:00:56.000 --> 00:00:58.000]  我們一起讀
[00:00:58.000 --> 00:01:00.000]  不言響聲從天上傳來
[00:01:00.000 --> 00:01:02.000]  好像一陣狂風
[00:01:02.000 --> 00:01:04.000]  刮過
[00:01:04.000 --> 00:01:06.000]  充滿了他們所坐的整個房子
[00:01:06.000 --> 00:01:08.000]  又有一些
[00:01:08.000 --> 00:01:10.000]  好像火焰的石頭
[00:01:10.000 --> 00:01:12.000]  向他們顯現
[00:01:12.000 --> 00:01:14.000]  分開落在他們每一個人身上
[00:01:14.000 --> 00:01:16.000]  《士徒行傳》
[00:01:16.000 --> 00:01:18.000]  二章二到三節描述到
[00:01:18.000 --> 00:01:20.000]  聖靈降臨,那個場面多偉大
[00:01:20.000 --> 00:01:22.000]  多震撼
[00:01:22.000 --> 00:01:24.000]  然後在第二章
[00:01:24.000 --> 00:01:26.000]  四十一到四十二節
[00:01:26.000 --> 00:01:28.000]  那裡又講到教會很興旺
[00:01:28.000 --> 00:01:30.000]  信徒很同心
[00:01:30.000 --> 00:01:32.000]  這樣領受他話的人
[00:01:32.000 --> 00:01:34.000]  都受了洗
[00:01:34.000 --> 00:01:36.000]  那時一天門徒大約加增了三千人
[00:01:36.000 --> 00:01:38.000]  他們都專心致意
[00:01:38.000 --> 00:01:40.000]  於使徒的教導
[00:01:40.000 --> 00:01:42.000]  團契,抹餅和祈禱
[00:01:42.000 --> 00:01:44.000]  你有沒有想像
[00:01:44.000 --> 00:01:46.000]  突然間多了三千人會怎樣
[00:01:46.000 --> 00:01:48.000]  突然間多了很多人
[00:01:48.000 --> 00:01:50.000]  另外在第三章
[00:01:50.000 --> 00:01:52.000]  第九到第十節那裡有描述
[00:01:52.000 --> 00:01:54.000]  他說
[00:01:54.000 --> 00:01:56.000]  全體民眾都看見他邊走邊讚美神
[00:01:56.000 --> 00:01:58.000]  又認出他是那個
[00:01:58.000 --> 00:02:00.000]  素常坐在聖殿的
[00:02:00.000 --> 00:02:02.000]  美滿乞討的人
[00:02:02.000 --> 00:02:04.000]  就因這人身上所發生的事
[00:02:04.000 --> 00:02:06.000]  而滿心驚訝
[00:02:06.000 --> 00:02:08.000]  詫異
[00:02:08.000 --> 00:02:10.000]  印象,神大能的醫治
[00:02:10.000 --> 00:02:12.000]  瘸腿的得到醫治
[00:02:12.000 --> 00:02:14.000]  心靈破碎的得到醫治
[00:02:14.000 --> 00:02:16.000]  一幕一幕
[00:02:16.000 --> 00:02:18.000]  是令人振奮的場面
[00:02:18.000 --> 00:02:20.000]  一幕一幕都是可能
[00:02:20.000 --> 00:02:22.000]  希望,理想
[00:02:22.000 --> 00:02:24.000]  心目中的教會
[00:02:24.000 --> 00:02:26.000]  大經文去到第四章
[00:02:26.000 --> 00:02:28.000]  我們就開始讀到
[00:02:28.000 --> 00:02:30.000]  記載到使徒被
[00:02:30.000 --> 00:02:32.000]  蠶蚊,被捉拿
[00:02:32.000 --> 00:02:34.000]  被恐嚇,被迫害
[00:02:34.000 --> 00:02:36.000]  又去到
[00:02:36.000 --> 00:02:38.000]  使堂傳第五章
[00:02:38.000 --> 00:02:40.000]  又出現了,記不記得那對夫婦
[00:02:40.000 --> 00:02:42.000]  阿拿尼亞和
[00:02:42.000 --> 00:02:44.000]  薩菲拉夫婦
[00:02:44.000 --> 00:02:46.000]  是一對假冒為善的夫婦
[00:02:46.000 --> 00:02:48.000]  弟兄姊妹
[00:02:48.000 --> 00:02:50.000]  開頭那五章經文
[00:02:50.000 --> 00:02:52.000]  使徒已經很清楚地告訴我們
[00:02:52.000 --> 00:02:54.000]  其實教會不是一個
[00:02:54.000 --> 00:02:56.000]  完美的地方
[00:02:56.000 --> 00:02:58.000]  不是你所想像中的
[00:02:58.000 --> 00:03:00.000]  是完全,是完美的
[00:03:00.000 --> 00:03:02.000]  100%是沒有任何的污點
[00:03:02.000 --> 00:03:04.000]  那至於
[00:03:04.000 --> 00:03:06.000]  經文的記載讓我們看到
[00:03:06.000 --> 00:03:08.000]  有人的地方就是有問題的地方
[00:03:08.000 --> 00:03:10.000]  同樣出現在教會
[00:03:10.000 --> 00:03:14.000]  今天我們來到第六章
[00:03:14.000 --> 00:03:16.000]  第六章說到
[00:03:16.000 --> 00:03:18.000]  教會出現了不合一
[00:03:18.000 --> 00:03:20.000]  的情況
[00:03:20.000 --> 00:03:22.000]  我希望藉著今天
[00:03:22.000 --> 00:03:24.000]  第六章一到第七節讓大家看到
[00:03:24.000 --> 00:03:26.000]  我們無意去說
[00:03:26.000 --> 00:03:28.000]  教會是沒有問題的
[00:03:28.000 --> 00:03:30.000]  我們必須要接納
[00:03:30.000 --> 00:03:32.000]  也承認教會是會有
[00:03:32.000 --> 00:03:34.000]  問題的,但是當
[00:03:34.000 --> 00:03:36.000]  教會問題出現的時候
[00:03:36.000 --> 00:03:38.000]  怎樣去處理呢
[00:03:38.000 --> 00:03:40.000]  我相信才是最重要的
[00:03:40.000 --> 00:03:42.000]  我們一起打開
[00:03:42.000 --> 00:03:44.000]  使堂傳第六章一到第七節
[00:03:44.000 --> 00:03:46.000]  我們一起先
[00:03:46.000 --> 00:03:48.000]  一起讀這段經文
[00:03:48.000 --> 00:03:50.000]  我希望大家都打開手上的聖經
[00:03:50.000 --> 00:03:52.000]  在教會聖經
[00:03:52.000 --> 00:03:54.000]  新約部分169
[00:03:54.000 --> 00:03:56.000]  面
[00:03:56.000 --> 00:04:04.000]  找到的請我們一起讀
[00:04:04.000 --> 00:04:06.000]  請
[00:04:06.000 --> 00:04:08.000]  那時門徒增多
[00:04:08.000 --> 00:04:10.000]  有說希尼尼華的猶太人
[00:04:10.000 --> 00:04:12.000]  聽希伯來人
[00:04:12.000 --> 00:04:14.000]  發怨言
[00:04:14.000 --> 00:04:16.000]  因為在天丁的谷級上
[00:04:16.000 --> 00:04:18.000]  忽略了他們的寡婦
[00:04:18.000 --> 00:04:20.000]  十二使徒叫進門徒來
[00:04:20.000 --> 00:04:22.000]  對他們說
[00:04:22.000 --> 00:04:24.000]  我們撇下神的道
[00:04:24.000 --> 00:04:26.000]  去管理飯食
[00:04:26.000 --> 00:04:28.000]  原是不合宜的
[00:04:28.000 --> 00:04:30.000]  所以弟兄們
[00:04:30.000 --> 00:04:32.000]  當從你們中間選出
[00:04:32.000 --> 00:04:34.000]  七個有好名聲
[00:04:34.000 --> 00:04:36.000]  被聖靈充滿
[00:04:36.000 --> 00:04:38.000]  智慧充足的人
[00:04:38.000 --> 00:04:40.000]  我們就派他們
[00:04:40.000 --> 00:04:42.000]  去管理這事
[00:04:42.000 --> 00:04:44.000]  但我們要專心
[00:04:44.000 --> 00:04:46.000]  以祈禱傳道為事
[00:04:46.000 --> 00:04:48.000]  大眾都喜悅
[00:04:48.000 --> 00:04:50.000]  就簡選了斯提反
[00:04:50.000 --> 00:04:52.000]  乃是大有信心
[00:04:52.000 --> 00:04:54.000]  聖靈充滿的人
[00:04:54.000 --> 00:04:56.000]  又簡選
[00:04:56.000 --> 00:04:58.000]  肥利、伯羅哥羅
[00:04:58.000 --> 00:05:00.000]  尼加拿、提門
[00:05:00.000 --> 00:05:02.000]  巴米蘭
[00:05:02.000 --> 00:05:04.000]  並進猶太教的
[00:05:04.000 --> 00:05:06.000]  安提亞人尼戈拉
[00:05:06.000 --> 00:05:08.000]  叫他們站在
[00:05:08.000 --> 00:05:10.000]  使徒面前
[00:05:10.000 --> 00:05:12.000]  使徒禱告了
[00:05:12.000 --> 00:05:14.000]  就按守在他們頭上
[00:05:14.000 --> 00:05:16.000]  神的道
[00:05:16.000 --> 00:05:18.000]  興旺起來
[00:05:18.000 --> 00:05:20.000]  在耶路撒冷門徒
[00:05:20.000 --> 00:05:22.000]  數目加增的甚多
[00:05:22.000 --> 00:05:24.000]  也有許多祭司
[00:05:24.000 --> 00:05:26.000]  順從了這道
[00:05:26.000 --> 00:05:28.000]  請大家仍然打開
[00:05:28.000 --> 00:05:30.000]  你的聖經
[00:05:30.000 --> 00:05:32.000]  將第一節一開始
[00:05:32.000 --> 00:05:34.000]  那裏去形容
[00:05:34.000 --> 00:05:36.000]  那時門徒增多
[00:05:36.000 --> 00:05:38.000]  尼華的猶太人
[00:05:38.000 --> 00:05:40.000]  向希伯來人發怨言
[00:05:40.000 --> 00:05:42.000]  因為在天天的供給上
[00:05:42.000 --> 00:05:44.000]  忽略了他們的寡婦
[00:05:44.000 --> 00:05:46.000]  門徒增多
[00:05:46.000 --> 00:05:48.000]  如果我們看英文聖經的時候
[00:05:48.000 --> 00:05:50.000]  我覺得應該用
[00:05:50.000 --> 00:05:52.000]  multiply
[00:05:52.000 --> 00:05:54.000]  因為英文聖經用multiply這個字
[00:05:54.000 --> 00:05:56.000]  突然間
[00:05:56.000 --> 00:05:58.000]  爆炸性來到去
[00:05:58.000 --> 00:06:00.000]  加了許多人
[00:06:00.000 --> 00:06:02.000]  經文沒有說有多少人
[00:06:02.000 --> 00:06:04.000]  但我肯定如果用這個字
[00:06:04.000 --> 00:06:06.000]  增長是極快的
[00:06:06.000 --> 00:06:08.000]  而增長
[00:06:08.000 --> 00:06:10.000]  帶來的後果
[00:06:10.000 --> 00:06:12.000]  就是有人發怨言
[00:06:12.000 --> 00:06:14.000]  有人去抱怨他們
[00:06:14.000 --> 00:06:16.000]  被忽略
[00:06:16.000 --> 00:06:18.000]  被疏於照顧
[00:06:18.000 --> 00:06:20.000]  其實今天
[00:06:20.000 --> 00:06:22.000]  同樣的情況何嘗不是在我們
[00:06:22.000 --> 00:06:24.000]  教會裏面出現嗎
[00:06:24.000 --> 00:06:26.000]  常常聽到弟兄姊妹說沒有人理我
[00:06:26.000 --> 00:06:28.000]  我是忽略
[00:06:28.000 --> 00:06:30.000]  被照顧的
[00:06:30.000 --> 00:06:32.000]  你是不是那些
[00:06:32.000 --> 00:06:34.000]  抱怨的人
[00:06:34.000 --> 00:06:36.000]  你是不是那些
[00:06:36.000 --> 00:06:38.000]  被忽略的人
[00:06:38.000 --> 00:06:40.000]  經文一開始的時候
[00:06:40.000 --> 00:06:42.000]  用那時
[00:06:42.000 --> 00:06:44.000]  請留意那時
[00:06:44.000 --> 00:06:46.000]  不是指一個新的開始
[00:06:46.000 --> 00:06:48.000]  而是第五章的延續
[00:06:48.000 --> 00:06:50.000]  第五章最後一節
