
[00:00:00.000 --> 00:00:03.000]  弟兄姐妹,各位朋友,聖誕快樂!
[00:00:03.000 --> 00:00:06.000]  我們今天是聖誕主日
[00:00:06.000 --> 00:00:09.000]  實在是一個很感恩、很感恩的日子
[00:00:09.000 --> 00:00:11.000]  也是很好的時候
[00:00:11.000 --> 00:00:13.000]  讓我們再去思想
[00:00:13.000 --> 00:00:15.000]  神的救贖,基督的救贖
[00:00:15.000 --> 00:00:17.000]  對我們的生命的意義
[00:00:17.000 --> 00:00:19.000]  這幾次我們有說到
[00:00:19.000 --> 00:00:23.000]  宣導會所主張的四重福音
[00:00:23.000 --> 00:00:26.000]  這四重福音不是四個福音
[00:00:26.000 --> 00:00:29.000]  而是一個福音的四個面相
[00:00:29.000 --> 00:00:30.000]  嚴格來說
[00:00:30.000 --> 00:00:33.000]  四重福音的其中三個面相
[00:00:33.000 --> 00:00:36.000]  說的是醫治、使人成聖、內來
[00:00:36.000 --> 00:00:40.000]  其實都仍然屬於耶穌基督的救贖
[00:00:40.000 --> 00:00:41.000]  對人的拯救
[00:00:41.000 --> 00:00:43.000]  這裡十字架
[00:00:43.000 --> 00:00:46.000]  特別是耶穌是拯救的主
[00:00:46.000 --> 00:00:49.000]  其實真是非常非常之重要
[00:00:49.000 --> 00:00:51.000]  主對人類的救贖
[00:00:51.000 --> 00:00:52.000]  可以這樣說
[00:00:52.000 --> 00:00:54.000]  是在歷史當中發生
[00:00:54.000 --> 00:00:58.000]  很驚動天地的一件大事
[00:00:58.000 --> 00:01:00.000]  我們今天試試從聖經脈絡
[00:01:00.000 --> 00:01:03.000]  也看看當時的歷史背景
[00:01:03.000 --> 00:01:05.000]  在舊約
[00:01:05.000 --> 00:01:07.000]  首先是神的僕人
[00:01:07.000 --> 00:01:10.000]  感動先知、祭司、君王
[00:01:10.000 --> 00:01:13.000]  把神的話語寫下來
[00:01:13.000 --> 00:01:15.000]  而在耶穌基督降生之後
[00:01:15.000 --> 00:01:17.000]  神也在感動
[00:01:17.000 --> 00:01:20.000]  特別是使徒把新約寫下來
[00:01:20.000 --> 00:01:22.000]  我們可以發現
[00:01:22.000 --> 00:01:25.000]  其實在舊約和新約中間這段時期
[00:01:25.000 --> 00:01:29.000]  在兩約之間起碼有四百年
[00:01:29.000 --> 00:01:31.000]  神好像沉默了
[00:01:31.000 --> 00:01:34.000]  神密不作聲
[00:01:34.000 --> 00:01:36.000]  其實好像正在等候
[00:01:36.000 --> 00:01:39.000]  最最最重要要發生的事
[00:01:39.000 --> 00:01:41.000]  救世主的降臨
[00:01:41.000 --> 00:01:44.000]  而這段神很沉默的時期
[00:01:44.000 --> 00:01:46.000]  其實當時在以色列地
[00:01:46.000 --> 00:01:49.000]  政治環境有很多的轉變
[00:01:49.000 --> 00:01:55.000]  這段時期當地經歷過波斯的統治
[00:01:55.000 --> 00:01:58.000]  接著有希臘王權更替
[00:01:58.000 --> 00:02:03.000]  最後也有羅馬希律家族的統治
[00:02:03.000 --> 00:02:06.000]  其實是很不容易的一段時間
[00:02:06.000 --> 00:02:08.000]  而更加悲哀的是
[00:02:08.000 --> 00:02:10.000]  其實在主前六十三年
[00:02:10.000 --> 00:02:13.000]  也就是耶穌基督來之前的六十三年
[00:02:13.000 --> 00:02:15.000]  耶路撒冷的猶太人
[00:02:15.000 --> 00:02:19.000]  更加是經歷了一件很大的傷痛
[00:02:19.000 --> 00:02:24.000]  是羅馬的大將軍龐貝闖入了聖殿
[00:02:24.000 --> 00:02:26.000]  甚至去到致聖所
[00:02:26.000 --> 00:02:30.000]  過萬名的猶太人死亡
[00:02:30.000 --> 00:02:34.000]  而就是在這個相當相當黑暗的時期
[00:02:34.000 --> 00:02:40.000]  救世主耶穌基督誕生在百里行的馬槽
[00:02:40.000 --> 00:02:43.000]  今天的經文講到西面
[00:02:43.000 --> 00:02:47.000]  他一直期待著救世主來到
[00:02:47.000 --> 00:02:51.000]  我看到其實他不是當時的只有一位
[00:02:51.000 --> 00:02:55.000]  當時的經文也有講到先知阿拿
[00:02:55.000 --> 00:02:57.000]  也跟一起攀網
[00:02:57.000 --> 00:03:00.000]  耶路撒冷得救贖的人說話
[00:03:00.000 --> 00:03:03.000]  很多人當時都在期待著
[00:03:03.000 --> 00:03:07.000]  期盼著救世主的來到
[00:03:07.000 --> 00:03:10.000]  西面正正是代表當時的以色列民
[00:03:10.000 --> 00:03:14.000]  特別是那一群重視同神關係的
[00:03:14.000 --> 00:03:16.000]  這一群以色列人
[00:03:16.000 --> 00:03:21.000]  他們熱切期盼著這份救贖的來臨
[00:03:21.000 --> 00:03:24.000]  聖經很簡潔說他有公義
[00:03:24.000 --> 00:03:26.000]  有虔誠
[00:03:26.000 --> 00:03:28.000]  公義這個字可以代表著
[00:03:28.000 --> 00:03:30.000]  他其實一直遵循著
[00:03:30.000 --> 00:03:34.000]  舊約一直下來的律法的規條
[00:03:34.000 --> 00:03:36.000]  西面是很盡力的
[00:03:36.000 --> 00:03:38.000]  去達成律法的要求
[00:03:38.000 --> 00:03:41.000]  但是單單憑律法
[00:03:41.000 --> 00:03:44.000]  不能夠去得這份救贖
[00:03:44.000 --> 00:03:46.000]  而他也是敬虔的
[00:03:46.000 --> 00:03:48.000]  即是心是對準神
[00:03:48.000 --> 00:03:50.000]  他是服侍神
[00:03:50.000 --> 00:03:52.000]  正正是一位這樣親近神
[00:03:52.000 --> 00:03:54.000]  又行律法的人
[00:03:54.000 --> 00:03:56.000]  他是掃上盼望著
[00:03:56.000 --> 00:03:59.000]  以色列的安慰者來到
[00:03:59.000 --> 00:04:01.000]  以色列的安慰者來到
[00:04:01.000 --> 00:04:05.000]  其實原本的文字沒有清楚講到是安慰者
[00:04:05.000 --> 00:04:09.000]  原文只不過講到以色列的安慰
[00:04:09.000 --> 00:04:12.000]  英文是consolation of Israel
[00:04:12.000 --> 00:04:14.000]  其實我們剛才看到
[00:04:14.000 --> 00:04:16.000]  當時的歷史背景
[00:04:16.000 --> 00:04:18.000]  很明白當時的以色列人
[00:04:18.000 --> 00:04:20.000]  是真的很需要
[00:04:20.000 --> 00:04:23.000]  很需要有神聖安慰
[00:04:23.000 --> 00:04:25.000]  而第二句
[00:04:25.000 --> 00:04:27.000]  這裡就很清晰地講到
[00:04:27.000 --> 00:04:29.000]  西面得到聖靈啟示
[00:04:29.000 --> 00:04:31.000]  是要在未死之前
[00:04:31.000 --> 00:04:34.000]  就已經看得見主的基督
[00:04:34.000 --> 00:04:36.000]  這句很清楚就指出
[00:04:36.000 --> 00:04:39.000]  以色列的安慰就是主的基督
[00:04:39.000 --> 00:04:42.000]  這裡的主是在講父神
[00:04:42.000 --> 00:04:44.000]  其實父神一直在舊約
[00:04:44.000 --> 00:04:46.000]  有跟以色列文有互動
[00:04:46.000 --> 00:04:50.000]  也都在指示會有應許的來到
[00:04:50.000 --> 00:04:52.000]  救贖主要來到
[00:04:52.000 --> 00:04:54.000]  西面不是憑空想像
[00:04:54.000 --> 00:04:56.000]  他是熟悉律法
[00:04:56.000 --> 00:04:57.000]  努力遵行
[00:04:57.000 --> 00:05:00.000]  也都熟知神的應許
[00:05:00.000 --> 00:05:02.000]  基督要來到
[00:05:02.000 --> 00:05:04.000]  而經文又說他
[00:05:04.000 --> 00:05:07.000]  一直是掃上盼望著
[00:05:07.000 --> 00:05:08.000]  不止他
[00:05:08.000 --> 00:05:10.000]  譬如剛才經文有講到
[00:05:10.000 --> 00:05:13.000]  其他人都一直盼望著
[00:05:13.000 --> 00:05:16.000]  包括阿利瑪太約瑟
[00:05:16.000 --> 00:05:20.000]  也都在掃上盼望著神的光
[00:05:20.000 --> 00:05:23.000]  西面是因著跟神有密切的關係
[00:05:23.000 --> 00:05:25.000]  所以聖靈告訴他
[00:05:25.000 --> 00:05:28.000]  他一定會見到主基督
[00:05:28.000 --> 00:05:30.000]  其實西面就好像當時
[00:05:30.000 --> 00:05:32.000]  很無望的日子
[00:05:32.000 --> 00:05:34.000]  很無望的時代
[00:05:34.000 --> 00:05:36.000]  翹首以盼等呀等
[00:05:36.000 --> 00:05:40.000]  終於就等到基督的降生
[00:05:40.000 --> 00:05:42.000]  大家你感不感受到
[00:05:42.000 --> 00:05:45.000]  祂那份喜悅
[00:05:45.000 --> 00:05:50.000]  終於等到耶穌基督的降生
[00:05:50.000 --> 00:05:52.000]  其實耶穌基督的降生
[00:05:52.000 --> 00:05:55.000]  的確是神對於這個世界
[00:05:55.000 --> 00:05:59.000]  好像一個無望的世界的答案
[00:05:59.000 --> 00:06:00.000]  聖誕節
[00:06:00.000 --> 00:06:04.000]  聖誕佳節就是這麼值得慶賀
[00:06:04.000 --> 00:06:06.000]  普天同慶
[00:06:06.000 --> 00:06:08.000]  西人去慶祝聖誕節
[00:06:08.000 --> 00:06:10.000]  不外乎可能去吃大餐
[00:06:10.000 --> 00:06:11.000]  開party
[00:06:11.000 --> 00:06:13.000]  交換禮物
[00:06:13.000 --> 00:06:15.000]  或者去旅行
[00:06:15.000 --> 00:06:17.000]  但其實很可惜
[00:06:17.000 --> 00:06:21.000]  很多人不知道為什麼值得慶祝
[00:06:21.000 --> 00:06:23.000]  聖誕節為什麼值得慶祝
[00:06:23.000 --> 00:06:26.000]  是真的神給了這個世界
[00:06:26.000 --> 00:06:29.000]  給了人類的一個答案
[00:06:29.000 --> 00:06:30.000]  一個終極的答案
[00:06:30.000 --> 00:06:33.000]  是一個真正的盼望
[00:06:33.000 --> 00:06:36.000]  我們看到這個世界地球
[00:06:36.000 --> 00:06:41.000]  人類就好像是一個大的困局裡面
[00:06:41.000 --> 00:06:43.000]  例如這個世界已經講了很多年
[00:06:43.000 --> 00:06:44.000]  不知道幾十年
[00:06:44.000 --> 00:06:46.000]  講環保的問題是不是
[00:06:46.000 --> 00:06:49.000]  甚至很多國家一起去簽訂
[00:06:49.000 --> 00:06:51.000]  一些環保的協議
[00:06:51.000 --> 00:06:54.000]  但是只要某一些部分的國家
[00:06:54.000 --> 00:06:56.000]  沒有跟進
