
[00:00:00.000 --> 00:00:01.000]  阿留利亞
[00:00:01.000 --> 00:00:07.300]  聽藏人牧師練聖城
[00:00:07.300 --> 00:00:09.900]  我看
[00:00:09.900 --> 00:00:12.980]  那個很多東西大概一輩子
[00:00:12.980 --> 00:00:14.420]  可能都沒練過
[00:00:14.420 --> 00:00:17.680]  我也沒練過 什麼紅碧璽啦
[00:00:17.680 --> 00:00:20.620]  什麼寶石啦
[00:00:20.620 --> 00:00:25.620]  聽眾朋友 我們今天要再一次來
[00:00:26.660 --> 00:00:30.980]  讓我們渴慕這一個聖城新耶路撒冷
[00:00:30.980 --> 00:00:32.280]  Amen
[00:00:32.280 --> 00:00:33.900]  Amen
[00:00:33.900 --> 00:00:35.780]  你渴慕嗎
[00:00:35.780 --> 00:00:39.220]  跟你旁邊說 我很渴慕
[00:00:39.220 --> 00:00:42.140]  你也要渴慕
[00:00:42.140 --> 00:00:43.480]  Amen
[00:00:43.480 --> 00:00:46.060]  親愛的同志們
[00:00:46.060 --> 00:00:53.060]  約翰看見這一個新天新地
[00:00:53.460 --> 00:00:56.660]  然後呢 他接著看見這個新耶路撒冷
[00:00:56.660 --> 00:00:58.240]  親愛的同志們
[00:00:58.240 --> 00:01:01.260]  這個新耶路撒冷
[00:01:01.260 --> 00:01:03.860]  一個是地上的耶路撒冷
[00:01:03.860 --> 00:01:05.560]  一個是天上的耶路撒冷
[00:01:05.560 --> 00:01:08.560]  天上的耶路撒冷 我們等一下會仔細的來講
[00:01:08.560 --> 00:01:10.060]  到底是長的什麼樣子
[00:01:10.060 --> 00:01:12.700]  地上的耶路撒冷 就看左邊這個圖
[00:01:12.700 --> 00:01:15.860]  那麼你看著那個在晚上的時候
[00:01:15.860 --> 00:01:17.560]  燈光這個打起來
[00:01:17.560 --> 00:01:20.360]  地上的耶路撒冷 好美麗 是不是
[00:01:20.860 --> 00:01:23.660]  可是其實耶路撒冷是一個很舊的城
[00:01:23.660 --> 00:01:27.260]  它不是像現代化的這些城市
[00:01:27.260 --> 00:01:29.860]  所以你要講美麗 坦白說
[00:01:29.860 --> 00:01:32.660]  那是基督徒因為天天讀聖經
[00:01:32.660 --> 00:01:36.160]  讀來讀去 舊約裡面讀到的 讀太多了
[00:01:36.160 --> 00:01:39.560]  就是心裡面就渴慕要去一個這個地方
[00:01:39.560 --> 00:01:41.760]  親愛的同志們 你沒去過耶路撒冷
[00:01:41.760 --> 00:01:43.060]  想不想去耶路撒冷
[00:01:43.060 --> 00:01:44.660]  想不想去啊
[00:01:44.660 --> 00:01:48.260]  很多人很想去啊 是不是
[00:01:49.660 --> 00:01:52.360]  親愛的同志們 去過的人都還想去
[00:01:52.360 --> 00:01:56.460]  是不是 已經Grace在那邊舉手舉了好幾次了
[00:01:56.460 --> 00:02:00.160]  親愛的同志們
[00:02:00.160 --> 00:02:04.060]  這個耶路撒冷
[00:02:04.060 --> 00:02:08.660]  這個耶路撒冷又叫做聖城
[00:02:08.660 --> 00:02:11.060]  Holy City
[00:02:11.060 --> 00:02:12.860]  聖城
[00:02:12.860 --> 00:02:16.160]  我們講的這個天上的耶路撒冷
[00:02:16.160 --> 00:02:19.560]  我們說我們要渴望這個新耶路撒冷 是不是
[00:02:19.960 --> 00:02:23.560]  親愛的同志們 那個新耶路撒冷
[00:02:23.560 --> 00:02:26.460]  又是講到是聖城
[00:02:26.460 --> 00:02:29.060]  聖城是神的城
[00:02:29.060 --> 00:02:31.260]  是神行政的中心
[00:02:31.260 --> 00:02:36.960]  這個聖城在從第十節開始
[00:02:36.960 --> 00:02:39.060]  二十一章第十節開始
[00:02:39.060 --> 00:02:40.960]  一直到二十一節
[00:02:40.960 --> 00:02:43.260]  剛才我們讀的聖經裡面
[00:02:43.260 --> 00:02:46.760]  在形容這個聖城是有多麼樣子的美麗
[00:02:46.760 --> 00:02:49.560]  親愛的同志們 這個聖城多美麗呢
[00:02:49.760 --> 00:02:51.660]  從第十節到十四節
[00:02:51.660 --> 00:02:55.560]  十節到十四節
[00:02:55.560 --> 00:02:56.960]  在這個地方他說什麼呢
[00:02:56.960 --> 00:02:58.560]  他說我被聖靈感動
[00:02:58.560 --> 00:03:01.160]  天使就帶我到一座高大的山
[00:03:01.160 --> 00:03:04.060]  將由神那裡從天而降的聖城
[00:03:04.060 --> 00:03:05.660]  耶路撒冷指示我
[00:03:05.660 --> 00:03:07.860]  城中有神的榮耀
[00:03:07.860 --> 00:03:10.960]  城的光輝如同極貴的寶石
[00:03:10.960 --> 00:03:13.560]  你看 開始提到這些寶石了
[00:03:13.560 --> 00:03:18.960]  他說提到這個寶石好像庇育
[00:03:20.360 --> 00:03:23.060]  好 用明爐水晶
[00:03:23.060 --> 00:03:26.860]  我們姐妹們有沒有現在有帶水晶的
[00:03:26.860 --> 00:03:28.160]  有沒有 咬一下
[00:03:28.160 --> 00:03:29.760]  沒有
[00:03:29.760 --> 00:03:31.760]  有沒有帶玉的
[00:03:31.760 --> 00:03:33.560]  也沒有
[00:03:33.560 --> 00:03:36.660]  你們都蠻樸素的 感謝詹美竹
[00:03:36.660 --> 00:03:39.260]  有沒有帶寶石的 有沒有
[00:03:39.260 --> 00:03:41.360]  也沒有
[00:03:41.360 --> 00:03:45.160]  好
[00:03:45.160 --> 00:03:46.960]  不曉得是
[00:03:48.660 --> 00:03:49.660]  啊
[00:03:49.660 --> 00:03:51.260]  好
[00:03:51.260 --> 00:03:54.460]  他說這裡有高大的牆
[00:03:54.460 --> 00:03:57.060]  然後呢 有十二個門
[00:03:57.060 --> 00:03:58.960]  門上有十二位天使
[00:03:58.960 --> 00:04:01.860]  門上有寫著以色列十二個支派的名字
[00:04:01.860 --> 00:04:03.860]  東邊有三門 北邊有三門
[00:04:03.860 --> 00:04:05.560]  南邊有三門 西邊有三門
[00:04:05.560 --> 00:04:07.460]  城牆有十二個根基
[00:04:07.460 --> 00:04:10.660]  根基上有高揚十二使徒的名字
[00:04:10.660 --> 00:04:12.360]  請注意在這個地方提到什麼了
[00:04:12.360 --> 00:04:14.460]  他提到說有十二個門
[00:04:14.460 --> 00:04:16.360]  他說提到這個十二門呢
[00:04:16.460 --> 00:04:21.460]  是有門上寫著以色列十二個支派的名字
[00:04:21.460 --> 00:04:24.660]  以色列十二個支派就代表舊約
[00:04:24.660 --> 00:04:26.660]  舊約的以色列支派
[00:04:26.660 --> 00:04:28.860]  十二個支派就代表整個舊約
[00:04:28.860 --> 00:04:31.860]  舊約的聖徒代表舊約的聖徒
[00:04:31.860 --> 00:04:33.960]  那麼這裡講到說有十
[00:04:33.960 --> 00:04:37.260]  十二個這個城牆有根基
[00:04:37.260 --> 00:04:38.360]  有十二個根基
[00:04:38.360 --> 00:04:41.460]  根基上有高揚十二個使徒的名字
[00:04:41.460 --> 00:04:42.660]  十二個使徒呢
[00:04:42.660 --> 00:04:44.660]  就代表整個舊約的聖徒
[00:04:44.860 --> 00:04:47.460]  所以新約的聖徒舊約的聖徒
[00:04:47.460 --> 00:04:50.060]  歷代的聖徒都在這一個
[00:04:50.060 --> 00:04:53.560]  這一個新耶路撒冷的這一個城裡面
[00:04:53.560 --> 00:04:56.160]  所以代表這件事情就是
[00:04:56.160 --> 00:05:00.260]  這個新耶路撒冷是歷世歷代的聖徒所渴望的
[00:05:00.260 --> 00:05:00.860]  Amen
[00:05:00.860 --> 00:05:03.460]  親愛的兄弟妹
[00:05:03.460 --> 00:05:07.960]  你我是不是也在這一群聖徒的裡面
[00:05:07.960 --> 00:05:08.560]  Amen
[00:05:08.560 --> 00:05:11.460]  是的人大聲說Amen
[00:05:11.460 --> 00:05:13.160]  Amen
[00:05:13.960 --> 00:05:14.860]  親愛的兄弟妹
[00:05:14.860 --> 00:05:19.560]  真是需要神打開我們的眼睛
[00:05:19.560 --> 00:05:22.960]  因為我們的眼睛看不見的時候
[00:05:22.960 --> 00:05:24.360]  我們就不會渴望
[00:05:24.360 --> 00:05:29.860]  所以約翰雖然已經是耶穌的門徒
[00:05:29.860 --> 00:05:31.160]  但是呢
[00:05:31.160 --> 00:05:33.860]  他在巴默海島神要讓他看見
[00:05:33.860 --> 00:05:37.660]  神當他靈裡面看見這個意象的時候
[00:05:37.660 --> 00:05:39.260]  他整個人生不一樣
[00:05:39.660 --> 00:05:44.160]  巴不得那個改變這個約翰
[00:05:44.160 --> 00:05:47.060]  啟示約翰的那個靈也在我們中間
[00:05:47.060 --> 00:05:49.460]  每一次當我們在這裡聽這樣訊息的時候
[00:05:49.460 --> 00:05:52.160]  不是用我們肉體的眼睛來看
[00:05:52.160 --> 00:05:54.360]  而是用我們心靈的眼睛來看見
[00:05:54.360 --> 00:05:55.960]  看見那個榮耀的意象
[00:05:55.960 --> 00:05:58.160]  親愛的兄弟妹
