
[00:00:00.000 --> 00:00:05.680]  祈壽姐妹平安 再一次跟大家問安 祝日平安
[00:00:05.680 --> 00:00:08.360]  感恩今天可以站在這裡跟大家分享
[00:00:08.360 --> 00:00:11.280]  其實心情我是非常感恩和激動
[00:00:11.280 --> 00:00:13.440]  你們繼續聽下去就會知道
[00:00:13.440 --> 00:00:18.540]  這一周我再一次經驗能夠面對面實施
[00:00:18.540 --> 00:00:23.100]  一切都不是必然 也不是理所當然的
[00:00:23.100 --> 00:00:26.320]  過去兩年我們的生活習慣都改變了
[00:00:26.320 --> 00:00:28.960]  都被改變了
[00:00:28.960 --> 00:00:32.080]  為了避免外出感染
[00:00:32.080 --> 00:00:35.640]  不少人都會減少在外面吃飯
[00:00:35.640 --> 00:00:38.040]  相反就會
[00:00:38.040 --> 00:00:40.920]  午餐和晚餐外賣的機會都多了
[00:00:40.920 --> 00:00:42.760]  是不是大家
[00:00:42.760 --> 00:00:43.640]  有人就覺得
[00:00:43.640 --> 00:00:44.840]  你看這個PP64
[00:00:44.840 --> 00:00:49.200]  有人就覺得用太多一次性的餐具
[00:00:49.200 --> 00:00:52.760]  會用很多飯盒不環保
[00:00:52.760 --> 00:00:56.120]  也天天吃外賣也不健康
[00:00:56.120 --> 00:00:59.200]  我祈壽姐半年也胖了
[00:00:59.200 --> 00:01:00.920]  不好意思還要說
[00:01:00.920 --> 00:01:03.920]  因為吃外賣的時候就
[00:01:03.920 --> 00:01:05.920]  可能平常那個份量吃更多
[00:01:05.920 --> 00:01:07.800]  就是一盒都全都吃光了
[00:01:07.800 --> 00:01:10.120]  就是不健康
[00:01:10.120 --> 00:01:13.400]  所以呢不少人會動手在家做菜
[00:01:13.400 --> 00:01:16.840]  研究怎麼可能吃得更健康
[00:01:16.840 --> 00:01:20.240]  不知道大家有沒有廚藝有沒有進步
[00:01:20.240 --> 00:01:20.960]  那我沒有
[00:01:20.960 --> 00:01:23.640]  因為我一個不愛煮飯的人
[00:01:23.640 --> 00:01:25.440]  我的室友他很會做
[00:01:25.440 --> 00:01:27.200]  他會做麵包
[00:01:27.200 --> 00:01:28.560]  他會做麵條
[00:01:28.560 --> 00:01:29.720]  他會做蛋糕
[00:01:29.720 --> 00:01:33.920]  也會包餃子
[00:01:33.920 --> 00:01:35.680]  我們家裡面有很多不同的
[00:01:35.680 --> 00:01:37.720]  什麼麵包機
[00:01:37.720 --> 00:01:39.760]  烤箱
[00:01:39.760 --> 00:01:42.240]  我都不會弄
[00:01:42.240 --> 00:01:49.400]  原來做麵包包餃子都會用到麵粉
[00:01:49.400 --> 00:01:53.040]  原來俄羅斯是全球最大的小麥
[00:01:53.040 --> 00:01:55.080]  出產的國家
[00:01:55.080 --> 00:02:00.520]  烏克蘭也是小麥出產量排很第五的
[00:02:00.520 --> 00:02:02.920]  所以這兩個國家加起來
[00:02:02.920 --> 00:02:08.440]  原來是全球出產的佔30%
[00:02:08.440 --> 00:02:09.720]  大家有沒有發現
[00:02:09.720 --> 00:02:12.720]  這兩年出去吃飯
[00:02:12.720 --> 00:02:15.920]  那個價格一直在升
[00:02:15.920 --> 00:02:18.080]  有人就覺得太貴了吧
[00:02:18.080 --> 00:02:22.520]  然後就不如買菜自己煮吧
[00:02:22.520 --> 00:02:26.960]  那個菜還那個肉從今年過年到現在
[00:02:26.960 --> 00:02:29.080]  我都覺得過年他們說
[00:02:29.080 --> 00:02:31.800]  那個因為過關的不通
[00:02:31.800 --> 00:02:34.200]  所以一直都是很貴
[00:02:34.200 --> 00:02:36.960]  但是我覺得為什麼已經7月份
[00:02:36.960 --> 00:02:40.240]  我也沒有覺得會減一點
[00:02:40.240 --> 00:02:42.240]  還是很高
[00:02:42.240 --> 00:02:46.280]  原來就是今年6月8號
[00:02:46.280 --> 00:02:47.880]  就是6月份的時候
[00:02:47.880 --> 00:02:51.480]  聯合國秘書長古特雷是在紐約總部裡面
[00:02:51.480 --> 00:02:54.160]  舉報一個發報會
[00:02:54.160 --> 00:02:57.240]  就是有關聯合國的報告
[00:02:57.240 --> 00:03:01.400]  有關烏克蘭漸增對糧食的影響
[00:03:01.400 --> 00:03:06.920]  他表示烏克蘭的漸增
[00:03:06.920 --> 00:03:09.080]  引起那個聯誼效應
[00:03:09.080 --> 00:03:16.400]  造成很多很多食物的失誤鏈也被影響
[00:03:16.400 --> 00:03:20.480]  再加上新冠疫情的影響
[00:03:20.480 --> 00:03:26.960]  每一個國家其實他們現在都沒有之前通的話也影響
[00:03:26.960 --> 00:03:33.200]  大家有沒有覺得今年才剛剛7月份非常熱
[00:03:33.200 --> 00:03:38.520]  還有就是氣候變化引起極端高溫
[00:03:38.520 --> 00:03:40.840]  現在是7月份吧
[00:03:40.840 --> 00:03:43.200]  在歐洲已經有很多洪水
[00:03:43.200 --> 00:03:46.360]  在我們國內也會有很多就是下很大的雨
[00:03:46.360 --> 00:03:49.400]  影響全球的糧食能源
[00:03:49.400 --> 00:03:52.280]  估計會有94個國家
[00:03:52.280 --> 00:03:59.760]  地區16億的人會面臨危機
[00:03:59.760 --> 00:04:04.160]  今天不少貧窮的國家地區缺乏食物
[00:04:04.160 --> 00:04:06.480]  少於千千萬計的人口
[00:04:06.480 --> 00:04:11.800]  因著缺乏糧食和營養會面對死亡
[00:04:11.800 --> 00:04:15.400]  這是同時另一個方面
[00:04:15.400 --> 00:04:19.080]  世界因為不認識耶穌是生命糧
[00:04:19.080 --> 00:04:22.080]  面對生命乾旱
[00:04:22.080 --> 00:04:25.480]  生命沒有辦法與創造他們的神聯繫
[00:04:25.480 --> 00:04:28.200]  他們失去生命的意義
[00:04:28.200 --> 00:04:31.400]  他們的生命將會永遠的沉淪
[00:04:31.400 --> 00:04:34.520]  最終是面對永遠的死亡
[00:04:34.520 --> 00:04:37.760]  誰能拯救他們的需要呢
[00:04:37.760 --> 00:04:40.720]  今天我會跟大家分享
[00:04:40.720 --> 00:04:43.680]  主題是我是生命的糧
[00:04:43.680 --> 00:04:47.120]  讓我們認識生命的糧是什麼
[00:04:47.120 --> 00:04:55.480]  讓我們為著我們聆聽神的話與我們來同心禱告
[00:04:55.480 --> 00:04:56.880]  主耶穌
[00:04:56.880 --> 00:04:58.160]  我們教會的主
[00:04:58.160 --> 00:05:00.280]  我們生命的主
[00:05:00.280 --> 00:05:02.920]  感謝祢救贖我們
[00:05:02.920 --> 00:05:05.680]  原本我們都在救恩之外
[00:05:05.680 --> 00:05:07.440]  卻因著祢犧牲的愛
[00:05:07.440 --> 00:05:09.400]  祢親自預備
[00:05:09.400 --> 00:05:10.360]  簡選
[00:05:10.360 --> 00:05:11.840]  護教我們
[00:05:11.840 --> 00:05:14.000]  把我們生命翻轉
[00:05:14.000 --> 00:05:15.880]  能夠認識祢
[00:05:15.880 --> 00:05:18.040]  現在我們要聆聽祢的話
[00:05:18.040 --> 00:05:20.400]  試上祢的話語的時候
[00:05:20.400 --> 00:05:24.160]  聖靈啊求祢安靜我們每一顆心
[00:05:24.160 --> 00:05:28.880]  也幫助網絡上聆聽祢話語的弟兄姊妹朋友
[00:05:28.880 --> 00:05:31.880]  他們能夠有專心
[00:05:31.880 --> 00:05:33.400]  神啊求祢的靈降臨
[00:05:33.400 --> 00:05:35.440]  親自啟示祢自己的話
[00:05:35.440 --> 00:05:37.400]  使我們認識祢
[00:05:37.400 --> 00:05:39.560]  幫助我們敞開我們的心
[00:05:39.560 --> 00:05:41.360]  去明白真理
[00:05:41.360 --> 00:05:44.320]  求祢的靈迎刀向我們說話
[00:05:44.320 --> 00:05:49.320]  我們同心禱告封我救助耶穌的名祈求
[00:05:49.320 --> 00:05:51.160]  今天我選的經文是
