
[00:00:00.000 --> 00:00:02.540]  我們只講第十三章
[00:00:02.540 --> 00:00:05.080]  有二十八章的《士郎傳》
[00:00:05.080 --> 00:00:06.500]  即是你回到聖經的時候
[00:00:06.500 --> 00:00:08.140]  新約裏面第五本才是《士郎傳》
[00:00:08.140 --> 00:00:08.980]  《波羅的X》
[00:00:08.980 --> 00:00:10.560]  《波羅的X》都很長的
[00:00:10.560 --> 00:00:13.260]  因為記載第一代教會有很多很多不同的故事
[00:00:13.260 --> 00:00:16.280]  有二十八章這麼多
[00:00:16.280 --> 00:00:19.680]  我剛才才醒悟到
[00:00:19.680 --> 00:00:21.780]  原來只去到第十三章
[00:00:21.780 --> 00:00:23.260]  一半都沒有
[00:00:23.260 --> 00:00:24.080]  怎樣也好
[00:00:24.080 --> 00:00:25.700]  我們看看這些故事
[00:00:25.700 --> 00:00:30.240]  第十三章是一個很重要的時刻
[00:00:30.240 --> 00:00:31.260]  對教會
[00:00:31.260 --> 00:00:33.860]  對初期的信徒
[00:00:33.860 --> 00:00:35.300]  是一個里程碑
[00:00:35.300 --> 00:00:36.360]  為什麼呢?
[00:00:36.360 --> 00:00:39.040]  因為你記得在《士郎傳》裏面經常講什麼
[00:00:39.040 --> 00:00:42.600]  保羅去不同的地方宣教
[00:00:42.600 --> 00:00:44.360]  起碼記載他三次
[00:00:44.360 --> 00:00:46.360]  三次他宣教的旅程
[00:00:46.360 --> 00:00:49.880]  然後最後那幾章就講到他上羅馬
[00:00:49.880 --> 00:00:51.440]  去上告該撒
[00:00:51.440 --> 00:00:54.040]  將福音帶到當時的京都羅馬
[00:00:54.040 --> 00:00:55.360]  起碼有三次
[00:00:55.360 --> 00:00:58.100]  還有加持最後去到羅馬
[00:00:58.100 --> 00:01:00.100]  十三章是第一次
[00:01:00.100 --> 00:01:01.440]  開始的時候
[00:01:01.440 --> 00:01:03.720]  所以我們看看這段聖經
[00:01:03.720 --> 00:01:08.220]  十三章第一至第三節
[00:01:08.220 --> 00:01:11.680]  他說在安提阿一個地方叫安提阿的教會
[00:01:11.680 --> 00:01:13.860]  有幾位先知和教師
[00:01:13.860 --> 00:01:17.160]  就是巴拿巴和稱為尼潔的西面
[00:01:17.160 --> 00:01:19.080]  古里諾人的路球
[00:01:19.080 --> 00:01:22.280]  希律分封王一起長大的馬廉和蘇羅
[00:01:22.280 --> 00:01:24.440]  他們在侍奉主和禁食的時候
[00:01:24.440 --> 00:01:25.560]  聖靈跟他們說
[00:01:25.560 --> 00:01:29.340]  要為我分派巴拿巴和蘇羅
[00:01:29.340 --> 00:01:32.540]  去做我召他們做的工作
[00:01:32.540 --> 00:01:35.240]  於是他們禁食禱告之後
[00:01:35.240 --> 00:01:38.360]  把巴拿巴和蘇羅或者叫保羅
[00:01:38.360 --> 00:01:41.600]  按手然後就差派他走了
[00:01:41.600 --> 00:01:44.600]  這裏短短三節經文有什麼好講
[00:01:44.600 --> 00:01:45.800]  正如我們所講
[00:01:45.800 --> 00:01:49.520]  這個是first landmark
[00:01:49.520 --> 00:01:55.360]  即是初期教會去到一個新的發展的階段
[00:01:55.360 --> 00:01:56.880]  完了這三節
[00:01:56.880 --> 00:02:01.240]  就是保羅和巴拿巴去到做第一個宣教
[00:02:01.240 --> 00:02:03.600]  這裏講到一個教會叫做安提阿
[00:02:03.600 --> 00:02:05.280]  如果你看後面的地圖
[00:02:05.280 --> 00:02:06.160]  大概在右邊
[00:02:06.160 --> 00:02:06.800]  見不見到
[00:02:06.800 --> 00:02:07.720]  今天的敘利亞
[00:02:07.720 --> 00:02:09.560]  那個僵僵右邊那裏
[00:02:09.560 --> 00:02:11.360]  是一個大的城市
[00:02:11.360 --> 00:02:13.160]  或者是一個大的都會
[00:02:13.160 --> 00:02:15.640]  當時的東地中海世界
[00:02:15.640 --> 00:02:17.280]  非常之大的一個都會
[00:02:17.280 --> 00:02:19.600]  當然大都會就想起什麼
[00:02:19.600 --> 00:02:21.320]  有不同的種族
[00:02:21.320 --> 00:02:23.160]  有不同的人
[00:02:23.160 --> 00:02:24.680]  有不同的文化等等
[00:02:24.680 --> 00:02:28.040]  我們這段經文就見到一個這樣的特色
[00:02:28.040 --> 00:02:28.960]  有不同的種族
[00:02:28.960 --> 00:02:29.920]  有不同的文化
[00:02:29.920 --> 00:02:31.520]  這裏有幾個名字
[00:02:31.520 --> 00:02:32.600]  見不見到
[00:02:32.600 --> 00:02:34.200]  第一次看聖經的朋友
[00:02:34.200 --> 00:02:35.320]  你會覺得有些陌生
[00:02:35.320 --> 00:02:36.680]  這些名字是什麼名字
[00:02:36.680 --> 00:02:38.320]  都不是我們平時叫的名字
[00:02:38.320 --> 00:02:40.360]  因為當時是猶太人的名字
[00:02:40.360 --> 00:02:42.560]  你見到有好幾個名字
[00:02:42.560 --> 00:02:44.520]  第一個就是叫做Barnabas
[00:02:44.520 --> 00:02:46.040]  巴拿巴
[00:02:46.040 --> 00:02:48.280]  在《士郎傳》裏面是很出名的人
[00:02:48.280 --> 00:02:49.640]  他本身是猶太人
[00:02:49.640 --> 00:02:55.800]  在居比路或者塞浦路斯那裏出來的
[00:02:55.800 --> 00:02:57.520]  第二個叫做Simon
[00:02:57.520 --> 00:02:58.600]  西緬
[00:02:58.600 --> 00:02:59.200]  西緬
[00:02:59.200 --> 00:03:01.880]  他的綽號叫做利潔
[00:03:01.880 --> 00:03:02.600]  利潔
[00:03:02.600 --> 00:03:03.560]  Nigger
[00:03:03.560 --> 00:03:04.360]  什麼意思
[00:03:04.360 --> 00:03:05.880]  不要亂發音
[00:03:05.880 --> 00:03:08.160]  Nigger
[00:03:08.160 --> 00:03:11.000]  就是有這個字
[00:03:11.000 --> 00:03:12.480]  他的意思是什麼
[00:03:12.480 --> 00:03:14.320]  就是黑的意思
[00:03:14.320 --> 00:03:15.000]  黑
[00:03:15.000 --> 00:03:18.240]  意思就是黑面神
[00:03:18.240 --> 00:03:19.840]  就是黑鬼
[00:03:19.840 --> 00:03:20.680]  黑鬼西緬
[00:03:20.680 --> 00:03:21.840]  有個黑鬼西緬
[00:03:21.840 --> 00:03:24.880]  第三個就是古利內人
[00:03:24.880 --> 00:03:25.840]  Sirene
[00:03:25.840 --> 00:03:27.120]  Sirene在哪裏
[00:03:27.120 --> 00:03:28.480]  在地圖下面
[00:03:28.480 --> 00:03:29.360]  有一個地方
[00:03:29.360 --> 00:03:31.560]  Downtown的地方
[00:03:31.560 --> 00:03:32.520]  就是一個海港
[00:03:32.520 --> 00:03:35.440]  叫做古利祿
[00:03:35.440 --> 00:03:36.480]  在哪裏
[00:03:36.480 --> 00:03:39.160]  屬於五大洲哪個洲
[00:03:39.160 --> 00:03:42.600]  很難
[00:03:42.600 --> 00:03:44.080]  非洲
[00:03:44.080 --> 00:03:45.080]  在北非
[00:03:45.080 --> 00:03:46.200]  行不行
[00:03:46.200 --> 00:03:49.120]  回去讀我們小學的時候讀的地理
