
[00:00:00.000 --> 00:00:02.200]  我們一同禱告
[00:00:02.200 --> 00:00:08.220]  親愛的神,多謝祢讓我們能夠一同來到教會當中去敬拜祢
[00:00:08.220 --> 00:00:12.500]  我們都求祢讓我們每個人都有美好的耳朵
[00:00:12.500 --> 00:00:14.500]  能夠聽見祢的話語
[00:00:14.500 --> 00:00:16.500]  能夠明白祢的話語
[00:00:16.500 --> 00:00:18.500]  能夠相信祢的話語
[00:00:18.500 --> 00:00:20.500]  主也求祢憐憫我們
[00:00:20.500 --> 00:00:22.500]  幫助我們
[00:00:22.500 --> 00:00:25.000]  我們多謝祢,我們這樣的禱告
[00:00:25.000 --> 00:00:27.000]  是奉主耶穌基督的名字
[00:00:27.000 --> 00:00:29.000]  Amen
[00:00:29.000 --> 00:00:33.000]  尖沙咀國語浸信會是一間怎樣的教會呢?
[00:00:33.000 --> 00:00:36.000]  尖沙咀國語浸信會是怎樣的一家教會呢?
[00:00:36.000 --> 00:00:40.000]  是不是一家充滿著神的意象的教會呢?
[00:00:40.000 --> 00:00:42.000]  是不是一家充滿了神意象的教會呢?
[00:00:42.000 --> 00:00:47.000]  是不是一家常常聽到神的心意的教會呢?
[00:00:47.000 --> 00:00:50.000]  是不是一家常常聽見神心意的教會呢?
[00:00:50.000 --> 00:00:55.000]  對於不少人來說,要聽到神的心意是不容易的
[00:00:55.000 --> 00:00:59.000]  對於不少人來說,要聽到神的心意是不容易的
[00:00:59.000 --> 00:01:02.000]  因為神的心意是很難去確定的
[00:01:02.000 --> 00:01:05.000]  因為神的心意很難去確定
[00:01:05.000 --> 00:01:08.000]  所以有些時候我們希望能夠看著環境
[00:01:08.000 --> 00:01:10.000]  能夠去明白神的心意
[00:01:10.000 --> 00:01:15.000]  所以有些時候我們希望看看環境來確定神的心意
[00:01:15.000 --> 00:01:17.000]  如果環境順的時候就是神的心意
[00:01:17.000 --> 00:01:20.000]  環境不好當然不是神的心意了
[00:01:20.000 --> 00:01:22.000]  環境順的時候一定是神的心意
[00:01:22.000 --> 00:01:26.000]  假如環境不好的時候一定不是神的心意
[00:01:26.000 --> 00:01:31.000]  有些弟兄姊妹們希望透過跟弟兄姊妹們的交談
[00:01:31.000 --> 00:01:34.000]  聊天,明白神的心意
[00:01:34.000 --> 00:01:38.000]  有些弟兄姊妹就想通過跟其他弟兄姊妹交談
[00:01:38.000 --> 00:01:40.000]  來明白神的心意
[00:01:40.000 --> 00:01:45.000]  有些希望能夠找到一些有屬靈因果的弟兄姊妹們
[00:01:45.000 --> 00:01:48.000]  在他們當中能夠明白神的心意
[00:01:48.000 --> 00:01:53.000]  有些弟兄姊妹就想找一些在屬靈裡面有恩高的弟兄姊妹
[00:01:53.000 --> 00:01:55.000]  通過他們去明白神的心意
[00:01:55.000 --> 00:01:59.000]  這些有恩高的弟兄姊妹們只要按手在我們頭上
[00:01:59.000 --> 00:02:03.000]  他們就知道我們半年後走的路是什麼路了
[00:02:03.000 --> 00:02:07.000]  這些有屬靈恩高的人只要把手按在我們的額頭上
[00:02:07.000 --> 00:02:10.000]  他們就可以告訴我們半年以後我們應該走什麼路
[00:02:10.000 --> 00:02:16.000]  有些弟兄姊妹們確實會在夢中去明白神的心意
[00:02:16.000 --> 00:02:20.000]  有些弟兄姊妹會在夢中明白神的心意
[00:02:20.000 --> 00:02:23.000]  我是一位第三代的基督徒
[00:02:23.000 --> 00:02:25.000]  我是第三代的基督徒
[00:02:25.000 --> 00:02:28.000]  自小的時候我很渴望聖功
[00:02:28.000 --> 00:02:31.000]  做牧師真的很好
[00:02:31.000 --> 00:02:34.000]  小的時候我很羨慕聖功,覺得做牧師非常好
[00:02:34.000 --> 00:02:38.000]  所以我小時候就想,神啊,我會不會做傳道人呢?
[00:02:38.000 --> 00:02:41.000]  所以小時候我就問上帝,我會不會傳道人呢?
[00:02:41.000 --> 00:02:46.000]  因為我一個親妹妹患了重病
[00:02:46.000 --> 00:02:49.000]  那個時候我的妹妹患了重病
[00:02:49.000 --> 00:02:54.000]  自小我就知道她不會活得很久,有一天會離開我們
[00:02:54.000 --> 00:02:58.000]  我知道她不會活得太久,有一天她會離開我們
[00:02:58.000 --> 00:03:04.000]  我記得應該是中三的時候
[00:03:04.000 --> 00:03:11.000]  我每天早上七點鐘就去踢球
[00:03:11.000 --> 00:03:15.000]  我記得我中三的時候,每天早上七點鐘我就去踢球
[00:03:15.000 --> 00:03:20.000]  我一早七點鐘就回到學校,發覺沒有人跟我踢球
[00:03:20.000 --> 00:03:23.000]  七點鐘我回到學校,發覺沒有人跟我踢球
[00:03:23.000 --> 00:03:27.000]  於是我就在學校的走廊讀聖經,在那裡祈禱
[00:03:27.000 --> 00:03:31.000]  我就在學校的走廊讀聖經禱告
[00:03:31.000 --> 00:03:37.000]  我在看著球場又想,如果我讀書讀得好,我將來做醫生
[00:03:37.000 --> 00:03:39.000]  能夠醫到我妹妹就好了
[00:03:39.000 --> 00:03:43.000]  我就在那裡想,假如我讀書讀得好,將來做醫生的話
[00:03:43.000 --> 00:03:45.000]  可以把我妹妹治好,那就好了
[00:03:45.000 --> 00:03:51.000]  在那裡想,突然間想起,如果做淑玲的醫生更加重要
[00:03:51.000 --> 00:03:55.000]  在想的時候,我又想到,假如能夠做淑玲的醫生那就更好
[00:03:55.000 --> 00:03:59.000]  淑玲的醫生是能夠關心人靈魂的需要
[00:03:59.000 --> 00:04:02.000]  淑玲的醫生是能夠關心人靈魂的需要
[00:04:02.000 --> 00:04:08.000]  所以那時候我經常想,神會不會呼召我成為她的傭人呢?
[00:04:08.000 --> 00:04:12.000]  所以那時候我經常想,神會不會呼召我做她的傭人呢?
[00:04:12.000 --> 00:04:17.000]  後來很奇妙,神呼召我去讀神學
[00:04:17.000 --> 00:04:20.000]  後來很奇妙,神呼召我去讀神學
[00:04:20.000 --> 00:04:24.000]  我媽媽聽到之後,她不是那麼開心
[00:04:24.000 --> 00:04:27.000]  我媽媽聽見以後,她就不太開心
[00:04:27.000 --> 00:04:31.000]  我媽媽是教會的執事
[00:04:31.000 --> 00:04:35.000]  她看見弟兄姊妹們奉獻,因為召集人
[00:04:35.000 --> 00:04:42.000]  她看見弟兄姊妹奉獻傳道,她就說好
[00:04:42.000 --> 00:04:45.000]  她說感謝主
[00:04:45.000 --> 00:04:50.000]  但她的大兒子要奉獻,她心裡在兩難之間
[00:04:50.000 --> 00:04:54.000]  但她的大兒子要奉獻,她心裡就在兩難之間
[00:04:54.000 --> 00:05:00.000]  因為她的家庭在文革的時候,她的家被批鬥過
[00:05:00.000 --> 00:05:03.000]  因為我們的家在文革的時候是被批鬥的
[00:05:03.000 --> 00:05:08.000]  我們的舅父被下放到海南島
[00:05:08.000 --> 00:05:13.000]  褫奪所有讀書的權利,在那裡做苦工
[00:05:13.000 --> 00:05:17.000]  我的舅舅們那時候是下放到海南島
[00:05:17.000 --> 00:05:21.000]  失去了讀書的機會,在那裡幹苦工
[00:05:21.000 --> 00:05:27.000]  因為我的公公婆婆都是醫生,被看為資本主義者
[00:05:27.000 --> 00:05:30.000]  因為我的公公婆婆都是醫生
[00:05:30.000 --> 00:05:34.000]  所以我們的家被看作為資本主義的家庭
[00:05:34.000 --> 00:05:37.000]  所以我婆婆常常跟我媽媽說
[00:05:37.000 --> 00:05:41.000]  有機會阿彤去美國,去外國,不要回來香港
[00:05:41.000 --> 00:05:44.000]  所以婆婆那時候跟我媽媽常常說
[00:05:44.000 --> 00:05:48.000]  有機會就讓查姆斯去美國,不要回來香港
[00:05:48.000 --> 00:05:51.000]  我媽媽是很孝順的,所以她知道
[00:05:51.000 --> 00:05:56.000]  她的兒子做傳道人,她心裡在兩難之間
[00:05:56.000 --> 00:05:58.000]  我的母親是很孝順的
[00:05:58.000 --> 00:06:02.000]  所以知道自己兒子要做傳道,她是在兩難之間
[00:06:02.000 --> 00:06:06.000]  後來當我進了神學院之後,大概半年左右,她跟我說
[00:06:06.000 --> 00:06:10.000]  後來我進了師學院以後,大概半年的時間,她跟我說
[00:06:10.000 --> 00:06:18.000]  阿彤啊,那天晚上我做了一個夢,在夢中我看到你牧養羊
[00:06:18.000 --> 00:06:21.000]  她說,兒子啊,我做了一個夢
[00:06:21.000 --> 00:06:25.000]  在夢裡面我看見你在牧養一些羊
[00:06:25.000 --> 00:06:27.000]  那些羊都是肥嘟嘟的
[00:06:27.000 --> 00:06:29.000]  那些羊都是胖胖的
[00:06:29.000 --> 00:06:34.000]  我媽媽就接受我進入神學院,被神裝備這個事實
[00:06:34.000 --> 00:06:37.000]  我的母親已經接受了我進神學院
[00:06:37.000 --> 00:06:39.000]  讓神裝備我這個事實
[00:06:39.000 --> 00:06:42.000]  這個是我媽媽的夷夢
[00:06:42.000 --> 00:06:44.000]  這是我媽媽的一個夷夢
[00:06:44.000 --> 00:06:49.000]  剛才我們所讀的經文《使徒行傳》十六章都說到保羅的異象
[00:06:49.000 --> 00:06:54.000]  剛才我們讀的經文《使徒行傳》第十六章也談到了保羅看見了異象
[00:06:54.000 --> 00:07:02.000]  在《使徒行傳》十五章四十一節說到保羅和西拉開了耶路撒冷會議之後
[00:07:02.000 --> 00:07:10.000]  在《使徒行傳》第十五章四十一節說到保羅和西拉開了一個會議
[00:07:10.000 --> 00:07:12.000]  在耶路撒冷
[00:07:12.000 --> 00:07:16.000]  將會議的決定要告訴周圍的教會
[00:07:16.000 --> 00:07:20.000]  他要把這個會議的決定告訴周邊的教會
[00:07:20.000 --> 00:07:24.000]  他要跟其他的教會,例如敘利亞、基里加的教會
[00:07:24.000 --> 00:07:27.000]  要說出這個會議的結果是什麼
[00:07:27.000 --> 00:07:32.000]  他要向敘利亞、基里加等地的教會說出這個會議的決定
[00:07:32.000 --> 00:07:40.000]  就是說耶路撒冷會議決定了外邦的信徒不需要實踐國禮的責任
[00:07:40.000 --> 00:07:46.000]  這個決定就是說外邦的信徒是不需要施行隔離
[00:07:46.000 --> 00:07:50.000]  保羅探望這些教會宣佈耶路撒冷會議的結論
[00:07:50.000 --> 00:07:54.000]  保羅去看望這些教會宣佈耶路撒冷會議的結果
[00:07:54.000 --> 00:07:58.000]  之後他遇見了提摩泰
[00:07:58.000 --> 00:08:03.000]  揀選了提摩泰和他一起去佛里加和加拉泰的地方
[00:08:03.000 --> 00:08:08.000]  選了提摩泰和他一起到佛里加和加拉泰這些地方
[00:08:08.000 --> 00:08:11.000]  保羅打算去以弗所傳福音
[00:08:11.000 --> 00:08:16.000]  因為那裏造船是很出名的
[00:08:16.000 --> 00:08:21.000]  那裏工商業也是挺好的
[00:08:21.000 --> 00:08:26.000]  所以應該是一個很好的傳福音據點
[00:08:26.000 --> 00:08:28.000]  是一個很好的傳福音據點
[00:08:28.000 --> 00:08:35.000]  但我們看到聖經說聖靈禁止保羅去亞細亞傳福音
[00:08:35.000 --> 00:08:40.000]  但是聖經說當時聖靈禁止保羅去亞細亞傳福音
[00:08:40.000 --> 00:08:42.000]  於是保羅就想不如去比推尼
[00:08:42.000 --> 00:08:45.000]  那保羅就想不如去比推尼吧
[00:08:45.000 --> 00:08:47.000]  但耶穌的靈又說不准
[00:08:47.000 --> 00:08:49.000]  但耶穌的靈又說不許
[00:08:49.000 --> 00:08:54.000]  於是保羅就要越過梅西亞去到特羅亞
[00:08:54.000 --> 00:08:57.000]  因此保羅要越過梅西亞到特羅亞地方去
[00:08:57.000 --> 00:09:00.000]  在特羅亞保羅看見一個異象
[00:09:00.000 --> 00:09:03.000]  在特羅亞這個地方保羅看見一個異象
[00:09:03.000 --> 00:09:07.000]  有一個馬其頓人站起來乞求保羅
[00:09:07.000 --> 00:09:10.000]  有一個馬其頓人站起來乞求保羅說
[00:09:10.000 --> 00:09:14.000]  請你過來馬其頓幫助我們
[00:09:14.000 --> 00:09:16.000]  請你過來馬其頓幫助我們
[00:09:16.000 --> 00:09:22.000]  保羅就把這個異象和西拉提摩泰路迦分享
[00:09:22.000 --> 00:09:25.000]  保羅就把這個異象和西拉提摩泰路迦分享
[00:09:25.000 --> 00:09:27.000]  他們的結論就是
[00:09:27.000 --> 00:09:33.000]  神是呼召我們要傳福音給那裏的人去聽
[00:09:33.000 --> 00:09:38.000]  他們的結論就是要我們去傳福音給那裏的人聽
[00:09:38.000 --> 00:09:42.000]  在保羅的經歷當中我們看見神是會關門
[00:09:42.000 --> 00:09:44.000]  神是會開門的
[00:09:44.000 --> 00:09:47.000]  在保羅的經歷當中我們看見神有時候會關門
[00:09:47.000 --> 00:09:49.000]  有時候會開門
[00:09:49.000 --> 00:09:53.000]  神透過夜夢向保羅說出祂的心意
[00:09:53.000 --> 00:09:57.000]  神透過夜夢向保羅說出了自己的心意
[00:09:57.000 --> 00:09:59.000]  原來神的心意就是說
[00:09:59.000 --> 00:10:07.000]  神是呼召我們傳福音給那裏的人聽
[00:10:07.000 --> 00:10:12.000]  原來神的呼召是叫我們傳福音給那裏的人聽
[00:10:12.000 --> 00:10:15.000]  原來神對我們基督徒的心意
[00:10:15.000 --> 00:10:21.000]  是叫我們傳福音給那裏的人聽
[00:10:21.000 --> 00:10:23.000]  原來神對我們基督徒的心意
[00:10:23.000 --> 00:10:26.000]  是叫我們傳福音給那裏的人聽
[00:10:26.000 --> 00:10:29.000]  保羅聽見神的心意之後
[00:10:29.000 --> 00:10:33.000]  於是他聽說去到外邦的地方菲律賓
[00:10:33.000 --> 00:10:35.000]  保羅聽見神的心意以後
[00:10:35.000 --> 00:10:37.000]  他就去到外邦的地方菲律賓
[00:10:37.000 --> 00:10:41.000]  在菲律賓他見到一個女士叫做女底亞
[00:10:41.000 --> 00:10:44.000]  在菲律賓他碰到一個女士叫做女底亞
[00:10:44.000 --> 00:10:47.000]  女底亞是一個有錢的女商人
[00:10:47.000 --> 00:10:50.000]  女底亞是一個有錢的女商人
[00:10:50.000 --> 00:10:52.000]  是推亞推拉人賣紫色的布
[00:10:52.000 --> 00:10:55.000]  是推亞推拉人賣紫色的布
