
[00:00:00.000 --> 00:00:03.920]  好 聽眾自媒體大家平安
[00:00:03.920 --> 00:00:07.640]  我們得勝者的這個系列
[00:00:07.640 --> 00:00:09.560]  我們已經講了好幾次
[00:00:09.560 --> 00:00:12.880]  今天已經是第四次
[00:00:12.880 --> 00:00:14.440]  我最近在預備信息的時候
[00:00:14.440 --> 00:00:17.320]  那麼我聽到好不容易
[00:00:17.320 --> 00:00:18.200]  不能說好不容易
[00:00:18.200 --> 00:00:20.280]  就是說應該是很難得
[00:00:20.280 --> 00:00:22.320]  竟然聽到有一個網站
[00:00:22.320 --> 00:00:26.440]  上面把林道亮牧師的一個信息
[00:00:26.440 --> 00:00:31.120]  然後把他的錄音把它這樣子上傳了
[00:00:31.120 --> 00:00:33.120]  我就看到有一些的
[00:00:33.120 --> 00:00:35.960]  一些弟兄姊妹在回應
[00:00:35.960 --> 00:00:39.880]  有一個就說很寶貴的聲音
[00:00:39.880 --> 00:00:44.200]  那麼我就聽到他在唱一首歌
[00:00:44.200 --> 00:00:49.080]  所以我就想說這個
[00:00:49.080 --> 00:00:51.720]  就讓我想起以前林院長
[00:00:51.720 --> 00:00:53.280]  也教過我們這首歌
[00:00:53.280 --> 00:00:55.680]  這是一首很老的歌
[00:00:55.680 --> 00:00:57.120]  可能老一點的
[00:00:57.120 --> 00:01:00.520]  應該講說信主比較久一點的弟兄姊妹
[00:01:00.520 --> 00:01:02.920]  可能大概也會這個調子
[00:01:02.920 --> 00:01:05.160]  但是他把歌詞改了
[00:01:05.160 --> 00:01:07.800]  這首歌是一個得勝者之歌
[00:01:07.800 --> 00:01:12.720]  所以我們可以請高牧師幫我們來彈琴
[00:01:12.720 --> 00:01:15.560]  我們一起來學習一下
[00:01:15.560 --> 00:01:17.840]  我們一起來學習唱這首歌
[00:01:17.840 --> 00:01:21.560]  這首歌基本上就是把這個林道亮牧師
[00:01:21.560 --> 00:01:26.000]  他所講的這個得勝者的內容
[00:01:26.000 --> 00:01:30.040]  做了大概有五節
[00:01:30.040 --> 00:01:34.160]  第一節講說主啊你有
[00:01:34.160 --> 00:01:37.320]  永生之道我還歸誰呢
[00:01:37.320 --> 00:01:40.240]  那弟兄姊妹你如果熟悉這個調子
[00:01:40.240 --> 00:01:43.040]  試試看我們可以一起來唱
[00:01:50.240 --> 00:01:53.040]  主啊你有
[00:01:53.040 --> 00:01:55.800]  主啊你有
[00:01:55.800 --> 00:02:01.600]  永生之道我還歸誰呢
[00:02:01.600 --> 00:02:04.480]  主啊你有
[00:02:04.480 --> 00:02:07.360]  主啊你有
[00:02:07.360 --> 00:02:13.280]  永生之道我還歸誰呢
[00:02:13.280 --> 00:02:16.120]  被罩的多
[00:02:16.120 --> 00:02:18.960]  懸賞的少
[00:02:18.960 --> 00:02:24.760]  我又被罩而又懸賞嗎
[00:02:24.760 --> 00:02:27.520]  被罩的多
[00:02:27.520 --> 00:02:30.400]  懸賞的少
[00:02:30.400 --> 00:02:36.240]  你又被罩而又懸賞嗎
[00:02:36.240 --> 00:02:39.160]  不再是我
[00:02:39.160 --> 00:02:42.080]  不再是我
[00:02:42.080 --> 00:02:47.880]  來世嫉妒在我裡面活
[00:02:47.880 --> 00:02:50.760]  不再是我
[00:02:50.760 --> 00:02:53.680]  不再是我
[00:02:53.680 --> 00:02:58.600]  來世嫉妒在我裡面活
[00:02:58.600 --> 00:02:59.480]  第四節
[00:02:59.480 --> 00:03:02.440]  你要吃瘦
[00:03:02.440 --> 00:03:05.200]  你要吃瘦
[00:03:05.200 --> 00:03:10.800]  免得人奪取你的冠名
[00:03:10.800 --> 00:03:13.640]  你要吃瘦
[00:03:13.640 --> 00:03:16.440]  你要吃瘦
[00:03:16.440 --> 00:03:21.320]  免得人奪取你的冠名
[00:03:21.320 --> 00:03:22.360]  第六個節
[00:03:22.360 --> 00:03:28.160]  歌聲裡我要吃它
[00:03:28.160 --> 00:03:33.960]  在我寶座上與我同坐
[00:03:33.960 --> 00:03:39.920]  猶如我的聊生
[00:03:39.920 --> 00:03:49.560]  在我菩提寶座上同坐
[00:03:49.560 --> 00:03:51.440]  基本上這五節
[00:03:51.440 --> 00:03:54.080]  其實就是五段聖經
[00:03:54.080 --> 00:03:56.400]  但是這五段聖經
[00:03:56.400 --> 00:03:59.000]  你可以發現非常寶貴
[00:03:59.000 --> 00:04:00.240]  聽不懂你像這裡
[00:04:00.240 --> 00:04:02.120]  聖經節所說的說
[00:04:02.120 --> 00:04:04.120]  主啊像彼得說
[00:04:04.120 --> 00:04:06.240]  主啊你有永生之道
[00:04:06.240 --> 00:04:10.000]  我還歸誰呢
[00:04:10.000 --> 00:04:10.960]  就是聖經上說
[00:04:10.960 --> 00:04:15.920]  被召的多選上的少
[00:04:15.920 --> 00:04:17.600]  很多人把這段聖經裡面
[00:04:17.600 --> 00:04:20.360]  當作是得救的問題
[00:04:20.360 --> 00:04:21.760]  上禮拜我講過
[00:04:21.760 --> 00:04:23.560]  我們一講呼召
[00:04:23.560 --> 00:04:25.720]  我們就想什麼
[00:04:25.720 --> 00:04:30.240]  我們就想到那些去做傳道人
[00:04:30.240 --> 00:04:33.920]  所以如果這裡講的被召的多
[00:04:33.920 --> 00:04:36.560]  那應該是傳道人去聽的事情
[00:04:36.560 --> 00:04:38.080]  不是這個地方講的就是
[00:04:38.080 --> 00:04:40.400]  每一個我們信靠耶穌的
[00:04:40.400 --> 00:04:42.600]  都是被神所呼召的
[00:04:42.600 --> 00:04:44.680]  被神呼召的人很多
[00:04:44.680 --> 00:04:46.920]  但是被神選上
[00:04:46.920 --> 00:04:49.840]  被揀選的來做得勝者的
[00:04:49.840 --> 00:04:51.880]  跟主一同做寶座的
[00:04:51.880 --> 00:04:54.800]  確實不多
[00:04:54.800 --> 00:05:00.800]  那你有被召而又被選上嗎
[00:05:00.800 --> 00:05:02.560]  聽眾準備
[00:05:02.560 --> 00:05:04.600]  今天我們繼續的
[00:05:04.600 --> 00:05:10.800]  要來看看這個得勝者的道路
[00:05:10.800 --> 00:05:14.760]  最近我們在早上的這個靈修裡面
[00:05:14.760 --> 00:05:19.040]  我們剛讀完馬太福音第七章
[00:05:19.040 --> 00:05:21.960]  我們講到其實今天的進度
[00:05:21.960 --> 00:05:24.960]  就是把馬太福音第七章
[00:05:24.960 --> 00:05:26.800]  我們所要講的這個經文
[00:05:26.800 --> 00:05:31.760]  我今天早上就會把它講完
[00:05:31.760 --> 00:05:34.040]  所以禮拜六昨天我們在講什麼呢
[00:05:34.040 --> 00:05:35.160]  聽眾準備還記得嗎
[00:05:35.160 --> 00:05:37.080]  如果你有參加傳道的
[00:05:37.080 --> 00:05:40.040]  禮拜六我們講什麼
[00:05:40.040 --> 00:05:43.720]  我們講到先知和這個就業律法的
[00:05:43.720 --> 00:05:46.360]  這個一切的總綱是不是
[00:05:46.360 --> 00:05:49.680]  律法和先知的這個道理的總綱是什麼
[00:05:49.680 --> 00:05:53.200]  你們願意人怎麼樣待你們
[00:05:53.200 --> 00:05:59.240]  你們也要怎麼樣待人是不是
[00:05:59.240 --> 00:06:02.160]  聽眾準備接著在那個之後
[00:06:02.160 --> 00:06:04.480]  其實今天的進度裡面就要講什麼
[00:06:04.480 --> 00:06:09.400]  就是我們今天要講的經文說什麼呢
[00:06:09.400 --> 00:06:11.600]  馬太福音剛才我們讀的那一段聖經
[00:06:11.600 --> 00:06:13.560]  第七章十三十四節
[00:06:13.560 --> 00:06:15.800]  在這裡講了說
[00:06:15.800 --> 00:06:18.480]  我們一起來看
[00:06:18.480 --> 00:06:20.400]  聽眾準備我鼓勵你就是
[00:06:20.400 --> 00:06:22.560]  你現在有聖經把聖經放在旁邊
[00:06:22.560 --> 00:06:24.080]  因為今天我們的經文
[00:06:24.080 --> 00:06:26.800]  我們可能要翻一下
[00:06:26.800 --> 00:06:29.720]  我們來看一下第七章這裡
[00:06:29.720 --> 00:06:31.200]  耶穌在這裡講什麼呢
[00:06:31.200 --> 00:06:33.360]  耶穌說你們要進窄門
[00:06:33.360 --> 00:06:36.760]  因為引到滅亡那門是寬的
[00:06:36.760 --> 00:06:39.480]  路是大的進去的人也多
[00:06:39.480 --> 00:06:41.520]  引到永生那門是窄的
[00:06:41.520 --> 00:06:43.680]  路是小的找著的人也少
[00:06:43.680 --> 00:06:45.200]  這一段聖經裡面
[00:06:45.200 --> 00:06:48.960]  出現了一個神學上的問題
[00:06:48.960 --> 00:06:52.000]  為什麼這段聖經出現什麼問題呢
[00:06:52.000 --> 00:06:55.760]  一般你如果去查這些參考書
[00:06:55.760 --> 00:06:57.240]  或者是你上網去查
