
[00:00:00.000 --> 00:00:04.240]  剛才說過,我會以蘇羅的家庭事件簿和大家分享
[00:00:04.240 --> 00:00:05.840]  蘇羅是誰呢?
[00:00:05.840 --> 00:00:09.800]  蘇羅是以色列聯合王國的第一個王
[00:00:09.800 --> 00:00:12.280]  在位初期是挺好的
[00:00:12.280 --> 00:00:16.720]  他帶領以色列人去戰勝阿摩人
[00:00:16.720 --> 00:00:19.840]  得到民眾的歡心
[00:00:19.840 --> 00:00:23.240]  和正式被擁立為王
[00:00:23.240 --> 00:00:27.080]  蘇羅事件簿的第一件事
[00:00:27.080 --> 00:00:29.520]  和大家分享的就是這件事
[00:00:29.520 --> 00:00:34.520]  是說到蘇羅屢次違背神命
[00:00:34.520 --> 00:00:36.720]  最終被神所廢
[00:00:36.720 --> 00:00:38.400]  其中有兩件事件
[00:00:38.400 --> 00:00:40.320]  第一件事件是說到
[00:00:40.320 --> 00:00:43.120]  蘇羅在做王的第二年
[00:00:43.120 --> 00:00:45.920]  很快的第二年就出事了
[00:00:45.920 --> 00:00:48.000]  他和非利士人爭戰期間
[00:00:48.000 --> 00:00:53.040]  因為非利士人已經集結了很強大的軍隊
[00:00:53.040 --> 00:00:58.800]  同時他也看到百姓好像正在離開
[00:00:58.800 --> 00:01:02.400]  所以他是一個很懼怕的當中
[00:01:02.400 --> 00:01:07.760]  他沒有等待祭司兼先知撒姆爾
[00:01:07.760 --> 00:01:11.040]  而自己私自去獻祭
[00:01:11.040 --> 00:01:13.800]  根據摩西的律法
[00:01:13.800 --> 00:01:17.440]  是必須由祭司去獻祭的
[00:01:17.440 --> 00:01:18.960]  他當時不是祭司
[00:01:18.960 --> 00:01:20.160]  他也不是利美人
[00:01:20.160 --> 00:01:22.600]  所以他是不可以去獻祭的
[00:01:22.600 --> 00:01:24.480]  他的心是怎樣想的呢?
[00:01:24.480 --> 00:01:28.280]  他的心是說只要向耶和華禱告獻祭
[00:01:28.280 --> 00:01:30.280]  就可以得到神的庇佑
[00:01:30.280 --> 00:01:32.200]  就可以幫助打勝仗
[00:01:32.200 --> 00:01:33.920]  做的是一個行為動作
[00:01:33.920 --> 00:01:35.920]  不是憑心去做出來
[00:01:35.920 --> 00:01:37.920]  所以出了問題
[00:01:37.920 --> 00:01:40.600]  沒多久撒姆爾就來了
[00:01:40.600 --> 00:01:43.000]  然後就隨即去宣告
[00:01:43.000 --> 00:01:44.600]  宣告這件事
[00:01:44.600 --> 00:01:45.600]  我們一起讀吧
[00:01:45.600 --> 00:01:46.600]  1、2、3
[00:01:46.600 --> 00:01:50.080]  現在你的王位必不長久
[00:01:50.080 --> 00:01:54.720]  耶和華已經尋著一個合他心意的人
[00:01:54.720 --> 00:01:57.120]  納他作百姓的君
[00:01:57.120 --> 00:02:01.720]  因為你沒有遵守耶和華所吩咐你的
[00:02:01.720 --> 00:02:04.200]  你的王位必定不長久
[00:02:04.200 --> 00:02:05.200]  哇
[00:02:05.200 --> 00:02:07.200]  很進入
[00:02:07.200 --> 00:02:09.800]  他聽到之後不知道有什麼感覺
[00:02:09.800 --> 00:02:10.640]  相信他也會
[00:02:10.640 --> 00:02:12.200]  哇 原來是這樣的
[00:02:12.200 --> 00:02:13.720]  好了 第二件事
[00:02:13.720 --> 00:02:16.400]  就是說他和阿瑪迪人爭戰
[00:02:16.400 --> 00:02:17.400]  贏了之後
[00:02:17.400 --> 00:02:19.920]  他沒有照耶和華的吩咐
[00:02:19.920 --> 00:02:21.920]  滅盡他們所有的
[00:02:21.920 --> 00:02:24.120]  以及不可以連繫他們
[00:02:24.120 --> 00:02:27.800]  撒姆爾知道之後就這樣跟他說
[00:02:27.800 --> 00:02:28.800]  我們一起讀吧
[00:02:28.800 --> 00:02:29.800]  1、2、3
[00:02:29.800 --> 00:02:32.080]  請命聖於憲制
[00:02:32.080 --> 00:02:35.320]  順從聖於公羊的自由
[00:02:35.320 --> 00:02:39.240]  然後還跟蘇羅說
[00:02:39.240 --> 00:02:43.080]  你既然厭惡耶和華的命令
[00:02:43.080 --> 00:02:45.600]  我也厭惡你作王
[00:02:45.600 --> 00:02:48.520]  再一次去預告蘇羅
[00:02:48.520 --> 00:02:51.440]  你將會被廢
[00:02:51.440 --> 00:02:53.480]  好了 第二件的家庭事件簿
[00:02:53.480 --> 00:02:57.480]  是說到蘇羅窮一生在曠野
[00:02:57.480 --> 00:03:01.480]  瘋狂地去追殺大衛
[00:03:01.480 --> 00:03:03.480]  這件事是說到
[00:03:03.480 --> 00:03:06.080]  來到第十六章
[00:03:06.080 --> 00:03:11.880]  神隨即命撒姆爾去高立大衛
[00:03:11.880 --> 00:03:14.680]  準備接替蘇羅作王
[00:03:14.680 --> 00:03:17.280]  當然這個等候也等候了很多年
[00:03:17.280 --> 00:03:19.880]  如果大家熟悉聖經都知道
[00:03:19.880 --> 00:03:21.080]  沒多久之後
[00:03:21.080 --> 00:03:25.880]  大衛就戰勝菲利士巨人哥利亞
[00:03:25.880 --> 00:03:28.480]  整個民族都戰勝了
[00:03:28.480 --> 00:03:30.480]  而聲名大噪
[00:03:30.480 --> 00:03:33.880]  蘇羅看到神和大衛同在
[00:03:33.880 --> 00:03:36.480]  女兒很愛大衛
[00:03:36.480 --> 00:03:38.480]  於是就很怕他
[00:03:38.480 --> 00:03:41.480]  將大衛視為頭號敵人
[00:03:41.480 --> 00:03:45.480]  所以處處找機會去殺他
[00:03:45.480 --> 00:03:49.680]  最後大衛要去逃避蘇羅的追殺
[00:03:49.680 --> 00:03:52.880]  去落荒曠野
[00:03:52.880 --> 00:03:56.280]  和出走他國的情況
[00:03:56.280 --> 00:04:00.280]  這些一切都是因為蘇羅這種情況下
[00:04:00.280 --> 00:04:04.080]  第一他的得失心過重
[00:04:04.080 --> 00:04:07.480]  第二他王位被廢的陰影
[00:04:07.480 --> 00:04:08.680]  說了兩次
[00:04:08.680 --> 00:04:11.680]  第三他抓住權位不放
[00:04:11.680 --> 00:04:14.080]  第四相信這是最重要的
[00:04:14.080 --> 00:04:18.480]  他是瘋狂嫉妒大衛所至
[00:04:18.480 --> 00:04:20.280]  弟兄姊妹
[00:04:20.280 --> 00:04:24.680]  嫉妒其實是一個很嚴重的問題
[00:04:24.680 --> 00:04:25.880]  為什麼這樣說呢
[00:04:25.880 --> 00:04:28.480]  在針研也有這句經文
[00:04:28.480 --> 00:04:30.480]  成為我們的一個尷尬
[00:04:30.480 --> 00:04:31.480]  我們一起讀吧
[00:04:31.480 --> 00:04:35.880]  嫉妒是骨中的扭爛
[00:04:35.880 --> 00:04:41.080]  即是說癌症會扭爛會腐壞
[00:04:41.080 --> 00:04:43.280]  會令到你的身體衰弱
[00:04:43.280 --> 00:04:44.680]  這裡說到的是
[00:04:44.680 --> 00:04:48.280]  能夠引起很強烈的情緒反應
[00:04:48.280 --> 00:04:50.880]  同時之間會令人失去理智
[00:04:50.880 --> 00:04:53.080]  做一些不當的行為
[00:04:53.080 --> 00:04:54.880]  大家都要小心
[00:04:54.880 --> 00:04:57.080]  第三件事和大家分享的
[00:04:57.080 --> 00:04:59.480]  就是蘇羅的家庭事件簿
[00:04:59.480 --> 00:05:02.880]  就是說到約拿丹愛大衛
[00:05:02.880 --> 00:05:05.680]  處處相助解困
[00:05:05.680 --> 00:05:08.880]  這裡說到約拿丹的心
[00:05:08.880 --> 00:05:14.080]  說到大衛殺死巨人哥利亞之後
[00:05:14.080 --> 00:05:15.880]  約拿丹見到大衛
[00:05:15.880 --> 00:05:18.680]  跟他說 經文這樣說
[00:05:18.680 --> 00:05:22.880]  約拿丹的心和大衛的心是心相契合
[00:05:22.880 --> 00:05:26.880]  約拿丹愛大衛如同愛自己的性命
[00:05:26.880 --> 00:05:28.280]  跟他結盟
[00:05:28.280 --> 00:05:31.880]  約拿丹就從身上脫下他的外袍
[00:05:31.880 --> 00:05:35.480]  戰衣 刀 弓和腰帶都給了他
[00:05:35.480 --> 00:05:37.080]  意思是什麼呢
[00:05:37.080 --> 00:05:39.080]  約拿丹愛大衛
[00:05:39.080 --> 00:05:41.880]  指的是在神的裡面
[00:05:41.880 --> 00:05:49.680]  毫無保留的文約之交和至高的友誼
[00:05:49.680 --> 00:05:50.880]  是無私的
[00:05:50.880 --> 00:05:54.080]  和超過世俗的利益
[00:05:54.080 --> 00:05:56.280]  去到第四節大家都看到
[00:05:56.280 --> 00:06:00.680]  約拿丹將外袍 戰衣 刀 弓和腰帶
[00:06:00.680 --> 00:06:02.480]  都給了大衛
[00:06:02.480 --> 00:06:03.680]  意思是什麼呢
[00:06:03.680 --> 00:06:07.680]  意思是他願意將皇位的繼承權
[00:06:07.680 --> 00:06:09.880]  轉讓給大衛
[00:06:09.880 --> 00:06:13.880]  同時對大衛那種完全的信任
[00:06:13.880 --> 00:06:17.080]  在古代
[00:06:17.080 --> 00:06:19.080]  兵器的轉移
[00:06:19.080 --> 00:06:22.680]  含有一個將皇權交出
[00:06:22.680 --> 00:06:25.280]  那種象徵的意義
[00:06:25.280 --> 00:06:28.880]  這個相信是因為約拿丹清楚知道
[00:06:28.880 --> 00:06:32.280]  大衛是神所揀選的王
[00:06:32.280 --> 00:06:34.080]  而有的行動
[00:06:34.080 --> 00:06:34.880]  為什麼我這樣說呢
[00:06:34.880 --> 00:06:36.080]  聖經沒有明言
[00:06:36.080 --> 00:06:39.480]  很多學者都認為是這兩個原因
[00:06:39.480 --> 00:06:40.880]  第一個原因就是
[00:06:40.880 --> 00:06:47.080]  約拿丹看到神與大衛同在
[00:06:47.080 --> 00:06:50.480]  他怎樣去戰勝巨人哥尼亞
[00:06:50.480 --> 00:06:53.880]  神怎樣給他能力去戰勝
[00:06:53.880 --> 00:06:57.880]  第二就是他知道他父親被神所廢
[00:06:57.880 --> 00:07:02.680]  神會去高納另外一個人去作皇
[00:07:02.680 --> 00:07:06.280]  他認定這個必定是神所喜悅
[00:07:06.280 --> 00:07:08.280]  將來以色列的皇
[00:07:08.280 --> 00:07:12.080]  不僅如此 約拿丹之後還幫助大衛
[00:07:12.080 --> 00:07:16.080]  去逃避蘇羅王的追殺
[00:07:16.080 --> 00:07:20.280]  三件的蘇羅家庭事件簿
[00:07:20.280 --> 00:07:22.480]  帶來什麼啟示呢
[00:07:22.480 --> 00:07:24.480]  這個啟示我相信就是這個
[00:07:24.480 --> 00:07:27.880]  生命的優先次序
[00:07:27.880 --> 00:07:32.280]  大家都看到在蘇羅的家庭裏面
[00:07:32.280 --> 00:07:33.480]  同一個家庭裏面
[00:07:33.480 --> 00:07:37.080]  我們看到兩個很不同的性情
[00:07:37.080 --> 00:07:39.480]  處事的方法 思想
[00:07:39.480 --> 00:07:42.680]  甚至是對事物的看法
[00:07:42.680 --> 00:07:44.280]  都是很不同很不同
[00:07:44.280 --> 00:07:46.680]  而在這個張力底下
[00:07:46.680 --> 00:07:48.680]  確是產生不少的衝突
[00:07:48.680 --> 00:07:52.280]  很多不開心的事情發生
[00:07:52.280 --> 00:07:55.880]  甚至差點發生血案
[00:07:55.880 --> 00:07:57.280]  聖經這樣說
[00:07:57.280 --> 00:08:02.280]  當蘇羅曾經因為兒子約拿丹
[00:08:02.280 --> 00:08:04.880]  多次為大衛講好話
[00:08:04.880 --> 00:08:07.880]  甚至處處去維護大衛
[00:08:07.880 --> 00:08:09.880]  在聖路的底下
[00:08:09.880 --> 00:08:13.880]  飛一支標槍想殺死兒子
[00:08:13.880 --> 00:08:15.880]  在聖路的底下
[00:08:15.880 --> 00:08:20.080]  差點發生一個血案
[00:08:20.080 --> 00:08:22.880]  當然了 約拿丹機警
[00:08:22.880 --> 00:08:24.880]  避開了這一支槍
[00:08:24.880 --> 00:08:27.680]  所以 兄弟姐妹
[00:08:27.680 --> 00:08:30.480]  在家庭裏面 在成員之間
[00:08:30.480 --> 00:08:32.680]  有分歧 衝突
[00:08:32.680 --> 00:08:35.880]  有時都會是現實的寫照
[00:08:35.880 --> 00:08:38.680]  信徒當面對生命裏面
[00:08:38.680 --> 00:08:40.880]  比較重要的三件事情
[00:08:40.880 --> 00:08:43.280]  就是這三件事情
[00:08:43.280 --> 00:08:49.080]  神 家庭 工作 個人使命 侍奉
[00:08:49.080 --> 00:08:53.480]  我們的優先次序是什麼呢
[00:08:53.480 --> 00:08:56.080]  剛才我和大家分享三件事情
[00:08:56.080 --> 00:08:57.680]  都呼吸欲出
[00:08:57.680 --> 00:09:00.680]  兩個人不同的想法
[00:09:00.680 --> 00:09:03.680]  但他們的生命次序卻不是一樣
