
[00:00:00.000 --> 00:00:04.640]  親愛的聖靈,我們懇求禰來到我們當中,禰充滿這個地方,
[00:00:04.640 --> 00:00:09.400]  禰讓我們的心裡面都充滿著主禰自己的恩典,
[00:00:09.400 --> 00:00:14.560]  讓我們能夠安靜我們的心,潔淨我們的思想,
[00:00:14.560 --> 00:00:17.760]  讓我們集中在主禰的話語上。
[00:00:17.760 --> 00:00:22.440]  主求禰使用禰的僕人,讓祂所傳講的信息從禰而來,
[00:00:22.440 --> 00:00:28.120]  也就能夠幫助我們在座的每一位弟兄姐妹,奉主耶穌的神明禱告。
[00:00:28.120 --> 00:00:30.200]  Amen
[00:00:30.200 --> 00:00:38.760]  好,我在香港就住了二十多年,將近三十年吧,二十多年。
[00:00:38.760 --> 00:00:47.560]  在過去呢,住的地方呢,在樓下有一個大草場,有一個廣場,有一個公園。
[00:00:47.560 --> 00:00:53.120]  在那邊呢,有很多人在那邊,每個早上,清晨的時候呢,
[00:00:53.120 --> 00:00:58.000]  都有一大班的人在那邊做晨運、晨操的。
[00:00:58.000 --> 00:01:00.560]  常常看到呢,就是這裡一堆,那邊一堆的,
[00:01:00.560 --> 00:01:04.280]  有些在跳散舞啊,有些在舞劍啊,
[00:01:04.280 --> 00:01:10.360]  有些在一兩個人的領導之下呢,在那邊做早操啊,等等的。
[00:01:10.360 --> 00:01:15.760]  我相信呢,這些人呢,他們都很注重他們身體的健康,
[00:01:15.760 --> 00:01:19.280]  每個人都在那邊積極地在那邊運動。
[00:01:19.280 --> 00:01:24.760]  那時候自己還年輕,還沒有意識到這個健康的重要性,
[00:01:24.760 --> 00:01:27.000]  也不是說沒有意識到健康的重要性,
[00:01:27.000 --> 00:01:31.760]  只是不知道應該怎麼樣來維持自己的健康。
[00:01:31.760 --> 00:01:35.440]  但是看到他們的時候,我就想到,這些人呢,
[00:01:35.440 --> 00:01:42.760]  他們懂得怎麼樣未雨綢繆,讓他們知道怎麼樣的預備好自己的身體,
[00:01:42.760 --> 00:01:48.760]  以至於呢,有病的時候呢,不會很容易的就生病,
[00:01:48.760 --> 00:01:54.000]  有些情況改變的時候呢,他們也能夠應付得來。
[00:01:54.000 --> 00:02:00.760]  我常常在想,其實我們呢,很多時候我們都不大會去保護我們的身體,
[00:02:00.760 --> 00:02:04.400]  或者是去維持我們有一個健康的身體。
[00:02:04.400 --> 00:02:09.800]  常常在身體上出了毛病的時候呢,才開始在找藥吃啊,
[00:02:09.800 --> 00:02:13.360]  才想到要怎麼樣的維持自己的健康。
[00:02:13.360 --> 00:02:20.000]  我本身呢,也就是這樣的人,就是說不懂得怎麼樣的去照顧自己,
[00:02:20.000 --> 00:02:28.000]  直到自己有這個糖尿病的時候啊,才開始發現到過去可能吃太多的甜的東西吧,
[00:02:28.000 --> 00:02:33.400]  也許運動的太少了吧,也許不太瞭解自己身體上的狀況,
[00:02:33.400 --> 00:02:37.000]  以至於呢,不懂得怎麼樣的去愛護自己的身體。
[00:02:37.000 --> 00:02:45.000]  我相信在我們當中呢,大部分的人呢,都懂得保護自己,愛護自己。
[00:02:45.000 --> 00:02:54.000]  但是呢,有時候我們以為我們還很健康,我們不需要做一些怎麼樣的預防的功夫,
[00:02:54.000 --> 00:03:03.000]  不懂得用健身或者是用運動來維持自己身體的健康。
[00:03:03.000 --> 00:03:12.000]  肉身上的健康,也許很多人都會留意到,都會知道要怎麼樣的認真的去面對。
[00:03:12.000 --> 00:03:19.000]  但是很多時候,我們靈性上的那種健康,我們到底有沒有留意呢?
[00:03:19.000 --> 00:03:25.000]  我們有沒有注意到我們靈性上的狀況是怎麼樣的?
[00:03:25.000 --> 00:03:32.000]  很多時候我們以為說,我們已經信了耶穌,我們已經跟神有了這個關係,
[00:03:32.000 --> 00:03:38.000]  我們就不需要再留意其他的什麼地方,什麼什麼狀況。
[00:03:38.000 --> 00:03:47.000]  我們以為說我們有把握,我們可以上天堂,我們可以進入天國,我們是天國的兒女,
[00:03:47.000 --> 00:03:53.000]  所以我們就不需要留意我們跟神維持那種的關係。
[00:03:53.000 --> 00:03:56.000]  這就是好像我們的身體健康一樣。
[00:03:56.000 --> 00:04:05.000]  有一天,當我們發現的時候,可能已經太遲了,我們跟神的關係越來越遠,越來越疏離。
[00:04:05.000 --> 00:04:13.000]  今天我講的這個題目叫做與神相近,這個跟親近神有不同的意思。
[00:04:13.000 --> 00:04:17.000]  親近神就是我們要去跟神親近,
[00:04:17.000 --> 00:04:24.000]  但是跟神相近就是我們整個人,整個思想,整個行為是不是跟神很貼近呢?
[00:04:24.000 --> 00:04:28.000]  這是很值得我們去思想的。
[00:04:28.000 --> 00:04:34.000]  我們看到雅各書裡面,在裡面提醒我們,
[00:04:34.000 --> 00:04:45.000]  當時雅各在他的經文裡面提到一個淫亂的信徒,淫亂的人。淫亂的人到底是指哪一些人呢?
[00:04:45.000 --> 00:04:51.000]  當我們看雅各書第四節的時候,我們看到淫亂的人這幾個字。
[00:04:51.000 --> 00:04:57.000]  當你看聖經的時候,你就會看到在那邊有一個小字,
[00:04:57.000 --> 00:05:01.000]  寫著說原文是淫婦。
[00:05:01.000 --> 00:05:10.000]  也許我們以為雅各在指責一些犯姦淫的人,指這些人犯姦淫,
[00:05:10.000 --> 00:05:16.000]  但其實這是指一些對上帝不忠的信徒。
[00:05:16.000 --> 00:05:22.000]  竟然指的是信徒,一些不忠於上帝的信徒。
[00:05:22.000 --> 00:05:29.000]  這就好像一個婦人,她們愛上了另一個男人,這男人並不是她的丈夫。
[00:05:29.000 --> 00:05:34.000]  對她們的丈夫不忠,她們愛上了另外一個男人的時候,
[00:05:34.000 --> 00:05:38.000]  這就是犯了淫亂的罪。
[00:05:38.000 --> 00:05:44.000]  我們也許很容易忘記信徒跟上帝的關係是怎麼樣的一種關係呢?
[00:05:44.000 --> 00:05:47.000]  其實是一種夫妻的關係。
[00:05:47.000 --> 00:05:58.000]  在聖經裡面,教會就是指我們這些信徒,我們就是新娘,基督是新郎。
[00:05:58.000 --> 00:06:02.000]  保羅在哥林多後書第十一章第二節那邊,
[00:06:02.000 --> 00:06:05.000]  他對哥林多教會的信徒說,
[00:06:05.000 --> 00:06:14.000]  我曾經把你們許配一個丈夫,要把你們如同貞潔的童女獻給基督。
[00:06:14.000 --> 00:06:18.000]  其實這不是新月才有的一種觀念。
[00:06:18.000 --> 00:06:22.000]  舊約聖經裡面更明顯的指出什麼呢?
[00:06:22.000 --> 00:06:26.000]  上帝的子民以色列是上帝的心腹,
[00:06:26.000 --> 00:06:29.000]  上帝是以色列的丈夫。
[00:06:29.000 --> 00:06:34.000]  我們現代人也許不容易接受這種觀念,
[00:06:34.000 --> 00:06:41.000]  但是這其實是指出上帝跟信徒的關係是那麼的密切,
[00:06:41.000 --> 00:06:44.000]  是由愛所建立的,
[00:06:44.000 --> 00:06:48.000]  而不是一種高高在上或者是低低在下的一種關係,
[00:06:48.000 --> 00:06:53.000]  不是一種主僕的關係,也不是一個君王跟子民的關係,
[00:06:53.000 --> 00:06:57.000]  反而是一種夫妻的關係,是一種很密切的關係。
[00:06:57.000 --> 00:07:01.000]  所以當信徒不忠於上帝的時候,
[00:07:01.000 --> 00:07:05.000]  而轉去戀慕其他的事物的時候,
[00:07:05.000 --> 00:07:15.000]  就好像夫妻破壞了那種婚約,犯了姦淫的罪,犯了淫亂的罪。
[00:07:15.000 --> 00:07:19.000]  所以雅各在他的書裡面指責信徒,
[00:07:19.000 --> 00:07:26.000]  他們戀慕其他的事情,多於戀慕上帝,多於戀慕神,
[00:07:26.000 --> 00:07:30.000]  以至於他們就是犯了這種淫亂的罪。
[00:07:30.000 --> 00:07:35.000]  雅各指責信徒,他們到底戀慕什麼呢?
[00:07:35.000 --> 00:07:39.000]  以至於被定為不忠於上帝的這種罪呢?
[00:07:39.000 --> 00:07:43.000]  聖經說,他們是以世俗為由。
[00:07:43.000 --> 00:07:46.000]  雅各的書在第四章第四節那邊說,
[00:07:46.000 --> 00:07:52.000]  豈不知以世俗為由,就是與上帝為敵嗎?
[00:07:52.000 --> 00:07:58.000]  所以凡想要以世俗為由的,就是與上帝為敵了。
[00:07:58.000 --> 00:08:00.000]  世俗到底是什麼呢?
[00:08:00.000 --> 00:08:06.000]  這個字在英文裡面就是指世界,World,就是指世界。
[00:08:06.000 --> 00:08:11.000]  那麼原文是什麼呢?原文也是指世界。
[00:08:11.000 --> 00:08:16.000]  如果這樣的話,聖經是不是要我們敵視這個世界,
[00:08:16.000 --> 00:08:20.000]  以至於不要跟世界親近,過一個清教徒的生活,
[00:08:20.000 --> 00:08:24.000]  完完全全的脫離這個世界呢?其實不是的。
[00:08:24.000 --> 00:08:31.000]  我們知道,聖經告訴我們,世界原本是上帝所創造的,
[00:08:31.000 --> 00:08:36.000]  他樂於讓我們享受在世界裡面的這一切。
[00:08:36.000 --> 00:08:44.000]  而聖經這裡所指的,以世俗為由,原文其實含有愛世界的意思。
[00:08:44.000 --> 00:08:52.000]  而這裡所指的世界,當然已經不是指最初上帝所造的那個美好的世界,
[00:08:52.000 --> 00:08:55.000]  反而是一個背離上帝的世界,
[00:08:55.000 --> 00:09:02.000]  是一個與上帝的國度相反的一個名詞,就是相對立的一個名詞。
[00:09:02.000 --> 00:09:10.000]  所以在聖經裡面指世界的時候,其實就是一個罪惡的一個表證。
[00:09:10.000 --> 00:09:16.000]  這個世界跟神成了完全的一個對立的兩個層面。
[00:09:16.000 --> 00:09:19.000]  因此我們很容易理解到,
[00:09:19.000 --> 00:09:28.000]  凡想要跟世俗為由的,就是跟上帝為敵,因為這兩種東西是對敵的。
[00:09:28.000 --> 00:09:37.000]  想想看,如果當我們跟背離上帝的這個世界和好、交好的時候,
[00:09:37.000 --> 00:09:44.000]  我們的思想、我們的心態、我們的價值觀都會隨著而變化,
[00:09:44.000 --> 00:09:51.000]  再也不能夠體貼上帝,再也不能夠瞭解上帝要我們做的那些事情。
[00:09:51.000 --> 00:09:56.000]  主耶穌也曾經說過,一個人不能夠侍奉兩個主,
[00:09:56.000 --> 00:10:02.000]  不是捂這個、愛那個,就是重這個、親那個。
[00:10:02.000 --> 00:10:06.000]  你們不能夠又侍奉上帝又侍奉馬門,
[00:10:06.000 --> 00:10:12.000]  就是告訴我們說,你們跟上帝親近,你們就不能夠跟世界來親近。
[00:10:12.000 --> 00:10:18.000]  如果你跟世俗為由的話,你跟上帝就是為敵了。
[00:10:18.000 --> 00:10:20.000]  很多信徒都沒有察覺到這一點,
[00:10:20.000 --> 00:10:27.000]  還以為我們可以一方面愛上帝,另外一方面我們仍然愛世界。
[00:10:27.000 --> 00:10:33.000]  沒有想到,愛世界和愛上帝是不能夠並立的。
[00:10:33.000 --> 00:10:39.000]  當我們被世俗所同化的時候,我們就很容易得罪上帝,
[00:10:39.000 --> 00:10:43.000]  或者使上帝的名被羞辱。
[00:10:43.000 --> 00:10:50.000]  這也許提醒我們,屬世的和屬靈的是不相容的。
[00:10:50.000 --> 00:10:57.000]  在跟隨耶穌的時候,永遠不可以存在一種世俗的思想或者是心態。
[00:10:57.000 --> 00:11:05.000]  在侍奉上帝的時候,更是不能夠存在這種世俗的思想或者心態。
[00:11:05.000 --> 00:11:15.000]  很多弟兄姐妹,很多信徒在侍奉上帝的時候,心裡面所存的是一種世俗的思想和心態,
[00:11:15.000 --> 00:11:23.000]  為的是自己的名譽,為的是自己的利益,為的是自己的地位。
[00:11:23.000 --> 00:11:27.000]  這些都是世俗的一種思想和心態。
[00:11:27.000 --> 00:11:35.000]  你怎麼樣在侍奉的時候,完完全全只是想著上帝,只是為了上帝而做呢?
[00:11:35.000 --> 00:11:39.000]  那個才是屬上帝的,是一種跟上帝親近的心態。
[00:11:39.000 --> 00:11:46.000]  事實上,跟世俗為友,不但是攔住了我們跟上帝親近的那種關係,
[00:11:46.000 --> 00:11:51.000]  甚至可能隔絕了我們跟上帝的那種關係。
[00:11:51.000 --> 00:11:57.000]  那麼談了什麼會令到我們跟上帝有隔絕,
[00:11:57.000 --> 00:12:03.000]  那麼我們想想看,什麼才能夠使我們跟上帝相近呢?
[00:12:03.000 --> 00:12:11.000]  我們看看一對有婚約的男女,不但不容許第三者來破壞他們的婚約,
[00:12:11.000 --> 00:12:17.000]  他們也必須有一些行動來維繫他們的關係。
[00:12:17.000 --> 00:12:24.000]  你看在信徒跟神的關係上,上帝一定是一個忠心丈夫的一種角色,
[00:12:24.000 --> 00:12:31.000]  但是我們信徒怎麼樣才能夠成為忠於丈夫的妻子呢?
[00:12:31.000 --> 00:12:33.000]  第一點就是順服。
[00:12:33.000 --> 00:12:39.000]  聖經告訴我們,在第七節那邊說,你們要順服上帝。
[00:12:39.000 --> 00:12:49.000]  順服這個字有一種完全順服、完全服從、完全隸屬的那種意思。
[00:12:49.000 --> 00:12:56.000]  除非我們認識到對方是一個偉大過我們、好過我們、
[00:12:56.000 --> 00:13:04.000]  更值得我們尊敬的一個對象,我們才能夠順服在他面前。
[00:13:04.000 --> 00:13:10.000]  因此在順服之前,需要的是什麼?需要的是謙卑。
[00:13:10.000 --> 00:13:16.000]  在謙卑之前,需要的是什麼?在謙卑之前,需要的是認知。
[00:13:16.000 --> 00:13:23.000]  我要認識到對方是值得我們順服的,我們就會謙卑下來。
[00:13:23.000 --> 00:13:26.000]  順服就不是一件困難的事情。
[00:13:26.000 --> 00:13:30.000]  很多時候我們說我們很難順服上帝,
[00:13:30.000 --> 00:13:35.000]  我們很難做到這件事情,是因為我們沒有認知到
[00:13:35.000 --> 00:13:42.000]  我們的上帝是遠遠的偉大過我們、好過我們、更值得我們去尊敬。
[00:13:42.000 --> 00:13:50.000]  事實上真正的順服是一個人謙卑的自然流露,這是不能夠假裝的。
[00:13:50.000 --> 00:13:58.000]  我們如何才能夠順服上帝呢?除非我們在他面前完全的謙卑下來。
[00:13:58.000 --> 00:14:00.000]  我們怎樣才能夠謙卑呢?
[00:14:00.000 --> 00:14:07.000]  我們就是要清楚的認識到神的偉大、神的那種能力。
[00:14:07.000 --> 00:14:17.000]  我們所以會世俗化,跟世俗為友,是因為我們以為世界好過上帝,所以我們愛世界。
[00:14:17.000 --> 00:14:26.000]  這表示我們並不認識到我們上帝是值得我們更大的愛、更多的愛、更多的順服。
[00:14:26.000 --> 00:14:36.000]  我們如果不認識我們的上帝,我們又怎麼能夠在他面前謙卑下來,又怎麼能夠順服他呢?
[00:14:36.000 --> 00:14:47.000]  這不但解釋了信徒世俗化的原因,也告訴我們怎樣做才不會世俗化,就是我們要順服上帝。
[00:14:47.000 --> 00:14:58.000]  第二點在聖經裡面提醒我們的,就是我們要跟神相近,就要抵擋魔鬼。
