
[00:00:00.000 --> 00:00:03.000]  好,頂智梅平江,我們再一次低頭祈禱
[00:00:03.000 --> 00:00:08.000]  天父,我們多謝你給我們再一次讀到你的說話的時候
[00:00:08.000 --> 00:00:15.000]  想到你昔日的工作,亦都是你藉著你的話語,今天對我們的教導
[00:00:15.000 --> 00:00:20.000]  願你自己的話語再一次提醒我們,亦都給我們認清
[00:00:20.000 --> 00:00:24.000]  我們怎樣可以更真實地活在光明的當中
[00:00:24.000 --> 00:00:26.000]  奉耶穌基督的名祈求,下門
[00:00:27.000 --> 00:00:30.000]  上一次就講到約翰福音第八章
[00:00:30.000 --> 00:00:33.000]  基本上就是討論到耶穌自己就去討論
[00:00:33.000 --> 00:00:37.000]  「我就是生命的光,跟從我的必不在黑暗裡走」
[00:00:37.000 --> 00:00:44.000]  記不記得上一次,其實上兩次,第八章分開了兩次來講
[00:00:44.000 --> 00:00:49.000]  這個是主耶穌很清楚的一個,可以這麼說
[00:00:49.000 --> 00:00:54.000]  非常之語不驚人,誓不休的一個宣告
[00:00:54.000 --> 00:00:57.000]  這個世界就是活在黑暗的當中
[00:00:57.000 --> 00:01:01.000]  而唯一的光明就是跟從它的人,就是活在光明的當中
[00:01:01.000 --> 00:01:05.000]  今天剛才讀的那段經文,其實可以這麼說
[00:01:05.000 --> 00:01:12.000]  是用另一個角度來示範,究竟這個世界是怎樣的黑暗
[00:01:12.000 --> 00:01:14.000]  而人怎樣可以在其中看到光明
[00:01:14.000 --> 00:01:18.000]  為什麼這麼說呢?因為今天我們所讀的這段經文
[00:01:18.000 --> 00:01:26.000]  基本上就是說一個故事,就是耶穌醫了一個盲眼的,一出世就盲眼的一個盲人的故事
[00:01:26.000 --> 00:01:30.000]  但是這個故事的結尾的時候,剛才我們讀的時候你也留意
[00:01:30.000 --> 00:01:33.000]  主耶穌說,其實一開始的時候主耶穌說
[00:01:33.000 --> 00:01:39.000]  因為我在世界的時候,我就在這個世界的光,在前面已經說
[00:01:39.000 --> 00:01:42.000]  在這個故事的結尾的時候,也都說
[00:01:42.000 --> 00:01:49.000]  我來到世界,叫那些能看見的,反而看不到,不能看見的反而能夠看見
[00:01:49.000 --> 00:01:54.000]  那個也是很清楚,其實他是回應第八章所說的
[00:01:54.000 --> 00:02:03.000]  所以這個故事本身不是一個單獨隨機的發生,而約翰記錄下來的一個故事
[00:02:03.000 --> 00:02:08.000]  約翰已經很清楚,我們讀約翰福音讀到現在為止
[00:02:08.000 --> 00:02:13.000]  我相信大家都非常明白,約翰福音本身是
[00:02:13.000 --> 00:02:21.000]  約翰是非常之高選擇性地,來選擇什麼記下來的
[00:02:21.000 --> 00:02:25.000]  他不是隨機地記,也不是說有什麼事發生就記
[00:02:25.000 --> 00:02:31.000]  因為在約翰福音的結尾的時候,第20章的時候,約翰都清楚地說
[00:02:31.000 --> 00:02:36.000]  神的兒子所做的事,要寫的書,整個世界都容不下來了
[00:02:36.000 --> 00:02:41.000]  但要記這些事是選擇性地,叫你們信而得到生命
[00:02:41.000 --> 00:02:49.000]  那我們就看,究竟這個故事本身,究竟怎樣來表達耶穌的教導
[00:02:49.000 --> 00:02:55.000]  我就是世界的光,跟從我的,必不在黑暗裡走呢
[00:02:55.000 --> 00:03:00.000]  故事一開始的時候,就是一個一出世就已經盲眼的人
[00:03:00.000 --> 00:03:08.000]  他的乞丐,其實我相信當地的人是非常熟悉,經常都見到他的
[00:03:08.000 --> 00:03:11.000]  因為他一出世就已經盲眼了
[00:03:11.000 --> 00:03:15.000]  他在那裡做乞丐,應該做了很長時間了
[00:03:15.000 --> 00:03:20.000]  如果每個人都經過一條路,都會見到他的
[00:03:20.000 --> 00:03:24.000]  所以很多人都認識他,也都知道他的故事
[00:03:24.000 --> 00:03:26.000]  就是一出世就已經盲了眼了
[00:03:26.000 --> 00:03:32.000]  很慘啦,小孩子盲眼都很慘,還要盲了幾十年
[00:03:32.000 --> 00:03:36.000]  很自然,有人就會問一個問題
[00:03:36.000 --> 00:03:41.000]  他就問耶穌,這個人盲眼是誰犯了罪呢
[00:03:41.000 --> 00:03:45.000]  是他犯了罪,還是他的父母犯了罪呢
[00:03:45.000 --> 00:03:58.000]  這個觀念都很普及性,古往今來,古今中外
[00:03:58.000 --> 00:04:01.000]  人都會問這些問題,不知道你有沒有想過
[00:04:01.000 --> 00:04:09.000]  如果你看這個故事本身,你想到中國人問就不奇怪
[00:04:09.000 --> 00:04:11.000]  因為中國人都會這樣問
[00:04:11.000 --> 00:04:15.000]  當然這班人不是中國人,是猶太人
[00:04:15.000 --> 00:04:23.000]  他們都有讀舊約聖經,舊約聖經沒有講報應
[00:04:23.000 --> 00:04:25.000]  但是他們都會這樣問
[00:04:25.000 --> 00:04:31.000]  當然,如果印度教講報應、輪迴
[00:04:31.000 --> 00:04:34.000]  也都會問是不是他前世犯了什麼罪呢
[00:04:34.000 --> 00:04:40.000]  中國人學了一些佛教觀念的時候都會這樣問
[00:04:40.000 --> 00:04:43.000]  但是外國人都會這樣問
[00:04:43.000 --> 00:04:45.000]  所以就會帶出一個問題
[00:04:45.000 --> 00:04:51.000]  其實這個觀念本身,就不單是什麼文化
[00:04:51.000 --> 00:04:58.000]  好像在人的心底裏面,都會問一個這樣的問題
[00:04:58.000 --> 00:05:02.000]  接著我退後一步的時候,就會問一個問題
[00:05:02.000 --> 00:05:07.000]  究竟是什麼原因,為什麼人經常都會問這個問題呢
[00:05:07.000 --> 00:05:09.000]  遇到不幸的時候
[00:05:09.000 --> 00:05:11.000]  不知道你有沒有遇到不幸的時候
[00:05:11.000 --> 00:05:14.000]  你都有問過類似的問題
[00:05:14.000 --> 00:05:16.000]  遇到,見到一些人
[00:05:16.000 --> 00:05:19.000]  或者不是你自己遇到,你見到其他人的不幸
[00:05:19.000 --> 00:05:21.000]  你都可能會問類似的問題
[00:05:21.000 --> 00:05:22.000]  究竟他做錯了什麼呢
[00:05:22.000 --> 00:05:24.000]  是不是他家人做錯了什麼呢
[00:05:24.000 --> 00:05:31.000]  我相信,當然有其他的原因
[00:05:31.000 --> 00:05:36.000]  我不想只是去探討這個問題
[00:05:36.000 --> 00:05:40.000]  因為探討這個問題本身都已經可以很長的講論
[00:05:40.000 --> 00:05:43.000]  但是其中,我相信有一點很重要的
[00:05:43.000 --> 00:05:47.000]  今天想大家去看的
[00:05:47.000 --> 00:05:50.000]  就是當人去問
[00:05:50.000 --> 00:05:52.000]  見到一些不幸的事情的時候
[00:05:52.000 --> 00:05:56.000]  人去問,是不是他之前犯了錯
[00:05:56.000 --> 00:05:59.000]  他犯錯,就一定犯罪
[00:05:59.000 --> 00:06:02.000]  意思就是他之前的了,是不是
[00:06:02.000 --> 00:06:07.000]  但是如果他一出世,就不是孩子沒有了
[00:06:07.000 --> 00:06:12.000]  可能就會把他父母拉下水
[00:06:12.000 --> 00:06:14.000]  就是父母
[00:06:14.000 --> 00:06:18.000]  整個思想的方法本身
[00:06:18.000 --> 00:06:22.000]  是看回以前的
[00:06:22.000 --> 00:06:24.000]  是不是
[00:06:24.000 --> 00:06:27.000]  它不是看將來的
[00:06:27.000 --> 00:06:31.000]  是不是說他將來會犯罪
[00:06:31.000 --> 00:06:35.000]  所以現在神就先把他的眼睛瞎了
[00:06:35.000 --> 00:06:37.000]  讓他不會將來犯罪
[00:06:37.000 --> 00:06:38.000]  是不是這樣呢
[00:06:38.000 --> 00:06:41.000]  我相信沒有人這樣想的
[00:06:41.000 --> 00:06:45.000]  也一般都不會這樣想的
[00:06:45.000 --> 00:06:51.000]  是不是看將來,是看過去的
[00:06:51.000 --> 00:06:54.000]  你明白我想要表達什麼嗎
[00:06:54.000 --> 00:06:59.000]  就是說因為當人見到不幸的事情的時候
[00:06:59.000 --> 00:07:05.000]  是沒有出路,沒有將來
[00:07:05.000 --> 00:07:07.000]  那怎樣去解釋呢
[00:07:07.000 --> 00:07:10.000]  就要找回以前
[00:07:10.000 --> 00:07:12.000]  看回以往
[00:07:12.000 --> 00:07:16.000]  去埋怨,去懷疑
[00:07:16.000 --> 00:07:18.000]  可能之前有些事情錯了
[00:07:18.000 --> 00:07:21.000]  可能之前有些人做錯了事情
[00:07:21.000 --> 00:07:22.000]  你明白嗎
[00:07:22.000 --> 00:07:25.000]  那種想法
[00:07:25.000 --> 00:07:31.000]  本身是想找出一個原因歸咎於
[00:07:31.000 --> 00:07:33.000]  而心裡覺得好過一點
[00:07:33.000 --> 00:07:37.000]  以為可以明白現在的事情所發生
[00:07:37.000 --> 00:07:42.000]  因為之前之前是怎樣怎樣
[00:07:42.000 --> 00:07:46.000]  這個是很多人都會這樣想的
[00:07:46.000 --> 00:07:48.000]  特別遇到見到不幸的時候
[00:07:48.000 --> 00:07:50.000]  人的心就會感覺到不安
[00:07:50.000 --> 00:07:55.000]  這些這麼慘的事情發生的時候
[00:07:55.000 --> 00:07:58.000]  我怎樣去面對呢
[00:07:58.000 --> 00:08:01.000]  我不懂得去面對的時候
[00:08:01.000 --> 00:08:04.000]  可能我回想以前
[00:08:04.000 --> 00:08:06.000]  或者可能這個人的以前
[00:08:06.000 --> 00:08:10.000]  不是你自己,是另外一個人的以前
[00:08:10.000 --> 00:08:12.000]  回想以前的事情的時候
[00:08:12.000 --> 00:08:14.000]  好像找出了一個原因的時候
[00:08:14.000 --> 00:08:19.000]  都算是心理上有些舒緩
[00:08:19.000 --> 00:08:21.000]  但是歸根結底
[00:08:21.000 --> 00:08:25.000]  其實都是沒有出路的
[00:08:25.000 --> 00:08:27.000]  怎樣可以面對將來呢
[00:08:27.000 --> 00:08:29.000]  面對著一個不幸的處境
[00:08:29.000 --> 00:08:34.000]  用什麼角度去看
[00:08:34.000 --> 00:08:38.000]  可以走出這個黑暗當中呢
[00:08:38.000 --> 00:08:41.000]  由黑暗當中走向光明呢
[00:08:41.000 --> 00:08:43.000]  這個是一個很重要的問題
[00:08:43.000 --> 00:08:46.000]  但是在這個邏輯思維的思路當中
[00:08:46.000 --> 00:08:49.000]  是沒有答案的
[00:08:49.000 --> 00:08:51.000]  如果說是他父母犯罪
[00:08:51.000 --> 00:08:54.000]  或者他自己嬰兒犯罪都好
[00:08:54.000 --> 00:08:56.000]  那怎樣呢
[00:08:56.000 --> 00:08:58.000]  都沒有出來,犯了罪了
[00:08:58.000 --> 00:09:01.000]  眼睛都瞎了
[00:09:01.000 --> 00:09:04.000]  沒得改變的了,是不是
[00:09:04.000 --> 00:09:06.000]  罪就是那時候已經犯了
[00:09:06.000 --> 00:09:09.000]  那個是犯罪,帶了來瞎了眼
[00:09:09.000 --> 00:09:11.000]  是不是,怎麼改變呢
[00:09:11.000 --> 00:09:12.000]  沒得改變的
[00:09:12.000 --> 00:09:17.000]  就好像困在一個過往的當中
[00:09:17.000 --> 00:09:23.000]  停留在一個以前的當中
[00:09:23.000 --> 00:09:29.000]  沒辦法出來
[00:09:29.000 --> 00:09:32.000]  而人活在世上
[00:09:32.000 --> 00:09:34.000]  其中一個黑暗就是
[00:09:34.000 --> 00:09:36.000]  沒錯,我們是活在一個罪惡的世界
[00:09:36.000 --> 00:09:38.000]  沒錯,我們活在一個很多不幸的世界
[00:09:38.000 --> 00:09:40.000]  可能有些人一出世
[00:09:40.000 --> 00:09:42.000]  就好像這個人瞎了眼
[00:09:42.000 --> 00:09:46.000]  或者出世已經有些身體的缺憾
[00:09:46.000 --> 00:09:48.000]  或者有些人可能遇到打仗
[00:09:48.000 --> 00:09:50.000]  然後可能家破人亡
[00:09:50.000 --> 00:09:52.000]  哇,好多不幸,是不是
[00:09:52.000 --> 00:09:55.000]  那怎樣面對呢
[00:09:55.000 --> 00:09:58.000]  如果你看不到有辦法走出來的時候
[00:09:58.000 --> 00:09:59.000]  你只是埋怨過往
[00:09:59.000 --> 00:10:01.000]  都是以前有些什麼
[00:10:01.000 --> 00:10:04.000]  有些事情發生的時候
[00:10:04.000 --> 00:10:07.000]  就算你說了一大堆原因
[00:10:07.000 --> 00:10:10.000]  你都是走不出現在的不幸
[00:10:10.000 --> 00:10:14.000]  你都是被困在過往黑暗的當中
[00:10:14.000 --> 00:10:18.000]  走不出來的,是不是
[00:10:18.000 --> 00:10:21.000]  而事實上
[00:10:21.000 --> 00:10:24.000]  當時的人所問這個問題
[00:10:24.000 --> 00:10:26.000]  和現在的人都同問同一個問題
[00:10:26.000 --> 00:10:27.000]  都是一樣的意思
[00:10:27.000 --> 00:10:30.000]  就是說當我們如果不認識耶穌的時候
[00:10:30.000 --> 00:10:32.000]  我們是沒辦法走出這些不幸的
[00:10:32.000 --> 00:10:33.000]  遇到很多我們
[00:10:33.000 --> 00:10:36.000]  哇,發生了我們身上的不幸的事情的時候
[00:10:36.000 --> 00:10:38.000]  就像我自己
[00:10:38.000 --> 00:10:43.000]  如果我以前年輕的時候做多些運動
[00:10:43.000 --> 00:10:45.000]  現在就不會身體這麼弱
[00:10:45.000 --> 00:10:48.000]  或者遇到什麼
[00:10:48.000 --> 00:10:51.000]  都是以前,但以前已經過去了,是不是
[00:10:51.000 --> 00:10:53.000]  你怎樣走出這個不幸
[00:10:53.000 --> 00:10:56.000]  你都沒辦法走出來的
[00:10:56.000 --> 00:11:03.000]  但是耶穌就給門徒有另外一個出路
[00:11:03.000 --> 00:11:08.000]  也不是這人犯了罪,也不是他父母犯了罪
[00:11:08.000 --> 00:11:11.000]  要在他身上顯出神的作為來
[00:11:11.000 --> 00:11:14.000]  親著八日,我不必做那差我來者的功
[00:11:14.000 --> 00:11:16.000]  黑夜將到,就沒有人能作供料
[00:11:16.000 --> 00:11:19.000]  我在世上的時候,是世上的光
[00:11:19.000 --> 00:11:20.000]  你看到耶穌在這裡再一次強調
[00:11:20.000 --> 00:11:21.000]  我是世上的光
[00:11:21.000 --> 00:11:23.000]  所以這個故事本身
[00:11:23.000 --> 00:11:26.000]  根本就是和之前所說是有關係的
[00:11:26.000 --> 00:11:32.000]  而耶穌在這裡所去解答那些門徒的困境
[00:11:32.000 --> 00:11:34.000]  或者其實那個問題
[00:11:34.000 --> 00:11:36.000]  根本就不是單是那些門徒
[00:11:36.000 --> 00:11:38.000]  其實你和我都會有一個這樣的困境
[00:11:38.000 --> 00:11:42.000]  當我們面對著人生的不幸的時候
[00:11:42.000 --> 00:11:45.000]  面對著現在我所遭遇的
[00:11:45.000 --> 00:11:48.000]  我真的沒辦法說
[00:11:48.000 --> 00:11:50.000]  只能夠懷怨以前做錯事
[00:11:50.000 --> 00:11:52.000]  做錯一些錯的決定
[00:11:52.000 --> 00:11:54.000]  做錯一些什麼的原因
[00:11:54.000 --> 00:11:55.000]  但是都沒辦法
[00:11:55.000 --> 00:11:58.000]  鬼叫你以前做錯了什麼,頂硬上
[00:11:58.000 --> 00:12:00.000]  但是都是走不出來的
[00:12:00.000 --> 00:12:05.000]  那時候耶穌給了我們一個新的角度
[00:12:05.000 --> 00:12:08.000]  去看這些所發生的事
[00:12:08.000 --> 00:12:13.000]  祂說要顯出神的作為來
[00:12:13.000 --> 00:12:15.000]  要顯出神的作為來
[00:12:15.000 --> 00:12:21.000]  我相信這個是我們每個人都需要學習的功課
[00:12:21.000 --> 00:12:23.000]  在我們每個人的身上
[00:12:23.000 --> 00:12:27.000]  我們都會可能遇到或多或少
[00:12:27.000 --> 00:12:30.000]  遇到我們一些不如意的事
[00:12:30.000 --> 00:12:31.000]  遇到我們的不幸
[00:12:31.000 --> 00:12:34.000]  遇到我們一些好像困境的當中
[00:12:34.000 --> 00:12:36.000]  我都不知道現在怎麼辦
[00:12:36.000 --> 00:12:37.000]  可以怎樣走出來
[00:12:37.000 --> 00:12:39.000]  好像getting stuck
[00:12:39.000 --> 00:12:41.000]  而好像getting stuck
[00:12:41.000 --> 00:12:44.000]  好像不斷地重複地能夠埋怨的
[00:12:44.000 --> 00:12:46.000]  就是以前發生過什麼什麼
[00:12:46.000 --> 00:12:48.000]  以前做錯了什麼決定
[00:12:48.000 --> 00:12:50.000]  是不是
[00:12:50.000 --> 00:12:53.000]  但是耶穌給了我們一個新的觀點
[00:12:53.000 --> 00:12:57.000]  你現在所發生的在你身上的不幸
[00:12:57.000 --> 00:13:05.000]  可以成為神榮耀的彰顯
[00:13:05.000 --> 00:13:09.000]  這個就是一個完全新的視野
[00:13:09.000 --> 00:13:12.000]  這個是一個完全新的視野
[00:13:12.000 --> 00:13:14.000]  你可能真的有不幸
[00:13:14.000 --> 00:13:16.000]  好像醫生用錯藥
[00:13:16.000 --> 00:13:18.000]  接著就
[00:13:18.000 --> 00:13:20.000]  我們之前有個大兄
[00:13:20.000 --> 00:13:23.000]  醫生用錯了藥
[00:13:23.000 --> 00:13:28.000]  他原本是有一點點痘痘的病
[00:13:28.000 --> 00:13:30.000]  就是尿酸的病
[00:13:30.000 --> 00:13:33.000]  醫生不知道他的身體對於某一種藥是過敏的
[00:13:33.000 --> 00:13:36.000]  一吃就給了藥給他吃
[00:13:36.000 --> 00:13:38.000]  你們可能聽過
[00:13:38.000 --> 00:13:42.000]  他整個身體就好像二級火燒一樣
[00:13:42.000 --> 00:13:45.000]  全身的肌肉就潰爛
[00:13:45.000 --> 00:13:48.000]  接著住了幾個月醫院
[00:13:48.000 --> 00:13:51.000]  真的很痛苦
[00:13:51.000 --> 00:13:54.000]  無端端就
[00:13:54.000 --> 00:13:57.000]  這樣好像捱了一劫
[00:13:57.000 --> 00:13:58.000]  死過山山
[00:13:58.000 --> 00:13:59.000]  雖然不用死
[00:13:59.000 --> 00:14:01.000]  但都差不多死過山山那樣
[00:14:01.000 --> 00:14:04.000]  後來探望他的時候
[00:14:04.000 --> 00:14:08.000]  他的皮膚好像全部都亂了
[00:14:08.000 --> 00:14:10.000]  因為全部都是新的
[00:14:10.000 --> 00:14:12.000]  燒完之後
[00:14:12.000 --> 00:14:14.000]  那幾個月是很痛苦
[00:14:14.000 --> 00:14:17.000]  探望他都很痛苦
[00:14:17.000 --> 00:14:20.000]  但是
[00:14:20.000 --> 00:14:25.000]  那個大兄他仍然都有很堅強的信心的時候
[00:14:25.000 --> 00:14:27.000]  在身上真的看到
[00:14:27.000 --> 00:14:29.000]  神的榮耀
[00:14:29.000 --> 00:14:31.000]  我們將見到出來
[00:14:31.000 --> 00:14:33.000]  他不是
[00:14:33.000 --> 00:14:36.000]  有人遇到這些事就埋怨
[00:14:36.000 --> 00:14:37.000]  做錯了什麼事
[00:14:37.000 --> 00:14:39.000]  遇到醫生
[00:14:39.000 --> 00:14:42.000]  發生什麼什麼
[00:14:42.000 --> 00:14:44.000]  埋怨很多的事
[00:14:44.000 --> 00:14:47.000]  所有的埋怨其實都改變不了任何的事情
[00:14:47.000 --> 00:14:49.000]  就是
[00:14:49.000 --> 00:14:51.000]  getting stuck in the past
[00:14:51.000 --> 00:14:53.000]  好像困了一個困局
[00:14:53.000 --> 00:14:54.000]  而這個困局
[00:14:54.000 --> 00:14:56.000]  是不斷地重複
[00:14:56.000 --> 00:14:58.000]  好像做惡夢一樣不斷地重複
[00:14:58.000 --> 00:15:00.000]  但根本走不出來
[00:15:00.000 --> 00:15:02.000]  但是
