
[00:00:00.000 --> 00:00:02.000]  大英姊妹早晨
[00:00:02.000 --> 00:00:09.280]  有一個很窮的牧羊人
[00:00:09.280 --> 00:00:13.400]  他帶着他兩個很小的兒子
[00:00:13.400 --> 00:00:20.760]  他是靠幫其他人放牧來維持生計的
[00:00:20.760 --> 00:00:24.000]  有一天他帶着兩個兒子
[00:00:24.000 --> 00:00:27.240]  趕着羊去到一個山坡
[00:00:27.240 --> 00:00:34.440]  這個時候有一大羣的大眼在上空飛過
[00:00:34.440 --> 00:00:37.000]  很快就飛了很遠
[00:00:37.000 --> 00:00:40.720]  從他們的視野中消失了
[00:00:40.720 --> 00:00:43.240]  牧羊人其中一個兒子就問
[00:00:43.240 --> 00:00:46.960]  那些大眼要飛去哪裏呢?
[00:00:46.960 --> 00:00:48.560]  牧羊人就說
[00:00:48.560 --> 00:00:51.200]  爲了要過冬
[00:00:51.200 --> 00:00:52.760]  因爲天氣很冷
[00:00:52.760 --> 00:00:57.240]  他們要去一個溫暖的地方過冬
[00:00:57.240 --> 00:00:59.800]  另外一個兒子眨了眼睛
[00:00:59.800 --> 00:01:02.080]  很羨慕地說
[00:01:02.080 --> 00:01:06.600]  如果我們也像大眼一樣可以飛上天空
[00:01:06.600 --> 00:01:07.960]  那就好了
[00:01:07.960 --> 00:01:11.240]  我要比大眼飛得更遠
[00:01:11.240 --> 00:01:14.640]  那個小孩也跟爸爸說
[00:01:14.640 --> 00:01:19.000]  如果可以做一隻會飛的大眼
[00:01:19.000 --> 00:01:20.080]  你說多好呢
[00:01:20.080 --> 00:01:21.600]  可以很自由自在
[00:01:21.600 --> 00:01:23.200]  喜歡飛去哪裏就飛去哪裏
[00:01:23.200 --> 00:01:26.600]  那就不用在這裏放羊了
[00:01:26.600 --> 00:01:29.320]  牧羊人想了一會兒
[00:01:29.320 --> 00:01:31.440]  他就對兒子說
[00:01:31.440 --> 00:01:33.760]  如果你們想飛
[00:01:33.760 --> 00:01:36.480]  你們也能飛起來
[00:01:36.480 --> 00:01:38.400]  那兩個兒子試了一下
[00:01:38.400 --> 00:01:41.640]  他們又跳又跑
[00:01:41.640 --> 00:01:44.040]  但是也飛不起來
[00:01:44.040 --> 00:01:48.160]  他們用很疑惑的眼神看着爸爸
[00:01:48.160 --> 00:01:50.960]  牧羊人就跟着說
[00:01:50.960 --> 00:01:52.160]  你們看我
[00:01:52.160 --> 00:01:53.400]  看我是怎樣飛
[00:01:53.400 --> 00:01:55.360]  我飛給你們看
[00:01:55.360 --> 00:01:57.560]  於是他就試一下飛
[00:01:57.560 --> 00:02:01.120]  飛了幾下也飛不起
[00:02:01.120 --> 00:02:04.120]  不過牧羊人就跟着他很肯定地說
[00:02:04.120 --> 00:02:05.880]  他說
[00:02:05.880 --> 00:02:07.840]  可能是因爲我年紀太大
[00:02:07.840 --> 00:02:09.680]  所以才飛不起
[00:02:09.680 --> 00:02:11.360]  你們還很小
[00:02:11.360 --> 00:02:14.200]  只要你們可以不斷努力
[00:02:14.200 --> 00:02:16.000]  你們終於有一天
[00:02:16.000 --> 00:02:19.160]  你們一定可以飛得上天空
[00:02:19.160 --> 00:02:20.840]  那兩個小朋友
[00:02:20.840 --> 00:02:23.000]  他們記住了
[00:02:23.000 --> 00:02:25.560]  他們爸爸這句話
[00:02:25.560 --> 00:02:27.840]  於是他們不斷努力
[00:02:27.840 --> 00:02:29.560]  他們長大之後
[00:02:29.560 --> 00:02:31.640]  終於真的飛起來了
[00:02:31.640 --> 00:02:35.120]  他們就是美國的萊特兄弟
[00:02:35.120 --> 00:02:38.320]  這兩個兄弟發明了飛機
[00:02:38.320 --> 00:02:40.800]  我不知道在這一年以來
[00:02:40.800 --> 00:02:42.920]  在各樣的疫情底下
[00:02:42.920 --> 00:02:44.840]  當家庭
[00:02:44.840 --> 00:02:47.400]  你的生活起了一些變化
[00:02:47.400 --> 00:02:51.640]  有沒有令你家裏增加了親子的時間呢
[00:02:51.640 --> 00:02:53.600]  會不會你的家庭關係
[00:02:53.600 --> 00:02:55.960]  因爲這樣而改善了呢
[00:02:55.960 --> 00:02:57.960]  還是有些大英姐妹跟我說
[00:02:57.960 --> 00:02:59.920]  因爲24小時
[00:02:59.920 --> 00:03:01.320]  天天都對着
[00:03:01.320 --> 00:03:03.440]  有一些困獸斗的感覺
[00:03:03.440 --> 00:03:06.040]  反而激起一些衝突
[00:03:06.040 --> 00:03:10.240]  我們有沒有好好善用這些時間呢
[00:03:10.240 --> 00:03:14.600]  我相信疫情的各種限制和挑戰裏面
[00:03:14.600 --> 00:03:19.760]  都是在教我們如何珍惜和家人相處的時間
[00:03:19.760 --> 00:03:21.520]  又或者想一些辦法
[00:03:21.520 --> 00:03:23.880]  主動去改善溝通
[00:03:23.880 --> 00:03:26.760]  去享受這個機會
[00:03:26.760 --> 00:03:32.720]  萊特兄弟提出了一個很不切實際的問題
[00:03:32.720 --> 00:03:34.800]  他們小時候
[00:03:34.800 --> 00:03:37.720]  他們有一個沒有可能的想法
[00:03:37.720 --> 00:03:40.400]  我們大可以說
[00:03:40.400 --> 00:03:41.680]  別傻了
[00:03:41.680 --> 00:03:42.920]  人沒有翼的
[00:03:42.920 --> 00:03:44.800]  怎麼可能飛得起呢
[00:03:44.800 --> 00:03:47.920]  他們的夢想馬上就幻滅了
[00:03:47.920 --> 00:03:50.760]  甚至可以好像屬靈一樣
[00:03:50.760 --> 00:03:53.200]  上帝做了人
[00:03:53.200 --> 00:03:55.120]  人是用腳走的
[00:03:55.120 --> 00:03:56.240]  做了小鱈
[00:03:56.240 --> 00:03:58.280]  小鱈就會飛的了
[00:03:58.280 --> 00:04:01.160]  所以人是不會飛的
[00:04:01.160 --> 00:04:03.120]  這樣說也沒錯的
[00:04:03.120 --> 00:04:04.840]  可能更加對
[00:04:04.840 --> 00:04:07.080]  不過萊特兄弟的父親
[00:04:07.080 --> 00:04:10.240]  就選擇了進入小朋友的世界
[00:04:10.240 --> 00:04:12.680]  和他們一起做夢
[00:04:12.680 --> 00:04:18.320]  造就了萊特兄弟成爲歷史裏面很重要的人物
[00:04:18.320 --> 00:04:22.360]  其實我們每一個都有很獨特的成長環境
[00:04:22.360 --> 00:04:25.080]  中國人的智慧說得很好
[00:04:25.080 --> 00:04:28.400]  正所謂家家有本難念碧的經
[00:04:28.400 --> 00:04:30.440]  不過可以肯定的是
[00:04:30.440 --> 00:04:32.320]  家庭或者父母
[00:04:32.320 --> 00:04:36.640]  對於我們每一個人的成長都有很大的影響
[00:04:36.640 --> 00:04:38.840]  網上有一則留言
[00:04:38.840 --> 00:04:41.720]  說到有一個人他坐巴士
[00:04:41.720 --> 00:04:45.600]  他坐巴士的時候聽到兩個小學生在聊天
[00:04:45.600 --> 00:04:47.320]  其中一個就說
[00:04:47.320 --> 00:04:50.920]  「唉,家家有本難唸的經啊」
[00:04:50.920 --> 00:04:53.440]  另一個就說
[00:04:53.440 --> 00:04:56.440]  「你家裏只有一本難唸的經啊?」
[00:04:56.440 --> 00:05:00.760]  「我家根本就是一個藏經國來的」
[00:05:00.760 --> 00:05:02.440]  你的成長環境
[00:05:02.440 --> 00:05:05.240]  可能當中都有很美好的一面
[00:05:05.240 --> 00:05:07.600]  但也會有不完美的
[00:05:07.600 --> 00:05:12.360]  這些處境就做了今天的你和我
[00:05:12.360 --> 00:05:13.840]  在我們的生命裏面
[00:05:13.840 --> 00:05:16.720]  這些都是很重要的組成部分
[00:05:16.720 --> 00:05:20.680]  而我相信上帝建立家庭
[00:05:20.680 --> 00:05:22.840]  有祂美好的心意
[00:05:22.840 --> 00:05:27.040]  今天我們讀到十節裏面的第五節
[00:05:27.040 --> 00:05:30.000]  我們的經文只有一節
[00:05:30.000 --> 00:05:33.400]  在《出埃及記》二十章十二節
[00:05:33.400 --> 00:05:39.160]  講到「當孝敬父母,使你的日子在耶和華
[00:05:39.160 --> 00:05:44.400]  你神所賜你的地上,得以長久」
[00:05:44.400 --> 00:05:47.680]  家庭是創造主的設計
[00:05:47.680 --> 00:05:49.320]  我們看到十節裏面
[00:05:49.320 --> 00:05:54.000]  首先那四行是人與神的關係
[00:05:54.000 --> 00:05:59.360]  之後那六節開始講人與人之間的關係
[00:05:59.360 --> 00:06:05.200]  這六節是在第五節以家庭的關係開始
[00:06:05.200 --> 00:06:07.360]  正如耶和華上主
[00:06:07.360 --> 00:06:10.560]  祂與人的關係在聖約開始
[00:06:10.560 --> 00:06:12.200]  人與父母的關係
[00:06:12.200 --> 00:06:16.200]  也是社會羣體很重要的基礎
[00:06:16.200 --> 00:06:19.120]  上帝是那位生命的賜予者
[00:06:19.120 --> 00:06:21.200]  祂賜給我們生命
[00:06:21.200 --> 00:06:28.200]  但祂的設計是通過父母賜予肉身的生命
[00:06:28.200 --> 00:06:31.040]  父母就成爲一個渠道
[00:06:31.040 --> 00:06:36.640]  沒有任何的關係比這更基本更重要
[00:06:36.640 --> 00:06:39.160]  這個句子的上半部
[00:06:39.160 --> 00:06:40.960]  「當孝敬父母」
[00:06:40.960 --> 00:06:44.320]  在文字當中是一個命令式
[00:06:44.320 --> 00:06:49.040]  中文譯作「應當該當」
[00:06:49.040 --> 00:06:56.360]  「孝敬」原本是有尊敬、重視、榮譽的意思
[00:06:56.360 --> 00:07:00.040]  中國人比較喜歡用的字眼是「孝順」
[00:07:00.040 --> 00:07:02.720]  所以和合本譯作「孝敬」
[00:07:02.720 --> 00:07:07.080]  有「孝順」和「敬重」兩個的意思
[00:07:07.080 --> 00:07:09.560]  同一個動詞在原文裏面
[00:07:09.560 --> 00:07:12.800]  在舊約不同的地方都有出現
[00:07:12.800 --> 00:07:18.760]  但有一些地方用在耶和華上帝的身上
[00:07:18.760 --> 00:07:24.400]  在那些地方中文譯作「尊重、榮譽」的意思
[00:07:24.400 --> 00:07:30.040]  所以「當孝敬父母」不僅是聽話或尊重他們
[00:07:30.040 --> 00:07:32.040]  包括很豐富的元素
[00:07:32.040 --> 00:07:36.880]  包括重視以他們爲優先
[00:07:36.880 --> 00:07:41.600]  我們今天生活在一個很複雜的現代社會里面
[00:07:41.600 --> 00:07:44.000]  兩代之間要面對的事情可以很多
[00:07:44.000 --> 00:07:44.960]  很不同
[00:07:44.960 --> 00:07:48.200]  我相信在我們的會衆羣體裏面
[00:07:48.200 --> 00:07:50.640]  每一個家庭都很不同
[00:07:50.640 --> 00:07:55.560]  如何在各種價值觀或家人有不同的看法
[00:07:55.560 --> 00:07:57.560]  經歷、意見的時候
[00:07:57.560 --> 00:08:02.080]  仍然好好地溝通我們「孝敬父母」呢?
[00:08:02.080 --> 00:08:05.800]  我想基督徒最基本的榜樣
[00:08:05.800 --> 00:08:09.160]  就是在耶穌身上尋找
[00:08:09.160 --> 00:08:12.080]  所以我今天選擇了三段聖經
[00:08:12.080 --> 00:08:17.120]  是三個耶穌和祂父母相處的片段
[00:08:17.120 --> 00:08:22.320]  看看我們在裏面有什麼發言從耶穌身上
[00:08:22.320 --> 00:08:26.640]  第一個片段是發生在耶穌十二歲的時候
[00:08:26.640 --> 00:08:30.280]  我都鼓勵你用一個默想的心
[00:08:30.280 --> 00:08:34.360]  去想象一下當時聖經發生了什麼事
[00:08:34.360 --> 00:08:36.520]  我會讀這一段經文
[00:08:36.520 --> 00:08:38.120]  第一個故事
