
[00:00:00.000 --> 00:00:02.000]  這是今天的講道
[00:00:02.000 --> 00:00:06.000]  也是將菲律賓保羅所表達的喜樂
[00:00:06.000 --> 00:00:10.000]  嘗試去組織起來
[00:00:10.000 --> 00:00:13.000]  去抽取當中幾個很重要的提醒
[00:00:13.000 --> 00:00:16.000]  讓我們能夠真是很好的
[00:00:16.000 --> 00:00:19.000]  去學校保羅 效法他
[00:00:19.000 --> 00:00:22.000]  將他效法基督一樣 去活這個生命
[00:00:22.000 --> 00:00:24.000]  喜樂
[00:00:24.000 --> 00:00:27.000]  鄭文讀的經文很清楚說什麼
[00:00:27.000 --> 00:00:34.000]  你們要靠主常常喜樂
[00:00:34.000 --> 00:00:37.000]  為什麼今天你不夠喜樂呢
[00:00:37.000 --> 00:00:39.000]  為什麼呢
[00:00:39.000 --> 00:00:42.000]  如果根據經文的反推論
[00:00:42.000 --> 00:00:45.000]  就是我們靠主不足
[00:00:45.000 --> 00:00:48.000]  我們靠主不足
[00:00:48.000 --> 00:00:55.000]  保羅在肥勒比書是用喜樂
[00:00:55.000 --> 00:00:59.000]  成為其中一條很主要的線
[00:00:59.000 --> 00:01:03.000]  一條脈絡 貫穿這四章
[00:01:03.000 --> 00:01:06.000]  你看封面文章
[00:01:06.000 --> 00:01:11.000]  這是一個雀躍人的研究
[00:01:11.000 --> 00:01:13.000]  讓我們看到
[00:01:13.000 --> 00:01:16.000]  保羅在肥勒比書裡面
[00:01:16.000 --> 00:01:19.000]  有八方面的事情令他喜樂
[00:01:19.000 --> 00:01:20.000]  但如果你細心看的時候
[00:01:20.000 --> 00:01:24.000]  有沒有看到什麼結構性的特色呢
[00:01:24.000 --> 00:01:29.000]  第一 第二個喜樂在肥勒比書一章
[00:01:29.000 --> 00:01:37.000]  題目都是和耶穌被傳揚 被高舉而有的喜樂
[00:01:37.000 --> 00:01:40.000]  第三 四 五
[00:01:40.000 --> 00:01:43.000]  就在肥勒比書第二章
[00:01:43.000 --> 00:01:44.000]  有什麼特色呢
[00:01:44.000 --> 00:01:48.000]  都是為了別人能夠相愛
[00:01:48.000 --> 00:01:50.000]  能夠忠心侍主
[00:01:50.000 --> 00:01:51.000]  能夠為主獻上
[00:01:51.000 --> 00:01:57.000]  為自己的對公犧牲那份愛和情義
[00:01:57.000 --> 00:02:00.000]  對公的情義
[00:02:00.000 --> 00:02:05.000]  咦 哪一章不見了
[00:02:05.000 --> 00:02:09.000]  原來第三章是完全沒有提及喜樂的
[00:02:09.000 --> 00:02:12.000]  你回去細心看第三章
[00:02:12.000 --> 00:02:14.000]  研究一下他對我們有什麼提示
[00:02:14.000 --> 00:02:24.000]  第六 七 八 都是一些情義 主的可靠
[00:02:24.000 --> 00:02:34.000]  骨肉之情 這些事情令保羅很喜樂
[00:02:34.000 --> 00:02:41.000]  為什麼保羅可以做到這件事呢
[00:02:41.000 --> 00:02:48.000]  其實李梓媚的見證裡都有一點點提示
[00:02:48.000 --> 00:02:50.000]  因為她很記得
[00:02:50.000 --> 00:02:54.000]  自己的生命最低谷的時候
[00:02:54.000 --> 00:02:57.000]  是什麼樣的境況
[00:02:57.000 --> 00:03:00.000]  很多時候我們離開了低谷之後
[00:03:00.000 --> 00:03:06.000]  忘記了神怎樣和我們在幽谷裡走出來
[00:03:06.000 --> 00:03:15.000]  忘記了當時為什麼我能夠盛載領受神的恩典和祝福
[00:03:15.000 --> 00:03:17.000]  是因為什麼呢
[00:03:17.000 --> 00:03:19.000]  因為我在那一瞬間
[00:03:19.000 --> 00:03:23.000]  真的承認完全無能為力
[00:03:23.000 --> 00:03:27.000]  李梓媚的無能為力是一個很深度的無能為力
[00:03:27.000 --> 00:03:30.000]  應該是一個嚴重的抑鬱狀態
[00:03:30.000 --> 00:03:33.000]  她剛才描述的病徵
[00:03:33.000 --> 00:03:35.000]  是一個極度抑鬱
[00:03:35.000 --> 00:03:37.000]  極度覺得自己沒有能力
[00:03:37.000 --> 00:03:38.000]  甚至你站在她前面
[00:03:38.000 --> 00:03:40.000]  她的專注力都可以當你沒有
[00:03:40.000 --> 00:03:42.000]  因為她散緩了
[00:03:42.000 --> 00:03:44.000]  她很怕面對一切的事情
[00:03:44.000 --> 00:03:48.000]  所以抑鬱的人很喜歡躲起來不見人
[00:03:48.000 --> 00:03:51.000]  因為她處理不了任何人際接觸
[00:03:51.000 --> 00:03:53.000]  人家對自己的要求
[00:03:53.000 --> 00:03:54.000]  要求的回應
[00:03:54.000 --> 00:03:55.000]  要求的專注
[00:03:55.000 --> 00:03:58.000]  都做不到
[00:03:58.000 --> 00:04:02.000]  完全沒有了治理
[00:04:02.000 --> 00:04:03.000]  管理生命
[00:04:03.000 --> 00:04:05.000]  或者做決定有困難
[00:04:05.000 --> 00:04:06.000]  做決定有困難其實都是
[00:04:06.000 --> 00:04:08.000]  其中一個抑鬱的徵兆
[00:04:08.000 --> 00:04:10.000]  不過就不是唯一
[00:04:10.000 --> 00:04:12.000]  所以不是有一樣東西就等於抑鬱
[00:04:12.000 --> 00:04:13.000]  不過呢
[00:04:13.000 --> 00:04:14.000]  抑鬱的人很容易
[00:04:14.000 --> 00:04:16.000]  很少的決定都做不到
[00:04:16.000 --> 00:04:19.000]  開不開封信
[00:04:19.000 --> 00:04:20.000]  聽不聽電話
[00:04:20.000 --> 00:04:21.000]  可能她都很大掙扎
[00:04:21.000 --> 00:04:22.000]  門鐘響了
[00:04:22.000 --> 00:04:23.000]  反不反應呢
[00:04:23.000 --> 00:04:27.000]  她都好像很大困難去做決定
[00:04:27.000 --> 00:04:29.000]  保羅提醒我們
[00:04:29.000 --> 00:04:31.000]  四章四字很清楚的說
[00:04:31.000 --> 00:04:38.000]  你們要靠主常常喜樂
[00:04:38.000 --> 00:04:42.000]  為什麼我們沒有那麼靠主呢
[00:04:42.000 --> 00:04:45.000]  靠是什麼意思呢
[00:04:45.000 --> 00:04:49.000]  在希臘文或者譯作英文的時候都有
[00:04:49.000 --> 00:04:52.000]  靠的字就像前置詞一樣
[00:04:52.000 --> 00:04:53.000]  通過啊
[00:04:53.000 --> 00:04:55.000]  藉著啊
[00:04:55.000 --> 00:04:58.000]  在英文裡面甚至用前置詞
[00:04:58.000 --> 00:05:01.000]  在其中那些字眼
[00:05:01.000 --> 00:05:03.000]  其實這些字眼對我們不陌生
[00:05:03.000 --> 00:05:05.000]  因為我們一信耶穌的時候
[00:05:05.000 --> 00:05:06.000]  我們很強調
[00:05:06.000 --> 00:05:08.000]  我們在基督裡
[00:05:08.000 --> 00:05:11.000]  記不記得自己在基督裡
[00:05:11.000 --> 00:05:13.000]  在基督裡我們就是一個什麼
[00:05:13.000 --> 00:05:16.000]  可以成為一個新造的人
[00:05:16.000 --> 00:05:18.000]  但是一個在基督裡面
[00:05:18.000 --> 00:05:20.000]  新造的人的生命應該是怎樣的呢
[00:05:20.000 --> 00:05:23.000]  有時候我們都會很疑惑的
[00:05:23.000 --> 00:05:25.000]  很疑惑
[00:05:25.000 --> 00:05:28.000]  我們曾經在青年群體裡面
[00:05:28.000 --> 00:05:30.000]  講了一系列的道
[00:05:30.000 --> 00:05:34.000]  都是講初信的時候一些真理的提醒
[00:05:34.000 --> 00:05:35.000]  很有趣的
[00:05:35.000 --> 00:05:37.000]  當我將這篇道再帶去
[00:05:37.000 --> 00:05:38.000]  得生團體講的時候
[00:05:38.000 --> 00:05:41.000]  神就給了我一個圖畫
[00:05:41.000 --> 00:05:44.000]  圖畫就是一把傘
[00:05:44.000 --> 00:05:45.000]  如果周圍在下雨的時候
[00:05:45.000 --> 00:05:46.000]  你拿著一把傘
[00:05:46.000 --> 00:05:48.000]  那會怎樣呢
[00:05:48.000 --> 00:05:51.000]  雨會打到傘那裡
[00:05:51.000 --> 00:05:53.000]  打不到你了
[00:05:53.000 --> 00:05:54.000]  在基督裡就是這樣了
[00:05:54.000 --> 00:05:56.000]  我們在基督裡
[00:05:56.000 --> 00:05:57.000]  躲在這把傘裡面的時候
[00:05:57.000 --> 00:05:59.000]  就是在基督裡了
[00:05:59.000 --> 00:06:01.000]  那些雨水是什麼呢
[00:06:01.000 --> 00:06:02.000]  知道嗎
[00:06:02.000 --> 00:06:04.000]  那些雨水當然就是
[00:06:04.000 --> 00:06:06.000]  神的公義所帶來的
[00:06:06.000 --> 00:06:09.000]  要去審判我們
[00:06:09.000 --> 00:06:11.000]  這是原來的意思
[00:06:11.000 --> 00:06:13.000]  但是當然在人的經驗裡面
[00:06:13.000 --> 00:06:14.000]  或者撒旦的手裡面
[00:06:14.000 --> 00:06:16.000]  已經轉化成為律法主義
[00:06:16.000 --> 00:06:19.000]  很多很多的所謂控訴的
[00:06:19.000 --> 00:06:22.000]  生活的形態
[00:06:22.000 --> 00:06:24.000]  所以其實有時候
[00:06:24.000 --> 00:06:25.000]  這把傘你拿得好的時候
[00:06:25.000 --> 00:06:26.000]  會怎樣呢
[00:06:26.000 --> 00:06:27.000]  傘都遮住了自己
[00:06:27.000 --> 00:06:29.000]  拿得不好的時候會怎樣呢
[00:06:29.000 --> 00:06:30.000]  有時候歪了
[00:06:30.000 --> 00:06:33.000]  一邊肩膀都濕了
[00:06:33.000 --> 00:06:35.000]  但是你如果被雨淋濕的時候
[00:06:35.000 --> 00:06:37.000]  你會怎樣呢
[00:06:37.000 --> 00:06:40.000]  移回整把傘
[00:06:40.000 --> 00:06:43.000]  所以我們要常常靠主喜樂
[00:06:43.000 --> 00:06:47.000]  提醒我們要常常調整這把傘
[00:06:47.000 --> 00:06:49.000]  基督對我們的恩典
[00:06:49.000 --> 00:06:50.000]  和生命的覆蓋
[00:06:50.000 --> 00:06:54.000]  我們要活在其中
[00:06:54.000 --> 00:06:56.000]  所以當我們離開這把傘的時候
[00:06:56.000 --> 00:06:58.000]  會有什麼反應呢
[00:06:58.000 --> 00:06:59.000]  被突襲
[00:06:59.000 --> 00:07:01.000]  被什麼突襲呢
[00:07:01.000 --> 00:07:03.000]  被一些律法主義的精神
[00:07:03.000 --> 00:07:06.000]  論斷批判的生命方式
[00:07:06.000 --> 00:07:07.000]  氣氛
[00:07:07.000 --> 00:07:09.000]  沾染著我們
[00:07:09.000 --> 00:07:12.000]  但是今天我們
[00:07:12.000 --> 00:07:15.000]  有沒有活在這種生命裡面呢
[00:07:15.000 --> 00:07:17.000]  今天我們有機會
[00:07:17.000 --> 00:07:19.000]  再去複述那個故事
[00:07:19.000 --> 00:07:22.000]  路加福音十八章九到十四節
[00:07:22.000 --> 00:07:26.000]  耶穌說為那些自以為義的人
[00:07:26.000 --> 00:07:27.000]  在藐視別人的人
[00:07:27.000 --> 00:07:29.000]  說了一個比喻
[00:07:29.000 --> 00:07:31.000]  就說兩個人要去
[00:07:31.000 --> 00:07:33.000]  聖殿裡面去祈禱
[00:07:33.000 --> 00:07:37.000]  法利塞人就很驕傲
[00:07:37.000 --> 00:07:39.000]  態度是傲慢一點
[00:07:39.000 --> 00:07:40.000]  就祈禱
[00:07:40.000 --> 00:07:41.000]  啊 神啊 多謝你
[00:07:41.000 --> 00:07:46.000]  因為你叫我不用像這些人
[00:07:46.000 --> 00:07:49.000]  奸淫擄掠 勒索
[00:07:49.000 --> 00:07:50.000]  做很多不義的事情
[00:07:50.000 --> 00:07:51.000]  像這些稅吏一樣
[00:07:51.000 --> 00:07:52.000]  我不像他們
[00:07:52.000 --> 00:07:54.000]  你叫我能夠
[00:07:54.000 --> 00:07:59.000]  將我所有的奉獻十分之一給你
[00:07:59.000 --> 00:08:04.000]  然後那個稅吏就站得遠遠
[00:08:04.000 --> 00:08:06.000]  不敢舉頭望天
[00:08:06.000 --> 00:08:08.000]  隨空就說
[00:08:08.000 --> 00:08:10.000]  主啊 開恩可憐我這個罪人
[00:08:10.000 --> 00:08:12.000]  開恩可憐我這個罪人
[00:08:12.000 --> 00:08:14.000]  這個就成為了東正教
[00:08:14.000 --> 00:08:16.000]  耶穌短討這個屬靈操練
[00:08:16.000 --> 00:08:19.000]  一個基礎的經文和故事
[00:08:19.000 --> 00:08:21.000]  所以大家都不會陌生
