
[00:00:00.000 --> 00:00:03.000]  讓我們再低頭有禱告
[00:00:03.000 --> 00:00:07.000]  親愛的主,我們的神
[00:00:07.000 --> 00:00:10.000]  我們都是一群來自不同的家庭
[00:00:10.000 --> 00:00:13.000]  各有不同的成長背景
[00:00:13.000 --> 00:00:16.000]  有著不同愛我們的家人
[00:00:16.000 --> 00:00:18.000]  我們感謝你
[00:00:18.000 --> 00:00:22.000]  深願今天晚上主在祝福我們
[00:00:22.000 --> 00:00:26.000]  讓我們邊聽邊能夠思想到我們家裏面
[00:00:26.000 --> 00:00:28.000]  每一個愛我們的家人
[00:00:28.000 --> 00:00:29.000]  特別是我們的媽媽
[00:00:29.000 --> 00:00:32.000]  求主也幫助我們在座每一個媽媽
[00:00:32.000 --> 00:00:35.000]  我們能夠更加體會到
[00:00:35.000 --> 00:00:38.000]  在那餓米身上這一份的愛
[00:00:38.000 --> 00:00:40.000]  同樣我們都有
[00:00:40.000 --> 00:00:42.000]  求主加力給我們
[00:00:42.000 --> 00:00:44.000]  讓聖靈兼顧我們的心
[00:00:44.000 --> 00:00:47.000]  即或在家裏面有多少的煩憂
[00:00:47.000 --> 00:00:50.000]  我們做媽媽的,求主加力
[00:00:50.000 --> 00:00:52.000]  使到我們通過我們的話語
[00:00:52.000 --> 00:00:55.000]  我們更加有著這一份的愛
[00:00:55.000 --> 00:00:59.000]  在面前即或仍然有很多的變動
[00:00:59.000 --> 00:01:03.000]  我們的家庭,我們的社會,我們的世界
[00:01:03.000 --> 00:01:05.000]  我們仍然能夠有這份愛
[00:01:05.000 --> 00:01:08.000]  去愛我們家裏面的每一個人
[00:01:08.000 --> 00:01:09.000]  多謝主
[00:01:09.000 --> 00:01:10.000]  我們這樣祈禱交托
[00:01:10.000 --> 00:01:13.000]  奉耶穌基督名求
[00:01:13.000 --> 00:01:18.000]  在2001年9月的時候
[00:01:18.000 --> 00:01:21.000]  2004年9月的時候
[00:01:21.000 --> 00:01:28.000]  在蘇聯一個共和國叫做北澳賽提共和國
[00:01:28.000 --> 00:01:33.000]  發生了一件令全世界震驚的悲劇
[00:01:33.000 --> 00:01:38.000]  當年有30個車臣的武裝分子
[00:01:38.000 --> 00:01:45.000]  闖入其中一個叫做別斯蘭的城市裏面
[00:01:45.000 --> 00:01:54.000]  在裏面他們劫持了1200個的師生和學生、家長
[00:01:54.000 --> 00:01:59.000]  和一個蘇聯的特種部隊對峙
[00:01:59.000 --> 00:02:01.000]  經歷了三天
[00:02:01.000 --> 00:02:07.000]  特朗普做主終於忍不住要攻強攻
[00:02:07.000 --> 00:02:15.000]  就在這個過程當中死了300個人,900個傷
[00:02:15.000 --> 00:02:21.000]  186個是細蚊仔
[00:02:21.000 --> 00:02:24.000]  事後14年
[00:02:24.000 --> 00:02:27.000]  有一個媽媽站出來說
[00:02:27.000 --> 00:02:31.000]  她在當時當日
[00:02:31.000 --> 00:02:34.000]  她要做一個決定
[00:02:34.000 --> 00:02:37.000]  有一個媽媽叫做愛琳娜
[00:02:37.000 --> 00:02:39.000]  她和她的女兒
[00:02:39.000 --> 00:02:41.000]  現在剩下一個女兒
[00:02:41.000 --> 00:02:48.000]  在BBC電台的訪問當中述說她這種傷心事
[00:02:48.000 --> 00:02:54.000]  她說當日我和我這個現在已經14歲的女兒
[00:02:54.000 --> 00:02:56.000]  當時是2歲
[00:02:56.000 --> 00:02:59.000]  和我當時6歲的大女兒
[00:02:59.000 --> 00:03:03.000]  一起夾在人質當中
[00:03:03.000 --> 00:03:06.000]  美籍軍人就出來說
[00:03:06.000 --> 00:03:09.000]  他說你們現在每一個媽媽
[00:03:09.000 --> 00:03:12.000]  可以帶一個細蚊仔走
[00:03:12.000 --> 00:03:15.000]  一個
[00:03:15.000 --> 00:03:19.000]  愛琳娜她覺得沒可能
[00:03:19.000 --> 00:03:21.000]  我沒理由兩個進來
[00:03:21.000 --> 00:03:24.000]  只剩下一個出去
[00:03:24.000 --> 00:03:27.000]  所以她哀求這些軍人
[00:03:27.000 --> 00:03:30.000]  放她大女兒一馬
[00:03:30.000 --> 00:03:35.000]  軍人說我們只准你帶一個人出去
[00:03:35.000 --> 00:03:37.000]  這個媽媽
[00:03:37.000 --> 00:03:41.000]  在無計可施衝口而出說了一句話
[00:03:41.000 --> 00:03:43.000]  她說軍大哥
[00:03:43.000 --> 00:03:46.000]  可不可以讓我留下
[00:03:46.000 --> 00:03:50.000]  讓我女兒帶一個妹妹出去
[00:03:50.000 --> 00:03:54.000]  軍人開始用粗口濫竊罵她
[00:03:54.000 --> 00:03:58.000]  如果再不走就不用走
[00:03:58.000 --> 00:04:03.000]  當時媽媽面向大女兒阿玲娜
[00:04:03.000 --> 00:04:06.000]  她就跟她說了一句
[00:04:06.000 --> 00:04:09.000]  女兒你們要走在一起
[00:04:09.000 --> 00:04:11.000]  不要走開
[00:04:11.000 --> 00:04:14.000]  我會回來找你
[00:04:14.000 --> 00:04:17.000]  媽媽其實都不知道可不可以
[00:04:17.000 --> 00:04:20.000]  不過在無計可施之下
[00:04:20.000 --> 00:04:23.000]  只能夠權宜地告訴安慰女兒
[00:04:23.000 --> 00:04:26.000]  她說我永遠沒有忘記
[00:04:26.000 --> 00:04:31.000]  當我抱著小女兒走出去的時候
[00:04:31.000 --> 00:04:36.000]  大女兒是無助和無奈
[00:04:36.000 --> 00:04:40.000]  絕望地看著我
[00:04:40.000 --> 00:04:44.000]  後來特種部隊強攻
[00:04:44.000 --> 00:04:47.000]  遭這些槍手
[00:04:47.000 --> 00:04:53.000]  向他們一班學生和家長聯掃
[00:04:53.000 --> 00:04:56.000]  而在三天之後
[00:04:56.000 --> 00:05:02.000]  阿玲娜就在眼淚當中找到她女兒的屍體
[00:05:02.000 --> 00:05:05.000]  阿玲娜後來在十多年的裡面
[00:05:05.000 --> 00:05:09.000]  經歷過抑鬱、自殺
[00:05:09.000 --> 00:05:12.000]  幸好後來英國、德國
[00:05:12.000 --> 00:05:18.000]  有些專家邀請她去到英國
[00:05:18.000 --> 00:05:21.000]  接受治療
[00:05:21.000 --> 00:05:24.000]  她終於捱過了
[00:05:24.000 --> 00:05:26.000]  今天她站出來
[00:05:26.000 --> 00:05:29.000]  在BBC電台的訪問下
[00:05:29.000 --> 00:05:32.000]  她說我每一次說
[00:05:32.000 --> 00:05:35.000]  我都很愧欠
[00:05:35.000 --> 00:05:38.000]  因為我好像選了一個小女兒
[00:05:38.000 --> 00:05:43.000]  沒有選擇到一個大女兒
[00:05:43.000 --> 00:05:45.000]  我相信在人世間
[00:05:45.000 --> 00:05:48.000]  有很多悲劇的發生
[00:05:48.000 --> 00:05:53.000]  我們不算太過困難
[00:05:53.000 --> 00:05:55.000]  但當我們面向這個世界的時候
[00:05:55.000 --> 00:05:57.000]  我們真的看見有些人
[00:05:57.000 --> 00:06:02.000]  他們連生存都可能爭一線
[00:06:02.000 --> 00:06:05.000]  我們就明白原來很多媽媽
[00:06:05.000 --> 00:06:07.000]  其實今天在我們家裡
[00:06:07.000 --> 00:06:10.000]  或者在不同的世界角落裡
[00:06:10.000 --> 00:06:13.000]  他們用愛去維護
[00:06:13.000 --> 00:06:20.000]  幫助他們的子女成長、成材
[00:06:20.000 --> 00:06:22.000]  這個就是她的大女兒
[00:06:22.000 --> 00:06:25.000]  也是離開了我們的大女兒
[00:06:25.000 --> 00:06:28.000]  當年你看她多活潑
[00:06:28.000 --> 00:06:31.000]  但怎料到一天之間
[00:06:31.000 --> 00:06:34.000]  媽媽就失去了她
[00:06:34.000 --> 00:06:35.000]  這個媽媽今天
[00:06:35.000 --> 00:06:38.000]  我想她仍然都要活著的時候
[00:06:38.000 --> 00:06:43.000]  她很努力面對她人生這種傷痛
[00:06:43.000 --> 00:06:48.000]  她認為自己不能選
[00:06:48.000 --> 00:06:51.000]  但原來在愛裡沒有懼怕
[00:06:51.000 --> 00:06:53.000]  聖經確實告訴我們
[00:06:53.000 --> 00:06:55.000]  愛裡沒有懼怕
[00:06:55.000 --> 00:06:58.000]  今晚我們就來思想到
[00:06:58.000 --> 00:07:00.000]  一個家庭
[00:07:00.000 --> 00:07:03.000]  似乎聖經都想告訴我們
[00:07:03.000 --> 00:07:05.000]  他們走的方向
[00:07:05.000 --> 00:07:08.000]  很多時候未必走得最正確
[00:07:08.000 --> 00:07:09.000]  但當他們走得不正確
[00:07:09.000 --> 00:07:11.000]  就不代表他們一塌糊塗
[00:07:11.000 --> 00:07:13.000]  或者以後沒有翻身
[00:07:13.000 --> 00:07:16.000]  反而我們看到路德記
[00:07:16.000 --> 00:07:17.000]  是要告訴我們
[00:07:17.000 --> 00:07:21.000]  神怎樣興起一個愛邦的女子
[00:07:21.000 --> 00:07:23.000]  成為耶和華
[00:07:23.000 --> 00:07:27.000]  成為神救贖的一個家族
[00:07:27.000 --> 00:07:29.000]  我們會看到
[00:07:29.000 --> 00:07:32.000]  當以利米納這個爸爸
[00:07:32.000 --> 00:07:35.000]  他的名字本身就叫
[00:07:35.000 --> 00:07:37.000]  「神我的鑊」
[00:07:37.000 --> 00:07:39.000]  改得很好
[00:07:39.000 --> 00:07:43.000]  但因為在這個年代裡
[00:07:43.000 --> 00:07:44.000]  特別是舌詩記說
[00:07:44.000 --> 00:07:47.000]  在舌詩記裡說的不外乎
[00:07:47.000 --> 00:07:50.000]  社會有很多的動盪
[00:07:50.000 --> 00:07:51.000]  打來打去
[00:07:51.000 --> 00:07:54.000]  民生裡又發現到
[00:07:54.000 --> 00:07:56.000]  現在有一個饑荒
[00:07:56.000 --> 00:07:58.000]  不好過
[00:07:58.000 --> 00:08:00.000]  人生的層面
[00:08:00.000 --> 00:08:02.000]  是舌詩記其中一件事
[00:08:02.000 --> 00:08:04.000]  就是任意而行
[00:08:04.000 --> 00:08:06.000]  沒有枉管
[00:08:06.000 --> 00:08:08.000]  在一個這樣的亂世裡
[00:08:08.000 --> 00:08:11.000]  以利米納都很想保護他的家庭
[00:08:11.000 --> 00:08:14.000]  所以他覺得正常的做法
[00:08:14.000 --> 00:08:16.000]  就是這裡有饑荒
[00:08:16.000 --> 00:08:17.000]  這裡有動盪
[00:08:17.000 --> 00:08:20.000]  我試試走去另外一些地方
[00:08:20.000 --> 00:08:23.000]  所以他們由伯利恆
[00:08:23.000 --> 00:08:27.000]  選擇了去摩訶這個愛邦地
[00:08:27.000 --> 00:08:29.000]  很正常的
[00:08:29.000 --> 00:08:31.000]  哪裡比較平靜
[00:08:31.000 --> 00:08:32.000]  哪裡有東西吃
[00:08:32.000 --> 00:08:34.000]  他就去
[00:08:34.000 --> 00:08:36.000]  但我們會相信
[00:08:36.000 --> 00:08:39.000]  特別是信耶穌的人
[00:08:39.000 --> 00:08:41.000]  正常的做法
[00:08:41.000 --> 00:08:45.000]  不一定是正確的做法
[00:08:45.000 --> 00:08:48.000]  因為我們的生命有神
[00:08:48.000 --> 00:08:50.000]  所以我相信
[00:08:50.000 --> 00:08:53.000]  從往後路德記
[00:08:53.000 --> 00:08:54.000]  有人說路德記
[00:08:54.000 --> 00:08:57.000]  很少說神這個名字
[00:08:57.000 --> 00:09:01.000]  甚至在以利米納的家庭裡
[00:09:01.000 --> 00:09:04.000]  可以說他們沒有讓我們看到
[00:09:04.000 --> 00:09:06.000]  他們會稱讚神
[00:09:06.000 --> 00:09:08.000]  祈禱主
[00:09:08.000 --> 00:09:10.000]  沒有
[00:09:10.000 --> 00:09:13.000]  但不代表神的恩典和愛
[00:09:13.000 --> 00:09:19.000]  就不能夠在這個家庭活生生演繹
[00:09:19.000 --> 00:09:20.000]  沒有
[00:09:20.000 --> 00:09:22.000]  以利米納和南俄米
[00:09:22.000 --> 00:09:24.000]  帶著馬倫和基年
[00:09:24.000 --> 00:09:26.000]  來到摩訶地
[00:09:26.000 --> 00:09:27.000]  不過
[00:09:27.000 --> 00:09:28.000]  第一個悲劇發生就是
[00:09:28.000 --> 00:09:32.000]  以利米納在這段時間去世
[00:09:32.000 --> 00:09:33.000]  死了
[00:09:33.000 --> 00:09:36.000]  南俄米一手就要養大
[00:09:36.000 --> 00:09:37.000]  他們兩個兒子
[00:09:37.000 --> 00:09:39.000]  馬倫和基年
[00:09:39.000 --> 00:09:43.000]  其實馬倫和基年這兩個字
[00:09:43.000 --> 00:09:45.000]  有專家有學者說
[00:09:45.000 --> 00:09:47.000]  不一定是他們的真名
[00:09:47.000 --> 00:09:49.000]  不過他們的名字
[00:09:49.000 --> 00:09:51.000]  帶著一個意思
[00:09:51.000 --> 00:09:53.000]  馬倫
[00:09:53.000 --> 00:09:55.000]  就是
[00:09:55.000 --> 00:09:57.000]  疾病
