
[00:00:00.000 --> 00:00:03.460]  我們復活節,復活節我們就結束了
[00:00:03.460 --> 00:00:06.840]  預見耶穌的講道系列
[00:00:06.840 --> 00:00:09.240]  那這禮拜我們會開始一個新的系列
[00:00:09.240 --> 00:00:12.220]  叫珍惜眼前人
[00:00:12.220 --> 00:00:15.240]  在這個系列裏面我們會看不同的經文
[00:00:15.240 --> 00:00:19.520]  然後嘗試focus在關係
[00:00:19.520 --> 00:00:22.080]  就是不同的層次的關係
[00:00:22.080 --> 00:00:26.600]  那第一個關係就是講道是我們跟天父的關係
[00:00:26.600 --> 00:00:31.200]  我們其實上禮拜的一個延續
[00:00:31.200 --> 00:00:34.200]  因爲上禮拜我記得跟你們分享過
[00:00:34.200 --> 00:00:37.200]  一個最重要的功課就是一個愛的功課
[00:00:37.200 --> 00:00:38.600]  我們很怕愛
[00:00:38.600 --> 00:00:41.900]  但是因爲愛就代表你會受傷
[00:00:41.900 --> 00:00:44.400]  你有可能會被拒絕
[00:00:44.400 --> 00:00:46.600]  就像C.S. Lewis所說的
[00:00:46.600 --> 00:00:48.800]  To love is to be vulnerable
[00:00:48.800 --> 00:00:50.300]  不愛的人就很堅強
[00:00:50.300 --> 00:00:53.200]  就是當我有了愛就有牽掛
[00:00:53.200 --> 00:00:55.800]  當我決定愛你的時候我就把我的心打開
[00:00:55.800 --> 00:00:59.300]  我就把可以傷害我的權利交在你的手中
[00:00:59.300 --> 00:01:01.000]  你就會傷害到我
[00:01:01.000 --> 00:01:03.300]  當我很愛你的時候我就很在意
[00:01:03.300 --> 00:01:04.400]  很怕你會出事
[00:01:04.400 --> 00:01:06.200]  萬一你有什麼閃失
[00:01:06.200 --> 00:01:08.300]  最後受苦的還是我
[00:01:08.300 --> 00:01:09.900]  所以愛就會面臨
[00:01:09.900 --> 00:01:12.400]  有可能你會把自己變得很脆弱
[00:01:12.400 --> 00:01:13.700]  很容易受傷
[00:01:13.700 --> 00:01:15.000]  有時候你很愛一個人的時候
[00:01:15.000 --> 00:01:16.700]  你的情緒會跟着他走
[00:01:16.700 --> 00:01:19.100]  他不開心你也變得不開心
[00:01:19.100 --> 00:01:23.200]  甚至有時候愛的時候會遇到
[00:01:23.200 --> 00:01:25.100]  經常遇到一種傷害就是
[00:01:25.100 --> 00:01:27.400]  你或許會很精心的
[00:01:27.400 --> 00:01:29.800]  很細心的設計一些東西
[00:01:29.800 --> 00:01:30.800]  付出一些東西
[00:01:30.800 --> 00:01:32.900]  可是對方完全get不到
[00:01:32.900 --> 00:01:35.900]  對方完全也不懂得欣賞
[00:01:35.900 --> 00:01:38.700]  我們有沒有看到我們這個熒幕
[00:01:38.700 --> 00:01:41.300]  這是我們的設計師精心設計的
[00:01:41.300 --> 00:01:44.100]  非常有style的一個熒幕
[00:01:44.100 --> 00:01:45.600]  可是他剛剛設計完之後
[00:01:45.600 --> 00:01:48.500]  有一天馮牧師來到這邊看到這個熒幕
[00:01:48.500 --> 00:01:51.300]  馮牧師說這誰的背心掛在上面
[00:01:51.300 --> 00:01:53.400]  還扯成這樣子
[00:01:53.400 --> 00:01:56.100]  把我們的設計師氣到吐血
[00:01:56.100 --> 00:01:59.600]  他一氣之下就懷孕了
[00:01:59.600 --> 00:02:01.000]  我的意思是說他氣完之後
[00:02:01.000 --> 00:02:03.600]  去醫院發現他懷孕了
[00:02:03.600 --> 00:02:04.400]  九月份
[00:02:04.400 --> 00:02:05.700]  所以有時候就是這樣子
[00:02:05.700 --> 00:02:08.000]  人生就是你很精心設計
[00:02:08.000 --> 00:02:09.500]  做了很多東西付出
[00:02:09.500 --> 00:02:11.400]  對方不一定懂得欣賞
[00:02:11.400 --> 00:02:12.700]  也會傷到你
[00:02:12.700 --> 00:02:14.000]  可是當你很愛一個人的時候
[00:02:14.000 --> 00:02:15.600]  你就很在意他的表現
[00:02:15.600 --> 00:02:17.400]  你很在意他的回應
[00:02:17.400 --> 00:02:18.700]  偏偏他沒回應
[00:02:18.700 --> 00:02:21.700]  你就很傷
[00:02:21.700 --> 00:02:23.300]  但是如果另外一個方面說
[00:02:23.300 --> 00:02:24.700]  那我不愛呢
[00:02:24.700 --> 00:02:26.900]  我因爲受過一些傷害
[00:02:26.900 --> 00:02:28.800]  無論是你很愛的人失去
[00:02:28.800 --> 00:02:30.800]  或者你很愛的人不懂得回應你
[00:02:30.800 --> 00:02:31.700]  你受過傷害
[00:02:31.700 --> 00:02:33.600]  你說我現在把我的心收起來
[00:02:33.600 --> 00:02:36.500]  I'm gonna close my heart
[00:02:36.500 --> 00:02:37.500]  我變得堅強
[00:02:37.500 --> 00:02:38.900]  我不會那麼vulnerable
[00:02:38.900 --> 00:02:40.600]  不會這麼容易受傷
[00:02:40.600 --> 00:02:41.700]  C.S. Lewis說
[00:02:41.700 --> 00:02:42.700]  另外一個選擇就是
[00:02:42.700 --> 00:02:45.300]  to avoid love is to find hell
[00:02:45.300 --> 00:02:46.500]  就是要麼你就
[00:02:46.500 --> 00:02:48.100]  當你把心關起來
[00:02:48.100 --> 00:02:51.400]  足強把自己圍起來的時候
[00:02:51.400 --> 00:02:54.800]  你就在建立一個屬於自己的地獄
[00:02:54.800 --> 00:02:56.100]  因爲地獄裏面就是這樣的
[00:02:56.100 --> 00:02:58.300]  每個人都是個體
[00:02:58.300 --> 00:02:58.900]  沒有愛
[00:02:58.900 --> 00:03:00.700]  沒有之間的溝通
[00:03:00.700 --> 00:03:02.200]  但是愛又受傷
[00:03:02.200 --> 00:03:03.300]  不愛又是地獄
[00:03:03.300 --> 00:03:04.500]  怎麼辦呢
[00:03:04.500 --> 00:03:05.200]  上禮拜說
[00:03:05.200 --> 00:03:08.100]  真正的答案在主耶穌那邊
[00:03:08.100 --> 00:03:09.800]  主耶穌給我們一個榜樣
[00:03:09.800 --> 00:03:10.600]  就是說
[00:03:10.600 --> 00:03:12.000]  祂爲了愛我們
[00:03:12.000 --> 00:03:14.600]  祂變成了非常的vulnerable
[00:03:14.600 --> 00:03:16.400]  祂爲了愛我們而受傷
[00:03:16.400 --> 00:03:19.100]  祂說就算明知道會受傷
[00:03:19.100 --> 00:03:21.000]  明知道就算我爲你釘死架
[00:03:21.000 --> 00:03:22.600]  你不一定會接受我
[00:03:22.600 --> 00:03:23.700]  你可能會藐視我
[00:03:23.700 --> 00:03:25.500]  你還是會拒絕我
[00:03:25.500 --> 00:03:26.600]  可是我還是來了
[00:03:26.600 --> 00:03:28.700]  我還是愛了
[00:03:28.700 --> 00:03:29.900]  明明會受傷
[00:03:29.900 --> 00:03:31.300]  可是我還是愛了
[00:03:31.300 --> 00:03:32.200]  所以這種
[00:03:32.200 --> 00:03:34.700]  寧願傷過痛過
[00:03:34.700 --> 00:03:36.300]  也總比沒有愛過好的
[00:03:36.300 --> 00:03:37.600]  這種的觀念
[00:03:37.600 --> 00:03:39.100]  是主耶穌身上看到的
[00:03:39.100 --> 00:03:39.900]  主耶穌就說
[00:03:39.900 --> 00:03:41.700]  我就不離不棄
[00:03:41.700 --> 00:03:43.700]  有可能你會繼續的拒絕我
[00:03:43.700 --> 00:03:44.900]  繼續藐視我
[00:03:44.900 --> 00:03:47.600]  可是我還是爲了愛你
[00:03:47.600 --> 00:03:48.600]  我成爲受傷
[00:03:48.600 --> 00:03:50.100]  我還是受了傷
[00:03:50.100 --> 00:03:52.500]  所以這種希望能夠給我們一些的鼓勵
[00:03:52.500 --> 00:03:55.200]  跟一些的安慰
[00:03:55.200 --> 00:03:58.300]  讓我們因爲愛的緣故受過傷的時候
[00:03:58.300 --> 00:04:00.200]  至少因爲主耶穌的緣故
[00:04:00.200 --> 00:04:01.600]  你不怕站起來說
[00:04:01.600 --> 00:04:03.400]  那就繼續再愛吧
[00:04:03.400 --> 00:04:04.500]  因爲另外一個選擇
[00:04:04.500 --> 00:04:06.800]  基本上就不是一個選擇了
[00:04:06.800 --> 00:04:09.000]  那今天我們會開始新的系列
[00:04:09.000 --> 00:04:10.100]  也是講到關係
[00:04:10.100 --> 00:04:11.600]  講到愛的關係
[00:04:11.600 --> 00:04:15.000]  那今天我們會看雅各蘇的一段經文
[00:04:15.000 --> 00:04:16.000]  那雅各蘇很特別
[00:04:16.000 --> 00:04:18.100]  因爲雅各蘇
[00:04:18.100 --> 00:04:19.300]  他很實際
[00:04:19.300 --> 00:04:23.600]  他講的不是一些很天馬行空的神學觀念
[00:04:23.600 --> 00:04:27.200]  他是講這個神學的觀念
[00:04:27.200 --> 00:04:30.300]  讓他在一個羣體裏面活出來的時候
[00:04:30.300 --> 00:04:33.100]  那到底那幅畫面應該是怎麼樣的
[00:04:33.100 --> 00:04:34.800]  所以他講的是關係
[00:04:34.800 --> 00:04:37.100]  所以首先第一點想跟你們看的是
[00:04:37.100 --> 00:04:38.900]  三章十三到十八節
[00:04:38.900 --> 00:04:41.100]  那邊講到說智慧
[00:04:41.100 --> 00:04:42.400]  這邊講到是
[00:04:42.400 --> 00:04:44.600]  如果你真的懂得智慧
[00:04:44.600 --> 00:04:45.700]  從神而來的智慧
[00:04:45.700 --> 00:04:49.100]  會使我們會非常的珍惜關係
[00:04:49.100 --> 00:04:50.900]  會看重關係
[00:04:50.900 --> 00:04:52.800]  在雅各蘇三章十三十八節
[00:04:52.800 --> 00:04:53.800]  那邊是這樣說的
[00:04:53.800 --> 00:04:56.200]  他說你們中間
[00:04:56.200 --> 00:04:58.200]  誰是有智慧有見識的呢
[00:04:58.200 --> 00:05:02.200]  他就當在智慧的溫柔上顯出他的善行來
[00:05:02.200 --> 00:05:05.200]  你們心裏若懷着苦毒的嫉妒和紛爭
[00:05:05.200 --> 00:05:10.200]  就不可自誇也不可說謊化抵擋真道
[00:05:10.200 --> 00:05:12.600]  這樣的智慧不是從上頭來的
[00:05:12.600 --> 00:05:16.600]  乃是屬地的屬情慾的屬魔鬼的
[00:05:16.600 --> 00:05:19.000]  在何處有嫉妒紛爭
[00:05:19.000 --> 00:05:22.900]  又在何處有攪亂和各樣的壞事
[00:05:22.900 --> 00:05:24.700]  唯獨從上頭來的智慧
[00:05:24.700 --> 00:05:27.700]  先是清潔後是和平
[00:05:27.700 --> 00:05:32.200]  溫良柔順滿有憐憫多節善果
[00:05:32.200 --> 00:05:34.700]  沒有偏見沒有假冒
