
[00:00:00.000 --> 00:00:03.140]  在疫情期間
[00:00:03.140 --> 00:00:07.080]  家暴事件原來是激增的
[00:00:07.080 --> 00:00:11.020]  在今年1月至3月期間
[00:00:11.020 --> 00:00:14.400]  和諧之家的熱線接獲
[00:00:14.400 --> 00:00:19.480]  家暴的求助數字上升了25%
[00:00:19.480 --> 00:00:21.040]  在4月期間
[00:00:21.040 --> 00:00:23.400]  他們的庇護中心
[00:00:23.400 --> 00:00:27.160]  錄得今年以來最高的入住率
[00:00:27.160 --> 00:00:30.520]  在過往數年的裏邊
[00:00:30.520 --> 00:00:35.680]  我想不少人都經歷撕裂的人際關係
[00:00:35.680 --> 00:00:41.440]  憎恨、怨憤、惡、恨、厭
[00:00:41.440 --> 00:00:42.800]  甚至衝突
[00:00:42.800 --> 00:00:45.800]  是充斥在社會的各個層面
[00:00:45.800 --> 00:00:48.440]  當我們在街上聽到有人吵架
[00:00:48.440 --> 00:00:52.160]  又或者在公共汽車上
[00:00:52.160 --> 00:01:00.240]  我們又聽到一些人好像很暴躁地爭執
[00:01:00.240 --> 00:01:03.200]  我們就看見今日我們的社會裏頭
[00:01:03.200 --> 00:01:09.360]  都充滿了這些爭鬧
[00:01:09.360 --> 00:01:17.760]  人際衝突不會因為我們是基督徒
[00:01:17.760 --> 00:01:21.800]  又或者我們是好人
[00:01:21.800 --> 00:01:24.600]  又或者我們是神的僕人
[00:01:24.600 --> 00:01:28.720]  或者有相同的目標而自然消解
[00:01:28.720 --> 00:01:31.400]  人際衝突在家庭
[00:01:31.400 --> 00:01:33.720]  在校園
[00:01:33.720 --> 00:01:35.400]  在職場
[00:01:35.400 --> 00:01:38.080]  甚至在教會生活當中
[00:01:38.080 --> 00:01:40.160]  常常都會發生
[00:01:40.160 --> 00:01:41.840]  無人倖免
[00:01:41.840 --> 00:01:43.600]  聖經裏面
[00:01:43.600 --> 00:01:46.880]  都沒有掩飾人際衝突的場面
[00:01:46.880 --> 00:01:50.240]  譬如亞伯蘭和他的侄
[00:01:50.240 --> 00:01:52.720]  羅德爭地
[00:01:52.720 --> 00:01:57.560]  蘇羅和大衛的關係破裂
[00:01:57.560 --> 00:02:01.080]  又或者去到新約的時候
[00:02:01.080 --> 00:02:03.600]  猶太人和外邦人
[00:02:03.600 --> 00:02:06.000]  非猶太人的嚴重衝突
[00:02:06.000 --> 00:02:08.360]  甚至保羅和巴拿巴
[00:02:08.360 --> 00:02:12.080]  他們都有發生激烈的抗衡
[00:02:12.080 --> 00:02:16.280]  甚至最後要分道揚鑣
[00:02:16.280 --> 00:02:21.400]  你可能會聽到有這樣的說法
[00:02:21.400 --> 00:02:25.640]  「人不為己 天誅地滅」
[00:02:25.640 --> 00:02:28.520]  「自私自利的人比比皆是」
[00:02:28.520 --> 00:02:33.440]  「但是和平之子卻是鳳毛麟角」
[00:02:33.440 --> 00:02:36.880]  聖誕節很多時候我們會
[00:02:36.880 --> 00:02:39.680]  有這個祝福向其他的人
[00:02:39.680 --> 00:02:43.600]  平安 和平 和好
[00:02:43.600 --> 00:02:46.400]  是不是真的很遙遠呢?
[00:02:46.400 --> 00:02:48.720]  八福的講道系列今天
[00:02:48.720 --> 00:02:52.080]  講到第七福
[00:02:52.080 --> 00:02:57.280]  經文是在《馬太福音》五章第九節
[00:02:57.280 --> 00:02:59.120]  「使人和睦的人有福了
[00:02:59.120 --> 00:03:03.840]  因為他們必稱為神的兒子」
[00:03:03.840 --> 00:03:06.080]  當然在其他的譯本裏面
[00:03:06.080 --> 00:03:08.400]  有譯作「使人和平」
[00:03:08.400 --> 00:03:10.360]  或者「締造和平」
[00:03:10.360 --> 00:03:15.800]  或者「締造和好關係的人有福了」
[00:03:15.800 --> 00:03:19.760]  「和睦」這個字
[00:03:19.760 --> 00:03:23.320]  在希伯來文是Shalom
[00:03:23.320 --> 00:03:25.840]  在希臘文是Irene
[00:03:25.840 --> 00:03:28.560]  或者有些女孩子叫Irene
[00:03:28.560 --> 00:03:30.520]  其實都有這個字出來
[00:03:30.520 --> 00:03:33.680]  是講到「個人心裏邊有平安」
[00:03:33.680 --> 00:03:35.960]  「人與人之間有和睦」
[00:03:35.960 --> 00:03:39.840]  「在仇敵當中建立和平」
[00:03:39.840 --> 00:03:46.680]  在希臘語的詞典裏面
[00:03:46.680 --> 00:03:53.000]  這個字的寓意是屬於甚麼類別呢?
[00:03:53.000 --> 00:03:56.480]  是屬於「復和」「寬恕」的類別
[00:03:56.480 --> 00:04:01.240]  主要是人與人之間的復和
[00:04:01.240 --> 00:04:04.640]  而它上一個項目的類別
[00:04:04.640 --> 00:04:08.640]  就是「敵意」和「衝突」
[00:04:08.640 --> 00:04:10.640]  有一位聖經學者這樣說
[00:04:10.640 --> 00:04:12.880]  耶穌的價值觀
[00:04:12.880 --> 00:04:15.400]  對比對立的價值觀
[00:04:15.400 --> 00:04:17.080]  而對比的價值觀
[00:04:17.080 --> 00:04:19.200]  對立的價值觀就是
[00:04:19.200 --> 00:04:23.520]  「增敬」和「好鬥」
[00:04:23.520 --> 00:04:25.640]  「締造和好關係的人」
[00:04:25.640 --> 00:04:29.080]  不是促進和平的外交家
[00:04:29.080 --> 00:04:32.040]  或者是拿諾貝爾和平獎的得主
[00:04:32.040 --> 00:04:35.240]  或者和平的愛好者
[00:04:35.240 --> 00:04:38.880]  又或者是怕添煩添亂
[00:04:38.880 --> 00:04:40.520]  以和為貴
[00:04:40.520 --> 00:04:42.840]  被動地接受事實的人
[00:04:42.840 --> 00:04:48.920]  甚至不是以此作為反暴力的整個基礎
[00:04:48.920 --> 00:04:53.040]  真正締造和好關係的人是甚麼呢?
[00:04:53.040 --> 00:04:56.920]  是宣告神作王了
[00:04:56.920 --> 00:04:58.760]  帶來和平的福音
[00:04:58.760 --> 00:05:01.000]  和平的好消息的人
[00:05:01.000 --> 00:05:03.840]  是等候神,為神作供的人
[00:05:03.840 --> 00:05:07.720]  將人所造成的分裂修復過來
[00:05:07.720 --> 00:05:12.600]  這是聖靈孕育出來的天國的生命
[00:05:12.600 --> 00:05:18.240]  正正就是在我們這班門徒身上開始
[00:05:18.240 --> 00:05:23.360]  向全世界展示受造物的更新轉變
[00:05:23.360 --> 00:05:26.840]  這正正是有福的原因
[00:05:26.840 --> 00:05:29.760]  不只是心平氣和
[00:05:29.760 --> 00:05:34.920]  而且會解除紛爭,帶來和睦
[00:05:34.920 --> 00:05:36.960]  緩和緊張
[00:05:36.960 --> 00:05:40.720]  尋求解決的方案,保證溝通暢順
[00:05:40.720 --> 00:05:44.400]  成為和解的橋樑,醫治的裂痕
[00:05:44.400 --> 00:05:48.880]  使苦味變甜金
[00:05:48.880 --> 00:05:50.840]  猶太拉比曾經這樣說
[00:05:50.840 --> 00:05:53.440]  人所能做的最崇高的工作
[00:05:53.440 --> 00:05:58.920]  是建立人與人之間正當的關係
[00:05:58.920 --> 00:06:04.480]  所以他們正在做神所做的工作
[00:06:04.480 --> 00:06:08.600]  因為他們必稱為神的兒子
[00:06:08.600 --> 00:06:13.520]  每當希伯來人要描述一些事情的時候
[00:06:13.520 --> 00:06:15.160]  他們不是用形容詞
[00:06:15.160 --> 00:06:20.080]  而是用「xxxx的兒子」
[00:06:20.080 --> 00:06:25.520]  神的兒子就是等於做了神所做的工作
[00:06:25.520 --> 00:06:29.120]  締造和好關係的人有福了
[00:06:29.120 --> 00:06:33.040]  因為他們在世上落實了耶穌基督使命
[00:06:33.040 --> 00:06:35.840]  反映出天父的特質
[00:06:35.840 --> 00:06:38.560]  即是「似神」
[00:06:38.560 --> 00:06:41.120]  值得注意的是
[00:06:41.120 --> 00:06:43.200]  締造和平
[00:06:43.200 --> 00:06:46.680]  或者締造和好關係
[00:06:46.680 --> 00:06:51.040]  不是依靠自己的能力
[00:06:51.040 --> 00:06:56.000]  我多大的能力,我是一個很和平的人
[00:06:56.000 --> 00:06:58.200]  所以我可以做到
[00:06:58.200 --> 00:06:59.920]  不是靠自己的能力
[00:06:59.920 --> 00:07:03.120]  不是刻意的做作以致成為與眾不同
[00:07:03.120 --> 00:07:05.000]  不是一些道德的律法
[00:07:05.000 --> 00:07:08.920]  不是追求一些理想的德性或者是烏托邦
[00:07:08.920 --> 00:07:13.440]  而是我們必須與耶穌結連
[00:07:13.440 --> 00:07:15.360]  與耶穌同行
[00:07:15.360 --> 00:07:20.760]  以致流露出不一樣的更新的價值觀
[00:07:20.760 --> 00:07:22.400]  秩序
[00:07:22.400 --> 00:07:23.840]  關係模式
[00:07:23.840 --> 00:07:25.120]  視野
[00:07:25.120 --> 00:07:27.120]  態度
[00:07:27.120 --> 00:07:31.280]  以及更新的生活方式
[00:07:31.280 --> 00:07:34.960]  今天諾享聖賢講到的經文
[00:07:34.960 --> 00:07:39.920]  「非勢力,非才能,乃靠我的靈方能成事」
[00:07:39.920 --> 00:07:43.280]  所以2021年,即是明年
[00:07:43.280 --> 00:07:45.320]  諾享聖賢會繼續
[00:07:45.320 --> 00:07:49.440]  主題是「與耶穌深道行」
[00:07:49.440 --> 00:07:51.800]  我們必須與耶穌結連
[00:07:51.800 --> 00:07:53.400]  與耶穌深道行
[00:07:53.400 --> 00:07:54.840]  與耶穌同行
[00:07:54.840 --> 00:08:01.440]  我們才能夠自然流露出不一樣的更新價值觀
[00:08:01.440 --> 00:08:05.800]  一切都要從耶穌基督出發
[00:08:05.800 --> 00:08:07.640]  就像聖靈所結的果子
[00:08:07.640 --> 00:08:10.600]  是聖靈注入能力而產生的
[00:08:10.600 --> 00:08:15.520]  產生一個主耶穌門徒的群體
[00:08:15.520 --> 00:08:19.560]  就是一個示範耶穌基督生命的群體
[00:08:19.560 --> 00:08:23.880]  有福就在這裡
[00:08:23.880 --> 00:08:26.680]  做了神要做的工作
[00:08:26.680 --> 00:08:29.160]  反映出天父的特質
[00:08:29.160 --> 00:08:30.560]  似神
[00:08:30.560 --> 00:08:34.880]  因為他們必稱為神的兒子
[00:08:34.880 --> 00:08:39.200]  而且是發出耶穌基督興香的生命特質
[00:08:39.200 --> 00:08:45.360]  吸引萬國萬民進入這個天國
[00:08:45.360 --> 00:08:50.120]  一起共享神的福分
[00:08:50.120 --> 00:08:52.720]  而最偉大的締造和好關係的人
[00:08:52.720 --> 00:08:55.040]  當然是耶穌基督
[00:08:55.040 --> 00:08:57.880]  隨著天國的開展
[00:08:57.880 --> 00:09:01.720]  耶穌自己就是最高的和平使者
[00:09:01.720 --> 00:09:03.480]  在神和人
[00:09:03.480 --> 00:09:07.640]  和人與人之間成就了和平
[00:09:07.640 --> 00:09:09.880]  我們會讀一段經文
[00:09:09.880 --> 00:09:13.280]  這段經文在二弗所書二章十三至十八節
[00:09:13.280 --> 00:09:15.480]  用了新漢語譯本
[00:09:15.480 --> 00:09:17.840]  我們可以一起讀出
[00:09:17.840 --> 00:09:21.600]  但你們這些從前遠離的人
[00:09:21.600 --> 00:09:24.040]  如今在基督耶穌裡
[00:09:24.040 --> 00:09:26.400]  靠著基督的血
[00:09:26.400 --> 00:09:28.640]  已經靠近了
[00:09:28.640 --> 00:09:32.040]  因為基督自己是我們的和平
[00:09:32.040 --> 00:09:34.960]  他使雙方合而為一
[00:09:34.960 --> 00:09:38.240]  拆毀在中間左隔的牆
[00:09:38.240 --> 00:09:41.800]  以自己的身體除掉了冤仇
[00:09:41.800 --> 00:09:47.080]  除掉了律法上的誡命
[00:09:47.080 --> 00:09:50.640]  以及其中種種的規條
[00:09:50.640 --> 00:09:53.200]  為要使雙方在他裡面
[00:09:53.200 --> 00:09:54.640]  成為一個新人
[00:09:54.640 --> 00:09:56.520]  締造和平
[00:09:56.520 --> 00:09:59.800]  他藉著十字架滅掉冤仇
[00:09:59.800 --> 00:10:01.480]  又藉著十字架
[00:10:01.480 --> 00:10:04.360]  使雙方成為一個身體
[00:10:04.360 --> 00:10:06.280]  與神復和
[00:10:06.280 --> 00:10:08.640]  他來把和平的福音
[00:10:08.640 --> 00:10:10.880]  傳給你們這些在遠處的人
[00:10:10.880 --> 00:10:13.240]  又傳給在近處的人
[00:10:13.240 --> 00:10:15.480]  因為我們雙方藉著他
[00:10:15.480 --> 00:10:17.720]  靠著同一位聖靈
[00:10:17.720 --> 00:10:23.360]  都可以來到父面前
[00:10:23.360 --> 00:10:27.000]  耶穌基督不是怕天煩天亂
[00:10:27.000 --> 00:10:28.600]  以和為貴
[00:10:28.600 --> 00:10:31.400]  而是主動採取行動
[00:10:31.400 --> 00:10:33.160]  甚至犧牲自己
[00:10:33.160 --> 00:10:34.760]  面對事實
[00:10:34.760 --> 00:10:36.080]  加以解決
[00:10:36.080 --> 00:10:38.640]  扭轉乾坤
[00:10:38.640 --> 00:10:41.320]  基督介入了人類的歷史
[00:10:41.320 --> 00:10:45.520]  在十字架上成就了和好的工作
[00:10:45.520 --> 00:10:48.160]  滅掉了人與神
[00:10:48.160 --> 00:10:50.560]  和人與人之間
[00:10:50.560 --> 00:10:55.880]  那道又高又厚的冤仇的牆
[00:10:55.880 --> 00:10:57.360]  在十字架上
[00:10:57.360 --> 00:11:00.880]  耶穌赦免敵人
[00:11:00.880 --> 00:11:02.360]  祂怎麼說呢?
[00:11:02.360 --> 00:11:05.440]  「父啊,赦免他們
[00:11:05.440 --> 00:11:07.800]  因為他們所做的
[00:11:07.800 --> 00:11:11.160]  他們不曉得」
[00:11:11.160 --> 00:11:14.800]  祂以長久忍耐的遙恕
[00:11:14.800 --> 00:11:18.600]  結束了針對祂的暴力循環
[00:11:18.600 --> 00:11:21.520]  神透過耶穌基督受苦
[00:11:21.520 --> 00:11:25.280]  這一份無比的大愛的能力
[00:11:25.280 --> 00:11:28.000]  成就了和平
[00:11:28.000 --> 00:11:30.680]  弟兄姊妹,下星期就是聖誕節
[00:11:30.680 --> 00:11:33.040]  時間真的過得很快
[00:11:33.040 --> 00:11:34.440]  「以創下先知預言
[00:11:34.440 --> 00:11:37.720]  新王要降生」
[00:11:37.720 --> 00:11:39.880]  「因有一英孩為我們而生
[00:11:39.880 --> 00:11:41.720]  有一子賜給我們
[00:11:41.720 --> 00:11:44.800]  政權必擔在他的肩頭上」
[00:11:44.800 --> 00:11:47.240]  「他名稱為奇妙策士
[00:11:47.240 --> 00:11:49.240]  全能的神永在的父
[00:11:49.240 --> 00:11:53.200]  和平的君」
[00:11:53.200 --> 00:11:57.240]  所以如果我們個人心裏要有平安
[00:11:57.240 --> 00:12:02.920]  一定要與和平之君結連
[00:12:02.920 --> 00:12:04.360]  聯合
[00:12:04.360 --> 00:12:06.640]  這個預言應驗在耶穌基督
[00:12:06.640 --> 00:12:09.440]  與祂所建立的角度上
[00:12:09.440 --> 00:12:11.640]  祂是和平的君
[00:12:11.640 --> 00:12:15.800]  叫人與神恢復和好的關係
[00:12:15.800 --> 00:12:22.560]  叫人與人的關係彼此和好
[00:12:22.560 --> 00:12:27.200]  天使同樣地為了宣告
[00:12:27.200 --> 00:12:29.880]  和平的時代來臨
[00:12:29.880 --> 00:12:33.640]  所以他們很歡呼雀躍
[00:12:33.640 --> 00:12:37.600]  他們說「在至高之處榮耀歸於神
[00:12:37.600 --> 00:12:42.120]  在地上平安歸於祂所喜悅的人」
[00:12:42.120 --> 00:12:47.240]  看做和好關係
[00:12:47.240 --> 00:12:51.400]  是否真的那麼難呢?
[00:12:51.400 --> 00:12:55.440]  是否真的沒有可能的事呢?
[00:12:55.440 --> 00:12:59.320]  抑或是不可能之可能呢?
[00:12:59.320 --> 00:13:03.520]  在登山寶訓的下文
[00:13:03.520 --> 00:13:08.360]  耶穌詳細展明了天國的精髓
[00:13:08.360 --> 00:13:12.840]  耶穌首先引述猶太人經常在會堂裏
[00:13:12.840 --> 00:13:15.640]  聽見文士對摩西律法的解釋
[00:13:15.640 --> 00:13:19.720]  「你們聽過有話說」
[00:13:19.720 --> 00:13:22.360]  「但是我告訴你們」
[00:13:22.360 --> 00:13:25.960]  共有六段
[00:13:25.960 --> 00:13:28.600]  為何不是第七段呢?
[00:13:28.600 --> 00:13:32.440]  七段更加完全
[00:13:32.440 --> 00:13:35.320]  六段,可能第七段
[00:13:35.320 --> 00:13:42.240]  是要我們反省、反思
[00:13:42.240 --> 00:13:44.920]  究竟我們聽到甚麼說話
[00:13:44.920 --> 00:13:49.400]  究竟神或耶穌基督又會說甚麼說話呢?
[00:13:49.400 --> 00:13:51.280]  律法教師和法利賽人
[00:13:51.280 --> 00:13:54.960]  只是進行一套律法特定的詮釋
[00:13:54.960 --> 00:13:58.120]  而忽略了內心的異
[00:13:58.120 --> 00:14:03.200]  但耶穌卻表明神角度的異是由內而外
[00:14:03.200 --> 00:14:04.960]  從心開始
[00:14:04.960 --> 00:14:08.120]  然後反映在外在行為的裏面
[00:14:08.120 --> 00:14:13.360]  祂表明神絕不止於按著字面遵守律法
[00:14:13.360 --> 00:14:19.560]  而是有沒有明白律法的精義
