
[00:00:00.000 --> 00:00:04.680]  我們做一個簡單祈禱,好不好,大家同心同心禱告
[00:00:04.680 --> 00:00:11.480]  天父上帝感謝你,因爲你是使我們信心創始,又成終的主
[00:00:11.480 --> 00:00:19.480]  我們更加感謝讚美你,因爲你是色在、金在、以後永在的活神
[00:00:19.480 --> 00:00:24.480]  我們能夠一直來到跟隨主
[00:00:24.480 --> 00:00:29.480]  在人生的道路上,我們經歷主是我們的牧者
[00:00:29.480 --> 00:00:35.480]  是我們的上帝,是我們隨時的幫助,是我們一生的救主
[00:00:35.480 --> 00:00:41.480]  主,我們在一年開始的時候,正如你在聖經裏面給我們的話
[00:00:41.480 --> 00:00:47.480]  你從歲首到年終,將這個美好的福分賜給我們
[00:00:47.480 --> 00:00:53.480]  主,你的路徑都滿滿了自由,願意我們繼續用感恩的心跟隨你
[00:00:53.480 --> 00:00:59.480]  也用信心依靠你,主,我們將以後的時間恭敬交託
[00:00:59.480 --> 00:01:04.480]  願主親自在我們當中,藉助你的聖靈幫助我們
[00:01:04.480 --> 00:01:11.480]  讓你的話語成爲我們的勉勵,成爲我們腳前的燈
[00:01:11.480 --> 00:01:14.480]  路上的光,引導我們的腳步
[00:01:14.480 --> 00:01:21.480]  也願意你更新變化,改變我們的生命,使我們更加像耶穌基督
[00:01:21.480 --> 00:01:26.480]  我們求主賜福給宣讀會每一位弟兄姐妹
[00:01:26.480 --> 00:01:33.480]  也凡來到你面前的人,你都親自來施下你的恩惠和平安
[00:01:33.480 --> 00:01:36.480]  我們這樣祈禱奉耶穌基督的名,阿們
[00:01:36.480 --> 00:01:42.480]  新的一年,那我應要來到大家分享,想想說什麼信息
[00:01:42.480 --> 00:01:48.480]  想想,不如跟大家分享這個主題,新年說好話
[00:01:48.480 --> 00:01:53.480]  我相信大家在這段時間,很多時候都是互相恭敬
[00:01:53.480 --> 00:01:57.480]  有很多好的說話,平時很少說的,現在儘量說
[00:01:57.480 --> 00:02:00.480]  平時沒有那麼多題,現在儘量說
[00:02:00.480 --> 00:02:04.480]  因爲新年流流,當然說多些好的說話
[00:02:04.480 --> 00:02:10.480]  所以在祝賀當中,都是一些最希望別人得到的
[00:02:10.480 --> 00:02:15.480]  也都能夠在我們人生當中可以享受到的美福
[00:02:15.480 --> 00:02:20.480]  聖經裏面也都提到,說好的話
[00:02:20.480 --> 00:02:23.480]  因爲剛纔我們讀過經文,如果你有留意
[00:02:23.480 --> 00:02:31.480]  爾弗所四章二十九節的話,要隨時說造就人的好話
[00:02:31.480 --> 00:02:36.480]  所以這個好話,也是聖經鼓勵我們
[00:02:36.480 --> 00:02:40.480]  在我們口中常來到分享
[00:02:40.480 --> 00:02:46.480]  叫我們所說的話,都能夠成爲好的說話
[00:02:46.480 --> 00:02:51.480]  所以什麼是好話呢?今天跟大家分享幾方面,彼此勉勵
[00:02:51.480 --> 00:02:56.480]  第一,我們在這裏看見,就是造就人的話
[00:02:56.480 --> 00:02:59.480]  剛纔的經文已經讀過了,我們再讀一次好嗎?
[00:02:59.480 --> 00:03:03.480]  請大家讀爾弗所四章二十九節,請讀
[00:03:03.480 --> 00:03:07.480]  污衊的言語,一句不可出口
[00:03:07.480 --> 00:03:12.480]  只要隨時說造就人的好話
[00:03:12.480 --> 00:03:16.480]  叫聽見的人得益處
[00:03:16.480 --> 00:03:21.480]  這裏他的意思就是說
[00:03:21.480 --> 00:03:25.480]  叫那些聽到的人得到益處
[00:03:25.480 --> 00:03:27.480]  所以有英文的翻譯,他說
[00:03:27.480 --> 00:03:30.480]  What is helpful for building others up
[00:03:30.480 --> 00:03:35.480]  according to the needs that it may benefit those who listen
[00:03:35.480 --> 00:03:39.480]  所以什麼叫做造就人的話呢?
[00:03:39.480 --> 00:03:41.480]  這些好話是怎樣的呢?
[00:03:41.480 --> 00:03:45.480]  這些好話是積極的,是有建設性的
[00:03:45.480 --> 00:03:50.480]  能夠建造別人的,能夠使別人得到益處
[00:03:50.480 --> 00:03:54.480]  這些就是造就人的話,這些實在是很好的話
[00:03:54.480 --> 00:03:59.480]  所以聖經說隨時說造就人的好話
[00:03:59.480 --> 00:04:05.480]  不同的壞話,好話的相反是什麼呢?
[00:04:05.480 --> 00:04:07.480]  就是壞話
[00:04:07.480 --> 00:04:12.480]  壞話就是消極的,拆毀性的
[00:04:12.480 --> 00:04:17.480]  很多時候,不知道大家是否同意
[00:04:17.480 --> 00:04:23.480]  我們比較會說別人的壞話
[00:04:23.480 --> 00:04:27.480]  多於說別人的好話
[00:04:27.480 --> 00:04:32.480]  另外一件事,說就更加
[00:04:32.480 --> 00:04:35.480]  爲什麼呢?很多時候我們有一個
[00:04:35.480 --> 00:04:39.480]  很容易人有的問題,包括自己也是
[00:04:39.480 --> 00:04:44.480]  我們可能比較少留意到別人的好處
[00:04:44.480 --> 00:04:48.480]  多比較留意到別人的什麼?
[00:04:48.480 --> 00:04:53.480]  那些壞處,或者不太好的,或者有些瑕疵,或者有些過失
[00:04:53.480 --> 00:05:00.480]  很多人很奇怪,好那些我們不是經常看得到
[00:05:00.480 --> 00:05:03.480]  壞那些,少少就很容易察覺
[00:05:03.480 --> 00:05:08.480]  所以同樣,我們人也有一個問題
[00:05:08.480 --> 00:05:11.480]  就是我們會多說,說什麼話呢?
[00:05:11.480 --> 00:05:14.480]  多說可能沒有什麼特別的中性
[00:05:14.480 --> 00:05:18.480]  但是如果比較一下,你說好的話多還是壞話多呢?
[00:05:18.480 --> 00:05:21.480]  有時候好的話未必很多
[00:05:21.480 --> 00:05:26.480]  壞的話有時候挑剔,說些負氣的話,或者消極的說話
[00:05:26.480 --> 00:05:30.480]  或者容易激怒別人的說話
[00:05:30.480 --> 00:05:35.480]  或者會多於一些造就人的說話
[00:05:35.480 --> 00:05:38.480]  所以這個正是聖經提醒我們
[00:05:38.480 --> 00:05:41.480]  污衊的言語一句不可出口
[00:05:41.480 --> 00:05:45.480]  只要隨時說造就人的好話
[00:05:45.480 --> 00:05:51.480]  原來這個好話就是隨時去說
[00:05:51.480 --> 00:05:53.480]  就是說在不同的人,不同的情況當中
[00:05:53.480 --> 00:05:58.480]  按着他的需要給一些鼓勵,積極的說話
[00:05:58.480 --> 00:06:04.480]  欣賞的說話,幫助建立他的說話
[00:06:04.480 --> 00:06:07.480]  所以這個原來是用我們去留意的
[00:06:07.480 --> 00:06:10.480]  也是一個操練,一個學習
[00:06:10.480 --> 00:06:18.480]  因爲人的天性未必容易會事常去說一些造就人的好的說話
[00:06:18.480 --> 00:06:24.480]  所以在這裏讓我們看見原來多去留意一些好的
[00:06:24.480 --> 00:06:27.480]  值得欣賞的,可以鼓勵的
[00:06:27.480 --> 00:06:31.480]  叫那個人得到益處的說話,說出來的時候
[00:06:31.480 --> 00:06:35.480]  建立他,按着他的需要去建立他
[00:06:35.480 --> 00:06:39.480]  這個實在是一個非常美好的生命
[00:06:39.480 --> 00:06:42.480]  也是這個世界很需要有的東西
[00:06:42.480 --> 00:06:47.480]  就是我們能夠多些好的說話,多些造就人的話
[00:06:47.480 --> 00:06:52.480]  我記得我認識一位弟兄,以前在香港的時候
[00:06:52.480 --> 00:06:55.480]  很久沒有見他,但是我很深刻記得他
[00:06:55.480 --> 00:07:01.480]  爲什麼呢?因爲他很能夠代表一種人
[00:07:01.480 --> 00:07:06.480]  就是事常都去欣賞別人的人,事常都去鼓勵別人的人
[00:07:06.480 --> 00:07:13.480]  所以我很記得他,他說的話經常都帶着一些鼓勵性
[00:07:13.480 --> 00:07:17.480]  讚美人,或者去激勵人的說話
[00:07:17.480 --> 00:07:21.480]  事實上他自己有很多優點
[00:07:21.480 --> 00:07:24.480]  我想起他有很多優點
[00:07:24.480 --> 00:07:27.480]  第一,他靈性是很好的
[00:07:27.480 --> 00:07:32.480]  我記得他在很多的參與侍奉裏面
[00:07:32.480 --> 00:07:36.480]  有時候做的那些崗位是做靈脩的,靈性很好
[00:07:36.480 --> 00:07:40.480]  第二,他彈琴很厲害
[00:07:40.480 --> 00:07:43.480]  我很少見過一個人彈琴這麼厲害
