
[00:00:00.000 --> 00:00:01.560]  小時候已經學了一句說話
[00:00:01.560 --> 00:00:03.440]  一年之計在於春
[00:00:03.440 --> 00:00:05.440]  一日之計在於晨
[00:00:05.440 --> 00:00:06.960]  很多時候我們說
[00:00:06.960 --> 00:00:09.800]  一個好的開始就是成功的一半
[00:00:09.800 --> 00:00:12.080]  所以我們應該好好地計劃
[00:00:12.080 --> 00:00:13.240]  生日一年裡面
[00:00:13.240 --> 00:00:17.000]  我們沒有一些特別的目標、方向
[00:00:17.000 --> 00:00:21.640]  然後我們又要朝著這個目標和方向來進發的時候
[00:00:21.640 --> 00:00:25.040]  我相信我們的生命就會有更多的突破
[00:00:25.040 --> 00:00:28.520]  所以我很深體會到一年之計在於晨
[00:00:28.520 --> 00:00:31.120]  那個神不是早上的那個神
[00:00:31.120 --> 00:00:32.560]  是我們所相信的神
[00:00:32.560 --> 00:00:35.080]  人心裡面有很多的籌算
[00:00:35.080 --> 00:00:37.240]  要計劃怎樣做、計劃怎樣做
[00:00:37.240 --> 00:00:39.040]  當然有計劃是很重要
[00:00:39.040 --> 00:00:40.640]  但是聖經很清楚地說
[00:00:40.640 --> 00:00:42.800]  成就的是我們的神
[00:00:42.800 --> 00:00:44.880]  所以今天很特別
[00:00:44.880 --> 00:00:45.920]  一開始的時候
[00:00:45.920 --> 00:00:49.040]  我們很希望我們用歌頌、用感恩
[00:00:49.040 --> 00:00:53.520]  來開始我們的第一年的崇拜
[00:00:53.520 --> 00:00:54.920]  有些迷信的人
[00:00:54.920 --> 00:00:56.720]  你有沒有留意到新的年開始
[00:00:56.720 --> 00:01:00.560]  他們就會走去廟宇裡面去祈福
[00:01:00.560 --> 00:01:01.920]  作為一個基督徒
[00:01:01.920 --> 00:01:04.000]  我們其實都是要去學習
[00:01:04.000 --> 00:01:05.000]  某個程度就是
[00:01:05.000 --> 00:01:07.560]  我們有沒有一開始的時候仰望我們的神呢?
[00:01:07.560 --> 00:01:09.160]  我們有沒有要去感恩呢?
[00:01:09.160 --> 00:01:10.960]  原來感恩的提醒
[00:01:10.960 --> 00:01:12.800]  是聖經裡面不斷地提醒我們
[00:01:12.800 --> 00:01:15.520]  我們要時常懷著感恩的心
[00:01:15.520 --> 00:01:18.600]  我們一起來讀CP103篇的第二節
[00:01:18.600 --> 00:01:20.120]  CP103篇的第二節
[00:01:20.120 --> 00:01:21.400]  我們一起來讀出
[00:01:21.400 --> 00:01:28.240]  (廟宇內容)
[00:01:28.240 --> 00:01:29.600]  特別提醒我們
[00:01:29.600 --> 00:01:32.000]  我們不可以來忘記神的恩惠
[00:01:32.000 --> 00:01:34.560]  我們要來的是去稱頌神
[00:01:34.560 --> 00:01:36.320]  待會我們在聖餐的時候
[00:01:36.320 --> 00:01:38.400]  都會用這一篇的詩篇
[00:01:38.400 --> 00:01:40.800]  成為我們對神的一個獻情
[00:01:40.800 --> 00:01:44.040]  我們再讀哥羅西書第四章的第二節
[00:01:44.040 --> 00:01:45.040]  第四章的第二節
[00:01:45.040 --> 00:01:46.320]  我們一起來讀出
[00:01:46.320 --> 00:01:51.400]  (廟宇內容)
[00:01:51.400 --> 00:01:53.000]  警醒和感恩
[00:01:53.000 --> 00:01:56.800]  你有沒有留意到聖經是恆常將它們放在一起的
[00:01:56.800 --> 00:01:59.880]  一個靈性遲鈍的人
[00:01:59.880 --> 00:02:01.520]  一個沒有好好的親近神
[00:02:01.520 --> 00:02:03.840]  而不能夠敏銳於神恩典的人
[00:02:03.840 --> 00:02:05.720]  他是不會警醒的
[00:02:05.720 --> 00:02:06.760]  今天
[00:02:06.760 --> 00:02:09.320]  他以為一切的事情都是自己努力
[00:02:09.320 --> 00:02:10.840]  一手來去造成
[00:02:10.840 --> 00:02:13.040]  他仍然說我們基督徒要努力
[00:02:13.040 --> 00:02:15.640]  但我們絕對不可以輕率的就是
[00:02:15.640 --> 00:02:17.200]  原來有我們的神
[00:02:17.200 --> 00:02:19.200]  在我們後面來托著我們
[00:02:19.200 --> 00:02:20.880]  有時候你會認為這件事
[00:02:20.880 --> 00:02:22.480]  只是巧合而已
[00:02:22.480 --> 00:02:24.560]  是偶然發生的
[00:02:24.560 --> 00:02:27.440]  但如果一個能夠敏銳於神恩典的人
[00:02:27.440 --> 00:02:28.960]  你就會體會到
[00:02:28.960 --> 00:02:31.600]  原來神祂自己的祝福
[00:02:31.600 --> 00:02:32.760]  是很特別的
[00:02:32.760 --> 00:02:34.600]  因此神的恩典
[00:02:34.600 --> 00:02:36.360]  或者祝福的計劃
[00:02:36.360 --> 00:02:38.520]  不一定是山崩地裂式的
[00:02:38.520 --> 00:02:39.840]  但是會出現
[00:02:39.840 --> 00:02:42.120]  有時候是在微世中
[00:02:42.120 --> 00:02:44.600]  感受到祂奇妙的安排
[00:02:44.600 --> 00:02:47.200]  正如大家可以重溫我的篇道
[00:02:47.200 --> 00:02:48.760]  就是「愛的拒絕」
[00:02:48.760 --> 00:02:52.320]  神向以利亞尼達去顯現的時候
[00:02:52.320 --> 00:02:54.600]  可以有烈火
[00:02:54.600 --> 00:02:56.600]  山崩地裂
[00:02:56.600 --> 00:02:59.200]  但在那一刻神沒有向我們說話
[00:02:59.200 --> 00:03:00.800]  然後一切之後
[00:03:00.800 --> 00:03:02.000]  一個微星
[00:03:02.000 --> 00:03:04.480]  在微風之下神向我們說話
[00:03:04.480 --> 00:03:06.520]  所以今天我們有沒有一個敏銳的心
[00:03:06.520 --> 00:03:07.600]  來去多謝神呢?
[00:03:07.600 --> 00:03:10.640]  我要分享一個很深的見證
[00:03:10.640 --> 00:03:12.320]  我剛剛放了幾天假
[00:03:12.320 --> 00:03:14.920]  就是完成一四年的事
[00:03:14.920 --> 00:03:15.880]  要面對一五年
[00:03:15.880 --> 00:03:18.480]  我和我太太和我女兒
[00:03:18.480 --> 00:03:20.480]  就去了沖繩
[00:03:20.480 --> 00:03:22.280]  不是充軍去沖繩
[00:03:22.280 --> 00:03:23.120]  去那裡玩
[00:03:23.120 --> 00:03:24.600]  休息一下
[00:03:24.600 --> 00:03:27.320]  頭兩天我們就住在喇叭市
[00:03:27.320 --> 00:03:30.400]  預約了一些酒店
[00:03:30.400 --> 00:03:33.520]  兩天之後我們就去海邊住
[00:03:33.520 --> 00:03:36.600]  原來要熬兩個多小時巴士才能去到
[00:03:36.600 --> 00:03:38.440]  那邊是很安靜的
[00:03:38.440 --> 00:03:40.760]  周圍都沒有店舖
[00:03:40.760 --> 00:03:42.480]  找吃的都沒有
[00:03:42.480 --> 00:03:45.640]  我們四點多五點就安定下來
[00:03:45.640 --> 00:03:46.920]  然後吃完午餐
[00:03:46.920 --> 00:03:48.120]  吃完午餐之後
[00:03:48.120 --> 00:03:48.840]  天黑了
[00:03:48.840 --> 00:03:51.200]  我們就很想去逛一些公司
[00:03:51.200 --> 00:03:52.480]  就走去問
[00:03:52.480 --> 00:03:55.040]  怎樣可以去一些購物中心
[00:03:55.040 --> 00:03:58.600]  他就說你要坐大半個小時至九個小時車
[00:03:58.600 --> 00:03:59.720]  去那個地方
[00:03:59.720 --> 00:04:01.400]  附近應該有一個購物中心
[00:04:01.400 --> 00:04:02.400]  我說OK
[00:04:02.400 --> 00:04:04.440]  原來一個小時才有一班車
[00:04:04.440 --> 00:04:06.920]  六點八一班車
[00:04:06.920 --> 00:04:08.920]  然後我再問他們
[00:04:08.920 --> 00:04:10.920]  最後一班車是幾點鐘回來
[00:04:10.920 --> 00:04:12.160]  八點鐘就回來了
[00:04:12.160 --> 00:04:15.120]  我說八點鐘最後一班車
[00:04:15.120 --> 00:04:16.640]  那就是不用去了
[00:04:16.640 --> 00:04:17.840]  那就是不能去了
[00:04:17.840 --> 00:04:24.000]  於是就很無精打采地
[00:04:24.000 --> 00:04:25.240]  回到酒店那裡
[00:04:25.240 --> 00:04:26.240]  剛好在櫃檯那裡
[00:04:26.240 --> 00:04:27.760]  就鎖上一條鎖匙
[00:04:27.760 --> 00:04:29.640]  有一個人就在問
[00:04:29.640 --> 00:04:31.160]  附近有沒有購物中心
[00:04:31.160 --> 00:04:32.600]  有一個香港人問
[00:04:32.600 --> 00:04:34.440]  那個人就不太會英文
[00:04:34.440 --> 00:04:35.560]  於是我跟他說
[00:04:35.560 --> 00:04:36.680]  不用去了
[00:04:36.680 --> 00:04:37.400]  沒有的
[00:04:37.400 --> 00:04:39.760]  因為我剛才也問過了
[00:04:39.760 --> 00:04:40.720]  我跟他說的時候
[00:04:40.720 --> 00:04:42.960]  林牧師是你
[00:04:42.960 --> 00:04:44.080]  我說是是是
[00:04:44.080 --> 00:04:44.960]  我認到你
[00:04:44.960 --> 00:04:46.960]  我跟他說我認不到你
[00:04:46.960 --> 00:04:48.480]  我真的認不到他
[00:04:48.480 --> 00:04:51.440]  原來是一個傳導人告訴我
[00:04:51.440 --> 00:04:54.600]  我今年十二月二十號去教會廣堂
