
[00:00:00.000 --> 00:00:10.000]  有一個印度的牧師和一位英國的牧師這樣說
[00:00:10.000 --> 00:00:21.000]  他說如果基督徒的行為是很像一個基督徒的話
[00:00:21.000 --> 00:00:31.000]  我相信我們全部的印度人都會完全相信
[00:00:31.000 --> 00:00:41.000]  我想如果我們全部沙基灣潮語浸信會的基督徒的行為
[00:00:41.000 --> 00:00:44.000]  都很像一個基督徒的話
[00:00:44.000 --> 00:00:55.000]  我相信我們很快又要再曠唐了
[00:00:55.000 --> 00:01:00.000]  我們作為跟隨耶穌基督的人
[00:01:00.000 --> 00:01:08.000]  到底我們知不知道我們在跟隨一個甚麼的主耶穌基督呢?
[00:01:08.000 --> 00:01:11.000]  既然我們是要做他的門徒
[00:01:11.000 --> 00:01:14.000]  門徒是跟隨師父的
[00:01:14.000 --> 00:01:18.000]  師父做甚麼我們就會做甚麼
[00:01:18.000 --> 00:01:21.000]  除非我們是跟錯了師父
[00:01:21.000 --> 00:01:27.000]  或者我們不知道我們所跟的那位的神是一個怎樣的神
[00:01:27.000 --> 00:01:33.000]  否則我們的行為是應該持他的
[00:01:33.000 --> 00:01:40.000]  今日的中樹節的主日是紀念昔日耶穌進入耶路撒冷城
[00:01:40.000 --> 00:01:51.000]  昔日的門徒是拿著那些中樹枝去歡迎耶穌進入耶路撒冷
[00:01:51.000 --> 00:01:56.000]  但是過了幾日同一班的門徒
[00:01:56.000 --> 00:02:01.000]  他們卻就是要將耶穌釘死在十字架上面
[00:02:01.000 --> 00:02:13.000]  很明顯就是門徒對他的主耶穌基督有不同的期望
[00:02:13.000 --> 00:02:16.000]  就讓我們在中樹節主日
[00:02:16.000 --> 00:02:18.000]  在這個聖餐主日
[00:02:18.000 --> 00:02:21.000]  我們花少少時間去思想一下
[00:02:21.000 --> 00:02:26.000]  到底我們的主是一個怎樣的主
[00:02:26.000 --> 00:02:29.000]  留給我們一些甚麼的榜樣
[00:02:29.000 --> 00:02:36.000]  在肥勒比書第二章第五至十一節是一首詩歌
[00:02:36.000 --> 00:02:43.000]  就是要去歌頌我們所信的主耶穌基督
[00:02:43.000 --> 00:02:49.000]  在這幾節的歌頌關於耶穌的詩歌裏面
[00:02:49.000 --> 00:02:53.000]  可以說是分開有兩個部分
[00:02:53.000 --> 00:03:00.000]  第一個部分就是講到耶穌他自己的本質他的特質是甚麼
[00:03:00.000 --> 00:03:09.000]  第二個部分就是講到天父因為耶穌的特質
[00:03:09.000 --> 00:03:12.000]  而將他升到高天
[00:03:12.000 --> 00:03:19.000]  給他有一個超越的身份
[00:03:19.000 --> 00:03:23.000]  在今天這個訊息的時間
[00:03:23.000 --> 00:03:27.000]  我只是講幾節的聖經
[00:03:27.000 --> 00:03:30.000]  第六節至第八節
[00:03:30.000 --> 00:03:37.000]  就只是和大家去看看耶穌這兩個的特質
[00:03:37.000 --> 00:03:42.000]  因為很多時候我們很想去高舉耶穌
[00:03:42.000 --> 00:03:46.000]  他有超乎萬民之上的名
[00:03:46.000 --> 00:03:49.000]  這個是我們很興奮很開心的
[00:03:49.000 --> 00:03:55.000]  就好像昔日的去拿著中樹枝去歡迎耶穌的群眾一樣
[00:03:55.000 --> 00:03:58.000]  很希望耶穌是作王掌權
[00:03:58.000 --> 00:04:01.000]  是很卡世很威水的
[00:04:01.000 --> 00:04:08.000]  但是這個身份是天父將他升為至高的
[00:04:08.000 --> 00:04:12.000]  而是因為耶穌他自己本身的生命的特質
[00:04:12.000 --> 00:04:16.000]  去令到他擁有一個這麼超越的身份
[00:04:16.000 --> 00:04:24.000]  所以今天我們就用少少的時間去思想耶穌這個身份
[00:04:24.000 --> 00:04:28.000]  在第六節至第八節
[00:04:28.000 --> 00:04:34.000]  他告訴我們在耶穌的身上有兩種的特質
[00:04:34.000 --> 00:04:39.000]  是你和我都可以去效法
[00:04:39.000 --> 00:04:41.000]  都可以學到的
[00:04:41.000 --> 00:04:44.000]  第一個特質我用回聖經的字眼
[00:04:44.000 --> 00:04:47.000]  就是虛己
[00:04:47.000 --> 00:04:53.000]  第二個特質就是順服
[00:04:53.000 --> 00:04:55.000]  聖經是這樣說的
[00:04:55.000 --> 00:04:57.000]  虛己
[00:04:57.000 --> 00:04:59.000]  他本有神的形象
[00:04:59.000 --> 00:05:02.000]  不以自己與神為同等為強奪的
[00:05:02.000 --> 00:05:04.000]  反倒虛己
[00:05:04.000 --> 00:05:07.000]  我就用回這個字反倒虛己
[00:05:07.000 --> 00:05:12.000]  取了奴僕的形象
[00:05:12.000 --> 00:05:15.000]  中文有很多字
[00:05:15.000 --> 00:05:20.000]  謙虛、卑微等等的字
[00:05:20.000 --> 00:05:25.000]  虛己是一個非常之重要的觀念
[00:05:25.000 --> 00:05:27.000]  在耶穌身上見到
[00:05:27.000 --> 00:05:30.000]  而在我們今時今日
[00:05:30.000 --> 00:05:36.000]  我們真是需要去擁有這種氣質在裏面
[00:05:36.000 --> 00:05:38.000]  虛己就是
[00:05:38.000 --> 00:05:41.000]  我用下另外一些譯本
[00:05:41.000 --> 00:05:42.000]  可能大家就會
[00:05:42.000 --> 00:05:44.000]  其實在這個秩序表都有寫到
[00:05:44.000 --> 00:05:46.000]  用新普及的譯本
[00:05:46.000 --> 00:05:49.000]  就是儘管祂是上帝
[00:05:49.000 --> 00:05:54.000]  祂卻沒有把自己與上帝的同等捍衛
[00:05:54.000 --> 00:05:56.000]  是要緊抓不放的
[00:05:56.000 --> 00:06:00.000]  相反祂放棄了自己神聖的特權
[00:06:00.000 --> 00:06:04.000]  取了奴僕卑微的身份
[00:06:04.000 --> 00:06:12.000]  虛己即是什麼呢?
[00:06:12.000 --> 00:06:19.000]  即是自願放棄了自己的權利
[00:06:19.000 --> 00:06:20.000]  聖經就是這樣說的
[00:06:20.000 --> 00:06:23.000]  我們要明白有兩個形象
[00:06:23.000 --> 00:06:27.000]  耶穌是本有神的形象
[00:06:27.000 --> 00:06:33.000]  但是祂沒有抓緊不放這個神的形象
[00:06:33.000 --> 00:06:38.000]  然後祂就放棄了這個身份的形象
[00:06:38.000 --> 00:06:41.000]  以後就取了另外一個形象
[00:06:41.000 --> 00:06:45.000]  不是一個更加架勢更加高的形象
[00:06:45.000 --> 00:06:49.000]  而是一個更加卑微低身份的形象
[00:06:49.000 --> 00:06:52.000]  那就是一個奴僕的形象
[00:06:52.000 --> 00:06:55.000]  祂本來就是有神的形象
[00:06:55.000 --> 00:07:00.000]  但是祂沒有抓緊這個特權
[00:07:00.000 --> 00:07:03.000]  祂反而放棄了這個特權
[00:07:03.000 --> 00:07:06.000]  而用了另外一個形象去懲治祂自己
[00:07:06.000 --> 00:07:09.000]  那就是奴僕的形象
[00:07:09.000 --> 00:07:15.000]  這個過程就叫做虛己
[00:07:15.000 --> 00:07:21.000]  與寫己不是完全一樣
[00:07:21.000 --> 00:07:28.000]  祂本有神的形象是什麼意思呢?
[00:07:28.000 --> 00:07:31.000]  祂本來就是神
[00:07:31.000 --> 00:07:36.000]  祂本來就是有神的特質
[00:07:36.000 --> 00:07:42.000]  大家可以翻主學上下基礎神學
[00:07:42.000 --> 00:07:46.000]  在聖經裏面就講到我們所信的神
[00:07:46.000 --> 00:07:51.000]  我信上帝是全能的父
[00:07:51.000 --> 00:07:54.000]  創造天地萬物的主宰
[00:07:54.000 --> 00:07:57.000]  我們可以去明白到神是怎樣
[00:07:57.000 --> 00:08:01.000]  祂的全能全知祂擁有這個世界
[00:08:01.000 --> 00:08:03.000]  祂創造的能力
[00:08:03.000 --> 00:08:06.000]  祂有很多不同的特質
[00:08:06.000 --> 00:08:08.000]  耶穌基督是有的
[00:08:08.000 --> 00:08:10.000]  耶穌祂本來就是有神的特質
[00:08:10.000 --> 00:08:13.000]  祂本來就是神就是這個意思
[00:08:13.000 --> 00:08:16.000]  但是祂虛己就是
[00:08:16.000 --> 00:08:22.000]  祂沒有因為自己這種特殊的身份
[00:08:22.000 --> 00:08:27.000]  和學本就說祂沒有以自己與神是同等
[00:08:27.000 --> 00:08:30.000]  而覺得就是理所當然
[00:08:30.000 --> 00:08:35.000]  要用這樣的形象來去呈示出來
[00:08:35.000 --> 00:08:39.000]  反而另外一個譯本是更加清楚
[00:08:39.000 --> 00:08:46.000]  相反祂是放棄了自己神聖的特權
[00:08:46.000 --> 00:08:52.000]  而用了另外一個身份 另外一個形象
[00:08:52.000 --> 00:08:55.000]  來去呈示出來
[00:08:55.000 --> 00:09:01.000]  形象 我們都很著重形象
[00:09:01.000 --> 00:09:03.000]  在幾個月之前
[00:09:03.000 --> 00:09:07.000]  有一個我們教會的中學生傳契
[00:09:07.000 --> 00:09:09.000]  就和他們的導師講
[00:09:09.000 --> 00:09:14.000]  他說可不可以叫周牧師上台
[00:09:14.000 --> 00:09:20.000]  講到的時候穿得好像Allen那樣
[00:09:20.000 --> 00:09:28.000]  不是星期天見到的Allen
[00:09:28.000 --> 00:09:33.000]  是在平時那條不長不短的那些小狗褲
[00:09:33.000 --> 00:09:38.000]  那些很闊的T恤的Allen
[00:09:38.000 --> 00:09:41.000]  我從來沒有這樣穿過
[00:09:41.000 --> 00:09:42.000]  如果我站起來的時候
[00:09:42.000 --> 00:09:44.000]  我這個形象改變了
[00:09:44.000 --> 00:09:48.000]  你是不知道那個是周牧師
[00:09:48.000 --> 00:09:51.000]  你每個星期見到我都是穿西裝打領帶
[00:09:51.000 --> 00:09:54.000]  但是我有試過在平時
[00:09:54.000 --> 00:09:57.000]  我穿著牛仔褲T恤
[00:09:57.000 --> 00:09:58.000]  即是Polo恤
[00:09:58.000 --> 00:10:01.000]  去超級市場買東西的時候
[00:10:01.000 --> 00:10:02.000]  那些會友撞到我
[00:10:02.000 --> 00:10:04.000]  他們認不出我是周牧師
[00:10:11.000 --> 00:10:16.000]  所以改變了形象就是這個意思
[00:10:16.000 --> 00:10:20.000]  雖然耶穌基督是改變了他的形象
[00:10:20.000 --> 00:10:25.000]  但是並沒有放棄了他神聖的身份
[00:10:25.000 --> 00:10:27.000]  他本來就是神
[00:10:27.000 --> 00:10:31.000]  當他用了另外一個形象去呈現出來
[00:10:31.000 --> 00:10:32.000]  他仍然是神
[00:10:32.000 --> 00:10:34.000]  不過他用了另外一個身份
[00:10:34.000 --> 00:10:39.000]  他又是一個完全的人的身份去呈現出來
[00:10:41.000 --> 00:10:44.000]  有神學家就用這樣的一個比喻
[00:10:44.000 --> 00:10:47.000]  就好像中國人一些皇帝
[00:10:47.000 --> 00:10:50.000]  他們微服出巡那樣
[00:10:50.000 --> 00:10:55.000]  雖然他沒有穿那些皇帝的衣服
[00:10:55.000 --> 00:10:58.000]  用一個平民的服飾出來
[00:10:58.000 --> 00:11:00.000]  去到百姓的當中
[00:11:00.000 --> 00:11:04.000]  但是他仍然是皇帝的身份
[00:11:04.000 --> 00:11:06.000]  是沒有變的
[00:11:06.000 --> 00:11:10.000]  只不過是用了另外一個形象去呈現出來
[00:11:10.000 --> 00:11:16.000]  他仍然是神
[00:11:16.000 --> 00:11:20.000]  他仍然有他自己的特質
[00:11:20.000 --> 00:11:23.000]  有他的榮耀
[00:11:23.000 --> 00:11:27.000]  在十三世紀的確有一個屬靈的偉人
[00:11:27.000 --> 00:11:32.000]  他是有一個真正的虛己
[00:11:32.000 --> 00:11:39.000]  那個人物叫聖方濟各
[00:11:39.000 --> 00:11:41.000]  聖Francis
[00:11:41.000 --> 00:11:44.000]  我們通常叫他聖Francis of Assisi
[00:11:44.000 --> 00:11:46.000]  Assisi是一個地方名
[00:11:46.000 --> 00:11:49.000]  因為很多人叫他Francis
[00:11:49.000 --> 00:11:52.000]  聖Francis of Assisi
[00:11:52.000 --> 00:11:53.000]  我們有一首詩歌
[00:11:53.000 --> 00:11:55.000]  使我作你和平之子
[00:11:55.000 --> 00:11:57.000]  就是他所寫的
[00:11:57.000 --> 00:12:02.000]  他爸爸是一個很有錢的絲綢的商人
[00:12:02.000 --> 00:12:06.000]  很希望他自己的兒子可以去承繼他的產業
[00:12:06.000 --> 00:12:10.000]  但是聖方濟各
[00:12:10.000 --> 00:12:14.000]  他年輕的時候也很花天酒地
[00:12:14.000 --> 00:12:20.000]  但是後來他在他的生命上與神結連了
[00:12:20.000 --> 00:12:26.000]  他領受到神要他放棄他的財產
[00:12:26.000 --> 00:12:32.000]  用一個卑微的身份來服侍神
[00:12:32.000 --> 00:12:36.000]  所以他放棄了自己的財產
[00:12:36.000 --> 00:12:37.000]  他爸爸死了之後
[00:12:37.000 --> 00:12:40.000]  他承繼了很多的遺產
[00:12:40.000 --> 00:12:43.000]  他將所有的遺產賣了
[00:12:43.000 --> 00:12:45.000]  捐了給窮人
[00:12:45.000 --> 00:12:47.000]  他怎樣為生呢
[00:12:47.000 --> 00:12:50.000]  他以黑食為生
[00:12:50.000 --> 00:12:53.000]  一個有錢人
[00:12:53.000 --> 00:12:55.000]  並不是看電影的
[00:12:55.000 --> 00:12:57.000]  放棄他的財富
[00:12:57.000 --> 00:13:00.000]  然後用貧窮
[00:13:00.000 --> 00:13:04.000]  用恆黑來過他的生活
[00:13:04.000 --> 00:13:07.000]  以至他能夠去宣揚
[00:13:07.000 --> 00:13:09.000]  在聖經裏面
[00:13:09.000 --> 00:13:11.000]  在福音書裏面告訴我們
[00:13:11.000 --> 00:13:14.000]  就是耶穌基督對財主這樣說
[00:13:14.000 --> 00:13:17.000]  如果有人要跟從我的話
