
[00:00:00.000 --> 00:00:02.000]  各位朋友 大家好
[00:00:02.000 --> 00:00:04.000]  我們一齊低頭祈禱
[00:00:04.000 --> 00:00:06.000]  天父 求祢帶領我們
[00:00:06.000 --> 00:00:09.000]  我們今天在祢面前一齊去敬拜的時候
[00:00:09.000 --> 00:00:11.000]  好像我們所唱的詩歌
[00:00:11.000 --> 00:00:14.000]  我們在祢面前蒙祢喜悅的時候
[00:00:14.000 --> 00:00:17.000]  確是我們人生活在世上
[00:00:17.000 --> 00:00:20.000]  其中一個最可以享受的時刻
[00:00:20.000 --> 00:00:22.000]  我們獻上感恩
[00:00:22.000 --> 00:00:24.000]  我們願祢今天
[00:00:24.000 --> 00:00:26.000]  祢要跟我們講的說話
[00:00:26.000 --> 00:00:30.000]  是在我們心中很響亮的聲音
[00:00:30.000 --> 00:00:32.000]  讓我們可以聽得見
[00:00:32.000 --> 00:00:35.000]  奉耶穌基督的命祈求 阿們
[00:00:35.000 --> 00:00:38.000]  好了 今天就講第二講
[00:00:38.000 --> 00:00:40.000]  就是標章人生的第二講
[00:00:40.000 --> 00:00:43.000]  上一次就講到人生活在世上
[00:00:43.000 --> 00:00:46.000]  其實是有目的的
[00:00:46.000 --> 00:00:48.000]  我們不是小蜜蜂翁翁翁
[00:00:48.000 --> 00:00:50.000]  飛到東飛到西
[00:00:50.000 --> 00:00:52.000]  不知道何去何從
[00:00:52.000 --> 00:00:55.000]  而我們人生的目的
[00:00:55.000 --> 00:00:57.000]  上一次就講到其實
[00:00:57.000 --> 00:01:00.000]  我們是為永恆而被造的
[00:01:00.000 --> 00:01:04.000]  我們活在世上幾十年寒暑過去
[00:01:04.000 --> 00:01:09.000]  但就不是好像落葉那樣
[00:01:09.000 --> 00:01:12.000]  就落到地上消失了那樣
[00:01:12.000 --> 00:01:16.000]  而是我們會面對神
[00:01:16.000 --> 00:01:19.000]  我們人生是有永恆
[00:01:19.000 --> 00:01:21.000]  因為神創造我們的時候
[00:01:21.000 --> 00:01:24.000]  將祂的靈魂放在我們裡面
[00:01:24.000 --> 00:01:27.000]  我們是有永恆的目的
[00:01:27.000 --> 00:01:30.000]  亦都是會存在到永遠的
[00:01:30.000 --> 00:01:34.000]  幾十年之後我們的肉體會衰敗
[00:01:34.000 --> 00:01:36.000]  但是我們的靈魂
[00:01:36.000 --> 00:01:39.000]  會回去見我們的創造主
[00:01:39.000 --> 00:01:43.000]  上一次講到第二點亦都是
[00:01:43.000 --> 00:01:45.000]  所以我們人生既然是有
[00:01:45.000 --> 00:01:47.000]  永恆的目的的時候
[00:01:47.000 --> 00:01:50.000]  就不只是我們自己
[00:01:50.000 --> 00:01:54.000]  是神很重要的位置
[00:01:54.000 --> 00:01:56.000]  甚至是中間的位置
[00:01:56.000 --> 00:01:58.000]  好了今天就講到
[00:01:58.000 --> 00:02:00.000]  既然我們人生的目的
[00:02:00.000 --> 00:02:03.000]  是為神而造的時候
[00:02:03.000 --> 00:02:05.000]  就有五個目標的
[00:02:05.000 --> 00:02:08.000]  五標剛人生的五個目標
