
[00:00:00.000 --> 00:00:06.000]  《約爾書》是《十二仙之書》裏面的第二部
[00:00:06.000 --> 00:00:09.000]  記得我們上次講賀西亞書的時候
[00:00:09.000 --> 00:00:13.000]  我們講到賀西亞書是有關復興
[00:00:13.000 --> 00:00:15.000]  是有關神的救贖
[00:00:15.000 --> 00:00:19.000]  我們講到將來會有一天叫做耶和華的日子
[00:00:19.000 --> 00:00:24.000]  在那天列國都要聚集在一個地方叫耶斯列
[00:00:24.000 --> 00:00:28.000]  來跟以色列爭戰
[00:00:28.000 --> 00:00:34.000]  這個耶和華的日子就是《約爾書》的主題
[00:00:34.000 --> 00:00:37.000]  所以我們今天要講的就是耶和華的日子
[00:00:37.000 --> 00:00:40.000]  將會有一場很激烈的戰爭
[00:00:40.000 --> 00:00:47.000]  是列國和以色列會在耶斯列這個地方發生
[00:00:47.000 --> 00:00:56.000]  聖經很少提到約爾仙之的背景
[00:00:56.000 --> 00:01:00.000]  約爾仙之這個名字很有趣
[00:01:00.000 --> 00:01:03.000]  「Joel」或者「Joel」
[00:01:03.000 --> 00:01:07.000]  「Joel」就是耶和華
[00:01:07.000 --> 00:01:11.000]  「El」就是神的解釋
[00:01:11.000 --> 00:01:14.000]  所以你將兩個部份加在一起的時候
[00:01:14.000 --> 00:01:17.000]  就變成了耶和華是神
[00:01:17.000 --> 00:01:21.000]  這個就是約爾仙之名字的意思
[00:01:21.000 --> 00:01:25.000]  約爾仙之是南國猶大的仙之
[00:01:25.000 --> 00:01:27.000]  我們怎麼知道呢?
[00:01:27.000 --> 00:01:29.000]  因為在約爾書裡面
[00:01:29.000 --> 00:01:33.000]  四次提到耶路撒冷的聖典
[00:01:33.000 --> 00:01:36.000]  在約爾書的一章九節
[00:01:36.000 --> 00:01:38.000]  一章十三節
[00:01:38.000 --> 00:01:41.000]  十四節和二章十五節
[00:01:41.000 --> 00:01:44.000]  都有提到耶路撒冷的聖典
[00:01:44.000 --> 00:01:49.000]  在亞摩斯書一章二節
[00:01:49.000 --> 00:01:53.000]  是引用了約爾書三章十六節
[00:01:53.000 --> 00:01:56.000]  說到約爾書的背景
[00:01:56.000 --> 00:02:00.000]  在約爾書裡面沒有提及任何君王
[00:02:00.000 --> 00:02:04.000]  也沒有提及亞述國和巴比倫
[00:02:04.000 --> 00:02:07.000]  去侵略以色列和猶大
[00:02:07.000 --> 00:02:11.000]  所以很多聖經學者都說
[00:02:11.000 --> 00:02:13.000]  約爾書的成書日期
[00:02:13.000 --> 00:02:20.000]  應該在亞述國侵略北國以色列之前
[00:02:20.000 --> 00:02:23.000]  所以他們說應該是差不多
[00:02:23.000 --> 00:02:28.000]  八百三十八年至七百五十六年的期間
[00:02:28.000 --> 00:02:32.000]  的確在聖經裡面有一段日子
[00:02:32.000 --> 00:02:35.000]  南國猶大是沒有王的
[00:02:35.000 --> 00:02:39.000]  記載在列王紀下十一章
[00:02:39.000 --> 00:02:42.000]  和歷代治下二十二至二十三章
[00:02:42.000 --> 00:02:46.000]  說到在阿哈謝死了之後
[00:02:46.000 --> 00:02:49.000]  他的母親叫阿他利亞
[00:02:49.000 --> 00:02:52.000]  這個阿他利亞是耶誓別的女兒
[00:02:52.000 --> 00:02:56.000]  我們知道耶誓別是一個非常姦惡的人
[00:02:56.000 --> 00:02:59.000]  所以他的女兒也不是一個好人
[00:02:59.000 --> 00:03:01.000]  說他的兒子阿哈謝死了之後
[00:03:01.000 --> 00:03:05.000]  他就起來剿滅皇室
[00:03:05.000 --> 00:03:07.000]  將皇室殺盡
[00:03:07.000 --> 00:03:09.000]  他自己篡位來做皇帝
[00:03:09.000 --> 00:03:11.000]  所以在那段日子
[00:03:11.000 --> 00:03:15.000]  在南國猶大的皇位上
[00:03:15.000 --> 00:03:17.000]  在大位的皇室上
[00:03:17.000 --> 00:03:20.000]  居然沒有王在皇位上
[00:03:20.000 --> 00:03:23.000]  有很多神學家說
[00:03:23.000 --> 00:03:28.000]  約爾蘇所說的正是這一段日子
[00:03:28.000 --> 00:03:30.000]  很有趣
[00:03:30.000 --> 00:03:32.000]  約爾蘇告訴我們
[00:03:32.000 --> 00:03:34.000]  有蝗蟲的故事
[00:03:34.000 --> 00:03:37.000]  相信約爾蘇最有名的就是蝗蟲的故事
[00:03:37.000 --> 00:03:40.000]  第一章和第二章都是說蝗蟲
[00:03:40.000 --> 00:03:43.000]  究竟這些是真正的蝗蟲
[00:03:43.000 --> 00:03:44.000]  還是假的蝗蟲?
[00:03:44.000 --> 00:03:46.000]  即是不是真正的蝗蟲呢?
[00:03:46.000 --> 00:03:48.000]  答案是
[00:03:48.000 --> 00:03:49.000]  是
[00:03:49.000 --> 00:03:51.000]  也不是
[00:03:51.000 --> 00:03:54.000]  為什麼這麼奇怪的答案又是又不是呢?
[00:03:54.000 --> 00:03:56.000]  我們一起來看看
[00:03:56.000 --> 00:04:00.000]  其實第一章的蝗蟲很有趣
[00:04:00.000 --> 00:04:03.000]  也是一個很應時的題目
[00:04:03.000 --> 00:04:05.000]  我們知道新疆剛剛東飛
[00:04:05.000 --> 00:04:09.000]  才有三千六百億的蝗蟲危害
[00:04:09.000 --> 00:04:11.000]  很多很多蝗蟲
[00:04:11.000 --> 00:04:13.000]  今天要講的就是蝗蟲
[00:04:13.000 --> 00:04:15.000]  有很多人都經歷過蝗蟲
[00:04:15.000 --> 00:04:19.000]  不知道當中有沒有人經歷過蝗蟲的災難?
[00:04:19.000 --> 00:04:21.000]  好像沒有
[00:04:21.000 --> 00:04:26.000]  蝗蟲是有二萬四千種類的蝗蟲
[00:04:26.000 --> 00:04:28.000]  你想想有多少
[00:04:28.000 --> 00:04:31.000]  牠們可以生長到十吋那麼長
[00:04:31.000 --> 00:04:35.000]  牠們的生長過程是有四至十三個階段
[00:04:35.000 --> 00:04:41.000]  要經過六至七年才會去到成長的階段
[00:04:41.000 --> 00:04:47.000]  科學家發現蝗蟲的身體裏面有一種荷爾蒙
[00:04:47.000 --> 00:04:49.000]  當這種荷爾蒙分泌出來的時候
[00:04:49.000 --> 00:04:53.000]  蝗蟲就會變得非常兇猛
[00:04:53.000 --> 00:04:57.000]  蝗蟲經過的地方是寸草不生
[00:04:57.000 --> 00:05:00.000]  牠們連樹皮樹根都吃掉
[00:05:00.000 --> 00:05:02.000]  樹根都會吃掉
[00:05:02.000 --> 00:05:06.000]  所以蝗蟲一天可以吃一萬噸的食物
[00:05:06.000 --> 00:05:09.000]  不是一隻蝗蟲,是一群蝗蟲
[00:05:09.000 --> 00:05:13.000]  可以吃一萬噸,一噸是二千多磅
[00:05:13.000 --> 00:05:15.000]  一萬噸你想想有多厲害
[00:05:15.000 --> 00:05:19.000]  牠們飛起來的翅膀會發出很響的聲音
[00:05:19.000 --> 00:05:23.000]  牠們咬東西的時候都會發出聲音
[00:05:23.000 --> 00:05:25.000]  很可怕
[00:05:25.000 --> 00:05:27.000]  在《若爾書》的一章六節
[00:05:27.000 --> 00:05:30.000]  說蝗蟲的牙好像獅子的牙一樣
[00:05:30.000 --> 00:05:34.000]  你想想若爾先知是怎麼知道的呢?
[00:05:34.000 --> 00:05:37.000]  因為若爾先知沒有顯微鏡看不到
[00:05:37.000 --> 00:05:42.000]  但居然神顯示給他聽
[00:05:42.000 --> 00:05:45.000]  蝗蟲的牙好像獅子一樣
[00:05:45.000 --> 00:05:47.000]  蝗蟲也好像馬一樣
[00:05:47.000 --> 00:05:51.000]  在《若爾書》二章四節告訴我們
[00:05:51.000 --> 00:05:55.000]  而意大利文和德文
[00:05:55.000 --> 00:06:00.000]  講到蝗蟲這個字都是和馬有關
[00:06:00.000 --> 00:06:02.000]  《若爾書》二章八節
[00:06:02.000 --> 00:06:04.000]  說蝗蟲在地上行走的時候
[00:06:04.000 --> 00:06:07.000]  好像軍隊一樣,好像操兵一樣
[00:06:07.000 --> 00:06:09.000]  牠們一起飛的時候
[00:06:09.000 --> 00:06:12.000]  能夠遮蓋著太陽和月亮
[00:06:12.000 --> 00:06:16.000]  六億隻蝗蟲就能夠遮蓋太陽
[00:06:16.000 --> 00:06:20.000]  不能想像三千六百億隻蝗蟲會怎樣
[00:06:20.000 --> 00:06:22.000]  真是日月無光
[00:06:22.000 --> 00:06:26.000]  牠們能夠連續飛十七個小時
[00:06:26.000 --> 00:06:29.000]  每小時能夠飛十二里
[00:06:29.000 --> 00:06:31.000]  在1899年
[00:06:31.000 --> 00:06:36.000]  牠們在地上遮蓋了有二千方里的地
[00:06:36.000 --> 00:06:40.000]  就是二十里乘以一百里這樣的範圍
[00:06:40.000 --> 00:06:45.000]  每一方里有一點二億隻蝗蟲
[00:06:45.000 --> 00:06:51.000]  一點二億乘以二千只是二千四百億
[00:06:51.000 --> 00:06:54.000]  和最新近的三千六百億
[00:06:54.000 --> 00:06:57.000]  都不夠新近那次那麼厲害
[00:06:57.000 --> 00:06:59.000]  真是不可思議
[00:06:59.000 --> 00:07:03.000]  每方呎蝗蟲可以生五千隻蛋
[00:07:03.000 --> 00:07:06.000]  當牠們知道就快有旱災來臨的時候
[00:07:06.000 --> 00:07:08.000]  牠們會生特別多蛋
[00:07:08.000 --> 00:07:10.000]  因為要預防有旱災
[00:07:10.000 --> 00:07:15.000]  牠們的蛋能夠生一千三百噸的蛋出來
[00:07:15.000 --> 00:07:17.000]  有多恐怖
[00:07:17.000 --> 00:07:21.000]  我們越知道關於蝗蟲多的資料越恐怖
[00:07:21.000 --> 00:07:24.000]  有一個小女孩她很喜歡企鵝
[00:07:24.000 --> 00:07:27.000]  於是有一次她學校要做報告
[00:07:27.000 --> 00:07:29.000]  她和老師說我做企鵝
[00:07:29.000 --> 00:07:34.000]  於是上網找了所有企鵝的資料出來做了報告
[00:07:34.000 --> 00:07:36.000]  有一天她爸爸媽媽跟她說
[00:07:36.000 --> 00:07:39.000]  我們去看企鵝了
[00:07:39.000 --> 00:07:40.000]  去動物園
[00:07:40.000 --> 00:07:44.000]  這個女孩子居然說我不再喜歡企鵝了
[00:07:44.000 --> 00:07:46.000]  我做完這個報告知道太多了
[00:07:46.000 --> 00:07:49.000]  連我不想知道的都知道了
[00:07:49.000 --> 00:07:51.000]  蝗蟲也是一樣
[00:07:51.000 --> 00:07:54.000]  我們越知道越覺得它恐怖
[00:07:54.000 --> 00:07:57.000]  在出埃及記的十則十災裡面
[00:07:57.000 --> 00:08:01.000]  我們知道第八災是蝗蟲的災害
[00:08:01.000 --> 00:08:04.000]  但是以色列人所住的地方
[00:08:04.000 --> 00:08:05.000]  哥山地
[00:08:05.000 --> 00:08:08.000]  神保護不讓蝗蟲來侵犯
[00:08:08.000 --> 00:08:11.000]  但是在約爾書裡面第一章
[00:08:11.000 --> 00:08:17.000]  我們居然看到蝗蟲真的去到猶太人的地方為禍
