
[00:00:00.000 --> 00:00:04.000]  Good morning. Hello. 早上好。
[00:00:04.000 --> 00:00:09.000]  我先跟你們說一說那個中秋節好嗎?
[00:00:09.000 --> 00:00:13.000]  今天是銀月 明天就是中秋節了
[00:00:13.000 --> 00:00:15.000]  然後呢 後來就坠月
[00:00:15.000 --> 00:00:19.000]  我今天下午會飛San Francisco 上凡士
[00:00:19.000 --> 00:00:21.000]  然後兩三天以後我就回香港
[00:00:21.000 --> 00:00:24.000]  我是在香港生活的 OK?
[00:00:24.000 --> 00:00:26.000]  我的普通話聽得懂嗎?
[00:00:26.000 --> 00:00:30.000]  啊 行 OK 好 開始
[00:00:30.000 --> 00:00:34.000]  這個題目不是我選的 是穆斯選的
[00:00:34.000 --> 00:00:37.000]  哪裡只是我跟你兩個人
[00:00:37.000 --> 00:00:39.000]  我是有點 開始的時候不太明白
[00:00:39.000 --> 00:00:41.000]  但沒所謂 我覺得在組裡面
[00:00:41.000 --> 00:00:43.000]  我們都是一家人
[00:00:43.000 --> 00:00:45.000]  剛才我在問有沒有新朋友的時候
[00:00:45.000 --> 00:00:48.000]  好像沒人舉手
[00:00:48.000 --> 00:00:51.000]  已經是基督徒的請舉手
[00:00:51.000 --> 00:00:52.000]  全都是
[00:00:52.000 --> 00:00:54.000]  真的 全都是了
[00:00:54.000 --> 00:00:56.000]  那可能不需要呼叫了 對嗎?
[00:00:56.000 --> 00:00:58.000]  OK 來
[00:00:58.000 --> 00:01:00.000]  我是1975年的香港小姐
[00:01:00.000 --> 00:01:04.000]  請旁邊那個人給你他的手指
[00:01:04.000 --> 00:01:07.000]  後面的也給 也不夠的應該
[00:01:07.000 --> 00:01:10.000]  因為我是50年前的香港小姐
[00:01:10.000 --> 00:01:13.000]  還在 而且蠻健康的
[00:01:13.000 --> 00:01:16.000]  我覺得神真的很有恩典在我心上
[00:01:16.000 --> 00:01:18.000]  我那時候選的時候是這樣的 OK?
[00:01:18.000 --> 00:01:21.000]  那位呢 就是我其中一個好朋友
[00:01:21.000 --> 00:01:23.000]  他已經回了天家
[00:01:23.000 --> 00:01:25.000]  其他三個都還在 OK?
[00:01:25.000 --> 00:01:28.000]  我選完香港小姐以後呢
[00:01:28.000 --> 00:01:32.000]  我們那段時間就是要去選環球小姐了
[00:01:32.000 --> 00:01:34.000]  所以我們要去選環球小姐
[00:01:34.000 --> 00:01:36.000]  環球小姐那段時間是在一個地方
[00:01:36.000 --> 00:01:40.000]  叫中美洲的那個聖薩福島
[00:01:40.000 --> 00:01:42.000]  我從來沒聽過這個地方的
[00:01:42.000 --> 00:01:45.000]  有機會你們去一去 蠻漂亮的 OK?
[00:01:45.000 --> 00:01:47.000]  以前選香港小姐就是這樣了
[00:01:47.000 --> 00:01:50.000]  不曉得你認不認得這個人
[00:01:50.000 --> 00:01:53.000]  這個人你認得嗎?
[00:01:53.000 --> 00:01:55.000]  有沒有看過他的電影啊?
[00:01:55.000 --> 00:01:58.000]  張剛 對對對
[00:01:58.000 --> 00:02:01.000]  他是一個很出名的明星
[00:02:01.000 --> 00:02:03.000]  以前在50年代的時候
[00:02:03.000 --> 00:02:07.000]  一直到70年代都是很出名的
[00:02:07.000 --> 00:02:09.000]  那我剛選完香港小姐以後呢
[00:02:09.000 --> 00:02:11.000]  我就跟他拍了一個電影
[00:02:11.000 --> 00:02:13.000]  是一個電視劇吧
[00:02:13.000 --> 00:02:21.000]  當你見到天上星星 可有想起我
[00:02:21.000 --> 00:02:26.000]  可有記得當年我的念
[00:02:26.000 --> 00:02:31.000]  曾為你更被星星笑得多
[00:02:31.000 --> 00:02:34.000]  你知道是誰唱的嗎?
[00:02:34.000 --> 00:02:36.000]  誰說?
[00:02:36.000 --> 00:02:38.000]  你真的看著啦?
[00:02:38.000 --> 00:02:40.000]  剛才在你知道
[00:02:40.000 --> 00:02:41.000]  你不要告訴他們
[00:02:41.000 --> 00:02:43.000]  這首歌是James Wong
[00:02:43.000 --> 00:02:45.000]  一個很出名的寫劇的那個
[00:02:45.000 --> 00:02:49.000]  他寫給我一個電視劇裡面的主題曲
[00:02:49.000 --> 00:02:50.000]  我唱了
[00:02:50.000 --> 00:02:52.000]  很多人就是問他的時候
[00:02:52.000 --> 00:02:54.000]  都是說張國勇啦
[00:02:54.000 --> 00:02:55.000]  不同的人唱嘛
[00:02:55.000 --> 00:02:57.000]  就是不是張瑪麗唱
[00:02:57.000 --> 00:02:59.000]  其實我是原唱
[00:02:59.000 --> 00:03:01.000]  唱了這個主題曲
[00:03:01.000 --> 00:03:02.000]  很多人喜歡的
[00:03:02.000 --> 00:03:03.000]  另外還有
[00:03:03.000 --> 00:03:07.000]  做了這個電視劇有差不多60集吧
[00:03:07.000 --> 00:03:09.000]  然後在一個電視台裡面播
[00:03:09.000 --> 00:03:11.000]  你們有人看過嗎?
[00:03:11.000 --> 00:03:13.000]  沒有
[00:03:13.000 --> 00:03:16.000]  所以最後這個電視台都關門了
[00:03:16.000 --> 00:03:18.000]  是在香港的
[00:03:18.000 --> 00:03:20.000]  其實也不關我的事
[00:03:20.000 --> 00:03:22.000]  我一早已經走了
[00:03:22.000 --> 00:03:24.000]  但是我覺得很奇怪
[00:03:24.000 --> 00:03:26.000]  神真的有些很奇妙的安排
[00:03:26.000 --> 00:03:27.000]  選了香港小姐
[00:03:27.000 --> 00:03:30.000]  現在一般都是在娛樂圈裡面發展的
[00:03:30.000 --> 00:03:32.000]  那我沒有
[00:03:32.000 --> 00:03:34.000]  我一直就是很早就離開
[00:03:34.000 --> 00:03:35.000]  我75年選完
[00:03:35.000 --> 00:03:37.000]  80年我已經離開了這個娛樂圈
[00:03:37.000 --> 00:03:40.000]  但是我一直都在不同的傳媒裡面做
[00:03:40.000 --> 00:03:42.000]  所以等會我再跟你分享
[00:03:42.000 --> 00:03:43.000]  所以我自己覺得
[00:03:43.000 --> 00:03:45.000]  我們基督徒常常禱告
[00:03:45.000 --> 00:03:47.000]  求神做我們腳前的燈
[00:03:47.000 --> 00:03:48.000]  路上的光
[00:03:48.000 --> 00:03:51.000]  我覺得神不是把我放在娛樂圈裡面的
[00:03:51.000 --> 00:03:52.000]  OK
[00:03:52.000 --> 00:03:54.000]  我們常聽的這個說話就是
[00:03:54.000 --> 00:03:56.000]  一開始的時候一定要贏
[00:03:56.000 --> 00:03:57.000]  尤其有小孩
[00:03:57.000 --> 00:03:58.000]  一定要好
[00:03:58.000 --> 00:04:01.000]  然後我就是那種輸在吃跑線的人
[00:04:01.000 --> 00:04:03.000]  在60年代的香港很窮
[00:04:03.000 --> 00:04:04.000]  不是現在
[00:04:04.000 --> 00:04:05.000]  你去香港看的
[00:04:05.000 --> 00:04:07.000]  那麼多高樓大廈
[00:04:07.000 --> 00:04:09.000]  還有什麼財經中心
[00:04:09.000 --> 00:04:11.000]  什麼國際大都會
[00:04:11.000 --> 00:04:13.000]  以前就是一個漁港
[00:04:13.000 --> 00:04:15.000]  香港60年代的還是一個漁港
[00:04:15.000 --> 00:04:17.000]  常常有人去去海上的那種
[00:04:17.000 --> 00:04:19.000]  但現在的香港已經不再一樣
[00:04:19.000 --> 00:04:21.000]  我就是在那段時間的一個街童
[00:04:21.000 --> 00:04:23.000]  街童的意思就是我沒有家
[00:04:23.000 --> 00:04:26.000]  我是在一個很窮的地方
[00:04:26.000 --> 00:04:30.000]  在那邊待了差不多四年
[00:04:30.000 --> 00:04:34.000]  我從六歲到十歲的時候就在街上
[00:04:34.000 --> 00:04:36.000]  街上就是沒有家了
[00:04:36.000 --> 00:04:39.000]  一般就是在一些留房的頂樓
[00:04:39.000 --> 00:04:41.000]  可能在他們的門口
[00:04:41.000 --> 00:04:43.000]  就是那種有時候颳風啊
[00:04:43.000 --> 00:04:45.000]  打颱風的時候啊
[00:04:45.000 --> 00:04:46.000]  下雨啊
[00:04:46.000 --> 00:04:48.000]  有些兩三天都沒飯吃
[00:04:48.000 --> 00:04:49.000]  很難
[00:04:49.000 --> 00:04:50.000]  這幾年是非常難
[00:04:50.000 --> 00:04:52.000]  但香港就有一個很好的機構
[00:04:52.000 --> 00:04:54.000]  就是社會福利署
[00:04:54.000 --> 00:04:55.000]  他把我從街上
[00:04:55.000 --> 00:04:59.000]  然後知道我原來是沒有家人了
[00:04:59.000 --> 00:05:00.000]  他們都不曉得去了哪裡了
[00:05:00.000 --> 00:05:03.000]  就把我送到那個孤兒院裡面
[00:05:03.000 --> 00:05:05.000]  其實現在香港都是蠻窮的
[00:05:05.000 --> 00:05:07.000]  很多人都是很辛苦
[00:05:07.000 --> 00:05:09.000]  但你會看見很多媽媽爸爸
[00:05:09.000 --> 00:05:10.000]  他們工作的時候
[00:05:10.000 --> 00:05:12.000]  小孩都是圍著一個窗
[00:05:12.000 --> 00:05:15.000]  然後在那邊寫功課啦
[00:05:15.000 --> 00:05:16.000]  怎麼怎麼樣
[00:05:16.000 --> 00:05:17.000]  自己就做什麼
[00:05:17.000 --> 00:05:18.000]  去做一些絲襪啊
[00:05:18.000 --> 00:05:19.000]  洗碟啊
[00:05:19.000 --> 00:05:20.000]  還是做什麼工作
[00:05:20.000 --> 00:05:22.000]  小孩不管怎麼窮
[00:05:22.000 --> 00:05:24.000]  他們都會放在自己的身邊
[00:05:24.000 --> 00:05:26.000]  我不曉得我媽媽跟爸爸
[00:05:26.000 --> 00:05:28.000]  發生了什麼事情
[00:05:28.000 --> 00:05:30.000]  他們就是差不多我六歲
[00:05:30.000 --> 00:05:31.000]  記憶有的
[00:05:31.000 --> 00:05:32.000]  他就已經把我扔了
[00:05:32.000 --> 00:05:34.000]  然後我一直在香港
[00:05:34.000 --> 00:05:35.000]  在街上有一點時間的時候
[00:05:35.000 --> 00:05:37.000]  就給送到一個孤兒院
[00:05:37.000 --> 00:05:38.000]  我這個孤兒院很好的
[00:05:38.000 --> 00:05:40.000]  等會給你看一看
[00:05:40.000 --> 00:05:42.000]  以前我沒飯吃的時候
[00:05:42.000 --> 00:05:43.000]  香港有很多這個
[00:05:43.000 --> 00:05:45.000]  這平民居了
[00:05:45.000 --> 00:05:46.000]  很多人住在那邊
[00:05:46.000 --> 00:05:48.000]  然後他們很窮
[00:05:48.000 --> 00:05:50.000]  但是他們很有愛心
