
[00:00:00.000 --> 00:00:03.000]  最後一講,講什麼呢?
[00:00:03.000 --> 00:00:06.000]  拒絕同床而夢
[00:00:06.000 --> 00:00:09.000]  聽到題目時,不適合我聽,我還未結婚
[00:00:09.000 --> 00:00:12.000]  我還是單身,還是尊重原因
[00:00:12.000 --> 00:00:17.000]  好像這個題目只是講給結了婚的夫妻
[00:00:17.000 --> 00:00:21.000]  但事實上,人與人之間的相處
[00:00:21.000 --> 00:00:25.000]  無論是跟自己的配偶,爸爸媽媽,子女
[00:00:25.000 --> 00:00:28.000]  同事,甚至搞女兒的弟兄姊妹
[00:00:28.000 --> 00:00:31.000]  其實很多時候,都有意無意地
[00:00:31.000 --> 00:00:33.000]  會有一些磨擦出現,會不會?
[00:00:33.000 --> 00:00:36.000]  因為剛才大敬拜的姊妹都講
[00:00:36.000 --> 00:00:39.000]  很多時候,我們來自不同的背景
[00:00:39.000 --> 00:00:41.000]  不同的性格,所以很多時候
[00:00:41.000 --> 00:00:44.000]  我們都會有一些不同心
[00:00:44.000 --> 00:00:48.000]  或者是發生磨擦的情況出現
[00:00:48.000 --> 00:00:52.000]  當夫妻不同心,兩個人不合拍的時候
[00:00:52.000 --> 00:00:55.000]  當然是經常會發生衝突,對不對?
[00:00:55.000 --> 00:01:00.000]  小則傷和氣,如果嚴重一點,會怎樣?
[00:01:00.000 --> 00:01:05.000]  那就離婚吧
[00:01:05.000 --> 00:01:07.000]  而一家人呢?
[00:01:07.000 --> 00:01:12.000]  如果一家人或者一個教會裡不同心
[00:01:12.000 --> 00:01:14.000]  會帶來什麼結果呢?
[00:01:14.000 --> 00:01:17.000]  一家人會導致家庭裡
[00:01:17.000 --> 00:01:20.000]  除了不開心之外,問題嚴重化
[00:01:20.000 --> 00:01:22.000]  例如分歧得很嚴重
[00:01:22.000 --> 00:01:25.000]  會導致家庭破碎
[00:01:25.000 --> 00:01:28.000]  或者成為一個 dysfunctional family
[00:01:28.000 --> 00:01:30.000]  一個是功能失調的
[00:01:30.000 --> 00:01:33.000]  而教會不和不合作的時間
[00:01:33.000 --> 00:01:35.000]  就會導致分裂
[00:01:35.000 --> 00:01:38.000]  所以,當我今天跟大家講這個所謂同床而亡
[00:01:38.000 --> 00:01:42.000]  似乎是講兩夫妻之間的關係
[00:01:42.000 --> 00:01:47.000]  但我相信,今天我跟大家分享的一些原則
[00:01:47.000 --> 00:01:51.000]  可能都可以應用在我們家人
[00:01:51.000 --> 00:01:56.000]  或者作為一個教會一些人際關係上
[00:01:56.000 --> 00:01:59.000]  當然,因為我們講家庭保衛戰
[00:01:59.000 --> 00:02:01.000]  所以,重點
[00:02:01.000 --> 00:02:03.000]  當然我們在mindset裡想著什麼?
[00:02:03.000 --> 00:02:05.000]  夫妻,男女之間的相處
[00:02:05.000 --> 00:02:09.000]  或者男朋友和女朋友之間應該怎樣相處呢?
[00:02:09.000 --> 00:02:15.000]  如果我們能夠學懂怎樣去處理
[00:02:15.000 --> 00:02:19.000]  這些在關係上的矛盾和衝突的時候
[00:02:19.000 --> 00:02:24.000]  我們就不會有同床而亡這個情況出現
[00:02:24.000 --> 00:02:26.000]  但是,剛才都講過了
[00:02:26.000 --> 00:02:29.000]  人與人之間的相處,怎麼可能沒有磨擦呢?
[00:02:29.000 --> 00:02:31.000]  人與人之間的相處
[00:02:31.000 --> 00:02:35.000]  怎麼不會發生一些大家不協調
[00:02:35.000 --> 00:02:38.000]  大家相處得不好的地方呢?
[00:02:38.000 --> 00:02:40.000]  這些是我們無法避免的
[00:02:40.000 --> 00:02:42.000]  所以,問題就是
[00:02:42.000 --> 00:02:47.000]  我們要學懂怎樣去處理大家之間的矛盾衝突
[00:02:47.000 --> 00:02:52.000]  我們要學懂怎樣去減少那些不表的磨擦
[00:02:52.000 --> 00:02:56.000]  在人際關係當中,在夫婦關係當中就發生
[00:02:56.000 --> 00:03:02.000]  這樣,我們就能夠遏止同床而亡的發生了
[00:03:02.000 --> 00:03:04.000]  不過,首先我們要留意什麼呢?
[00:03:04.000 --> 00:03:06.000]  其實我發覺,我做牧師這麼久
[00:03:06.000 --> 00:03:07.000]  做了很多婚姻輔導
[00:03:07.000 --> 00:03:10.000]  夫妻之間的矛盾、衝突、磨擦
[00:03:10.000 --> 00:03:12.000]  很多時候不是結了婚才有的
[00:03:12.000 --> 00:03:15.000]  結婚前就來的了
[00:03:15.000 --> 00:03:18.000]  有沒有見過這樣的圖畫呢?
[00:03:18.000 --> 00:03:20.000]  哇,看他的樣子真有功夫
[00:03:20.000 --> 00:03:22.000]  一會兒還可以穿,很厲害的
[00:03:22.000 --> 00:03:25.000]  你會發覺,其實很多時候婚姻的關係
[00:03:25.000 --> 00:03:27.000]  很多人有一個錯誤的感覺
[00:03:27.000 --> 00:03:31.000]  兩個人拍拖、吵架、殺氣
[00:03:31.000 --> 00:03:32.000]  當然是有的
[00:03:32.000 --> 00:03:34.000]  結婚就沒事了
[00:03:34.000 --> 00:03:35.000]  有沒有人聽過這樣說?
[00:03:35.000 --> 00:03:37.000]  有時候我們有一個很頑皮的
[00:03:37.000 --> 00:03:39.000]  一個很幼稚的想法
[00:03:39.000 --> 00:03:41.000]  結婚,結婚,做了夫妻了嘛
[00:03:41.000 --> 00:03:43.000]  大事化小,小事化無
[00:03:43.000 --> 00:03:45.000]  問題會自動解決的
[00:03:45.000 --> 00:03:48.000]  我希望你不要這樣想
[00:03:48.000 --> 00:03:51.000]  因為如果我們這樣想的時候
[00:03:51.000 --> 00:03:53.000]  我保證你,我擔保你
[00:03:53.000 --> 00:03:55.000]  結婚之後,那個問題
[00:03:55.000 --> 00:03:58.000]  是會變得越來越嚴重的
[00:03:58.000 --> 00:04:01.000]  而且會變成一個計時炸彈
[00:04:01.000 --> 00:04:06.000]  藏在床下,隨時就會爆的
[00:04:06.000 --> 00:04:09.000]  所以我們必須要學習
[00:04:09.000 --> 00:04:11.000]  怎樣去處理人際關係
[00:04:11.000 --> 00:04:13.000]  或者夫妻之間相處上的
[00:04:13.000 --> 00:04:15.000]  一些矛盾和衝突
[00:04:15.000 --> 00:04:18.000]  其實,既然是每個人都會試過
