
[00:00:00.000 --> 00:00:05.840]  開始之前我們一同低頭祈禱
[00:00:05.840 --> 00:00:09.000]  阿爸 父 恩主 我們來到您的庚前
[00:00:09.000 --> 00:00:12.680]  為您幫助我們今天去思想您的懷疑
[00:00:12.680 --> 00:00:16.200]  您是好木人 您是終極的君王
[00:00:16.200 --> 00:00:18.980]  幫助我們聆聽您的聲音
[00:00:18.980 --> 00:00:21.280]  全心全意的信服
[00:00:21.280 --> 00:00:24.760]  幫助我們思想福音的舞弊
[00:00:24.760 --> 00:00:25.880]  我們來到您的庚前
[00:00:25.880 --> 00:00:30.240]  逢教教主耶穌的名字祈禱
[00:00:30.240 --> 00:00:34.460]  今日我們的經文在《要求福音》的第十章
[00:00:34.460 --> 00:00:36.200]  我們的講題是
[00:00:36.200 --> 00:00:39.240]  終極好木人 夏
[00:00:39.240 --> 00:00:41.520]  一段相當長的經文
[00:00:41.520 --> 00:00:45.840]  我將它分為了兩篇的講道
[00:00:45.840 --> 00:00:47.120]  如果你有印象的話
[00:00:47.120 --> 00:00:51.280]  在上一個禮拜我們思想了頭一個的比喻
[00:00:51.280 --> 00:00:53.480]  我想和大家稍微思想
[00:00:53.480 --> 00:00:57.440]  上一個禮拜我們所講的那個比喻
[00:00:57.440 --> 00:00:59.400]  上一個禮拜的比喻
[00:00:59.400 --> 00:01:02.920]  是關於耶穌是陽門的比喻
[00:01:02.920 --> 00:01:04.040]  如果你有印象的話
[00:01:04.040 --> 00:01:06.400]  關鍵去理解那個比喻
[00:01:06.400 --> 00:01:09.400]  不是耶穌是陽門那麼簡單
[00:01:09.400 --> 00:01:15.400]  而是耶穌向一群猶太人宣告這個比喻
[00:01:15.400 --> 00:01:19.440]  這一群猶太人他們心貪愛世界
[00:01:19.440 --> 00:01:21.360]  他們貪愛慾望
[00:01:21.360 --> 00:01:25.120]  他們希望擁戴耶穌做王
[00:01:25.120 --> 00:01:27.760]  他們希望耶穌做他們的救世主
[00:01:27.760 --> 00:01:31.240]  幫助他們建立一個地上的王國
[00:01:31.240 --> 00:01:33.600]  當耶穌宣講那個比喻
[00:01:33.600 --> 00:01:35.280]  告訴那些猶太人的時候
[00:01:35.280 --> 00:01:38.520]  你記不記得那些猶太人的反應是怎樣呢?
[00:01:38.520 --> 00:01:40.960]  他們充滿問號
[00:01:40.960 --> 00:01:42.760]  耶穌在那個比喻裏面
[00:01:42.760 --> 00:01:46.320]  啟示了一個將來天國的場景
[00:01:46.320 --> 00:01:48.680]  就是祂要通過祂的社稷
[00:01:48.680 --> 00:01:50.840]  通過祂的受苦
[00:01:50.840 --> 00:01:53.960]  祂要建立一個屬於祂的國度
[00:01:53.960 --> 00:01:55.520]  猶太人聽這個比喻
[00:01:55.520 --> 00:01:56.600]  他們聽不明白
[00:01:56.600 --> 00:01:59.200]  不是因為他們的理解能力不夠好
[00:01:59.200 --> 00:02:01.040]  關鍵在於
[00:02:01.040 --> 00:02:06.160]  原來猶太人從來都不在天國場景裏面
[00:02:06.160 --> 00:02:09.640]  因為猶太人其實在這個比喻裏面
[00:02:09.640 --> 00:02:11.760]  是屬於陽圈之外
[00:02:11.760 --> 00:02:15.000]  他們是屬於小偷和強盜
[00:02:15.000 --> 00:02:18.600]  耶穌用一個非常間接的方式對著
[00:02:18.600 --> 00:02:20.320]  這一群猶太人說
[00:02:20.320 --> 00:02:22.880]  他們不是耶穌的王
[00:02:22.880 --> 00:02:24.000]  耶穌的羊
[00:02:24.000 --> 00:02:26.200]  而耶穌也不要作他們的牧羊人
[00:02:26.200 --> 00:02:29.680]  不要做他們的君王
[00:02:29.680 --> 00:02:33.880]  這個經文給了他們一些思想空間
[00:02:33.880 --> 00:02:36.920]  宣告著耶穌將來要做的事
[00:02:36.920 --> 00:02:41.640]  宣告著耶穌要是一個完美的牧羊人
[00:02:41.640 --> 00:02:43.880]  祂要建立一個祂的國度
[00:02:43.880 --> 00:02:45.160]  祂的羊圈
[00:02:45.160 --> 00:02:46.520]  通過祂的社稷
[00:02:46.520 --> 00:02:48.600]  祂要焦聚祂的羊群
[00:02:48.600 --> 00:02:50.720]  而哪些人是祂的羊群呢?
[00:02:50.720 --> 00:02:54.800]  是一群會聆聽上帝聲音的羊群
[00:02:54.800 --> 00:02:59.240]  今天我們講的比喻其實是接著上一次的
[00:02:59.240 --> 00:03:02.040]  我可以將這兩個比喻分開講兩篇
[00:03:02.040 --> 00:03:03.320]  但嚴格來說
[00:03:03.320 --> 00:03:09.560]  其實它們都是屬於一個非常非常龐大的比喻
[00:03:09.560 --> 00:03:11.360]  今天我進入這個比喻的時候
[00:03:11.360 --> 00:03:14.040]  我想跟大家來一點開場白
[00:03:14.040 --> 00:03:17.920]  雖然今天的比喻是關於牧人和羊
[00:03:17.920 --> 00:03:21.880]  但我想稍微擴闊一下你的思想空間
[00:03:21.880 --> 00:03:25.440]  你可能想像牧人是一個非常柔軟
[00:03:25.440 --> 00:03:27.600]  非常溫柔的一個角色
[00:03:27.600 --> 00:03:30.520]  然後就是《詩篇》23篇
[00:03:30.520 --> 00:03:33.520]  上帝帶領牧羊的羊群
[00:03:33.520 --> 00:03:35.680]  讓牧羊舒舒服服地在清澡中
[00:03:35.680 --> 00:03:36.880]  在溪水中
[00:03:36.880 --> 00:03:41.920]  但你知不知道牧羊人其實在古代是非常威武的
[00:03:41.920 --> 00:03:46.840]  牧羊人在古代其實有一個非常強壯的角色
[00:03:46.840 --> 00:03:51.640]  他們通常在古代被喻表成為一個非常重要的角色
[00:03:51.640 --> 00:03:54.200]  就是君王
[00:03:54.200 --> 00:03:56.720]  所以今天我希望你聽這個比喻的時候
[00:03:56.720 --> 00:03:59.960]  你先要有一個思想的準備
[00:03:59.960 --> 00:04:03.640]  這個從來都不是一個牧羊人的比喻
[00:04:03.640 --> 00:04:08.320]  這是一個耶穌作為君王的比喻
[00:04:08.320 --> 00:04:10.600]  當你看整本《聖經》的時候
[00:04:10.600 --> 00:04:12.960]  你思想到王 你會想到什麼呢?
[00:04:12.960 --> 00:04:17.280]  如果你今天在這個世界上 你想起王的時候
[00:04:17.280 --> 00:04:18.920]  你其實是一頭霧水的
[00:04:18.920 --> 00:04:22.400]  因為這個世界上政權的王可能只有英女王
[00:04:22.400 --> 00:04:26.040]  還有泰國有個泰王
[00:04:26.040 --> 00:04:28.480]  可能快要被人吞了 我不知道
[00:04:28.480 --> 00:04:30.800]  還有日本有個天王
[00:04:30.800 --> 00:04:31.880]  你想起這些王
[00:04:31.880 --> 00:04:35.680]  這些王通常其實在他的臣民身上
[00:04:35.680 --> 00:04:37.640]  沒有一種直接的領導權
[00:04:37.640 --> 00:04:38.640]  就掛名而已
[00:04:38.640 --> 00:04:41.040]  叫君主立建制
[00:04:41.040 --> 00:04:43.320]  但是你有沒有想過
[00:04:43.320 --> 00:04:45.800]  在舊約或者在《聖經》當時的時代
[00:04:45.800 --> 00:04:46.920]  什麼是王呢?
[00:04:46.920 --> 00:04:50.440]  第一 王有一個絕對的管治權
[00:04:50.440 --> 00:04:52.640]  王有一個絕對的領導權
[00:04:52.640 --> 00:04:54.960]  王是一個非常強壯
[00:04:54.960 --> 00:04:58.440]  非常強大的角色去領導著他的臣民
[00:04:58.440 --> 00:05:00.320]  一旦你有一個王
[00:05:00.320 --> 00:05:04.080]  這個王不只是像今天的香港政府那種的王
[00:05:04.080 --> 00:05:05.680]  或者是一種行政管治的王
[00:05:05.680 --> 00:05:09.600]  這個王基本上有一個絕對的權利
[00:05:09.600 --> 00:05:12.120]  可以擁有你的生命變數
[00:05:12.120 --> 00:05:15.440]  整本《聖經》不斷講王的時候
[00:05:15.440 --> 00:05:18.840]  其實他在問一個最關鍵的問題
[00:05:18.840 --> 00:05:20.440]  這個世界上有兩種的王
[00:05:20.440 --> 00:05:22.960]  一種是耶穌天國的君王
[00:05:22.960 --> 00:05:25.280]  另外一種是這個世界的王
[00:05:25.280 --> 00:05:28.240]  然後整本《聖經》不斷問你的是
[00:05:28.240 --> 00:05:32.480]  你要跟從哪一個的君王
[00:05:32.480 --> 00:05:34.720]  希望我們今天的思想在經文的時候
[00:05:34.720 --> 00:05:38.600]  你帶著這個問題去思想
[00:05:38.600 --> 00:05:41.560]  讓我們進入今天的經文
[00:05:41.560 --> 00:05:44.400]  這個比喻是這樣開始的
[00:05:44.400 --> 00:05:46.480]  耶穌說:我是好牧人
[00:05:46.480 --> 00:05:48.720]  好牧人為羊舍命
[00:05:48.720 --> 00:05:50.480]  故宮不是牧羊
[00:05:50.480 --> 00:05:52.040]  羊不是牠自己的
[00:05:52.040 --> 00:05:53.920]  他一看見狼來了
[00:05:53.920 --> 00:05:55.960]  就撇下羊群逃跑
[00:05:55.960 --> 00:05:58.640]  狼抓住羊把牠們驅散
[00:05:58.640 --> 00:05:59.640]  故宮逃走
[00:05:59.640 --> 00:06:01.280]  因為牠是故宮
[00:06:01.280 --> 00:06:04.000]  對羊莫不關心
[00:06:04.000 --> 00:06:07.920]  這個比喻是當時一個很有趣的場景
[00:06:07.920 --> 00:06:10.480]  是一個已熟能詳的場景
[00:06:10.480 --> 00:06:14.200]  在當時一些人去放牧的時候
[00:06:14.200 --> 00:06:17.720]  其實會遇到很多的危險
