
[00:00:00.000 --> 00:00:05.400]  好,我們先讀經文吧,今天讀的經文是在《創世紀》11章1至9節
[00:00:05.400 --> 00:00:09.400]  我們一二三一起讀,一二三
[00:00:09.400 --> 00:00:14.360]  那時,天下人的口音,言語,都是一樣
[00:00:14.360 --> 00:00:20.300]  他們往東邊遷移的時候,在線下地遇見一片平原
[00:00:20.300 --> 00:00:23.800]  就住在那裡,他們彼此商量說
[00:00:23.800 --> 00:00:27.600]  來吧,我們要做磚,把磚燒透了
[00:00:27.600 --> 00:00:32.000]  他們就拿磚當石頭,又拿石七當灰泥
[00:00:32.000 --> 00:00:36.400]  他們說,來吧,我們要建造一座成和一座塔
[00:00:36.400 --> 00:00:39.800]  塔頂通天,謂要傳揚我們的名
[00:00:39.800 --> 00:00:42.400]  免得我們分散在全地上
[00:00:42.400 --> 00:00:47.000]  耶和華降臨,要看看世人所建造的成和塔
[00:00:47.000 --> 00:00:50.700]  耶和華說,看啊,他們成為一樣的人民
[00:00:50.700 --> 00:00:54.800]  都是一樣的言語,如今既造且者是來
[00:00:54.800 --> 00:00:58.800]  以後他們所要做的事,就沒有不成就的了
[00:00:58.800 --> 00:01:02.300]  我們下去,在那裡辯論他們的口音
[00:01:02.300 --> 00:01:04.900]  使他們的言語彼此不通
[00:01:04.900 --> 00:01:09.000]  於是耶和華使他們從那裡分散在全地
[00:01:09.000 --> 00:01:12.600]  他們就停工,不造那成了
[00:01:12.600 --> 00:01:16.400]  因為耶和華在那裡辯論天下人的言語
[00:01:16.400 --> 00:01:22.200]  使眾人分散在全地上,所以那成名叫巴別
[00:01:22.200 --> 00:01:25.900]  好,今天會分兩部份,第一部份是
[00:01:25.900 --> 00:01:28.900]  今天這段經文的內容,然後第二部份
[00:01:28.900 --> 00:01:34.400]  再看看經文究竟有什麼值得我們去反思
[00:01:34.400 --> 00:01:38.800]  經文一開始,其實很快,很快會想跟大家先看看
[00:01:38.800 --> 00:01:41.200]  就是《創世紀》的整個結構
[00:01:41.200 --> 00:01:43.000]  當我們去看《創世紀》的時候
[00:01:43.000 --> 00:01:45.800]  其實基本上可以分兩個大段落
[00:01:45.800 --> 00:01:49.000]  分別是1至11章和12至50章
[00:01:49.000 --> 00:01:53.500]  1至11章是講述上帝與這個世界的一些故事
[00:01:53.500 --> 00:01:59.800]  而12至50章是講述上帝和阿伯拉罕的家族的一些故事
[00:01:59.800 --> 00:02:05.100]  而今天的巴別塔這個故事就記在第一部份,最後那一章裡面
[00:02:05.100 --> 00:02:10.300]  而我們如果看上帝與世界的故事的話
[00:02:10.300 --> 00:02:11.800]  我們其實看到什麼呢?
[00:02:11.800 --> 00:02:17.000]  看到作者的鋪排是講述人類的罪惡
[00:02:17.000 --> 00:02:19.200]  是一步一步地加深著
[00:02:19.200 --> 00:02:24.200]  從阿當、夏娃最初偷吃分別善惡樹的果子開始
[00:02:24.200 --> 00:02:27.700]  到該人因為妒忌而殺了阿伯
[00:02:27.700 --> 00:02:30.400]  而上個星期,Ivan也提到
[00:02:30.400 --> 00:02:33.300]  因為人類的文明開始越來越厲害
[00:02:33.300 --> 00:02:34.900]  人就開始變得自大
[00:02:34.900 --> 00:02:38.200]  就開始好像在拉密的那個說話裡面
[00:02:38.200 --> 00:02:42.400]  見得到人開始靠自己,信自己的能力
[00:02:42.400 --> 00:02:46.900]  一直到羅亞的那個時代,聖經形容
[00:02:46.900 --> 00:02:49.300]  耶和華見人在地上的罪惡很大
[00:02:49.300 --> 00:02:52.000]  終日所思想的盡都示惡
[00:02:52.000 --> 00:02:57.000]  耶和華就後悔做人,在地上心中憂傷
[00:02:57.000 --> 00:02:59.800]  所以,就是因為這樣
[00:02:59.800 --> 00:03:04.100]  當時上帝的決定就是要以洪水去滅了這個世界
[00:03:04.100 --> 00:03:05.900]  不過很幸運的是
[00:03:05.900 --> 00:03:11.000]  我們雖然看到人類一方面好像罪惡的那條線越來越加深
[00:03:11.000 --> 00:03:14.600]  但是另一方面,在聖經不多的記載
[00:03:14.600 --> 00:03:16.400]  或者不多的描述之下
[00:03:16.400 --> 00:03:19.500]  見到仍然在不同的時代,有不同的人
[00:03:19.500 --> 00:03:22.300]  仍然很專心地跟隨上主
[00:03:22.300 --> 00:03:26.500]  例如剛剛說人類的發展開始很迅速
[00:03:26.500 --> 00:03:28.800]  開始越來越靠自己的時候
[00:03:28.800 --> 00:03:34.700]  那個時候仍然有那個代替亞伯的失特
[00:03:34.700 --> 00:03:37.700]  他所生的那個兒子,叫以羅亞
[00:03:37.700 --> 00:03:42.900]  這個人仍然會去求問上帝,去尋求耶和華
[00:03:42.900 --> 00:03:46.800]  而在人中所思想盡都是惡的時代
[00:03:46.800 --> 00:03:49.000]  仍然都有羅亞的出現
[00:03:49.000 --> 00:03:53.900]  這才導致我們人類最終不用滅亡
[00:03:53.900 --> 00:03:56.800]  不過在洪水過後
[00:03:56.800 --> 00:04:01.400]  全世界都已經是在羅亞的血脈下
[00:04:01.400 --> 00:04:03.600]  重新再一次出發
[00:04:03.600 --> 00:04:07.200]  雖然羅亞是一個異人,聖經說他是一個異人
[00:04:07.200 --> 00:04:08.800]  但是他的後代
[00:04:08.800 --> 00:04:13.500]  沒有因為這樣就承繼了他仍然可以做異人這件事
[00:04:13.500 --> 00:04:17.000]  反而當一代又一代過去的時候
[00:04:17.000 --> 00:04:21.200]  他的後代也走上了一個得罪上帝的路
[00:04:21.200 --> 00:04:25.600]  就是我們今天說的建造巴別塔的故事
[00:04:25.600 --> 00:04:28.900]  如果大家剛才讀經文的時候有留意
[00:04:28.900 --> 00:04:32.800]  其實巴別塔的故事很清晰
[00:04:32.800 --> 00:04:35.300]  整件事很簡單很易明
[00:04:35.300 --> 00:04:38.400]  因為其實這個故事的結構
[00:04:38.400 --> 00:04:41.000]  是非常清楚的
[00:04:41.000 --> 00:04:44.700]  他在這個故事的引言其實在說
[00:04:44.700 --> 00:04:47.900]  那個時候天下所有人只有一種口音
[00:04:47.900 --> 00:04:49.600]  只有一種言語
[00:04:49.600 --> 00:04:51.300]  我們不難明白,因為剛剛也說了
[00:04:51.300 --> 00:04:53.800]  洪水過後其實只剩下羅亞一家
[00:04:53.800 --> 00:04:56.300]  所以就算時間過了幾代之後
[00:04:56.300 --> 00:05:00.300]  他們仍然都是在說同一個言語
[00:05:00.300 --> 00:05:03.400]  而故事剛剛我們讀的經文裡面有提到
[00:05:03.400 --> 00:05:06.600]  說當時有一部分羅亞的後代
[00:05:06.600 --> 00:05:09.500]  他們是往東遷移
[00:05:09.500 --> 00:05:12.000]  在士拿地找到一片平原
[00:05:12.000 --> 00:05:14.400]  就打算在那裡安頓下來
[00:05:14.400 --> 00:05:19.400]  他們在計劃建造一座城,一座塔
[00:05:19.400 --> 00:05:22.400]  到了這裡其實我們可以問兩個問題
[00:05:22.400 --> 00:05:27.900]  究竟剛剛說的那一部分羅亞的後代其實是誰呢?
[00:05:27.900 --> 00:05:32.000]  而經文有提到他們是往東遷移
[00:05:32.000 --> 00:05:33.600]  才去到士拿地
[00:05:33.600 --> 00:05:39.000]  就是說他們應該在邏輯上住在西邊才可以往東,對不對?
[00:05:39.000 --> 00:05:42.000]  那麼為什麼他們要往東遷移呢?
[00:05:42.000 --> 00:05:43.200]  而第二個問題是
[00:05:43.200 --> 00:05:48.000]  為什麼他們要建造一座城和一座塔呢?
[00:05:48.000 --> 00:05:55.000]  我們如果看回前面第十章有關羅亞後代的經文的一些記錄
[00:05:55.000 --> 00:05:57.500]  我們看到其實這裡說的是
[00:05:57.500 --> 00:06:05.500]  原來那一群帶領要興建城和塔的人的名字
[00:06:05.500 --> 00:06:07.500]  其實就叫做「靈祿」
[00:06:07.500 --> 00:06:11.800]  他是羅亞三個兒子,阿含的後代
[00:06:11.800 --> 00:06:13.800]  阿含有四個兒子
[00:06:13.800 --> 00:06:17.500]  分別叫古實、密西、忽拉和迦蘭
[00:06:17.500 --> 00:06:22.100]  都是聖經一些後來的國家或者民族的名字
[00:06:22.100 --> 00:06:25.100]  而「靈祿」就是其中古實的兒子
[00:06:25.100 --> 00:06:27.700]  那麼古實是一個什麼樣的地方呢?
[00:06:27.700 --> 00:06:30.400]  古實其實是一個埃及以南的地方
[00:06:30.400 --> 00:06:33.900]  就是現在的埃塞羅比亞的一個地方
[00:06:33.900 --> 00:06:36.800]  所以如果你其實有一點地理認識
[00:06:36.800 --> 00:06:37.800]  就是埃及在這邊
[00:06:37.800 --> 00:06:39.800]  我又要反過來,埃及在這邊
[00:06:39.800 --> 00:06:43.100]  去往東遷移的時候
[00:06:43.100 --> 00:06:45.800]  就是這樣去到士拿地
[00:06:45.800 --> 00:06:47.300]  而經文又說
[00:06:47.300 --> 00:06:51.500]  形容「靈祿」是世界上英雄之首
[00:06:51.500 --> 00:06:56.100]  又是在耶和面前的一個英勇的獵人
[00:06:56.100 --> 00:06:58.100]  這裡所說的英雄其實不是說
[00:06:58.100 --> 00:07:00.100]  他真的因為做過什麼偉大的事
[00:07:00.100 --> 00:07:02.800]  所以成為一個英雄
[00:07:02.800 --> 00:07:05.800]  這裡所說的意思其實是一個勇士
[00:07:05.800 --> 00:07:08.300]  所以這裡所說的其實是「靈祿」
[00:07:08.300 --> 00:07:11.300]  是一個驍勇善戰的勇士
[00:07:11.300 --> 00:07:14.100]  而在第十至十二節
[00:07:14.100 --> 00:07:16.600]  原來這裡沒有給大家節數,anyway
[00:07:16.600 --> 00:07:23.300]  其實「靈祿」是一個南征北土的,建立很多國家的一個王
[00:07:23.300 --> 00:07:25.500]  所以我們可以推斷
[00:07:25.500 --> 00:07:29.400]  「靈祿」最初要去士拿地的目的
[00:07:29.400 --> 00:07:32.400]  就是要離開他的父家
[00:07:32.400 --> 00:07:35.400]  去建立一個屬於自己的國度
[00:07:35.400 --> 00:07:37.700]  而剛才所說的他是一個勇士
[00:07:37.700 --> 00:07:41.100]  他作為一個打仗也會贏的人
[00:07:41.100 --> 00:07:44.900]  其實有野心會想建國
[00:07:44.900 --> 00:07:48.100]  去擴建一個屬於自己的一些版圖
[00:07:48.100 --> 00:07:51.700]  其實在古代是一件很正常的事情
[00:07:51.700 --> 00:07:54.100]  所以當他們去到士拿地的平原
[00:07:54.100 --> 00:07:55.900]  他們就決定要安頓
[00:07:55.900 --> 00:08:00.700]  而剛剛經文說,他們就計劃要建城和塔
[00:08:00.700 --> 00:08:03.900]  其實建城的原因不是很難明白
[00:08:03.900 --> 00:08:10.000]  因為他們現在想著要選擇住的地方是一個平原
[00:08:10.000 --> 00:08:13.900]  平原其實代表著旁邊沒有山
[00:08:13.900 --> 00:08:18.700]  代表著那個地方在天然環境下缺乏了保護
[00:08:18.700 --> 00:08:21.800]  也很容易會受到外敵的襲擊
[00:08:21.800 --> 00:08:24.800]  所以他們要建一個城去保護自己
[00:08:24.800 --> 00:08:29.000]  以致他們那幫人能夠在那個地方安居
[00:08:29.000 --> 00:08:31.300]  而至於建塔
[00:08:31.300 --> 00:08:36.000]  其實在整個基督教界的不同學者
[00:08:36.000 --> 00:08:38.000]  有無數的討論
[00:08:38.000 --> 00:08:39.300]  有些學者會認為什麼呢?
[00:08:39.300 --> 00:08:42.600]  有些學者會認為,因為下一句經文其實有說
[00:08:42.600 --> 00:08:47.200]  他們建塔的目的是為了傳揚自己的名,就是為了傳揚他們的名
[00:08:47.200 --> 00:08:50.500]  所以他們這幫人是驕傲的
[00:08:50.500 --> 00:08:53.600]  他們為了自己的名字,要建塔
[00:08:53.600 --> 00:08:58.300]  正如剛才所說,其實06那個王是一個不斷地打仗
[00:08:58.300 --> 00:09:01.200]  建很多國家的一個王
[00:09:01.200 --> 00:09:07.000]  所以其實,我想要建一些和這個世界與別不同的建築物
[00:09:07.000 --> 00:09:11.900]  去令自己在後世裡面能夠繼續存留那個名字下去
[00:09:11.900 --> 00:09:13.600]  其實是有可能的
[00:09:13.600 --> 00:09:17.300]  我想,我們中國也好,不同的國家也好
[00:09:17.300 --> 00:09:20.600]  其實有很多皇帝都在做同一件事
[00:09:20.600 --> 00:09:22.900]  另外,有些學者認為什麼呢?
[00:09:22.900 --> 00:09:26.000]  認為他們剛才說建這個塔要怎樣?
[00:09:26.000 --> 00:09:29.100]  是要塔頂要通天
[00:09:29.100 --> 00:09:31.800]  說這幫人其實他們的驕傲
[00:09:31.800 --> 00:09:35.200]  是大到認為他們自己的能力
[00:09:35.200 --> 00:09:38.300]  已經可以與神同等
[00:09:38.300 --> 00:09:42.700]  因為在古時,其實天是神的居所
[00:09:42.700 --> 00:09:46.700]  而他們要求將那個塔起到要通天
[00:09:46.700 --> 00:09:51.800]  是代表他們要直接去到神的那個地方
[00:09:51.800 --> 00:09:56.300]  而有一些學者又會認為,因為「巴別」這個名字
[00:09:56.300 --> 00:10:01.600]  其實原文和「巴比倫」的原文是很相似的
[00:10:01.600 --> 00:10:05.600]  他們兩個的字母在原文裡面近乎是完全一樣的
[00:10:05.600 --> 00:10:11.100]  所以在巴比倫的文明,其實他們有一種叫做「金字形神塔」
[00:10:11.100 --> 00:10:14.100]  我給大家看一幅圖
[00:10:14.100 --> 00:10:17.100]  這座塔就是這樣
[00:10:17.100 --> 00:10:19.900]  而它最頂的部分
[00:10:19.900 --> 00:10:21.800]  按照當時巴比倫文化
[00:10:21.800 --> 00:10:26.600]  當時的人會認為這一座廟是一座廟
[00:10:26.600 --> 00:10:29.800]  會將那座廟視為神的門
[00:10:29.800 --> 00:10:35.000]  就是讓那些神明可以藉著這道門,可以上去或者下來
[00:10:35.000 --> 00:10:39.300]  是連接天地之間的一個連結
[00:10:39.300 --> 00:10:43.500]  這樣他們就可以藉著這座塔
[00:10:43.500 --> 00:10:47.900]  拿到那個神明的同在的意思
[00:10:47.900 --> 00:10:52.600]  所以,支持這個學說的那些學者
[00:10:52.600 --> 00:10:56.900]  會認為其實零六他們要建這個通天塔
[00:10:56.900 --> 00:11:02.000]  其實不是好情況,是在建立一個屬於他們的信仰
[00:11:02.000 --> 00:11:05.500]  從而去獲取神的同在
[00:11:05.500 --> 00:11:10.400]  雖然我們其實沒有一個可以很肯定究竟哪一個說法才對
[00:11:10.400 --> 00:11:13.300]  但是我們在經文之後會看到的就是
[00:11:13.300 --> 00:11:15.600]  無論他們因為什麼原因
[00:11:15.600 --> 00:11:20.300]  這個建塔的計劃是上帝不喜歡的
[00:11:20.300 --> 00:11:24.900]  無論是因為他們為了要傳揚自己的名字
[00:11:24.900 --> 00:11:28.800]  還是他們要視自己與神同等
[00:11:28.800 --> 00:11:33.500]  抑或他們要創造一個屬於他們的信仰
[00:11:33.500 --> 00:11:38.100]  這幾樣東西其實很明顯,我們有一點點智慧想了想都知道
[00:11:38.100 --> 00:11:40.200]  其實上帝不會喜歡,是不是?
[00:11:40.200 --> 00:11:44.300]  甚至其實在之後上帝會說
[00:11:44.300 --> 00:11:47.400]  他們如今做這件事,如果成的話
[00:11:47.400 --> 00:11:51.700]  以後他們做的事就沒有什麼不可以成就了
[00:11:51.700 --> 00:11:54.200]  上帝覺得如果他們這一刻
[00:11:54.200 --> 00:11:56.900]  不阻止這個計劃的實行的話
[00:11:56.900 --> 00:12:00.400]  這幫人將來犯的罪是會更大
[00:12:00.400 --> 00:12:03.400]  也會更難以上掌
[00:12:03.400 --> 00:12:08.000]  說的是建一把別塔不過是一個開始
[00:12:08.000 --> 00:12:09.800]  所以上帝要 take action
[00:12:09.800 --> 00:12:11.900]  上帝用了一個很簡單的方法
[00:12:11.900 --> 00:12:15.600]  就是將他們的言語打亂,令到他們溝通不了
[00:12:15.600 --> 00:12:22.100]  自然就不可以再繼續同心合力地建這座塔和這座城
[00:12:22.100 --> 00:12:26.400]  也因為這樣,人就是這樣不可以再建這個城了
[00:12:26.400 --> 00:12:30.900]  還要從那個地方分散去到全地
[00:12:30.900 --> 00:12:33.200]  如果說到分散這個詞
[00:12:33.200 --> 00:12:35.400]  如果大家剛剛讀經文有留意的話
[00:12:35.400 --> 00:12:40.800]  其實分散這個詞在這段經文裡面出現了幾次
[00:12:40.800 --> 00:12:42.000]  一共出現了三次
[00:12:42.000 --> 00:12:44.200]  分別是第四章的時候有說過
[00:12:44.200 --> 00:12:49.400]  人要建城和塔的原因是因為他們不想被分散
[00:12:49.400 --> 00:12:53.200]  而第八節有說的就是耶和華真的 take action
[00:12:53.200 --> 00:12:57.200]  去令到這幫人分散的一個行為、一個行動
[00:12:57.200 --> 00:12:59.200]  而最後的第九節
[00:12:59.200 --> 00:13:03.500]  他解釋的就是人之所以不可以建城和塔的原因
[00:13:03.500 --> 00:13:07.500]  是因為他們溝通不了而被分散了
[00:13:07.500 --> 00:13:10.800]  我想我們一貫對聖經的認知都知道
[00:13:10.800 --> 00:13:15.200]  其實如果一些字眼在經文裡面重複出現
[00:13:15.200 --> 00:13:17.700]  通常都有特別意思
[00:13:17.700 --> 00:13:20.100]  或者是重要意思
[00:13:20.100 --> 00:13:22.000]  這裡說人不想被分散
[00:13:22.000 --> 00:13:28.300]  其實如果我們看回創世紀比較早的一些經文
[00:13:28.300 --> 00:13:30.100]  說的是上帝的心意
[00:13:30.100 --> 00:13:32.300]  其實無論是創造亞當的時候
[00:13:32.300 --> 00:13:33.900]  在第一章裡面說的
[00:13:33.900 --> 00:13:35.600]  還是在洪水過後
[00:13:35.600 --> 00:13:38.000]  上帝跟老亞說的話裡面
[00:13:38.000 --> 00:13:40.000]  兩者其實是一樣的
[00:13:40.000 --> 00:13:40.900]  他說的是
[00:13:40.900 --> 00:13:44.000]  他希望的是人要生養更多
[00:13:44.000 --> 00:13:46.200]  要遍滿全地
[00:13:46.200 --> 00:13:47.400]  但是剛剛我們說
[00:13:47.400 --> 00:13:50.800]  這幫人建城和塔的原因是什麼
[00:13:50.800 --> 00:13:53.600]  他們是不想被分散
[00:13:53.600 --> 00:13:55.600]  他們要聚在一起
[00:13:55.600 --> 00:13:58.600]  就是說其實他們所做的這件事
[00:13:58.600 --> 00:14:05.900]  某種情況是跟上帝原先的心意互相違背
[00:14:05.900 --> 00:14:07.500]  所以也不排除
[00:14:07.500 --> 00:14:13.900]  這也可能是上帝要令巴比塔建不成的一個原因
[00:14:13.900 --> 00:14:16.200]  因為某種情況上
[00:14:16.200 --> 00:14:22.200]  他們是同心地做一件違背上帝的話的一件事
[00:14:22.200 --> 00:14:25.600]  這就是整個巴比塔的故事
[00:14:25.600 --> 00:14:30.900]  巴比塔的故事有什麼值得我們去想一想呢?
[00:14:30.900 --> 00:14:34.200]  我想在我過去讀巴比塔這個故事的時候
[00:14:34.200 --> 00:14:36.500]  通常我大概的結論就是在說什麼呢?
[00:14:36.500 --> 00:14:40.000]  就是專注於人的驕傲
[00:14:40.000 --> 00:14:42.700]  其實我們會認為
[00:14:42.700 --> 00:14:45.200]  如果他們建巴比塔的原因
[00:14:45.200 --> 00:14:47.200]  不是為了傳揚自己的名
[00:14:47.200 --> 00:14:49.700]  改一改為了傳揚上帝的名
[00:14:49.700 --> 00:14:51.900]  應該建成的
[00:14:51.900 --> 00:14:52.900]  因為驕傲嘛
[00:14:52.900 --> 00:14:54.800]  我為了自己
[00:14:54.800 --> 00:14:57.600]  但是又或者我們會把剛才說的一樣
[00:14:57.600 --> 00:14:58.800]  把焦點放在另一方面
[00:14:58.800 --> 00:15:00.800]  就是人不想被分散
[00:15:00.800 --> 00:15:03.500]  跟上帝要人
[00:15:03.500 --> 00:15:07.800]  信仰眾多、遍滿全地的心意是相反的
[00:15:07.800 --> 00:15:10.000]  所以就不成事
[00:15:10.000 --> 00:15:12.400]  所以結論就很容易去到變成什麼
[00:15:12.400 --> 00:15:14.300]  我們要對準上帝的心
[00:15:14.300 --> 00:15:16.300]  做上喜悅的事
[00:15:16.300 --> 00:15:18.600]  跟隨上帝的心意走
[00:15:18.600 --> 00:15:20.800]  這樣就搞定了
[00:15:20.800 --> 00:15:26.100]  的確,故事可以在這些結論上面聽
[00:15:26.100 --> 00:15:30.000]  但是這次當我去預備這一段經文的時候
[00:15:30.000 --> 00:15:32.500]  我反省多了其他事情
[00:15:32.500 --> 00:15:35.700]  而最大的反省是什麼呢?
[00:15:35.700 --> 00:15:39.100]  就是當時人要建巴比塔
[00:15:39.100 --> 00:15:44.100]  我們其實如果按一個正常去看一件事情的角度去想
[00:15:44.100 --> 00:15:50.300]  其實他們同心合意地希望完成的事情
[00:15:50.300 --> 00:15:52.700]  其實建巴比塔其實是人
