
[00:00:00.000 --> 00:00:03.980]  今個星期開始我們會講一個新的講道系列
[00:00:03.980 --> 00:00:06.980]  我們會講這個《新命記》
[00:00:06.980 --> 00:00:13.960]  大家都應該知道《新命記》是摩西五經的其中一經
[00:00:13.960 --> 00:00:17.720]  如果熟悉以色列的故事的話
[00:00:17.720 --> 00:00:21.360]  我們都知道摩西是帶以色列人從埃及地
[00:00:21.360 --> 00:00:25.440]  出去進入神所應許的迦南美地
[00:00:25.440 --> 00:00:26.880]  大家知不知道這一段的行程
[00:00:26.880 --> 00:00:29.600]  其實只不過如果要認真走的話
[00:00:29.600 --> 00:00:30.960]  十一日就走完了
[00:00:30.960 --> 00:00:32.760]  不過大家知不知道
[00:00:32.760 --> 00:00:34.640]  他們最後走了四十年
[00:00:34.640 --> 00:00:36.200]  走了四十年
[00:00:36.200 --> 00:00:39.040]  如果我們看第三節的話
[00:00:39.040 --> 00:00:42.840]  摩西在這裡就給了一個日期
[00:00:42.840 --> 00:00:45.400]  讓我們可以在時間的觀念上面
[00:00:45.400 --> 00:00:47.520]  我們知道大概在發生什麼時間
[00:00:47.520 --> 00:00:49.120]  摩西在第三節說
[00:00:49.120 --> 00:00:53.320]  他們在出埃及之後的第四十年
[00:00:53.320 --> 00:00:58.840]  神就通過摩西來向他的百姓講說話
[00:00:58.840 --> 00:01:02.360]  那個時間大概他們進入
[00:01:02.360 --> 00:01:07.040]  應許之地之前的兩個月左右
[00:01:07.040 --> 00:01:10.160]  剛才經文都告訴我們
[00:01:10.160 --> 00:01:12.640]  那個世代的以色列人
[00:01:12.640 --> 00:01:17.400]  除了約書亞和迦納這兩個人之外
[00:01:17.400 --> 00:01:23.000]  其他那個世代的所有走在曠野路上的以色列人
[00:01:23.000 --> 00:01:25.480]  全部死在曠野當中
[00:01:25.480 --> 00:01:29.120]  唯有在當時二十歲以下的人
[00:01:29.120 --> 00:01:35.320]  然後才可以成為新起的新一代
[00:01:35.320 --> 00:01:39.920]  進入應許的迦南地
[00:01:39.920 --> 00:01:41.920]  所以大概新的一代
[00:01:41.920 --> 00:01:45.920]  對他們出埃及的故事已經不是很熟悉了
[00:01:45.920 --> 00:01:48.240]  也都不是太過熟悉神的應許
[00:01:48.240 --> 00:01:50.720]  或者是神所賜下的律法
[00:01:50.720 --> 00:01:55.520]  所以神在將要進入迦南美地之前
[00:01:55.520 --> 00:01:58.880]  神就通過摩西再一次提醒他們
[00:01:58.880 --> 00:02:02.560]  你千萬不要像你們的父輩犯這樣的錯誤
[00:02:02.560 --> 00:02:07.440]  你們一定要堅持走在神的道路上
[00:02:07.440 --> 00:02:11.160]  而摩西也都知道
[00:02:11.160 --> 00:02:15.640]  他離世的日子就要近了
[00:02:15.640 --> 00:02:20.080]  大家在這樣的背景裡面大概可以這樣說
[00:02:20.080 --> 00:02:28.080]  新明紀就好像是摩西對以色列人的一個臨別贈言
[00:02:28.080 --> 00:02:31.680]  大家可以想像在一個早上
[00:02:31.680 --> 00:02:36.040]  摩西就召集了所有的百姓在約旦河東
[00:02:36.040 --> 00:02:40.920]  遠遠來看著整個神所應許的迦南美地
[00:02:40.920 --> 00:02:44.080]  然後摩西就跟以色列人說
[00:02:44.080 --> 00:02:48.320]  關於他們當日離開埃及的故事
[00:02:48.320 --> 00:02:50.080]  大家都知道
[00:02:50.080 --> 00:02:55.600]  當神所命定的漂流在這個曠野地的日子將要滿的時候
[00:02:55.600 --> 00:02:57.600]  我們看第二十一字
[00:02:57.600 --> 00:02:59.520]  摩西跟以色列人說的是什麼話
[00:02:59.520 --> 00:03:01.080]  他說你看看
[00:03:01.080 --> 00:03:05.160]  擺在你面前的就是神所應許給過你們的美地
[00:03:05.160 --> 00:03:08.560]  現在你們什麼都不用怕
[00:03:08.560 --> 00:03:10.920]  你們上去得那地為業
[00:03:10.920 --> 00:03:13.800]  你們要做的就是這樣
[00:03:13.800 --> 00:03:20.000]  當時向新一代的以色列人說的這一句的命令
[00:03:20.000 --> 00:03:22.280]  其實在數十年之前
[00:03:22.280 --> 00:03:27.320]  神都是向他們的父輩說同一個的命令
[00:03:27.320 --> 00:03:28.520]  就是說
[00:03:28.520 --> 00:03:32.280]  耶和華已經將這個美地擺在你們面前了
[00:03:32.280 --> 00:03:33.960]  我們想大家留意一下
[00:03:33.960 --> 00:03:35.640]  擺在的意思
[00:03:35.640 --> 00:03:39.160]  就不是就這樣把東西擺在你面前讓你看看這麼簡單
[00:03:39.160 --> 00:03:42.120]  原來這個擺在是包括一個很重的
[00:03:42.120 --> 00:03:46.560]  給了你賜予給你的一個意思
[00:03:46.560 --> 00:03:48.080]  還有留意
[00:03:48.080 --> 00:03:51.400]  這個神並不是很模棱兩可的
[00:03:51.400 --> 00:03:55.120]  並不是地你們盡力去拿
[00:03:55.120 --> 00:03:56.920]  拿到多少就多少
[00:03:56.920 --> 00:03:58.360]  你們應該會成功的
[00:03:58.360 --> 00:03:59.920]  不是模棱兩可的
[00:03:59.920 --> 00:04:04.280]  這裡神所用的那個用語是相當的清晰的
[00:04:04.280 --> 00:04:06.880]  已經給了你們了
[00:04:06.880 --> 00:04:10.600]  現在你所要做的就是上去得那地為業
[00:04:10.600 --> 00:04:12.120]  所以這個不是一個建議
[00:04:12.120 --> 00:04:13.520]  而是一個命令
[00:04:13.520 --> 00:04:15.160]  是一個只有成功
[00:04:15.160 --> 00:04:16.120]  不要失敗
[00:04:16.120 --> 00:04:17.760]  神的承諾
[00:04:17.760 --> 00:04:19.080]  由於是這樣的話
[00:04:19.080 --> 00:04:21.960]  神也叫他們不要害怕
[00:04:21.960 --> 00:04:23.920]  不要驚慌
[00:04:23.920 --> 00:04:27.120]  不過雖然命令相當的清晰
[00:04:27.120 --> 00:04:32.120]  但是當時離開埃及地之後的第一代以色列人
[00:04:32.120 --> 00:04:33.600]  經文告訴我們
[00:04:33.600 --> 00:04:36.360]  第二十二節就去到摩西那裡
[00:04:36.360 --> 00:04:38.000]  說不如我們去摩西
[00:04:38.000 --> 00:04:42.640]  我們先派一些人去看看那是什麼地方
[00:04:42.640 --> 00:04:44.840]  以致我們更有信心
[00:04:44.840 --> 00:04:47.920]  更安心的進入這個地方
[00:04:47.920 --> 00:04:50.160]  摩西聽完他們的建議之後
[00:04:50.160 --> 00:04:52.560]  他說也好
[00:04:52.560 --> 00:04:53.960]  二十三節那裡
[00:04:53.960 --> 00:04:57.320]  摩西就以這話為尾
[00:04:57.320 --> 00:04:58.640]  這樣就好了
[00:04:58.640 --> 00:04:59.840]  我們十二支派
[00:04:59.840 --> 00:05:02.720]  每一個支派派一個人做代表
[00:05:02.720 --> 00:05:04.720]  然後進入那個地方裡面
[00:05:04.720 --> 00:05:06.560]  幫我們搜集情報
[00:05:06.560 --> 00:05:10.840]  然後回來告訴我們一個怎樣的情況
[00:05:10.840 --> 00:05:12.680]  我們聽了也很合理
[00:05:12.680 --> 00:05:14.880]  一個這麼大的行動之前
[00:05:14.880 --> 00:05:17.720]  先來搜集一些情報
[00:05:17.720 --> 00:05:19.560]  不過我們剛才起碼說
[00:05:19.560 --> 00:05:23.640]  記得一開始的時候神的命令是什麼
[00:05:23.640 --> 00:05:27.240]  我已經將我的美地擺在你面前
[00:05:27.240 --> 00:05:29.640]  賜了給你們
[00:05:29.640 --> 00:05:30.920]  給了你們
[00:05:30.920 --> 00:05:32.280]  是過去式
[00:05:32.280 --> 00:05:33.160]  給了你們
[00:05:33.160 --> 00:05:36.440]  你們現在可以去拿
[00:05:36.440 --> 00:05:39.000]  他們派探子進去
[00:05:39.000 --> 00:05:40.240]  拿情報
[00:05:40.240 --> 00:05:42.520]  看看那個地是什麼地
[00:05:42.520 --> 00:05:44.600]  容易不容易拿
[00:05:44.600 --> 00:05:47.560]  豈不是很荒謬嗎
[00:05:47.560 --> 00:05:49.840]  將一個神的應許成就
[00:05:49.840 --> 00:05:51.400]  答應了你的事情
[00:05:51.400 --> 00:05:56.080]  來找證據可不可以加
[00:05:56.080 --> 00:06:00.680]  其實就是對神一個質疑
[00:06:00.680 --> 00:06:03.880]  我想大家想像一個這樣的情景
[00:06:03.880 --> 00:06:06.200]  你的父親有一檔東西
[00:06:06.200 --> 00:06:07.840]  很賣錢的
[00:06:07.840 --> 00:06:09.560]  叫做阿爺私房菜
[00:06:09.560 --> 00:06:10.800]  阿爺不要搞錯
[00:06:10.800 --> 00:06:12.200]  是阿爺私房菜
[00:06:12.200 --> 00:06:13.280]  很賺錢的
[00:06:13.280 --> 00:06:15.280]  你爸爸就跟你說
[00:06:15.280 --> 00:06:18.120]  你現在找一天就去
[00:06:18.120 --> 00:06:21.600]  是不是外面有來賓可以叫進來
[00:06:21.600 --> 00:06:25.360]  他說你可以找一天
[00:06:25.360 --> 00:06:26.880]  來到我的店鋪那裡
[00:06:26.880 --> 00:06:28.480]  我將鑰匙給你們
[00:06:28.480 --> 00:06:30.680]  我將整個店鋪給了你
[00:06:30.680 --> 00:06:32.400]  你兒子想一想之後
[00:06:32.400 --> 00:06:33.840]  不是啊爸爸
[00:06:33.840 --> 00:06:38.520]  你的店鋪有幾隻很兇的狗在看門口
[00:06:38.520 --> 00:06:41.120]  我進去的時候很危險的
[00:06:41.120 --> 00:06:42.280]  那個父親就說
[00:06:42.280 --> 00:06:43.120]  怕什麼
[00:06:43.120 --> 00:06:44.680]  那些是我養的狗
[00:06:44.680 --> 00:06:45.680]  我叫一聲的話
[00:06:45.680 --> 00:06:47.040]  那些狗就不會吠你
[00:06:47.040 --> 00:06:47.760]  不會咬你
[00:06:47.760 --> 00:06:49.280]  不用怕
[00:06:49.280 --> 00:06:51.040]  如果你是兒子
[00:06:51.040 --> 00:06:52.840]  你是相信我爸爸所說的
[00:06:52.840 --> 00:06:54.440]  那些狗不會傷害你
[00:06:54.440 --> 00:06:58.320]  還是你仍然是很怕那些狗
[00:06:58.320 --> 00:06:59.560]  回到以色列的故事
[00:06:59.560 --> 00:07:01.280]  你覺得神是不是可靠的
[00:07:01.280 --> 00:07:03.240]  是不是可信的
[00:07:03.240 --> 00:07:05.240]  神有沒有能力去履行
[00:07:05.240 --> 00:07:08.160]  祂所應許承諾過的事情呢
[00:07:08.160 --> 00:07:11.480]  我相信大家都會很同意的
[00:07:11.480 --> 00:07:13.360]  神既願意
[00:07:13.360 --> 00:07:15.480]  亦有能力
[00:07:15.480 --> 00:07:18.800]  如果神又願意又有能力的時候
[00:07:18.800 --> 00:07:20.800]  當神告訴這幫以色列人
[00:07:20.800 --> 00:07:23.400]  我已經將那些地給了你的時候
[00:07:23.400 --> 00:07:24.400]  就是說什麼
