
[00:00:00.000 --> 00:00:02.000]  今天我覺得神是很有恩典
[00:00:02.000 --> 00:00:05.680]  是2017年1月1日第一個星期
[00:00:05.680 --> 00:00:10.080]  剛好1月1日是星期日
[00:00:10.080 --> 00:00:13.120]  我們搬到一個新的地方
[00:00:13.120 --> 00:00:16.160]  剛才我已經到那裡講道
[00:00:16.160 --> 00:00:18.800]  因為穆斯現在是堂主任
[00:00:18.800 --> 00:00:22.480]  所以我鼓勵他下去跟人打招呼
[00:00:22.480 --> 00:00:23.600]  關心一下人們
[00:00:23.600 --> 00:00:26.120]  所以變成他講不到這一堂道
[00:00:26.120 --> 00:00:27.800]  叫穆斯不如你回來講
[00:00:27.800 --> 00:00:31.960]  也好 我就將剛才我在使命教會的訊息
[00:00:31.960 --> 00:00:33.680]  跟大家分享
[00:00:33.680 --> 00:00:37.600]  因為我們都在一起經歷神跡的出現
[00:00:37.600 --> 00:00:42.400]  但這個神跡是由我們跟神一起配合去締造的
[00:00:42.400 --> 00:00:45.280]  我相信特別在過去的日子裡
[00:00:45.280 --> 00:00:47.600]  你曾經為使命教會祈禱
[00:00:47.600 --> 00:00:51.560]  你今天可以分享到這個祝福了
[00:00:51.560 --> 00:00:55.800]  剛才下去的時候有超過一百人聚會
[00:00:55.800 --> 00:01:01.080]  原來使命教會在新豐花園已經有十七年的時間
[00:01:01.080 --> 00:01:05.120]  但這十七年來他們都是只有幾十人聚會
[00:01:05.120 --> 00:01:08.720]  後來他們很想結束了這間教會
[00:01:08.720 --> 00:01:12.080]  因為運作了十七年都好像沒有什麼增長
[00:01:12.080 --> 00:01:13.680]  他們就很想結束
[00:01:13.680 --> 00:01:16.160]  但當他們在結束的過程當中
[00:01:16.160 --> 00:01:19.880]  有一位他們的 founder 即是開辦者
[00:01:19.880 --> 00:01:21.360]  也是一個信徒
[00:01:21.360 --> 00:01:23.360]  他們來大廈去禱告
[00:01:23.360 --> 00:01:26.520]  無論如何他們在祈禱的時候就想起梁詠善
[00:01:26.520 --> 00:01:27.960]  他不認識我
[00:01:27.960 --> 00:01:29.400]  我更加不認識他
[00:01:29.400 --> 00:01:32.760]  他們就找來第三者來大廈約見我
[00:01:32.760 --> 00:01:37.680]  問我可不可以來大廈接手做這間教會
[00:01:37.680 --> 00:01:40.680]  我來大廈跟他聊天的時候
[00:01:40.680 --> 00:01:41.760]  我就說好啊
[00:01:41.760 --> 00:01:43.360]  我要先看看
[00:01:43.360 --> 00:01:46.800]  他帶我去看這間教會的時候
[00:01:46.800 --> 00:01:48.120]  我發覺
[00:01:48.120 --> 00:01:49.160]  不是吧
[00:01:49.160 --> 00:01:50.760]  我好像有這樣的經歷
[00:01:50.760 --> 00:01:52.080]  很邪惡
[00:01:52.080 --> 00:01:53.000]  為什麼呢?
[00:01:53.000 --> 00:01:54.240]  稍後我們會看到
[00:01:54.240 --> 00:01:56.760]  很多很多的佛寺
[00:01:56.760 --> 00:01:58.000]  骨灰暗
[00:01:58.000 --> 00:01:59.480]  在他們的周圍
[00:01:59.480 --> 00:02:01.880]  我說如果我要做
[00:02:01.880 --> 00:02:02.360]  不行
[00:02:02.360 --> 00:02:03.120]  那就隨便吧
[00:02:03.120 --> 00:02:05.240]  我回到我自己的 PowerPoint (文件夾)
[00:02:05.240 --> 00:02:07.040]  剛才我想打一張相給大家看
[00:02:07.040 --> 00:02:08.520]  剛才有百多人聚會
[00:02:08.520 --> 00:02:12.680]  我們就會覺得做這間教會是絕不容易的
[00:02:12.680 --> 00:02:13.720]  我們看看
[00:02:13.720 --> 00:02:17.320]  原來在這間教會周圍有什麼呢?
[00:02:17.320 --> 00:02:19.520]  有很多不同的廟宇
[00:02:19.520 --> 00:02:21.440]  有很多的暗堂
[00:02:21.440 --> 00:02:24.640]  連日本的天德聖教
[00:02:24.640 --> 00:02:25.560]  你留意到
[00:02:25.560 --> 00:02:28.080]  都在他們的旁邊
[00:02:28.080 --> 00:02:29.600]  所以我覺得
[00:02:29.600 --> 00:02:32.800]  這個黑暗的邪惡勢力是很大的
[00:02:32.800 --> 00:02:34.840]  如果我們真的要做的時候
[00:02:34.840 --> 00:02:36.200]  其實是向他們挑戰
[00:02:36.200 --> 00:02:37.320]  但是我覺得
[00:02:37.320 --> 00:02:39.240]  絕對不是一個大問題
[00:02:39.240 --> 00:02:40.960]  有一個鳥禁圖
[00:02:40.960 --> 00:02:43.760]  下面那一張我們會看看
[00:02:43.760 --> 00:02:44.720]  雖然小一點
[00:02:44.720 --> 00:02:46.880]  你看到包圍著他們的很多
[00:02:46.880 --> 00:02:49.200]  那時候我跟他說
[00:02:49.200 --> 00:02:51.320]  在這個地方裡面
[00:02:51.320 --> 00:02:54.800]  其實不會有微信的人特意上來教會
[00:02:54.800 --> 00:02:57.720]  他是在新豐花園的上面
[00:02:57.720 --> 00:03:01.320]  在這些屋苑後面一條很小的路走進去
[00:03:01.320 --> 00:03:03.280]  一個很小的地方
[00:03:03.280 --> 00:03:07.720]  但是其實新豐花園離大埔虛火車站是不遠的
[00:03:07.720 --> 00:03:10.080]  如果我們坐的士是不會跳標的
[00:03:10.080 --> 00:03:11.760]  十四個半就能坐上去了
[00:03:11.760 --> 00:03:14.320]  如果你坐 Van 也是四個多元錢
[00:03:14.320 --> 00:03:15.920]  現在四個多元錢的 Van
[00:03:15.920 --> 00:03:17.880]  那個路程不會是很長的
[00:03:17.880 --> 00:03:22.880]  但是我說絕對不會有人特意上來參加這間教會
[00:03:22.880 --> 00:03:25.600]  我說如果不下山是沒得做的
[00:03:25.600 --> 00:03:29.320]  我們願不願意接受我這個理念
[00:03:29.320 --> 00:03:31.680]  如果不接受就不用做了
[00:03:31.680 --> 00:03:32.640]  那就好
[00:03:32.640 --> 00:03:33.880]  一會兒會說
[00:03:33.880 --> 00:03:35.560]  經歷了很長的時間
[00:03:35.560 --> 00:03:39.480]  但是終於我們可以下山了
[00:03:39.480 --> 00:03:40.960]  今天就是第一天
[00:03:40.960 --> 00:03:42.160]  在我們的聚會
[00:03:42.160 --> 00:03:43.960]  非常漂亮的一個地方
[00:03:43.960 --> 00:03:47.080]  當我們離大埔下山的時候
[00:03:47.080 --> 00:03:48.560]  我就想起
[00:03:48.560 --> 00:03:51.760]  耶穌基督有類似的經歷
[00:03:51.760 --> 00:03:54.880]  耶穌基督曾經帶著十二個門徒
[00:03:54.880 --> 00:03:56.080]  去到一個地方叫做
[00:03:56.080 --> 00:03:58.560]  「蓋撒利亞肥納比」
[00:03:58.560 --> 00:04:01.480]  然後耶穌在這個地方問門徒
[00:04:01.480 --> 00:04:04.360]  「你說我是誰?」
[00:04:04.360 --> 00:04:07.440]  其實耶穌帶著這群人去這個地方
[00:04:07.440 --> 00:04:10.200]  對他來說是非常不利的
[00:04:10.200 --> 00:04:12.200]  因為「蓋撒利亞肥納比」
[00:04:12.200 --> 00:04:15.120]  就類似使命教會的處境
[00:04:15.120 --> 00:04:18.720]  有很多危鵝高聳
[00:04:18.720 --> 00:04:22.760]  用白鋁石造成的廟宇在當中
[00:04:22.760 --> 00:04:24.440]  拜很多的神
[00:04:24.440 --> 00:04:28.320]  而更加重要的就是當時的君王
