
[00:00:00.000 --> 00:00:03.000]  好,弟兄姊妹,早安
[00:00:03.000 --> 00:00:08.280]  有一套大概三十年前的港產片
[00:00:08.280 --> 00:00:12.240]  可能有些年輕的還沒出生
[00:00:12.240 --> 00:00:13.840]  三十年前
[00:00:13.840 --> 00:00:18.760]  那套港產片有一個問題
[00:00:18.760 --> 00:00:22.360]  可能大家聽完也有看過
[00:00:22.360 --> 00:00:23.480]  那條問題是這樣的
[00:00:23.480 --> 00:00:29.120]  你有沒有曾幾何時覺得空虛、覺得寂寞、覺得冷?
[00:00:29.120 --> 00:00:32.280]  懂笑的就可能已經記得了
[00:00:32.280 --> 00:00:35.280]  那套電影是周星馳的電影
[00:00:35.280 --> 00:00:40.240]  其實我為何會有這個問題呢?
[00:00:40.240 --> 00:00:42.080]  我覺得這個問題其實也很有意思
[00:00:42.080 --> 00:00:46.880]  去到大概三十多年我都還拿出來說
[00:00:46.880 --> 00:00:49.760]  我看的時候很小的
[00:00:49.760 --> 00:00:51.000]  說多說少
[00:00:51.000 --> 00:00:58.760]  因為我們曾經都會覺得自己是空虛、寂寞
[00:00:58.760 --> 00:01:02.360]  甚至乎是覺得心靈上覺得冷
[00:01:02.360 --> 00:01:08.120]  那又或者是都會覺得自己可能再推進一點
[00:01:08.120 --> 00:01:12.840]  就是可能自己曾經有過一種感覺
[00:01:12.840 --> 00:01:15.400]  一種絕望的感覺
[00:01:15.400 --> 00:01:18.120]  不知道弟兄姊妹有沒有一種這樣的
[00:01:18.120 --> 00:01:22.640]  有沒有曾經有過這樣的感受在自己的生命裡頭
[00:01:22.640 --> 00:01:25.880]  有空虛、寂寞、冷
[00:01:25.880 --> 00:01:28.680]  甚至乎是絕望的感覺
[00:01:28.680 --> 00:01:31.640]  說多說少可能是有這些原因
[00:01:31.640 --> 00:01:35.360]  有可能是自己的身心靈
[00:01:35.360 --> 00:01:37.880]  或者自己的心靈是不被明白
[00:01:37.880 --> 00:01:39.280]  可能說了一些說話
[00:01:39.280 --> 00:01:40.240]  說了很多次
[00:01:40.240 --> 00:01:42.560]  做了一些事做了很多次
[00:01:42.560 --> 00:01:44.840]  但是都仍然不給別人
[00:01:44.840 --> 00:01:46.840]  就是說極別人都不明白
[00:01:46.840 --> 00:01:49.920]  甚至乎覺得都沒有人明白自己
[00:01:49.920 --> 00:01:54.560]  亦都有可能是覺得自己都努力過了
[00:01:54.560 --> 00:01:59.560]  努力過很想達成某些目標、某些結果
[00:01:59.560 --> 00:02:04.160]  但是做了出來就得不到一個預期的結果
[00:02:04.160 --> 00:02:07.560]  可能我們當中都有一些弟兄姊妹是這樣
[00:02:07.560 --> 00:02:12.240]  又或者可能是會覺得自己很努力建立了一些東西出來
[00:02:12.240 --> 00:02:18.320]  但是眼見它慢慢會毀於一旦
[00:02:18.320 --> 00:02:21.400]  亦都可能有時候我們是會覺得
[00:02:21.400 --> 00:02:23.720]  可能在我們的生活當中
[00:02:23.720 --> 00:02:26.600]  感受到不斷被攻擊
[00:02:26.600 --> 00:02:29.040]  有可能是腹背受敵
[00:02:29.040 --> 00:02:31.880]  又或者可能是不斷地中箭
[00:02:31.880 --> 00:02:34.920]  成為眾矢之的等等等等
[00:02:34.920 --> 00:02:39.640]  這些情況都可能會成為了
[00:02:39.640 --> 00:02:44.680]  讓我們人生裡面有一種空虛寂寞動
[00:02:44.680 --> 00:02:47.400]  以至絕望的感覺
[00:02:47.400 --> 00:02:52.960]  我記得都是一個很多年前的一首流行曲
[00:02:52.960 --> 00:02:58.640]  就是「我不要看見未來也不會看見歷史」
[00:02:58.640 --> 00:03:02.080]  應該可能有些年紀的弟兄姊妹
[00:03:02.080 --> 00:03:04.280]  大概八十、九十後的弟兄姊妹
[00:03:04.280 --> 00:03:09.120]  應該是一聽到這個歌詞可能就會有些印象
[00:03:09.120 --> 00:03:11.880]  其實因為這些感受
[00:03:11.880 --> 00:03:15.400]  是讓我們看不見未來
[00:03:15.400 --> 00:03:17.960]  看不見希望
[00:03:17.960 --> 00:03:21.400]  其實絕望的相反就是希望
[00:03:21.400 --> 00:03:25.440]  但是絕望就是往往令到我們看不見未來
[00:03:25.440 --> 00:03:30.480]  看不見有任何的將來可言
[00:03:30.480 --> 00:03:33.480]  今天的經文是寄述到
[00:03:33.480 --> 00:03:38.760]  以利亞和上帝相遇的事蹟
[00:03:38.760 --> 00:03:42.040]  以利亞對於猶太人來說
[00:03:42.040 --> 00:03:46.760]  是一個很有地位和重要的角色
[00:03:46.760 --> 00:03:51.360]  甚至乎對於我們信主一段時間的弟兄姊妹都知道
[00:03:51.360 --> 00:03:56.160]  以利亞可以說是先知的代表
[00:03:56.160 --> 00:03:58.560]  所以在這封書裡面
[00:03:58.560 --> 00:04:02.000]  當耶穌登山變相的時候
[00:04:02.000 --> 00:04:07.400]  耶穌就是和摩西和以利亞講話
[00:04:07.400 --> 00:04:10.520]  可以看到以利亞在猶太人當中
[00:04:10.520 --> 00:04:15.800]  以至在以色列的傳統裡面是非常重要的
[00:04:15.800 --> 00:04:18.360]  但是一個這麼重要的人物
[00:04:18.360 --> 00:04:19.960]  可能我們都會想
[00:04:19.960 --> 00:04:23.480]  其實他應該是做了很偉大的事情
[00:04:23.480 --> 00:04:25.880]  心心靈是很強大的
[00:04:25.880 --> 00:04:28.640]  有一個鋼鐵一般的意志
[00:04:28.640 --> 00:04:30.360]  沒有弱點的
[00:04:30.360 --> 00:04:33.640]  可能我們有這樣的想法
[00:04:33.640 --> 00:04:36.680]  但其實我們有這樣的想法
[00:04:36.680 --> 00:04:42.160]  很多時候是因為我們對一些偉大的人物
[00:04:42.160 --> 00:04:46.520]  有一種英雄情意結
[00:04:46.520 --> 00:04:53.120]  但是聖經其實從來不是描寫英雄的書
[00:04:53.120 --> 00:04:55.120]  聖經從來不是寫英雄的書
[00:04:55.120 --> 00:04:58.520]  如果我們很想學以利亞
[00:04:58.520 --> 00:05:00.920]  或者很想學保羅
[00:05:00.920 --> 00:05:06.680]  其實可能我們看漏了一些東西
[00:05:06.680 --> 00:05:12.360]  其實聖經是刻劃一個真實的人
[00:05:12.360 --> 00:05:17.360]  他怎樣和上帝相遇的書
[00:05:17.360 --> 00:05:20.840]  一個真實的人自然會怎樣?
[00:05:20.840 --> 00:05:22.560]  自然會有弱點
[00:05:22.560 --> 00:05:24.920]  自然會有他軟弱之處
[00:05:24.920 --> 00:05:30.160]  自然會有他負面、陰暗的一面
[00:05:30.160 --> 00:05:36.360]  所以聖經的技術雖然是一個遠古時代的人和事
[00:05:36.360 --> 00:05:38.320]  新約都二千年
[00:05:38.320 --> 00:05:39.920]  舊約就差不多四千年
[00:05:39.920 --> 00:05:41.600]  有這樣的歷史
[00:05:41.600 --> 00:05:45.120]  但是當中刻劃的人性
[00:05:45.120 --> 00:05:50.200]  其實是我們每一個人所共有的經驗
[00:05:50.200 --> 00:05:52.360]  所以我們或多或少
[00:05:52.360 --> 00:05:57.080]  都可能會和以利亞有所共情
[00:05:57.080 --> 00:06:00.920]  產生一種共情的效應
[00:06:00.920 --> 00:06:03.640]  以利亞是怎樣的呢?
[00:06:03.640 --> 00:06:06.920]  以利亞和上帝相遇之前
[00:06:06.920 --> 00:06:10.400]  其實他作為上帝的先知
[00:06:10.400 --> 00:06:11.880]  有些電影節目可能都會知道
[00:06:11.880 --> 00:06:13.720]  他是和巴力
[00:06:13.720 --> 00:06:16.240]  巴力是另一個神明
