
[00:00:00.000 --> 00:00:02.000]  請我們一起做一個禱告
[00:00:02.000 --> 00:00:04.000]  賜給天父
[00:00:04.000 --> 00:00:07.000]  我們看到你使用禍福
[00:00:07.000 --> 00:00:09.000]  也都是叫我們繼續祝福
[00:00:09.000 --> 00:00:11.000]  你在直堂的事工裏面
[00:00:11.000 --> 00:00:15.000]  讓我們真的去看到一個很重要的使命
[00:00:15.000 --> 00:00:17.000]  幫助我們
[00:00:17.000 --> 00:00:19.000]  我們這樣祈禱奉主耶穌基督的名
[00:00:19.000 --> 00:00:21.000]  阿門
[00:00:21.000 --> 00:00:24.000]  今天我們會看一段聖經
[00:00:24.000 --> 00:00:27.000]  是提多書
[00:00:27.000 --> 00:00:30.000]  我們講到很重要
[00:00:30.000 --> 00:00:32.000]  教會裏面很重要的一個真理
[00:00:32.000 --> 00:00:35.000]  我首先講一個事情
[00:00:35.000 --> 00:00:41.000]  有一個美國的牧者叫Brian Turpel
[00:00:41.000 --> 00:00:44.000]  他講過一件事情
[00:00:44.000 --> 00:00:46.000]  他是一個很年輕的牧師
[00:00:46.000 --> 00:00:48.000]  神學院畢業沒多久
[00:00:48.000 --> 00:00:51.000]  很有心智去到一個城市
[00:00:51.000 --> 00:00:55.000]  一個社區的服務中心裏面去工作
[00:00:55.000 --> 00:00:59.000]  他太太當然很年輕
[00:00:59.000 --> 00:01:02.000]  兒女也很幼小
[00:01:02.000 --> 00:01:04.000]  他在社區裏面住
[00:01:04.000 --> 00:01:06.000]  但這個社區的環境很複雜
[00:01:06.000 --> 00:01:09.000]  他有一晚夜晚走路的時候
[00:01:09.000 --> 00:01:13.000]  突然見到有個人要入屋打劫
[00:01:13.000 --> 00:01:15.000]  他一見到這個情況
[00:01:15.000 --> 00:01:18.000]  他就馬上去最近的屋敲門
[00:01:18.000 --> 00:01:20.000]  希望求救
[00:01:20.000 --> 00:01:23.000]  進去裏面見到一對夫婦
[00:01:23.000 --> 00:01:25.000]  這對夫婦是他認識的
[00:01:25.000 --> 00:01:29.000]  馬上聯想到這對夫婦很複雜
[00:01:29.000 --> 00:01:32.000]  因為這對夫婦有婚外情
[00:01:32.000 --> 00:01:36.000]  跟另一位女士有關係
[00:01:36.000 --> 00:01:40.000]  更複雜的是這位女士有另一位男朋友
[00:01:40.000 --> 00:01:46.000]  而這位男朋友跟這位女士有關係
[00:01:46.000 --> 00:01:52.000]  這位女士也有這位男士的骨肉在肚裏
[00:01:52.000 --> 00:01:54.000]  非常複雜
[00:01:54.000 --> 00:01:57.000]  這位牧師看到這樣的情況
[00:01:57.000 --> 00:01:58.000]  這個家庭很複雜
[00:01:58.000 --> 00:02:01.000]  不過現在要去救人
[00:02:01.000 --> 00:02:06.000]  這對夫婦沒有馬上報警
[00:02:06.000 --> 00:02:11.000]  男的拿著美國人的壘球棒
[00:02:11.000 --> 00:02:12.000]  很厲害
[00:02:12.000 --> 00:02:15.000]  可能是神高神大
[00:02:15.000 --> 00:02:18.000]  衝去屋裏面
[00:02:18.000 --> 00:02:19.000]  他很勇敢
[00:02:19.000 --> 00:02:21.000]  但這位牧師很害怕
[00:02:21.000 --> 00:02:23.000]  手無寸鐵
[00:02:23.000 --> 00:02:25.000]  那位牧師爆甲
[00:02:25.000 --> 00:02:27.000]  兒子妻子亂
[00:02:27.000 --> 00:02:28.000]  怎麼辦呢
[00:02:28.000 --> 00:02:31.000]  在這樣的危險當中
[00:02:31.000 --> 00:02:35.000]  結果那位賊人被他嚇走了
[00:02:35.000 --> 00:02:36.000]  嚇走了
[00:02:36.000 --> 00:02:38.000]  鬆了一口氣
[00:02:38.000 --> 00:02:40.000]  那位賊人走去的方向
[00:02:40.000 --> 00:02:43.000]  就在這位年青牧師的家附近
[00:02:43.000 --> 00:02:46.000]  於是這位牧師就嚇死了
[00:02:46.000 --> 00:02:48.000]  這個地方很不妙
[00:02:48.000 --> 00:02:51.000]  馬上到他家裏繞路
[00:02:51.000 --> 00:02:54.000]  看看後院有沒有被人爆甲
[00:02:54.000 --> 00:02:56.000]  結果平安無事
[00:02:56.000 --> 00:02:58.000]  但在自己家裏的後院
[00:02:58.000 --> 00:03:01.000]  就發覺有個年青人在吸毒
[00:03:01.000 --> 00:03:02.000]  嘩
[00:03:02.000 --> 00:03:03.000]  真是很亂
[00:03:03.000 --> 00:03:05.000]  結果這位年青人看到牧師
[00:03:05.000 --> 00:03:07.000]  又被嚇走了
[00:03:07.000 --> 00:03:09.000]  你會發覺這個場面
[00:03:09.000 --> 00:03:11.000]  追追續續
[00:03:11.000 --> 00:03:14.000]  我們聽起來好像很滑稽
[00:03:14.000 --> 00:03:15.000]  但對這位年青人
[00:03:15.000 --> 00:03:17.000]  他一心來到這個地區
[00:03:17.000 --> 00:03:20.000]  去將他的青春服侍給神
[00:03:20.000 --> 00:03:22.000]  去這個社區服侍
[00:03:22.000 --> 00:03:24.000]  但是這樣的光景
[00:03:24.000 --> 00:03:27.000]  這個地方道德又淪亡
[00:03:27.000 --> 00:03:30.000]  又這麼多的罪惡
[00:03:30.000 --> 00:03:32.000]  他覺得心灰意冷
[00:03:32.000 --> 00:03:36.000]  於是就打電話給他一位長者
[00:03:36.000 --> 00:03:39.000]  就是這位Brian Chapel牧師
[00:03:39.000 --> 00:03:42.000]  就說你可不可以為我禱告
[00:03:42.000 --> 00:03:46.000]  求主讓我不要憎恨這些人
[00:03:46.000 --> 00:03:48.000]  社區這些人
[00:03:48.000 --> 00:03:49.000]  嘩
[00:03:49.000 --> 00:03:51.000]  他真是又愛又恨
[00:03:51.000 --> 00:03:54.000]  但他仍然堅守一個很長的使命
[00:03:54.000 --> 00:03:57.000]  就是社區裏面的需要
[00:03:57.000 --> 00:03:58.000]  他有個使命
[00:03:58.000 --> 00:04:00.000]  去將福音帶給他們
[00:04:00.000 --> 00:04:02.000]  這個就是福音的真意
[00:04:02.000 --> 00:04:03.000]  其實想想我們香港
[00:04:03.000 --> 00:04:05.000]  可能環境沒那麼差
[00:04:05.000 --> 00:04:06.000]  其實我們看看統計
[00:04:06.000 --> 00:04:08.000]  香港的治安不錯
[00:04:08.000 --> 00:04:12.000]  是一個挺安全的地方
[00:04:12.000 --> 00:04:15.000]  但我們又看到香港很多的問題
[00:04:15.000 --> 00:04:18.000]  我們看到年青人濫藥的問題
[00:04:18.000 --> 00:04:21.000]  我們看到道德的淪亡
[00:04:21.000 --> 00:04:23.000]  家庭的破碎等等這些
[00:04:23.000 --> 00:04:26.000]  其實我們作為香港的信徒
[00:04:26.000 --> 00:04:28.000]  我們會有什麼的回應呢
[00:04:28.000 --> 00:04:31.000]  神明我們有什麼的使命呢
[00:04:31.000 --> 00:04:33.000]  我們教會我們回來
[00:04:33.000 --> 00:04:35.000]  我們崇拜都很好
[00:04:35.000 --> 00:04:37.000]  但會不會停在那裏呢
[00:04:37.000 --> 00:04:39.000]  會不會我們看看神明我們窩福
[00:04:39.000 --> 00:04:41.000]  特別這個大家庭
[00:04:41.000 --> 00:04:45.000]  對整個的香港有什麼的角色呢
[00:04:45.000 --> 00:04:47.000]  有什麼的意義在裏面
[00:04:47.000 --> 00:04:49.000]  有什麼的使命在裏面呢
[00:04:49.000 --> 00:04:51.000]  願意我們今天一齊看
[00:04:51.000 --> 00:04:53.000]  這段經文提督書
[00:04:53.000 --> 00:04:58.000]  第一章五節到十四節
[00:04:58.000 --> 00:05:00.000]  我們看看裏面
[00:05:00.000 --> 00:05:03.000]  就看到其實一個很重要的真理
[00:05:03.000 --> 00:05:06.000]  就是講到原來神會藉著教會
[00:05:06.000 --> 00:05:08.000]  去轉化生命
[00:05:08.000 --> 00:05:11.000]  我們窩福堂是很好的
[00:05:11.000 --> 00:05:13.000]  是自己被造就
[00:05:13.000 --> 00:05:16.000]  但這個不要只是這樣的眼界
[00:05:16.000 --> 00:05:19.000]  其實神會藉著窩福
[00:05:19.000 --> 00:05:21.000]  藉著所有其他的會堂
[00:05:21.000 --> 00:05:24.000]  繼續去延伸植堂的工作
[00:05:24.000 --> 00:05:27.000]  以至轉化整個的城市
[00:05:27.000 --> 00:05:29.000]  所以我們看看這幅圖畫
[00:05:29.000 --> 00:05:31.000]  我們一齊看看提督書
[00:05:31.000 --> 00:05:34.000]  提督書就是保羅寫給提督
[00:05:34.000 --> 00:05:36.000]  他的門徒提督
[00:05:36.000 --> 00:05:38.000]  主要的意思就是說
[00:05:38.000 --> 00:05:40.000]  叫提督設立一些秩序
[00:05:40.000 --> 00:05:42.000]  教會裏面有秩序有長執
[00:05:42.000 --> 00:05:45.000]  以至人的生命得到一個健全的成長
[00:05:45.000 --> 00:05:49.000]  人的生命可以在社群裏面做一個很好的見證
[00:05:49.000 --> 00:05:53.000]  以至福音能夠來到這個最黑暗的地方
[00:05:53.000 --> 00:05:55.000]  這個黑裏底
[00:05:55.000 --> 00:05:57.000]  生命都能夠去轉化
[00:05:57.000 --> 00:05:59.000]  剛才我們講到那個
[00:05:59.000 --> 00:06:03.000]  那個Brian牧師講到那個光景是很複雜
[00:06:03.000 --> 00:06:06.000]  但是黑裏底還更加重要
[00:06:06.000 --> 00:06:08.000]  我們更加敗壞
[00:06:08.000 --> 00:06:11.000]  所以我們看看但是福音的能力
[00:06:11.000 --> 00:06:14.000]  竟然能夠將這個社群都改變
[00:06:14.000 --> 00:06:17.000]  這個就是提督書的要義
[00:06:17.000 --> 00:06:19.000]  或者我們看看
[00:06:19.000 --> 00:06:22.000]  神怎樣轉化這個社會
[00:06:22.000 --> 00:06:26.000]  怎樣去重要去改變這個社群
[00:06:26.000 --> 00:06:28.000]  有一樣很重要的因素
[00:06:28.000 --> 00:06:30.000]  就是設立領袖
[00:06:30.000 --> 00:06:33.000]  或者我們首先讀一節
[00:06:33.000 --> 00:06:35.000]  我們讀五節
[00:06:35.000 --> 00:06:37.000]  請我們一起讀
[00:06:37.000 --> 00:06:39.000]  我從前把你留在黑裏底
[00:06:39.000 --> 00:06:44.000]  是要你將那沒有辦完的事都辦妥
[00:06:44.000 --> 00:06:46.000]  又照我所吩咐你的
[00:06:46.000 --> 00:06:48.000]  在各城設立長老
[00:06:48.000 --> 00:06:50.000]  我們先看這一節
[00:06:50.000 --> 00:06:53.000]  這個保羅留下提督
[00:06:53.000 --> 00:06:54.000]  叫他在黑裏底
[00:06:54.000 --> 00:06:56.000]  黑裏底究竟是什麼地方呢
[00:06:56.000 --> 00:06:57.000]  我剛才也提過
[00:06:57.000 --> 00:07:01.000]  黑裏底是一個地方在地中海裏面
[00:07:01.000 --> 00:07:04.000]  一個比較大的島
[00:07:04.000 --> 00:07:06.000]  大概是第五大的島
[00:07:06.000 --> 00:07:08.000]  我們在地中海有幾個
[00:07:08.000 --> 00:07:09.000]  位置在哪裏呢
[00:07:09.000 --> 00:07:18.000]  大概在希臘這個地方的東南面
[00:07:18.000 --> 00:07:21.000]  一個地中海的島裏面
[00:07:21.000 --> 00:07:23.000]  這個島也挺大的
[00:07:23.000 --> 00:07:25.000]  大概有三千平方里
[00:07:25.000 --> 00:07:27.000]  如果比較在香港
[00:07:27.000 --> 00:07:30.000]  大概是我們的七倍多的地方
[00:07:30.000 --> 00:07:32.000]  很大的島嶼
[00:07:32.000 --> 00:07:36.000]  但是因為在海域裏面
[00:07:36.000 --> 00:07:40.000]  所以經濟文化都非常發達
[00:07:40.000 --> 00:07:43.000]  但是道德就很淪亡
[00:07:43.000 --> 00:07:44.000]  很敗壞
[00:07:44.000 --> 00:07:47.000]  保羅就說
[00:07:47.000 --> 00:07:51.000]  有一個吩咐
[00:07:51.000 --> 00:07:56.000]  要你將未有辦完的事都辦妥
[00:07:56.000 --> 00:07:59.000]  有什麼事是未辦妥的呢
[00:07:59.000 --> 00:08:03.000]  保羅一直很有宣教的心
[00:08:03.000 --> 00:08:05.000]  去完一個地方去到另一個地方
[00:08:05.000 --> 00:08:07.000]  大概我們估計
[00:08:07.000 --> 00:08:14.000]  保羅在羅馬出獄之後
[00:08:14.000 --> 00:08:16.000]  他去到不同的地方
[00:08:16.000 --> 00:08:20.000]  他來到黑裏底的地方和提督
[00:08:20.000 --> 00:08:22.000]  傳了福音
[00:08:22.000 --> 00:08:24.000]  然後他又要去其他地方傳福音
[00:08:24.000 --> 00:08:26.000]  所以就留下一些未辦完的事
[00:08:26.000 --> 00:08:28.000]  有什麼未辦完呢
[00:08:28.000 --> 00:08:30.000]  就等於我們完了一個報道會
[00:08:30.000 --> 00:08:32.000]  我們都有很多跟進的工作
[00:08:32.000 --> 00:08:34.000]  信徒的培育
[00:08:34.000 --> 00:08:36.000]  建立他們的生命
[00:08:36.000 --> 00:08:39.000]  要建立一些很多跟進的工作
[00:08:39.000 --> 00:08:41.000]  建立信徒
[00:08:41.000 --> 00:08:43.000]  特別是建立
[00:08:43.000 --> 00:08:46.000]  這裏說到設立長老
[00:08:46.000 --> 00:08:51.000]  以致到這裏能夠有人栽培這班信徒
[00:08:51.000 --> 00:08:53.000]  繼續有長老
[00:08:53.000 --> 00:08:56.000]  能夠建立教會的秩序
[00:08:56.000 --> 00:08:59.000]  和有紀律
[00:08:59.000 --> 00:09:02.000]  例如一班會眾在這裏
[00:09:02.000 --> 00:09:04.000]  如果有人犯了罪
[00:09:04.000 --> 00:09:05.000]  那怎麼辦呢
[00:09:05.000 --> 00:09:07.000]  犯了一些不好的事
[00:09:07.000 --> 00:09:08.000]  姦淫那樣才算
[00:09:08.000 --> 00:09:10.000]  誰去頂證呢
[00:09:10.000 --> 00:09:11.000]  誰去做紀律呢
[00:09:11.000 --> 00:09:14.000]  所有會很鬆散
[00:09:14.000 --> 00:09:16.000]  長老是什麼意思呢
[00:09:16.000 --> 00:09:19.000]  長老在舊約的時代已經有了
[00:09:19.000 --> 00:09:21.000]  就是一些年長一點的
[00:09:21.000 --> 00:09:23.000]  他被人尊重
