
[00:00:00.000 --> 00:00:01.400]  讓公司和我們平安
[00:00:01.400 --> 00:00:05.280]  但是我們已經成為了一類思想
[00:00:05.280 --> 00:00:06.680]  以上的屬性
[00:00:06.680 --> 00:00:09.800]  我們亦都被認識為友將
[00:00:09.800 --> 00:00:14.280]  是一段有關層面的人的獨特
[00:00:14.280 --> 00:00:17.720]  即使我們來到年中的時候
[00:00:17.720 --> 00:00:20.200]  很想藉著這一段的經歷
[00:00:20.200 --> 00:00:23.800]  為我們東宗市和領事館發揮
[00:00:23.800 --> 00:00:27.520]  亦為我們每一位領事會員去打擊
[00:00:27.520 --> 00:00:29.680]  亦藉著這一段的經歷
[00:00:29.800 --> 00:00:33.480]  我們一起去思想市府的人生
[00:00:33.480 --> 00:00:36.640]  首先,甚麼是市府呢?
[00:00:36.640 --> 00:00:42.120]  我們正在見到市府和經貿兩國之間的共通
[00:00:42.120 --> 00:00:45.560]  首先我們左側的
[00:00:45.560 --> 00:00:48.720]  唐雅蜀術二章一節裡面所說
[00:00:48.720 --> 00:00:54.440]  「命運如此似乎,命運如此敬拜」
[00:00:54.440 --> 00:00:57.040]  「乃是理所當然」
[00:00:59.320 --> 00:01:01.920]  「主一崇拜」是英文的表達
[00:01:01.920 --> 00:01:03.800]  是心底的Service
[00:01:03.800 --> 00:01:05.320]  亦都有包含
[00:01:05.320 --> 00:01:07.400]  「崇拜」就是「侍奉」的意思
[00:01:07.400 --> 00:01:09.720]  「侍奉」就是「崇拜」的意思
[00:01:09.720 --> 00:01:14.000]  「侍奉」不僅僅是說「做事」
[00:01:14.000 --> 00:01:15.840]  「侍奉」我們是在做的
[00:01:15.840 --> 00:01:19.200]  我們是關乎我們整個的人生
[00:01:19.200 --> 00:01:22.920]  「侍奉」的人生是應屆的人生
[00:01:22.920 --> 00:01:26.160]  我們最基本的事項是在我們的生活改變
[00:01:26.240 --> 00:01:31.920]  凡是高居臣、定位臣、尊崇臣、慕寒臣
[00:01:31.920 --> 00:01:34.760]  並且以臣為樂
[00:01:34.760 --> 00:01:40.000]  「侍奉」是關乎我們跟臣的關係
[00:01:40.000 --> 00:01:42.600]  對我們所見的態度
[00:01:42.600 --> 00:01:46.120]  就算我們沒有天生的理念的行樂
[00:01:46.120 --> 00:01:50.560]  「侍奉」是關乎我們是個怎樣的人
[00:01:50.560 --> 00:01:54.640]  看來的鎖匙是我們的經驗
[00:01:55.760 --> 00:01:57.680]  如果你跟我們做了很多事情
[00:01:57.680 --> 00:01:59.000]  來看待「侍奉」的時候
[00:01:59.000 --> 00:02:01.080]  很容易地可以說
[00:02:01.080 --> 00:02:02.760]  我們所做的一切
[00:02:02.760 --> 00:02:06.480]  無論是在工作或是在家庭的工作
[00:02:06.480 --> 00:02:09.320]  我們所做的都是為主義而做的
[00:02:09.320 --> 00:02:13.240]  「良辰德運」也叫「良德工作」
[00:02:13.240 --> 00:02:15.840]  如果我們想要最直接的
[00:02:15.840 --> 00:02:17.640]  在大會的場景
[00:02:17.640 --> 00:02:18.880]  多次大會
[00:02:18.880 --> 00:02:20.880]  師傅是知道靈犬會
[00:02:20.880 --> 00:02:23.280]  予以承擔你的崗位
[00:02:24.000 --> 00:02:26.440]  予你承擔如此的服侍
[00:02:26.440 --> 00:02:27.960]  如此的扶持
[00:02:27.960 --> 00:02:30.600]  這些侍奉
[00:02:30.600 --> 00:02:32.920]  很重要的基礎
[00:02:32.920 --> 00:02:35.920]  是我們跟臣的關係
[00:02:35.920 --> 00:02:38.720]  我們是個侍奉的生命
[00:02:38.720 --> 00:02:40.000]  敬拜於神明
[00:02:40.000 --> 00:02:42.000]  今天我們第一天
[00:02:42.000 --> 00:02:44.240]  我們是月上書寫十九章
[00:02:44.240 --> 00:02:45.920]  一至六個七節
[00:02:45.920 --> 00:02:49.000]  我們共讀這一節的經文
[00:02:49.000 --> 00:02:50.320]  予你熱氣
[00:02:50.320 --> 00:02:52.000]  所以我所說的
[00:02:52.240 --> 00:02:55.120]  當今來而戀方的眾人們
[00:02:55.120 --> 00:02:56.480]  留心言情
[00:02:56.480 --> 00:02:58.240]  自我不堪的
[00:02:58.240 --> 00:03:00.200]  妙化在婉招惡
[00:03:00.200 --> 00:03:01.760]  自出無阻
[00:03:01.760 --> 00:03:03.520]  他就提我的名
[00:03:03.520 --> 00:03:05.920]  他使我的頭如太刀
[00:03:05.920 --> 00:03:08.920]  將我藏在他手中之下
[00:03:08.920 --> 00:03:11.760]  又使我成為無量的賤人
[00:03:11.760 --> 00:03:14.680]  將我藏在他天堂之中
[00:03:14.680 --> 00:03:16.320]  他不說
[00:03:16.320 --> 00:03:18.840]  你自我的僕人已昔年
[00:03:18.840 --> 00:03:21.200]  我必因你不榮耀
[00:03:21.720 --> 00:03:22.640]  我更說
[00:03:22.640 --> 00:03:24.520]  我如鹿自草原
[00:03:24.520 --> 00:03:27.280]  我盡力是虛無虛風
[00:03:27.280 --> 00:03:29.600]  而我當得起你
[00:03:29.600 --> 00:03:31.560]  你再也無患那裡
[00:03:31.560 --> 00:03:34.880]  我得尋思你再為我神那裡
[00:03:34.880 --> 00:03:37.800]  天下從我出塞
[00:03:37.800 --> 00:03:40.200]  做就我獨家的僕人
[00:03:40.200 --> 00:03:42.760]  如是那個劈梁灘
[00:03:42.760 --> 00:03:45.680]  指以釋定動花那裡的罪責
[00:03:45.680 --> 00:03:48.720]  願我為你岳父我為尊惠
[00:03:49.240 --> 00:03:52.040]  許臣也成為我的良人
[00:03:52.040 --> 00:03:54.000]  因此我亦特存
[00:03:54.000 --> 00:03:55.760]  你作我的僕人
[00:03:55.760 --> 00:03:58.360]  此下各眾之計復興
[00:03:58.360 --> 00:04:01.640]  使以釋列宗不保全的崩潰
[00:04:01.640 --> 00:04:03.480]  相為小事
[00:04:03.480 --> 00:04:06.920]  我還要使你到外邦人的光
[00:04:06.920 --> 00:04:09.320]  叫你施行我的功勞
[00:04:09.320 --> 00:04:10.920]  即都地盡
[00:04:10.920 --> 00:04:14.000]  福祿主以釋列的聖者
[00:04:14.000 --> 00:04:14.800]  侯華
[00:04:14.800 --> 00:04:17.200]  對那對人所亦是
[00:04:17.200 --> 00:04:19.160]  本惡所憎乎
[00:04:19.400 --> 00:04:22.280]  觀賞所亦在的如此說
[00:04:22.280 --> 00:04:25.280]  今皇陛下之人就犯罪
[00:04:25.280 --> 00:04:27.440]  所謂的惡法敗
[00:04:27.440 --> 00:04:29.800]  老人信實的惡化
[00:04:29.800 --> 00:04:31.520]  作死揀損的地
[00:04:31.520 --> 00:04:33.200]  以釋列的聖者
[00:04:33.200 --> 00:04:36.800]  在二常主道中
[00:04:36.800 --> 00:04:38.120]  有四對的天皇
[00:04:38.120 --> 00:04:40.360]  肯得的釣術神的僕人
[00:04:40.360 --> 00:04:43.200]  都尊姓為僕人之共
[00:04:43.200 --> 00:04:45.600]  肯定是二張聖神佛章
[00:04:45.600 --> 00:04:46.400]  五十張
[00:04:46.400 --> 00:04:50.240]  同時也斷解五十二至五十三張文章
[00:04:50.240 --> 00:04:52.040]  根據我們所見的經文
[00:04:52.040 --> 00:04:54.360]  是第二十號的紅人之歌
[00:04:54.360 --> 00:04:57.080]  這十號紅人之歌
[00:04:57.080 --> 00:04:59.120]  為你所描述的僕人
[00:04:59.120 --> 00:05:00.120]  是哪一個人
[00:05:00.120 --> 00:05:02.760]  而對於僕人的身份
[00:05:02.760 --> 00:05:04.000]  有不同的理解
[00:05:04.000 --> 00:05:05.240]  更近的一個位
[00:05:05.240 --> 00:05:08.160]  就是宗祠宣祀熱炭亞美術者
[00:05:08.160 --> 00:05:10.440]  有些是
[00:05:10.440 --> 00:05:13.840]  認為之下已經列至五個的文章
[00:05:14.320 --> 00:05:17.920]  不過 各個都要以融合敘述的程度來知道
[00:05:17.920 --> 00:05:20.200]  這些列文肯定會不會軟弱
[00:05:20.200 --> 00:05:21.400]  和逆襲
[00:05:21.400 --> 00:05:22.560]  第一次
[00:05:22.560 --> 00:05:24.000]  不知是否有些人認為
[00:05:24.000 --> 00:05:25.880]  這個僕人不是只能
[00:05:25.880 --> 00:05:27.560]  這些部位的這些列文
[00:05:27.560 --> 00:05:29.920]  而是神所期望
[00:05:29.920 --> 00:05:32.000]  理想的意識力
[00:05:32.000 --> 00:05:34.000]  神所期望
