
[00:00:00.000 --> 00:00:02.000]  所以和大家說聖誕快樂
[00:00:02.000 --> 00:00:03.640]  應該沒有機會見到大家
[00:00:03.640 --> 00:00:05.640]  回來再見
[00:00:05.640 --> 00:00:07.640]  好 開始
[00:00:07.640 --> 00:00:12.640]  開始之前 我想你們問自己幾條問題
[00:00:12.640 --> 00:00:15.640]  給自己一些分數
[00:00:15.640 --> 00:00:19.640]  你想想 如果你和家人的關係
[00:00:19.640 --> 00:00:21.640]  一至十分 你會給多少分呢?
[00:00:21.640 --> 00:00:23.640]  不用喊出來
[00:00:23.640 --> 00:00:26.640]  你想想 你和家人一至十分
[00:00:26.640 --> 00:00:28.640]  很主觀的 你覺得你和家人的關係
[00:00:28.640 --> 00:00:30.640]  給多少分呢?
[00:00:30.640 --> 00:00:33.640]  跟著 你想到家人的話
[00:00:33.640 --> 00:00:35.640]  你又想想 你和朋友
[00:00:35.640 --> 00:00:37.640]  又有多少分呢?
[00:00:37.640 --> 00:00:42.640]  想到沒有 大家?
[00:00:42.640 --> 00:00:44.640]  或者你最後這個
[00:00:44.640 --> 00:00:46.640]  你普遍的人際關係
[00:00:46.640 --> 00:00:48.640]  你會給自己多少分呢?
[00:00:48.640 --> 00:00:55.640]  好 我們來
[00:00:55.640 --> 00:00:57.640]  舉手看看好不好
[00:00:57.640 --> 00:00:59.640]  如果你覺得普遍是合格的
[00:00:59.640 --> 00:01:01.640]  請你舉手
[00:01:01.640 --> 00:01:03.640]  普遍合格的 舉手
[00:01:03.640 --> 00:01:05.640]  好 恭喜你們
[00:01:05.640 --> 00:01:09.640]  我為什麼會想你們
[00:01:09.640 --> 00:01:11.640]  內心裏面有一些反省
[00:01:11.640 --> 00:01:13.640]  這個人際關係呢?
[00:01:13.640 --> 00:01:14.640]  就因為和我今天讀
[00:01:14.640 --> 00:01:16.640]  看這兩段經文很有關係
[00:01:16.640 --> 00:01:18.640]  這兩段經文呢
[00:01:18.640 --> 00:01:20.640]  無論是約翰一書裏面
[00:01:20.640 --> 00:01:21.640]  約翰所講那一段
[00:01:21.640 --> 00:01:23.640]  或者耶穌的比喻裏面
[00:01:23.640 --> 00:01:25.640]  你會看到他們有一個共同的特點
[00:01:25.640 --> 00:01:27.640]  你們猜猜是什麼共同特點
[00:01:27.640 --> 00:01:29.640]  看到了嗎?
[00:01:29.640 --> 00:01:30.640]  不要緊 讓我說吧
[00:01:30.640 --> 00:01:32.640]  這個共同的特點就是
[00:01:32.640 --> 00:01:33.640]  你會發覺
[00:01:33.640 --> 00:01:35.640]  在這兩段經文裏面
[00:01:35.640 --> 00:01:37.640]  他就講到人與人之間的關係
[00:01:37.640 --> 00:01:39.640]  彷彿就好像
[00:01:39.640 --> 00:01:41.640]  人和神的關係
[00:01:41.640 --> 00:01:43.640]  是同等的
[00:01:43.640 --> 00:01:44.640]  你們覺不覺得?
[00:01:44.640 --> 00:01:46.640]  譬如在約翰一書裏面
[00:01:46.640 --> 00:01:47.640]  第四章十九節
[00:01:47.640 --> 00:01:48.640]  如果你們有電話
[00:01:48.640 --> 00:01:50.640]  或者有聖經可以打開來看
[00:01:50.640 --> 00:01:52.640]  他就會講得很明白
[00:01:52.640 --> 00:01:54.640]  約翰就斬聽截鐵地說
[00:01:54.640 --> 00:01:57.640]  如果你不愛看得見的弟兄的話
[00:01:57.640 --> 00:02:02.640]  你就根本不能愛看不見的神
[00:02:02.640 --> 00:02:05.640]  如果你說自己愛神
[00:02:05.640 --> 00:02:06.640]  但是又恨自己的弟兄的話
[00:02:06.640 --> 00:02:08.640]  就等於說謊
[00:02:08.640 --> 00:02:10.640]  而在耶穌的比喻裏面
[00:02:10.640 --> 00:02:12.640]  他同樣都差不多
[00:02:12.640 --> 00:02:15.640]  如果你不做在一個小子身上的話
[00:02:15.640 --> 00:02:17.640]  就等於沒有做在我身上
[00:02:17.640 --> 00:02:19.640]  所以其實
[00:02:19.640 --> 00:02:21.640]  從這兩段經文裏面
[00:02:21.640 --> 00:02:23.640]  你很簡單看到一件事
[00:02:23.640 --> 00:02:25.640]  彷彿人與人之間的關係
[00:02:25.640 --> 00:02:29.640]  等同於我們和神之間的關係
[00:02:29.640 --> 00:02:31.640]  有一位很資深的
[00:02:31.640 --> 00:02:33.640]  屬靈的導師
[00:02:33.640 --> 00:02:35.640]  他叫Jellick
[00:02:35.640 --> 00:02:37.640]  他是生於一個匈牙利
[00:02:37.640 --> 00:02:39.640]  我講一點點他的背景
[00:02:39.640 --> 00:02:41.640]  然後講他的見解
[00:02:41.640 --> 00:02:44.640]  他生於一個匈牙利貴族的家庭
[00:02:44.640 --> 00:02:47.640]  他的家庭是很敬虔的
[00:02:47.640 --> 00:02:49.640]  他自小在一個敬虔的家庭裏長大
[00:02:49.640 --> 00:02:51.640]  到他十七歲那年
[00:02:51.640 --> 00:02:54.640]  正值第二次世界大戰的時候
[00:02:54.640 --> 00:02:57.640]  於是他被徵召入伍
[00:02:57.640 --> 00:03:00.640]  他入了伍在軍隊裏面的時候
[00:03:00.640 --> 00:03:02.640]  他遇到很大的空襲
[00:03:02.640 --> 00:03:06.640]  他內心裏面充滿了恐懼
[00:03:06.640 --> 00:03:09.640]  還有很多不公平的東西
[00:03:09.640 --> 00:03:11.640]  充滿著他的內心
[00:03:11.640 --> 00:03:13.640]  當戰爭結束之後
[00:03:13.640 --> 00:03:15.640]  一日之內
[00:03:15.640 --> 00:03:18.640]  他從一個戰士的身份
[00:03:18.640 --> 00:03:20.640]  成為了一個難民
[00:03:20.640 --> 00:03:23.640]  他和幾萬個難民住在一起
[00:03:23.640 --> 00:03:26.640]  在難民營裏面是沒有工作的
[00:03:26.640 --> 00:03:28.640]  大家中日是無所事事的
[00:03:28.640 --> 00:03:30.640]  雖然有東西吃
[00:03:30.640 --> 00:03:32.640]  但是他們又沒有工作
[00:03:32.640 --> 00:03:35.640]  大家經常在說戰爭的事情
[00:03:35.640 --> 00:03:37.640]  但是說來說去
[00:03:37.640 --> 00:03:39.640]  在三屋坪裏大家都會悶
[00:03:39.640 --> 00:03:42.640]  他們唯一這班難民可以做的事情
[00:03:42.640 --> 00:03:45.640]  就是可以在附近的山頭散步
[00:03:45.640 --> 00:03:47.640]  於是這個Jellick
[00:03:47.640 --> 00:03:49.640]  他每一天都覺得很厭倦
[00:03:49.640 --> 00:03:52.640]  不想再和這些人討論戰事的事情
[00:03:52.640 --> 00:03:53.640]  已經結束了
[00:03:53.640 --> 00:03:55.640]  每天都討論不想再討論了
[00:03:55.640 --> 00:03:57.640]  於是他每一天都花些時間
[00:03:57.640 --> 00:03:59.640]  去附近的森林裏面散步
[00:03:59.640 --> 00:04:01.640]  他慢慢散步的時候
[00:04:01.640 --> 00:04:03.640]  他就發覺很中二
[00:04:03.640 --> 00:04:05.640]  一開始散步一小時
[00:04:05.640 --> 00:04:07.640]  漸漸就散步三、四個小時
[00:04:07.640 --> 00:04:10.640]  甚至有時是一天裏面散步五個小時
[00:04:10.640 --> 00:04:12.640]  他就發覺在大自然裏面
[00:04:12.640 --> 00:04:14.640]  他遇見了神
[00:04:14.640 --> 00:04:15.640]  他在大自然裏面
[00:04:15.640 --> 00:04:18.640]  他在心靈裏面被更新
[00:04:18.640 --> 00:04:19.640]  到了後期
[00:04:19.640 --> 00:04:21.640]  在這個難民營結束之後
[00:04:21.640 --> 00:04:25.640]  他就去到阿根廷的貧民區裏面住
[00:04:25.640 --> 00:04:30.640]  他就專門幫一些貧窮被欺壓的人
[00:04:30.640 --> 00:04:31.640]  但有一天
[00:04:31.640 --> 00:04:36.640]  有一班警察圍困住貧民區
[00:04:36.640 --> 00:04:39.640]  他們就懷疑Jellick和其他的人
[00:04:39.640 --> 00:04:44.640]  是一些恐怖份子或者是叛亂份子
[00:04:44.640 --> 00:04:50.640]  於是就抓了他們坐牢
[00:04:50.640 --> 00:04:52.640]  一坐就坐了五個月
[00:04:52.640 --> 00:04:55.640]  而在這五個月的期間裏面
[00:04:55.640 --> 00:05:03.640]  這班警察就不斷向那些囚犯施行酷刑
[00:05:03.640 --> 00:05:05.640]  而在六千人裏面
[00:05:05.640 --> 00:05:07.640]  最終只有兩個人身患
[00:05:07.640 --> 00:05:11.640]  而Jellick就是其中一個
[00:05:11.640 --> 00:05:15.640]  照道理一個人有這樣的經歷
[00:05:15.640 --> 00:05:19.640]  裏面應該充滿著很多憤怒
[00:05:19.640 --> 00:05:22.640]  或者裏面充滿著很多不公平
[00:05:22.640 --> 00:05:24.640]  應該是這樣
[00:05:24.640 --> 00:05:25.640]  但你看這個人的書的時候
[00:05:25.640 --> 00:05:28.640]  你會發覺他很不同
[00:05:28.640 --> 00:05:29.640]  你看他的書
[00:05:29.640 --> 00:05:32.640]  你會發覺他內心裏面有一種深度
[00:05:32.640 --> 00:05:33.640]  我看他的書的時候
[00:05:33.640 --> 00:05:35.640]  我就覺得他被吸引
[00:05:35.640 --> 00:05:38.640]  我記得為何一個人有這樣的經歷
[00:05:38.640 --> 00:05:41.640]  他內心裏面有一份這樣的平靜
[00:05:41.640 --> 00:05:49.640]  反而他內心裏面跟人的關係可以很親密
[00:05:49.640 --> 00:05:52.640]  他其中一本書裏面就講到
[00:05:52.640 --> 00:05:56.640]  如果我們想知道我們跟神的關係是怎樣的話
[00:05:56.640 --> 00:05:58.640]  唯一可靠的方法
[00:05:58.640 --> 00:06:01.640]  你怎樣去評估自己跟神的關係呢
[00:06:01.640 --> 00:06:03.640]  唯一可靠的方法就是
[00:06:03.640 --> 00:06:07.640]  我們一同要去檢視我們自己的人際關係
[00:06:07.640 --> 00:06:08.640]  你明不明白
[00:06:08.640 --> 00:06:09.640]  他講的就是
[00:06:09.640 --> 00:06:12.640]  如果你真的想知道你自己多麼愛神的話
[00:06:12.640 --> 00:06:13.640]  其實你就要看一下
[00:06:13.640 --> 00:06:17.640]  你自己跟身邊的人的關係是怎樣
[00:06:17.640 --> 00:06:19.640]  對體一點來說是怎樣呢
[00:06:19.640 --> 00:06:23.640]  譬如如果我看看我自己跟人的關係
[00:06:23.640 --> 00:06:25.640]  我有一小部份的人
[00:06:25.640 --> 00:06:26.640]  整體來說
[00:06:26.640 --> 00:06:29.640]  有一小部份的人我是很喜歡的
[00:06:29.640 --> 00:06:31.640]  另外有一小部份的人
[00:06:31.640 --> 00:06:35.640]  我對他們是很反感的
[00:06:35.640 --> 00:06:38.640]  如果大部份的人都覺得很疏離的話
[00:06:38.640 --> 00:06:41.640]  其實可能你跟神的關係都差不多
[00:06:41.640 --> 00:06:43.640]  可能有些時候我們有小部份
[00:06:43.640 --> 00:06:45.640]  我們很愛神
[00:06:45.640 --> 00:06:46.640]  但有些時候
[00:06:46.640 --> 00:06:49.640]  有小部份我們對神又很抗拒
[00:06:49.640 --> 00:06:55.640]  而大部份時間可能對神是很疏離
[00:06:55.640 --> 00:07:00.640]  所以很多人以為自己很愛神
[00:07:00.640 --> 00:07:04.640]  但他說其實我們很可能高估了對神的愛
[00:07:04.640 --> 00:07:06.640]  我們其實可以在我們生活裏面
[00:07:06.640 --> 00:07:09.640]  跟我們人與人之間相處裏面
[00:07:09.640 --> 00:07:13.640]  其實看得到究竟自己有多愛神
[00:07:13.640 --> 00:07:16.640]  所以你看回《約翰一書》裏面
[00:07:16.640 --> 00:07:18.640]  打從第三章開始
[00:07:18.640 --> 00:07:20.640]  其實你會發覺
