
[00:00:00.000 --> 00:00:02.500]  丹尖廟早晨 我係黃牧師
[00:00:02.500 --> 00:00:05.000]  首先係新嘅一年嘅裏面
[00:00:05.000 --> 00:00:07.000]  祝大家能夠喺新嘅一年
[00:00:07.000 --> 00:00:09.000]  靈性更加嘅成長
[00:00:09.000 --> 00:00:11.000]  好高興今日能夠喺
[00:00:11.000 --> 00:00:13.000]  一年嘅第一日
[00:00:13.000 --> 00:00:15.000]  同大家一齊喺崇拜嘅裏面見面
[00:00:15.000 --> 00:00:17.000]  藉著上帝嘅說話
[00:00:17.000 --> 00:00:19.000]  一同嘅敬拜 一同嘅侍奉
[00:00:19.000 --> 00:00:21.000]  因為一開始聆聽主導而先
[00:00:21.000 --> 00:00:23.000]  我哋一齊同心再次低頭
[00:00:23.000 --> 00:00:25.000]  將我哋新心靈交畀主
[00:00:25.000 --> 00:00:27.000]  我哋嘅神 一齊同心低頭禱告
[00:00:29.000 --> 00:00:31.000]  而你嘅天父多謝你
[00:00:31.000 --> 00:00:33.000]  俾到我哋能夠再次返到嚟
[00:00:33.000 --> 00:00:35.000]  喺你寶貴說話嘅面前嘅學習
[00:00:35.000 --> 00:00:37.000]  你讓我哋喺新嘅一年
[00:00:37.000 --> 00:00:39.000]  2023年嘅開始
[00:00:39.000 --> 00:00:41.000]  我哋就以你嘅說話
[00:00:41.000 --> 00:00:43.000]  以敬拜打開
[00:00:43.000 --> 00:00:45.000]  我哋今年嘅一切嘅活動
[00:00:45.000 --> 00:00:47.000]  我哋再次獻上感恩
[00:00:47.000 --> 00:00:49.000]  求你讓我哋喺
[00:00:49.000 --> 00:00:51.000]  今天呢篇嘅講章嘅裏面
[00:00:51.000 --> 00:00:53.000]  讓你嘅說話
[00:00:53.000 --> 00:00:55.000]  再次能夠深刻地
[00:00:55.000 --> 00:00:57.000]  並且有功效地
[00:00:57.000 --> 00:00:59.000]  在我哋每一個信徒嘅生命嘅當中
[00:00:59.000 --> 00:01:01.000]  去生根建造
[00:01:01.000 --> 00:01:03.000]  讓我哋亦都能夠降服
[00:01:03.000 --> 00:01:05.000]  喺聖靈嘅引導當中
[00:01:05.000 --> 00:01:07.000]  一同嘅喺新嘅一年嘅裏面
[00:01:07.000 --> 00:01:09.000]  能夠活脹主理
[00:01:09.000 --> 00:01:11.000]  更多並且
[00:01:11.000 --> 00:01:13.000]  能夠更有效地
[00:01:13.000 --> 00:01:15.000]  去實踐主理嘅教訓
[00:01:15.000 --> 00:01:17.000]  我哋為到各大軒子妹
[00:01:17.000 --> 00:01:19.000]  我哋所面對嘅靈情上嘅挑戰
[00:01:19.000 --> 00:01:21.000]  無論係身體嘅
[00:01:21.000 --> 00:01:23.000]  靈性上面嘅
[00:01:23.000 --> 00:01:25.000]  我哋都懇求主理加力畀我哋
[00:01:25.000 --> 00:01:27.000]  嘅同心禱告奉教主耶穌基督
[00:01:27.000 --> 00:01:29.000]  德性嘅明治教
[00:01:29.000 --> 00:01:31.000]  阿門
[00:01:31.000 --> 00:01:33.000]  今日呢同大家一齊思想嘅經文
[00:01:33.000 --> 00:01:35.000]  係馬太福音
[00:01:35.000 --> 00:01:37.000]  第十章從第二十六節
[00:01:37.000 --> 00:01:39.000]  至到係三十三節
[00:01:39.000 --> 00:01:41.000]  我畀咗一個講題佢係叫做
[00:01:41.000 --> 00:01:43.000]  不再害怕
[00:01:43.000 --> 00:01:45.000]  因為敬畏神
[00:01:45.000 --> 00:01:47.000]  新嘅一年
[00:01:47.000 --> 00:01:49.000]  可以話得係萬象更生
[00:01:49.000 --> 00:01:51.000]  一切嘅事情呢都
[00:01:51.000 --> 00:01:53.000]  可以話得係可以重新嘅
[00:01:53.000 --> 00:01:55.000]  新嘅開始
[00:01:55.000 --> 00:01:57.000]  但新嘅開始呢往往
[00:01:57.000 --> 00:01:59.000]  亦都同時間
[00:01:59.000 --> 00:02:01.000]  會有一個程度上嘅
[00:02:01.000 --> 00:02:03.000]  一種嘅擔憂或者一種嘅
[00:02:03.000 --> 00:02:05.000]  可以話得係驚慌
[00:02:05.000 --> 00:02:07.000]  就係因為我哋唔知道
[00:02:07.000 --> 00:02:09.000]  未來嚟緊呢一年嘅
[00:02:09.000 --> 00:02:11.000]  情況係會點樣我哋會經歷啲
[00:02:11.000 --> 00:02:13.000]  乜嘢嘅事情所以你可能
[00:02:13.000 --> 00:02:15.000]  喺新嘅一年嘅裏面
[00:02:15.000 --> 00:02:17.000]  我哋會有一種不知所措嘅
[00:02:17.000 --> 00:02:19.000]  感覺呢種感覺其實好普遍
[00:02:19.000 --> 00:02:21.000]  亦都好平常嘅一件事
[00:02:21.000 --> 00:02:23.000]  譬如你轉一份
[00:02:23.000 --> 00:02:25.000]  新嘅工作啦或者
[00:02:25.000 --> 00:02:27.000]  我仲記得喺
[00:02:27.000 --> 00:02:29.000]  好耐好耐以前呢當我哋
[00:02:29.000 --> 00:02:31.000]  由呢個嘅幼稚園升去
[00:02:31.000 --> 00:02:33.000]  小學嘅時候入去一間
[00:02:33.000 --> 00:02:35.000]  小學嘩一見到
[00:02:35.000 --> 00:02:37.000]  間學校第一日返學呢
[00:02:37.000 --> 00:02:39.000]  人山人海並且
[00:02:39.000 --> 00:02:41.000]  學校要我哋去學排隊
[00:02:41.000 --> 00:02:43.000]  好多班嘅
[00:02:43.000 --> 00:02:45.000]  同學又唔認識嘅人
[00:02:45.000 --> 00:02:47.000]  連個老師係邊一個亦都未
[00:02:47.000 --> 00:02:49.000]  清楚嘅時候呢種種
[00:02:49.000 --> 00:02:51.000]  嘅新環境或者
[00:02:51.000 --> 00:02:53.000]  甚至一啲新嘅人際
[00:02:53.000 --> 00:02:55.000]  關係感情嘅發展
[00:02:55.000 --> 00:02:57.000]  都可能導致到我哋
[00:02:57.000 --> 00:02:59.000]  有一種不知所措或者一種
[00:02:59.000 --> 00:03:01.000]  徬徨嘅感覺
[00:03:01.000 --> 00:03:03.000]  而且有一啲嘅信徒
[00:03:03.000 --> 00:03:05.000]  可能亦都因為工作嘅緣故
[00:03:05.000 --> 00:03:07.000]  佢哋去到世界其他嘅地方
[00:03:07.000 --> 00:03:09.000]  咁於是乎呢可能要
[00:03:09.000 --> 00:03:11.000]  參加一間新嘅教會認識
[00:03:11.000 --> 00:03:13.000]  新嘅牧者同埋當中
[00:03:13.000 --> 00:03:15.000]  嘅弟兄姐妹同佢哋一齊喺
[00:03:15.000 --> 00:03:17.000]  靈情嘅上面有一個好
[00:03:17.000 --> 00:03:19.000]  同嘅一個嘅發展同埋
[00:03:19.000 --> 00:03:21.000]  一個嘅一齊嘅同工
[00:03:21.000 --> 00:03:23.000]  所以種種呢種唔
[00:03:23.000 --> 00:03:25.000]  清楚嘅情況或者我哋話
[00:03:25.000 --> 00:03:27.000]  唔確定嘅因素呢都
[00:03:27.000 --> 00:03:29.000]  會造成一種徬徨
[00:03:29.000 --> 00:03:31.000]  同埋恐懼
[00:03:31.000 --> 00:03:33.000]  呢種咁嘅表現呢
[00:03:33.000 --> 00:03:35.000]  或者呢種嘅經歷呢
[00:03:35.000 --> 00:03:37.000]  唔係淨係我哋先有喺聖經
[00:03:37.000 --> 00:03:39.000]  裏面呢亦都好多時去
[00:03:39.000 --> 00:03:41.000]  記載嘅如果大家仍然
[00:03:41.000 --> 00:03:43.000]  記得嘅喺呢一個嘅
[00:03:43.000 --> 00:03:45.000]  約書亞記嘅第一章
[00:03:45.000 --> 00:03:47.000]  當我哋睇見約書亞
[00:03:47.000 --> 00:03:49.000]  要去承接啱啱
[00:03:49.000 --> 00:03:51.000]  過世嘅摩西去繼續
[00:03:51.000 --> 00:03:53.000]  帶領以色列民喺呢個嘅
[00:03:53.000 --> 00:03:55.000]  應許地嘅上面
[00:03:55.000 --> 00:03:57.000]  去邁向嘅時候呢
[00:03:57.000 --> 00:03:59.000]  如果大家記得
[00:03:59.000 --> 00:04:01.000]  喺約書亞記嘅第一章嘅裏面
[00:04:01.000 --> 00:04:03.000]  耶和亞神多次
[00:04:03.000 --> 00:04:05.000]  都同約書亞講到
[00:04:05.000 --> 00:04:07.000]  就話你要剛強
[00:04:07.000 --> 00:04:09.000]  壯膽你睇返
[00:04:09.000 --> 00:04:11.000]  約書亞記第一章第六節
[00:04:11.000 --> 00:04:13.000]  第七節第九節約書亞神
[00:04:13.000 --> 00:04:15.000]  好唔明白嘅
[00:04:15.000 --> 00:04:17.000]  每一個人當佢有一個新嘅
[00:04:17.000 --> 00:04:19.000]  角色或者
[00:04:19.000 --> 00:04:21.000]  新嘅環境
[00:04:21.000 --> 00:04:23.000]  佢可能要去面對嘅
[00:04:23.000 --> 00:04:25.000]  挑戰同埋佢嘅擔憂
[00:04:25.000 --> 00:04:27.000]  不知所措嘅感覺係
[00:04:27.000 --> 00:04:29.000]  好強烈嘅所以
[00:04:29.000 --> 00:04:31.000]  上帝既然喺老祖嘅
[00:04:31.000 --> 00:04:33.000]  以前亦都已經明白
[00:04:33.000 --> 00:04:35.000]  佢嘅子民
[00:04:35.000 --> 00:04:37.000]  點樣喺帶領
[00:04:37.000 --> 00:04:39.000]  佢所有嘅
[00:04:39.000 --> 00:04:41.000]  屬乎神嘅子民去進入
[00:04:41.000 --> 00:04:43.000]  對應許地嘅時候都有咁嘅
[00:04:43.000 --> 00:04:45.000]  挑戰更何況今天
[00:04:45.000 --> 00:04:47.000]  我哋每一個屬神嘅子民
[00:04:47.000 --> 00:04:49.000]  你我哋
[00:04:49.000 --> 00:04:51.000]  會明白到我哋嘅上帝其實
[00:04:51.000 --> 00:04:53.000]  係好關心我哋喺我哋嘅
[00:04:53.000 --> 00:04:55.000]  身心靈嘅各方面都好
[00:04:55.000 --> 00:04:57.000]  照顧所以當我哋去
[00:04:57.000 --> 00:04:59.000]  睇返今日我哋睇嘅經文
[00:04:59.000 --> 00:05:01.000]  亦都承接返我一路睇嘅
[00:05:01.000 --> 00:05:03.000]  馬太福音我哋前文
[00:05:03.000 --> 00:05:05.000]  已經講到耶穌
[00:05:05.000 --> 00:05:07.000]  差遣十二個
[00:05:07.000 --> 00:05:09.000]  個門徒
[00:05:09.000 --> 00:05:11.000]  耶穌講得好清楚
[00:05:11.000 --> 00:05:13.000]  亦都明明咁樣話比佢哋知道
[00:05:13.000 --> 00:05:15.000]  你哋將會面對一連串嘅
[00:05:15.000 --> 00:05:17.000]  喺傳道上面嘅
[00:05:17.000 --> 00:05:19.000]  遭遇絕對係
[00:05:19.000 --> 00:05:21.000]  唔容易過嘅一件事情
[00:05:21.000 --> 00:05:23.000]  會唔會因為耶穌
[00:05:23.000 --> 00:05:25.000]  咁嘅講話就導致到
[00:05:25.000 --> 00:05:27.000]  嚇怕咗呢十二個
[00:05:27.000 --> 00:05:29.000]  個門徒呢
[00:05:29.000 --> 00:05:31.000]  會唔會佢哋喺唔同嘅
[00:05:31.000 --> 00:05:33.000]  情況之下見到
[00:05:33.000 --> 00:05:35.000]  佢哋所面對嘅挑戰
[00:05:35.000 --> 00:05:37.000]  同埋佢哋嘅困難
[00:05:37.000 --> 00:05:39.000]  因而可能會退縮
[00:05:39.000 --> 00:05:41.000]  甚至可能會便捷呢
[00:05:41.000 --> 00:05:43.000]  呢一點我相信
[00:05:43.000 --> 00:05:45.000]  耶穌係考慮
[00:05:45.000 --> 00:05:47.000]  喺佢嘅整個嘅
