
[00:00:00.000 --> 00:00:10.000]  首先我會提信徒和聖徒的分別
[00:00:10.000 --> 00:00:16.000]  教會當中信徒之間往往有很多衝突
[00:00:16.000 --> 00:00:20.000]  教會中間有很多信徒之間有很多的衝突
[00:00:20.000 --> 00:00:32.000]  甚至我聽過有些弟兄姊妹為了一些個人的觀感喜好而埋怨其他人
[00:00:32.000 --> 00:00:38.000]  甚至為了一些個人的觀感喜好而埋怨他人
[00:00:38.000 --> 00:00:42.000]  難怪有人說教會就是罪人的集合
[00:00:42.000 --> 00:00:46.000]  難怪有人說教會是罪人的集合的地方
[00:00:46.000 --> 00:00:50.000]  而罪人之間彼此和睦相處是很困難的
[00:00:50.000 --> 00:00:56.000]  而罪人之間彼此和睦相處是很困難的
[00:00:56.000 --> 00:01:02.000]  問題是罪人因為被主拯救而成為信徒
[00:01:02.000 --> 00:01:07.000]  問題是罪人因為被主拯救而成為信徒
[00:01:07.000 --> 00:01:11.000]  或者稱為基督徒
[00:01:11.000 --> 00:01:16.000]  但在保羅的書信中
[00:01:16.000 --> 00:01:23.000]  教會的信徒被稱為聖徒
[00:01:23.000 --> 00:01:27.000]  意思是在主的面前
[00:01:27.000 --> 00:01:32.000]  信徒因著基督的救贖
[00:01:32.000 --> 00:01:39.000]  信徒因著基督的救贖是從世界被分別出來
[00:01:39.000 --> 00:01:44.000]  已經被主從罪惡裏面分別出來
[00:01:44.000 --> 00:01:48.000]  已經被主從罪惡之中拯救出來
[00:01:48.000 --> 00:01:51.000]  成為聖潔的人
[00:01:51.000 --> 00:01:55.000]  這就是我們每一個信徒的新身份
[00:01:55.000 --> 00:01:59.000]  這就是我們每一個信徒新的身份
[00:01:59.000 --> 00:02:04.000]  是很尊貴的聖徒
[00:02:04.000 --> 00:02:08.000]  但我們信主的人的身份雖然是聖徒
[00:02:08.000 --> 00:02:13.000]  但我們信主的人的身份雖然是聖徒
[00:02:13.000 --> 00:02:18.000]  仍然是需要不斷更新我們的靈命
[00:02:18.000 --> 00:02:22.000]  仍然是需要不斷更新我們的靈命
[00:02:22.000 --> 00:02:24.000]  活得更像耶穌基督
[00:02:24.000 --> 00:02:26.000]  活得更像耶穌基督
[00:02:26.000 --> 00:02:30.000]  這個過程被稱為「成聖」
[00:02:30.000 --> 00:02:33.000]  這個過程被稱為「成聖」
[00:02:33.000 --> 00:02:35.000]  什麼叫「聖」呢?「聖」就是聖潔
[00:02:35.000 --> 00:02:37.000]  什麼叫「聖」呢?就是聖潔
[00:02:37.000 --> 00:02:40.000]  聖經說我們要聖潔,因為神是聖潔的
[00:02:40.000 --> 00:02:44.000]  聖經說我們要聖潔,因為我們的神是聖潔的
[00:02:44.000 --> 00:02:50.000]  所以「成聖」是一個不斷聖化我們個人屬靈生命的過程
[00:02:50.000 --> 00:02:56.000]  所以「成聖」是一個不斷聖化我們個人屬靈生命的過程
[00:02:56.000 --> 00:03:00.000]  我最近忙於處理退休的事
[00:03:00.000 --> 00:03:05.000]  我最近忙於處理退休的事
[00:03:05.000 --> 00:03:09.000]  在這裡很感謝一些很勞心勞力協助這件事的弟兄
[00:03:09.000 --> 00:03:12.000]  主要是姐妹們
[00:03:12.000 --> 00:03:15.000]  在這裡我要謝謝各位的姐妹
[00:03:15.000 --> 00:03:19.000]  都在這件事情上多多幫忙我
[00:03:19.000 --> 00:03:22.000]  剛好我要搬屋
[00:03:22.000 --> 00:03:25.000]  很巧我要搬家
[00:03:25.000 --> 00:03:28.000]  我又顧這邊又要顧那邊
[00:03:28.000 --> 00:03:30.000]  我又顧這裡又顧那裡
[00:03:30.000 --> 00:03:33.000]  師母都很容易暈的
[00:03:33.000 --> 00:03:36.000]  師母的身體都不太好
[00:03:36.000 --> 00:03:40.000]  做了太多的話都會頭暈
[00:03:40.000 --> 00:03:44.000]  很多的工作都落在我身上
[00:03:44.000 --> 00:03:49.000]  我身體操勞以致很疲累很軟弱
[00:03:49.000 --> 00:03:53.000]  我身體的操勞導致我很疲累
[00:03:53.000 --> 00:04:01.000]  有時候會不自覺地嘆氣
[00:04:01.000 --> 00:04:09.000]  好像那些重病的病人那樣呻吟的聲音
[00:04:09.000 --> 00:04:15.000]  所以禮拜五我去了做物理治療
[00:04:15.000 --> 00:04:19.000]  紓鬆一下疲累的肌肉和筋骨
[00:04:19.000 --> 00:04:23.000]  紓解一下我疲累的筋骨
[00:04:23.000 --> 00:04:27.000]  這個物理治療師告訴我
[00:04:27.000 --> 00:04:34.000]  為什麼我們的身體疲勞的時候會僵硬不能活動自如呢?
[00:04:34.000 --> 00:04:41.000]  為什麼我們的身體疲勞的時候會僵硬不能活動自如呢?
[00:04:41.000 --> 00:04:45.000]  原因就是我們的身體知道如果我們進一步操勞的話
[00:04:45.000 --> 00:04:54.000]  那部分的筋骨就會受到損害
[00:04:54.000 --> 00:04:57.000]  特別是腰部
[00:04:57.000 --> 00:05:00.000]  很多時候都會僵硬
[00:05:00.000 --> 00:05:02.000]  很多時候都會硬起來
[00:05:02.000 --> 00:05:06.000]  所以師母說為什麼你又要上床睡覺呢?
[00:05:06.000 --> 00:05:09.000]  師母說為什麼又要上床睡覺呢?
[00:05:09.000 --> 00:05:12.000]  我說不行的,我寫一下講章就要睡了
[00:05:12.000 --> 00:05:17.000]  我告訴她我寫講章會很累就需要休息
[00:05:17.000 --> 00:05:20.000]  所以身體是會懂得自己保護自己的
[00:05:20.000 --> 00:05:22.000]  所以身體會懂得保護自己的
[00:05:22.000 --> 00:05:26.000]  讓那部分的肌肉收緊難以活動
[00:05:26.000 --> 00:05:30.000]  讓那部分的肌肉收緊難以活動
[00:05:30.000 --> 00:05:32.000]  並且會有痛楚
[00:05:32.000 --> 00:05:34.000]  而且還會痛楚
[00:05:34.000 --> 00:05:38.000]  於是人就會停止活動那部分的肌肉
[00:05:38.000 --> 00:05:42.000]  於是人會停止活動那部分的肌肉
[00:05:42.000 --> 00:05:46.000]  當然也會發出生病的聲音
[00:05:46.000 --> 00:05:49.000]  當然會發出生病的聲音
[00:05:49.000 --> 00:05:54.000]  所以身體疲勞軟弱的時候
[00:05:54.000 --> 00:05:57.000]  你教我應該怎麼做
[00:05:57.000 --> 00:06:01.000]  看醫生和睡覺
[00:06:01.000 --> 00:06:03.000]  需要休息
[00:06:03.000 --> 00:06:06.000]  充足的休息才能恢復健康
[00:06:06.000 --> 00:06:10.000]  充足的休息才能恢復健康
[00:06:10.000 --> 00:06:12.000]  我將來有很多時間休息了
[00:06:12.000 --> 00:06:15.000]  我現在有很多時間休息了
[00:06:15.000 --> 00:06:20.000]  但是我們的心靈在追求成長
[00:06:20.000 --> 00:06:23.000]  或者稱為成性的過程當中
[00:06:23.000 --> 00:06:25.000]  其實我們的心靈在追求成長
[00:06:25.000 --> 00:06:27.000]  或者稱為成性的過程當中
[00:06:27.000 --> 00:06:32.000]  很多時候都會出現屬靈生命軟弱的時候
[00:06:32.000 --> 00:06:36.000]  很多時候都會出現屬靈生命軟弱的時候
[00:06:36.000 --> 00:06:38.000]  正如羅馬書八章二十六節所說
[00:06:38.000 --> 00:06:43.000]  正如羅馬書八章二十六節所說
[00:06:43.000 --> 00:06:46.000]  況且我們的軟弱有生靈幫助
[00:06:46.000 --> 00:06:50.000]  我們本不曉得當怎樣禱告
[00:06:50.000 --> 00:06:56.000]  只是生靈親自用說不出來的嘆息替我們禱告
[00:06:56.000 --> 00:07:02.000]  當我們遇到一些生命中的困境的時候
[00:07:02.000 --> 00:07:05.000]  當我們遇到一些生命中的困境的時候
[00:07:05.000 --> 00:07:09.000]  感到難以對付不知所措的時候
[00:07:09.000 --> 00:07:12.000]  感覺難以對付不知所措的時候
[00:07:12.000 --> 00:07:15.000]  我們的內心就會忐忑不安
[00:07:15.000 --> 00:07:18.000]  我們的內心就會忐忑不安
[00:07:18.000 --> 00:07:24.000]  感到很糾結
[00:07:24.000 --> 00:07:29.000]  那時候如果我們不懂得向神求助的話
[00:07:29.000 --> 00:07:34.000]  那時候如果我們不懂向神求助的時候
[00:07:34.000 --> 00:07:37.000]  就會很沮喪
[00:07:37.000 --> 00:07:42.000]  甚至無法祈禱
[00:07:42.000 --> 00:07:46.000]  尤其是當人因為不聽從神而犯了錯的時候
[00:07:46.000 --> 00:07:50.000]  尤其是當人因為不聽從神而犯了錯的時候
[00:07:50.000 --> 00:07:53.000]  由於要保持個人的自尊
[00:07:53.000 --> 00:07:56.000]  由於要保持個人的自尊
[00:07:56.000 --> 00:08:01.000]  往往不願意來到神的面前尋求祂的幫助
[00:08:01.000 --> 00:08:05.000]  往往不願意來到神的面前尋求祂的幫助
[00:08:05.000 --> 00:08:08.000]  所以連向神禱告都沒有了
[00:08:08.000 --> 00:08:10.000]  所以連向神禱告的時候都沒有了
[00:08:10.000 --> 00:08:12.000]  人如果無法祈禱
[00:08:12.000 --> 00:08:14.000]  如果人沒辦法去禱告
[00:08:14.000 --> 00:08:17.000]  就是心靈病了
[00:08:17.000 --> 00:08:19.000]  就是你的心靈生病了
[00:08:19.000 --> 00:08:21.000]  無法祈禱和不親近神
[00:08:21.000 --> 00:08:24.000]  就是靈命軟弱的病徵
[00:08:24.000 --> 00:08:27.000]  無法去禱告和不能親近神
