
[00:00:00.000 --> 00:00:05.000]  這是最後一個講論天國人間第十
[00:00:05.000 --> 00:00:12.000]  今年是第十堂天國人間系列
[00:00:12.000 --> 00:00:14.000]  在我們的生活中
[00:00:14.000 --> 00:00:17.000]  什麼是可以永恆存在的呢?
[00:00:17.000 --> 00:00:18.000]  我們都要想這個問題
[00:00:18.000 --> 00:00:21.000]  什麼是暫時的呢?
[00:00:21.000 --> 00:00:24.000]  什麼是對你是寶貴的呢?
[00:00:24.000 --> 00:00:26.000]  什麼你覺得可以捨棄的呢?
[00:00:26.000 --> 00:00:32.000]  全部都是講我們人生中要有的抉擇
[00:00:32.000 --> 00:00:33.000]  聖經這一段
[00:00:33.000 --> 00:00:36.000]  當我們去看《馬太觀音》第十三章的時候
[00:00:36.000 --> 00:00:39.000]  我們就不只是看這三節
[00:00:39.000 --> 00:00:41.000]  這三節裡面就講了兩個比喻
[00:00:41.000 --> 00:00:43.000]  都是一種寶貝的論述
[00:00:43.000 --> 00:00:47.000]  講有關天國就好像一個寶貝
[00:00:47.000 --> 00:00:49.000]  但是當我們去看聖經的時間
[00:00:49.000 --> 00:00:52.000]  在第十三章其實在前一點點
[00:00:52.000 --> 00:00:53.000]  我們就已經知道
[00:00:53.000 --> 00:00:55.000]  當主耶穌要解明
[00:00:55.000 --> 00:00:58.000]  有關大子的比喻的時候
[00:00:58.000 --> 00:00:59.000]  在三十六節
[00:00:59.000 --> 00:01:00.000]  十三章的三十六節
[00:01:00.000 --> 00:01:03.000]  他就說當下耶穌離開了眾人
[00:01:03.000 --> 00:01:04.000]  和一群群眾離開了
[00:01:04.000 --> 00:01:08.000]  就帶著一群門徒進入房間
[00:01:08.000 --> 00:01:10.000]  進入房間裡面
[00:01:10.000 --> 00:01:13.000]  就解釋給他們知道
[00:01:13.000 --> 00:01:16.000]  在較為隱密的情況下
[00:01:16.000 --> 00:01:19.000]  就去跟他們講明真理
[00:01:19.000 --> 00:01:22.000]  來到這裡的時候就講
[00:01:22.000 --> 00:01:26.000]  天國就好像是寶貝
[00:01:26.000 --> 00:01:32.000]  等下我們快過年了
[00:01:32.000 --> 00:01:35.000]  快一年又過去了
[00:01:35.000 --> 00:01:38.000]  會不會大掃除?
[00:01:38.000 --> 00:01:42.000]  會不會看看你家裡有什麼是不要的?
[00:01:42.000 --> 00:01:44.000]  但是有些你不要的東西
[00:01:44.000 --> 00:01:48.000]  在別人眼中可能都是寶的
[00:01:48.000 --> 00:01:50.000]  我不知道你會不會在這個過程裡面
[00:01:50.000 --> 00:01:52.000]  思想一下究竟在你的生命裡面
[00:01:52.000 --> 00:01:53.000]  什麼是重要?
[00:01:53.000 --> 00:01:55.000]  什麼是不再需要?
[00:01:55.000 --> 00:01:57.000]  什麼是值得留下?
[00:01:57.000 --> 00:02:00.000]  什麼可以廢棄?
[00:02:00.000 --> 00:02:02.000]  但是更加重要的
[00:02:02.000 --> 00:02:04.000]  我們作為基督徒
[00:02:04.000 --> 00:02:05.000]  我們就要想
[00:02:05.000 --> 00:02:06.000]  我們就要思想
[00:02:06.000 --> 00:02:08.000]  究竟神告訴我們
[00:02:08.000 --> 00:02:10.000]  什麼只是暫時?
[00:02:10.000 --> 00:02:12.000]  什麼我們得著的時候
[00:02:12.000 --> 00:02:15.000]  我們就要寬天喜地?
[00:02:15.000 --> 00:02:18.000]  在巴勒斯坦地的地方
[00:02:18.000 --> 00:02:21.000]  種田當然要泥地
[00:02:21.000 --> 00:02:23.000]  同一塊田
[00:02:23.000 --> 00:02:27.000]  泥地的人已經耕種過很多片
[00:02:27.000 --> 00:02:29.000]  每年做同一個動作
[00:02:29.000 --> 00:02:32.000]  每次都去泥這個地
[00:02:32.000 --> 00:02:34.000]  可能有些日子還沒泥得夠深
[00:02:34.000 --> 00:02:36.000]  在這個下午
[00:02:36.000 --> 00:02:39.000]  種田的人面對烈日當空
[00:02:39.000 --> 00:02:42.000]  採了很多片的地
[00:02:42.000 --> 00:02:46.000]  這次他再去泥這個地的時候
[00:02:46.000 --> 00:02:48.000]  流汗
[00:02:48.000 --> 00:02:51.000]  去到下午可能有點累
[00:02:51.000 --> 00:02:53.000]  突然坐頭一看
[00:02:53.000 --> 00:02:56.000]  這次就在地上
[00:02:56.000 --> 00:03:00.000]  在泥土裡面碰到硬物
[00:03:00.000 --> 00:03:03.000]  種田如果那裡是有石頭
[00:03:03.000 --> 00:03:05.000]  就一定要拿開
[00:03:05.000 --> 00:03:07.000]  否則就會阻礙
[00:03:07.000 --> 00:03:11.000]  阻礙植物的生長
[00:03:11.000 --> 00:03:12.000]  這次再採一下
[00:03:12.000 --> 00:03:14.000]  為什麼這麼難?
[00:03:14.000 --> 00:03:19.000]  一看見到一個盒
[00:03:19.000 --> 00:03:21.000]  見到一個盒的邊緣
[00:03:21.000 --> 00:03:23.000]  不可以再坐下去
[00:03:23.000 --> 00:03:24.000]  用手滑
[00:03:24.000 --> 00:03:28.000]  滑下滑下再滑深一點
[00:03:28.000 --> 00:03:32.000]  摸到一個寶盒的上蓋
[00:03:32.000 --> 00:03:34.000]  在這個箱子裡面
[00:03:34.000 --> 00:03:36.000]  有些什麼呢?
[00:03:36.000 --> 00:03:38.000]  在這個時刻
[00:03:38.000 --> 00:03:40.000]  同樣的情況
[00:03:40.000 --> 00:03:43.000]  你面對的時候
[00:03:43.000 --> 00:03:48.000]  泥地的人心跳加速
[00:03:48.000 --> 00:03:50.000]  一個寶箱
[00:03:50.000 --> 00:03:52.000]  泥地的人知道寶物一定
[00:03:52.000 --> 00:03:56.000]  當時的社會是放在地下
[00:03:56.000 --> 00:03:59.000]  歷史時空轉換
[00:03:59.000 --> 00:04:01.000]  引著天災
[00:04:01.000 --> 00:04:02.000]  引著戰爭
[00:04:02.000 --> 00:04:04.000]  人暫時離開家園
[00:04:04.000 --> 00:04:07.000]  珍貴的財物
[00:04:07.000 --> 00:04:10.000]  不方便在路途上攜帶
[00:04:10.000 --> 00:04:13.000]  一來很重二來有盜賊
[00:04:13.000 --> 00:04:16.000]  還記不記得那一千銀兩
[00:04:16.000 --> 00:04:19.000]  領了一千銀兩的管家
[00:04:19.000 --> 00:04:24.000]  他不敢動就將它埋在地下
[00:04:24.000 --> 00:04:27.000]  當時武行行
[00:04:27.000 --> 00:04:31.000]  埋寶貝寶箱在地下的人
[00:04:31.000 --> 00:04:34.000]  他想有一天我會回來
[00:04:34.000 --> 00:04:39.000]  有一天我會回來是拿回
[00:04:39.000 --> 00:04:41.000]  人生很多意外
[00:04:41.000 --> 00:04:43.000]  他再也回不來
[00:04:43.000 --> 00:04:47.000]  寶物就藏在地下
[00:04:47.000 --> 00:04:50.000]  今天在我們世界裡面
[00:04:50.000 --> 00:04:54.000]  面對這個寶箱
[00:04:54.000 --> 00:04:58.000]  這一刻泥地的人就想
[00:04:58.000 --> 00:05:00.000]  按拉比的律法
[00:05:00.000 --> 00:05:03.000]  找到寶的人就是屬於他
[00:05:03.000 --> 00:05:05.000]  我們中國人都是這樣說
[00:05:05.000 --> 00:05:06.000]  地上撿到寶
[00:05:06.000 --> 00:05:08.000]  問天問地拿不到
[00:05:08.000 --> 00:05:10.000]  這是小朋友玩遊戲
[00:05:10.000 --> 00:05:11.000]  我們就是這樣說
[00:05:11.000 --> 00:05:13.000]  今天的世代當然不行
[00:05:13.000 --> 00:05:15.000]  路不拾遺會罰的
[00:05:15.000 --> 00:05:17.000]  除了拿去警署有幾個月
[00:05:17.000 --> 00:05:20.000]  沒有人認領是屬於你
[00:05:20.000 --> 00:05:22.000]  我們是得主
[00:05:22.000 --> 00:05:24.000]  打開箱子
[00:05:24.000 --> 00:05:28.000]  原來是犧牲的珍寶
[00:05:28.000 --> 00:05:30.000]  有珍珠有馬路
[00:05:30.000 --> 00:05:33.000]  有黃金有寶石
[00:05:33.000 --> 00:05:35.000]  閃耀的陽光射下來
[00:05:35.000 --> 00:05:37.000]  興奮莫名
[00:05:37.000 --> 00:05:39.000]  這一刻他很害怕
[00:05:39.000 --> 00:05:41.000]  隔壁廚房有沒有人
[00:05:41.000 --> 00:05:42.000]  沒有
[00:05:42.000 --> 00:05:44.000]  蓋上箱子
[00:05:44.000 --> 00:05:46.000]  再埋回地上
[00:05:46.000 --> 00:05:49.000]  我要買這塊地
[00:05:49.000 --> 00:05:51.000]  好像是一個租戶
[00:05:51.000 --> 00:05:54.000]  我要買這塊地
[00:05:54.000 --> 00:05:57.000]  認好那個地方
[00:05:57.000 --> 00:05:59.000]  用來再蓋好
[00:05:59.000 --> 00:06:01.000]  不要被人發現
[00:06:01.000 --> 00:06:03.000]  無論多少錢
[00:06:03.000 --> 00:06:05.000]  我都要買這塊地
[00:06:05.000 --> 00:06:08.000]  和我所找到的寶藏比較
[00:06:08.000 --> 00:06:12.000]  都是微不足道
[00:06:12.000 --> 00:06:17.000]  誰打開了隱藏的寶藏呢
[00:06:17.000 --> 00:06:21.000]  誰對寶藏沒有興趣呢
[00:06:21.000 --> 00:06:24.000]  你家裡有沒有寶
[00:06:24.000 --> 00:06:27.000]  你家裡有沒有收藏
[00:06:27.000 --> 00:06:30.000]  有些人專門有收藏
[00:06:30.000 --> 00:06:33.000]  收藏得的都是珍寶
[00:06:33.000 --> 00:06:37.000]  稍後我們比較一下收藏了什麼
[00:06:37.000 --> 00:06:38.000]  耶穌在這一刻
[00:06:38.000 --> 00:06:40.000]  就對一群門徒在家裡
[00:06:40.000 --> 00:06:42.000]  集中了他們的注意力
[00:06:42.000 --> 00:06:43.000]  如見寶藏
[00:06:43.000 --> 00:06:44.000]  買地
[00:06:44.000 --> 00:06:46.000]  拿這個寶
[00:06:46.000 --> 00:06:49.000]  彷彿好像奪寶奇兵的情節
[00:06:49.000 --> 00:06:50.000]  千方百計
[00:06:50.000 --> 00:06:53.000]  不同的人都要爭奪
[00:06:53.000 --> 00:06:56.000]  稀世奇珍的時候
[00:06:56.000 --> 00:06:58.000]  要得到那個寶藏
[00:06:58.000 --> 00:07:01.000]  耶穌集中了門徒的思緒
[00:07:01.000 --> 00:07:03.000]  他開始再講另一個比喻
[00:07:03.000 --> 00:07:06.000]  一個是無意中得到寶箱
[00:07:06.000 --> 00:07:09.000]  無意中找到寶藏
[00:07:09.000 --> 00:07:12.000]  另一個比喻四十五節
[00:07:12.000 --> 00:07:14.000]  他說天國就好像買賣人
[00:07:14.000 --> 00:07:16.000]  買賣人即是什麼
[00:07:16.000 --> 00:07:19.000]  商人
[00:07:19.000 --> 00:07:23.000]  要找好的珠子
[00:07:23.000 --> 00:07:25.000]  遇見一個重價的珠子
[00:07:25.000 --> 00:07:27.000]  就變賣一切所有的
[00:07:27.000 --> 00:07:28.000]  要買下去
[00:07:28.000 --> 00:07:29.000]  要變賣一切所有的
[00:07:29.000 --> 00:07:32.000]  買這一顆珠子
[00:07:32.000 --> 00:07:36.000]  天國就好像商人
[00:07:36.000 --> 00:07:38.000]  要買一個
[00:07:38.000 --> 00:07:40.000]  在他行內
[00:07:40.000 --> 00:07:42.000]  認為最珍貴的珍珠
[00:07:42.000 --> 00:07:43.000]  一聽到都知道
[00:07:43.000 --> 00:07:47.000]  這是完美無瑕的珍珠
[00:07:47.000 --> 00:07:50.000]  聽說這一顆珍珠
[00:07:50.000 --> 00:07:54.000]  是埃及女王所喜歡的
[00:07:54.000 --> 00:07:56.000]  價值不菲
[00:07:56.000 --> 00:07:59.000]  珍珠在當時
[00:07:59.000 --> 00:08:00.000]  可能是埃及而來
[00:08:00.000 --> 00:08:06.000]  又或者在紅海生產
[00:08:06.000 --> 00:08:07.000]  這個商人
[00:08:07.000 --> 00:08:10.000]  走遍很多不同的海港漁港
[00:08:10.000 --> 00:08:11.000]  走遍很多地方
[00:08:11.000 --> 00:08:13.000]  都要找這個貴價的珍珠
[00:08:13.000 --> 00:08:18.000]  有一天他找到了
[00:08:18.000 --> 00:08:19.000]  他找到的時候
[00:08:19.000 --> 00:08:21.000]  這顆珍珠他心知肚明
[00:08:21.000 --> 00:08:22.000]  他花很多時間
[00:08:22.000 --> 00:08:23.000]  花很多精力
[00:08:23.000 --> 00:08:26.000]  花很多的日子
[00:08:26.000 --> 00:08:28.000]  今天他找到了
[00:08:28.000 --> 00:08:31.000]  就跟賣珍珠的人說
[00:08:31.000 --> 00:08:34.000]  你開個價
[00:08:34.000 --> 00:08:36.000]  你要多少
[00:08:36.000 --> 00:08:37.000]  我都要變賣一切
[00:08:37.000 --> 00:08:39.000]  去買這一顆珍珠
[00:08:39.000 --> 00:08:42.000]  到底天國有沒有這麼蠢
[00:08:42.000 --> 00:08:44.000]  你要真是喜歡那樣東西
[00:08:44.000 --> 00:08:46.000]  你面對可以講價的場合
[00:08:46.000 --> 00:08:48.000]  你會怎樣
[00:08:48.000 --> 00:08:49.000]  似理不理
[00:08:49.000 --> 00:08:51.000]  講價然後想走
