
[00:00:00.000 --> 00:00:02.960]  各位早安 願你平安
[00:00:02.960 --> 00:00:07.960]  很高興今早能跟大家分享上帝的話語
[00:00:07.960 --> 00:00:15.600]  早前在看楊錫昌牧師的書
[00:00:15.600 --> 00:00:19.920]  《召命以生命回應神的召喚》
[00:00:19.920 --> 00:00:23.680]  當看的時候 其中也帶給我一個啟發
[00:00:23.680 --> 00:00:28.240]  特別看到他提及到亞摩斯的蒙召時
[00:00:28.240 --> 00:00:29.920]  也給我一個深刻的感覺
[00:00:29.920 --> 00:00:34.120]  所以今天跟大家一起分享當中的一些領受
[00:00:34.120 --> 00:00:36.240]  當然不是單單是這本書
[00:00:36.240 --> 00:00:39.000]  而是裡面相對給我的一些體會
[00:00:39.000 --> 00:00:42.080]  所以跟大家一起分享上帝的話語
[00:00:42.080 --> 00:00:46.080]  先跟大家看看一段聖經
[00:00:46.080 --> 00:00:51.240]  亞摩斯書七章十至十七節
[00:00:51.240 --> 00:00:56.640]  首先介紹一下這本書的一些歷史背景
[00:00:56.640 --> 00:00:59.720]  在亞摩斯一章一節裡這樣說
[00:00:59.720 --> 00:01:06.200]  當猶太王烏西亞以色列王約阿斯的兒子
[00:01:06.200 --> 00:01:08.120]  耶律波安在位的時候
[00:01:08.120 --> 00:01:11.520]  聖經裡面就標明了當時的情景
[00:01:11.520 --> 00:01:16.800]  亞摩斯擔當先知的時候的那些人當上皇帝
[00:01:16.800 --> 00:01:18.840]  首先我了解到一件事
[00:01:18.840 --> 00:01:22.880]  在所羅門當上皇帝的時候 國家是統一的
[00:01:22.880 --> 00:01:25.040]  後來之後國家一分為二
[00:01:25.040 --> 00:01:27.760]  北角你會看到綠色的部分
[00:01:27.760 --> 00:01:29.040]  就是北角以色列
[00:01:29.040 --> 00:01:31.720]  由當時的皇帝耶羅波安
[00:01:31.720 --> 00:01:32.880]  我們叫他一世
[00:01:32.880 --> 00:01:34.800]  來管治
[00:01:34.800 --> 00:01:38.400]  紅色就是猶太國
[00:01:38.400 --> 00:01:42.160]  就是羅波安來管治
[00:01:42.160 --> 00:01:44.880]  隨著時間過去發展之後
[00:01:44.880 --> 00:01:46.600]  去到亞摩斯的時候
[00:01:46.600 --> 00:01:49.440]  當時紅色那部分就是南角
[00:01:49.440 --> 00:01:52.160]  猶太國有個皇帝叫烏西亞王
[00:01:52.160 --> 00:01:55.240]  烏西亞王在位五十二年
[00:01:55.240 --> 00:01:56.360]  也很厲害
[00:01:56.360 --> 00:01:58.080]  一個皇帝五十二年
[00:01:58.080 --> 00:02:00.600]  他也有很大的建樹在裡面
[00:02:00.600 --> 00:02:02.760]  除了打敗了很多敵人
[00:02:02.760 --> 00:02:06.640]  也修建了耶路撒冷城牆
[00:02:06.640 --> 00:02:09.120]  也有些地圖去擴張了
[00:02:09.120 --> 00:02:11.680]  所以他的名聲也傳得比較遠
[00:02:11.680 --> 00:02:13.200]  而同時間在北角裡面
[00:02:13.200 --> 00:02:15.880]  另一個皇帝叫耶羅波安二世
[00:02:15.880 --> 00:02:17.160]  因為叫二世
[00:02:17.160 --> 00:02:20.280]  在位也有四十年
[00:02:20.280 --> 00:02:23.360]  剛剛那個時候亞述稍微弱了一點
[00:02:23.360 --> 00:02:25.640]  特別是征服了敘利亞的時候
[00:02:25.640 --> 00:02:29.600]  他趁著這個機會修復了很多之前失去的地方
[00:02:29.600 --> 00:02:32.600]  版圖也大了
[00:02:32.600 --> 00:02:34.080]  國勢也強盛
[00:02:34.080 --> 00:02:36.520]  可以說這兩個國家在當中
[00:02:36.520 --> 00:02:39.680]  也是一個很富裕很強盛的時候
[00:02:39.680 --> 00:02:43.400]  但內裡國家比較貧富懸殊
[00:02:43.400 --> 00:02:45.160]  也奢華賢樂
[00:02:45.160 --> 00:02:46.880]  道德也走向敗壞
[00:02:46.880 --> 00:02:50.880]  我們也知道當然也是敬拜外邦偶像
[00:02:50.880 --> 00:02:54.080]  所以舉國裡面感覺到像一個太平盛世
[00:02:54.080 --> 00:02:56.120]  但內裡是比較富有的
[00:02:56.120 --> 00:02:58.080]  在這個時候
[00:02:58.080 --> 00:03:03.680]  阿摩斯本身是南國的人
[00:03:03.680 --> 00:03:05.680]  他蒙上帝的呼召
[00:03:05.680 --> 00:03:08.680]  就叫他去北角這個地方
[00:03:08.680 --> 00:03:11.600]  向當時的皇帝耶羅波安二世
[00:03:11.600 --> 00:03:13.120]  要說出上帝的心意
[00:03:13.120 --> 00:03:15.640]  上帝的心意也是一些審判的話
[00:03:15.640 --> 00:03:18.160]  並且說他將這個國家滅亡
[00:03:18.160 --> 00:03:21.080]  這種消息聽起來是很難令人想像
[00:03:21.080 --> 00:03:24.680]  因為國家正興盛,為什麼說要滅亡呢?
[00:03:24.680 --> 00:03:27.280]  這個就是當時的背景
[00:03:27.280 --> 00:03:29.280]  現在我要提一提
[00:03:29.280 --> 00:03:34.080]  先知阿摩斯這個人的一些個人資料
[00:03:34.080 --> 00:03:36.440]  在第一章第一節裡面提及到
[00:03:36.440 --> 00:03:39.880]  他在提哥瓦做木人
[00:03:39.880 --> 00:03:42.800]  提哥瓦就是當時南國
[00:03:42.800 --> 00:03:46.280]  伯利恆以南的五六公里
[00:03:46.280 --> 00:03:48.040]  提哥瓦這個地方
[00:03:48.040 --> 00:03:49.240]  他做木人的
[00:03:49.240 --> 00:03:53.400]  另外聖經在七章十四到第十五節提及到
[00:03:53.400 --> 00:03:54.320]  他自己說
[00:03:54.320 --> 00:03:58.080]  「我是木人,又是修理桑樹的」
[00:03:58.080 --> 00:04:00.720]  他是南國的人
[00:04:00.720 --> 00:04:03.880]  提哥瓦裡面是木洋人
[00:04:03.880 --> 00:04:05.880]  另外還有一份工作他做的
[00:04:05.880 --> 00:04:07.400]  就是修理桑樹
[00:04:07.400 --> 00:04:08.920]  可能你覺得修理桑樹
[00:04:08.920 --> 00:04:10.760]  只是搞一下樹木的樣子
[00:04:10.760 --> 00:04:12.360]  好像是普通的工作
[00:04:12.360 --> 00:04:13.880]  但如果是今天來說
[00:04:13.880 --> 00:04:16.080]  這個也是一個很專門的知識
[00:04:16.080 --> 00:04:18.080]  修理樹木當然不簡單
[00:04:18.080 --> 00:04:20.760]  不簡單,不是隨便去修理的
[00:04:20.760 --> 00:04:22.080]  我們香港有一個部門
[00:04:22.080 --> 00:04:25.520]  在發展局下面叫做樹木辦理處
[00:04:25.520 --> 00:04:27.880]  我們簡稱它是樹木辦
[00:04:27.880 --> 00:04:30.400]  他們還要定期檢查樹木
[00:04:30.400 --> 00:04:32.880]  評估它的風險是怎樣
[00:04:32.880 --> 00:04:34.280]  以至怎樣去修理
[00:04:34.280 --> 00:04:35.800]  這些是一些專門的知識
[00:04:35.800 --> 00:04:38.080]  你和我不是可以隨便去
[00:04:38.080 --> 00:04:41.400]  看這棵樹木怎樣怎樣
[00:04:41.400 --> 00:04:44.480]  所以其實也是一個專門的知識的技能
[00:04:44.480 --> 00:04:45.720]  來生活的
[00:04:45.720 --> 00:04:47.040]  所以他本身來說
[00:04:47.040 --> 00:04:47.840]  不是先知
[00:04:47.840 --> 00:04:49.400]  所以他說他自己不是先知
[00:04:49.400 --> 00:04:50.320]  是對的
[00:04:50.320 --> 00:04:52.520]  他只不過有自己的工作
[00:04:52.520 --> 00:04:54.040]  他可以做木洋人的工作
[00:04:54.040 --> 00:04:57.200]  也修理桑樹為他的工作
[00:04:57.200 --> 00:04:59.200]  所以他這樣來生活的
[00:04:59.200 --> 00:05:00.680]  這個就是阿摩斯
[00:05:00.680 --> 00:05:03.960]  另外一個人物和阿摩斯對抗的是什麼人呢?
[00:05:03.960 --> 00:05:05.600]  就是當時一個叫做
[00:05:05.600 --> 00:05:08.080]  伯特利的祭司阿瑪喆
[00:05:08.080 --> 00:05:09.880]  在第十節這樣說
[00:05:09.880 --> 00:05:12.680]  伯特利的祭司阿瑪喆打發人去以色列王
[00:05:12.680 --> 00:05:15.040]  和當時的耶羅波安二世說
[00:05:15.040 --> 00:05:18.120]  阿摩斯在以色列加圖謀背叛你
[00:05:18.120 --> 00:05:20.760]  他所說的一切華者各擔當不了
[00:05:20.760 --> 00:05:24.080]  這個就是和先知對敵的人
[00:05:24.080 --> 00:05:25.880]  就叫做祭司
[00:05:25.880 --> 00:05:29.280]  他是在伯特利做祭司的阿瑪喆
[00:05:29.280 --> 00:05:32.000]  伯特利的祭司
[00:05:32.000 --> 00:05:33.000]  我們了解一下
[00:05:33.000 --> 00:05:38.600]  我們看回之前一些的資料
[00:05:38.600 --> 00:05:40.240]  在獵王記上十二章
[00:05:44.240 --> 00:05:45.240]  好了
[00:05:45.240 --> 00:05:48.800]  獵王記上十二章二十八至三十一節
[00:05:48.800 --> 00:05:50.920]  當時的皇帝就是北角的皇帝
[00:05:50.920 --> 00:05:53.000]  耶羅波安一世開始的時候
[00:05:53.000 --> 00:05:55.320]  當他去了北角當皇帝的時候
[00:05:55.320 --> 00:05:56.800]  他有一些擔心
[00:05:56.800 --> 00:06:00.360]  因為猶太人的節期
[00:06:00.360 --> 00:06:03.920]  以色列人會定期回到耶路撒冷
[00:06:03.920 --> 00:06:06.360]  就是南角下面的耶路撒冷的聖殿敬拜
[00:06:06.360 --> 00:06:07.800]  那個節期裡面
[00:06:07.800 --> 00:06:08.920]  他就擔心
[00:06:08.920 --> 00:06:12.960]  如果以色列人定時定候回到南角的時候
[00:06:12.960 --> 00:06:14.960]  他們的心會慢慢地回到那邊
[00:06:14.960 --> 00:06:16.760]  覺得那邊是正統的
[00:06:16.760 --> 00:06:17.960]  那我這邊不怎麼樣
[00:06:17.960 --> 00:06:20.080]  於是他做了一個這樣的動作
[00:06:20.080 --> 00:06:23.920]  在皇上十二章二十八節
[00:06:23.920 --> 00:06:26.200]  耶羅波安王就是那一世
[00:06:26.200 --> 00:06:28.040]  他就籌定了一件事
[00:06:28.040 --> 00:06:29.720]  鑄造了兩個金牛毒
[00:06:29.720 --> 00:06:31.360]  然後對眾民說
[00:06:31.360 --> 00:06:32.280]  以色列人
[00:06:32.280 --> 00:06:35.360]  你們想耶路撒冷去實在是難的
[00:06:35.360 --> 00:06:40.040]  這就是領你們出埃及的神
[00:06:40.040 --> 00:06:42.680]  他將耶和華神做了兩隻金牛毒
[00:06:42.680 --> 00:06:43.760]  就是牛仔
[00:06:43.760 --> 00:06:47.240]  牛毒一隻安放在伯特利
[00:06:47.240 --> 00:06:48.960]  一隻安放在達
[00:06:48.960 --> 00:06:50.480]  所以伯特利是一隻
[00:06:50.480 --> 00:06:52.600]  然後第三十一節就這麼說
[00:06:52.600 --> 00:06:55.440]  耶羅波安在丘壇那裡建了座殿
