
[00:00:00.000 --> 00:00:06.000]  好,今天我們會回來彈耳理書一起去看一個題目
[00:00:06.000 --> 00:00:10.000]  叫善用神賜予的智慧與能力
[00:00:10.000 --> 00:00:15.000]  先聆聽主導,我們一起同心低頭以禱告與並愛心之熱烈
[00:00:15.000 --> 00:00:22.000]  父神多謝你,讓我們再次回來在你寶貴的啟示當中
[00:00:22.000 --> 00:00:24.000]  讓我們去明白你更多
[00:00:24.000 --> 00:00:26.000]  也能夠透過你的啟示
[00:00:26.000 --> 00:00:30.000]  讓我們去學會如何作為一個屬神的子民
[00:00:30.000 --> 00:00:36.000]  在這個地上如何真正活出一個不會玷污自己的生命
[00:00:36.000 --> 00:00:40.000]  能夠在這個彎曲薄茂的世界裡面
[00:00:40.000 --> 00:00:46.000]  能夠活出上主你要我們在這個世代當中存活的緣由
[00:00:46.000 --> 00:00:52.000]  因為我們的見證是讓人更加親近上主你
[00:00:52.000 --> 00:00:59.000]  求你讓我們在這個目標上面能夠再一次獻上我們禱告祈求
[00:00:59.000 --> 00:01:01.000]  主你給我們智慧
[00:01:01.000 --> 00:01:05.000]  透過認識,特別我們所看的彈耳理書
[00:01:05.000 --> 00:01:08.000]  求上主你讓我們能夠去更掌握
[00:01:08.000 --> 00:01:12.000]  如何作為一個合神心意屬神的子民
[00:01:12.000 --> 00:01:15.000]  好,在我們所處的地方
[00:01:15.000 --> 00:01:19.000]  你放我們在一個空間時間
[00:01:19.000 --> 00:01:25.000]  能夠讓人去重新看到人怎樣離開主你
[00:01:25.000 --> 00:01:33.000]  也都讓我們怎樣可以透過認罪悔改脫離罪的捆綁重歸於上主
[00:01:33.000 --> 00:01:36.000]  求你的帶領我們的同心禱告
[00:01:36.000 --> 00:01:39.000]  奉靠主耶穌基督德性的名字而求
[00:01:39.000 --> 00:01:41.000]  阿們
[00:01:41.000 --> 00:01:44.000]  我在做牧者這麼多年的裡面
[00:01:44.000 --> 00:01:47.000]  其實都有不少的信徒經常都走來跟我說
[00:01:47.000 --> 00:01:50.000]  牧師,我沒東西做
[00:01:50.000 --> 00:01:54.000]  我想找份工作,你為我代討吧
[00:01:54.000 --> 00:01:56.000]  經常都聽見這些
[00:01:56.000 --> 00:02:01.000]  特別我很記得在1991、92年的時候
[00:02:01.000 --> 00:02:03.000]  那時候我還沒有做傳道人
[00:02:03.000 --> 00:02:07.000]  不過那時候教會就有很多信徒
[00:02:07.000 --> 00:02:10.000]  經常回教會的祈禱會
[00:02:10.000 --> 00:02:11.000]  我就覺得很奇怪
[00:02:11.000 --> 00:02:14.000]  教會一向的祈禱會是沒有人去的
[00:02:14.000 --> 00:02:19.000]  以我所知,我曾經以前去過一間教會
[00:02:19.000 --> 00:02:20.000]  有三千會友
[00:02:20.000 --> 00:02:23.000]  三千會友祈禱會只有六個人
[00:02:23.000 --> 00:02:25.000]  我就覺得很奇怪
[00:02:25.000 --> 00:02:26.000]  我還以為進錯房間
[00:02:26.000 --> 00:02:29.000]  原來整間教會要靠六個人祈禱
[00:02:29.000 --> 00:02:30.000]  我就覺得奇怪
[00:02:30.000 --> 00:02:34.000]  為什麼那時候1991、92年開始這麼多人回來祈禱會
[00:02:34.000 --> 00:02:39.000]  原來大家都想回來祈求上帝給他份工作
[00:02:39.000 --> 00:02:43.000]  因為那時候正值在加拿大的經濟衰退
[00:02:43.000 --> 00:02:46.000]  每一天你看見街邊的報紙箱上
[00:02:46.000 --> 00:02:50.000]  都是財源幾千幾萬這樣的報告
[00:02:50.000 --> 00:02:52.000]  我記得1993年的時候
[00:02:52.000 --> 00:02:55.000]  甚至沒有東西可以申請的
[00:02:55.000 --> 00:02:56.000]  所以信徒沒有工作
[00:02:56.000 --> 00:03:00.000]  沒有工作就回來教會祈禱會
[00:03:00.000 --> 00:03:03.000]  希望上帝可以給他份工作
[00:03:03.000 --> 00:03:06.000]  但是同時間有一些這樣的見證
[00:03:06.000 --> 00:03:10.000]  有時候我覺得很值得跟大家分享
[00:03:10.000 --> 00:03:13.000]  很多信徒當真是祈禱
[00:03:13.000 --> 00:03:16.000]  然後上帝給了他份工作
[00:03:16.000 --> 00:03:19.000]  接著拿到工作的時候
[00:03:19.000 --> 00:03:21.000]  他們就說感謝主
[00:03:21.000 --> 00:03:23.000]  上帝真的聽我禱告了
[00:03:23.000 --> 00:03:29.000]  憑信心我得到祂的眷愛和照顧
[00:03:29.000 --> 00:03:31.000]  能夠使我有這份工作
[00:03:31.000 --> 00:03:33.000]  感謝主
[00:03:33.000 --> 00:03:35.000]  但是過了不久之後
[00:03:35.000 --> 00:03:40.000]  信徒又回到教會裡面開始有另一番說話
[00:03:40.000 --> 00:03:45.000]  他就說這份工作真的很難接受
[00:03:45.000 --> 00:03:46.000]  我心想只有這個時間
[00:03:46.000 --> 00:03:48.000]  你又說很感恩有份工作
[00:03:48.000 --> 00:03:50.000]  又很難找工作
[00:03:50.000 --> 00:03:51.000]  那有了
[00:03:51.000 --> 00:03:54.000]  你也預料到是難做的了
[00:03:54.000 --> 00:03:58.000]  他說這份工作我做了不夠多久
[00:03:58.000 --> 00:03:59.000]  我就很討厭這份工作
[00:03:59.000 --> 00:04:00.000]  無論那些人
[00:04:00.000 --> 00:04:01.000]  尤其是我上司
[00:04:01.000 --> 00:04:04.000]  我很難跟他交通
[00:04:04.000 --> 00:04:05.000]  要求又高
[00:04:05.000 --> 00:04:07.000]  而且有時候要求沒什麼理由的
[00:04:07.000 --> 00:04:11.000]  我心想沒什麼理由的要求不出奇
[00:04:11.000 --> 00:04:14.000]  我很記得我第一份工作在香港
[00:04:14.000 --> 00:04:16.000]  一間商行做會計
[00:04:16.000 --> 00:04:20.000]  做會計我本身做的部分
[00:04:20.000 --> 00:04:23.000]  其實主要是做account payable
[00:04:23.000 --> 00:04:27.000]  就是說公司卸賬
[00:04:27.000 --> 00:04:30.000]  但是卸賬
[00:04:30.000 --> 00:04:34.000]  那些帳目一做完之後我就打算收工
[00:04:34.000 --> 00:04:38.000]  我就正式收5點鐘的
[00:04:38.000 --> 00:04:40.000]  但是不到5點鐘做完了
[00:04:40.000 --> 00:04:43.000]  等到5點鐘就準備走
[00:04:43.000 --> 00:04:44.000]  準備踏出門口的時候
[00:04:44.000 --> 00:04:46.000]  就經過老闆的門口
[00:04:46.000 --> 00:04:47.000]  老闆就問你做什麼
[00:04:47.000 --> 00:04:48.000]  我說我做什麼
[00:04:48.000 --> 00:04:49.000]  就收工
[00:04:49.000 --> 00:04:50.000]  5點鐘了
[00:04:50.000 --> 00:04:52.000]  他說為什麼你要走
[00:04:52.000 --> 00:04:54.000]  我說我做完了我的工作
[00:04:54.000 --> 00:04:55.000]  同事還沒做完他的部分
[00:04:55.000 --> 00:04:57.000]  我要等他做才行
[00:04:57.000 --> 00:04:58.000]  他說不是
[00:04:58.000 --> 00:04:59.000]  你要坐在這裡
[00:04:59.000 --> 00:05:01.000]  我說坐在這裡
[00:05:01.000 --> 00:05:02.000]  坐到幾點
[00:05:02.000 --> 00:05:05.000]  他說坐到他們做完為止
