
[00:00:00.000 --> 00:00:07.000]  還有十二日 耶穌就死在十字架上
[00:00:07.000 --> 00:00:12.000]  啊不是不是 耶穌已經死了
[00:00:12.000 --> 00:00:17.000]  祂在二千年已經死了
[00:00:17.000 --> 00:00:27.000]  禦苦期是思念耶穌為我們死在十字架上
[00:00:27.000 --> 00:00:33.000]  從聖灰日開始一直到今天
[00:00:33.000 --> 00:00:36.000]  再過十二日
[00:00:36.000 --> 00:00:40.000]  也就是說在三月二十五日的時候
[00:00:40.000 --> 00:00:42.000]  我們就要去紀念耶穌
[00:00:42.000 --> 00:00:51.000]  去為我們死在十字架上
[00:00:51.000 --> 00:01:02.000]  你會為耶穌所帶給我們這份貴重的禮物
[00:01:02.000 --> 00:01:07.000]  你會為耶穌做些什麼呢?
[00:01:07.000 --> 00:01:14.000]  你會因為領受了這份豐富的救恩
[00:01:14.000 --> 00:01:19.000]  你會為耶穌做些什麼呢?
[00:01:19.000 --> 00:01:24.000]  當耶穌死之前 有一個女人
[00:01:24.000 --> 00:01:27.000]  她拿了一份很貴重的禮物
[00:01:27.000 --> 00:01:30.000]  就是一瓶香油
[00:01:30.000 --> 00:01:35.000]  她要送給耶穌
[00:01:35.000 --> 00:01:42.000]  可能因為這個舉動很特別
[00:01:42.000 --> 00:01:45.000]  所以在早期
[00:01:45.000 --> 00:01:51.000]  四個寫聖經的聖經作者都記載這件事
[00:01:51.000 --> 00:01:56.000]  就是馬太福音 馬可福音 路加福音和約翰福音
[00:01:56.000 --> 00:02:02.000]  都有記載這件事情
[00:02:02.000 --> 00:02:05.000]  我用獻上最尾
[00:02:05.000 --> 00:02:11.000]  和大家去思念一下瑪利亞這個奉獻的動作
[00:02:11.000 --> 00:02:14.000]  去引起當時的門徒
[00:02:14.000 --> 00:02:18.000]  去引起耶穌的回應
[00:02:18.000 --> 00:02:22.000]  我會選用約翰福音的版本
[00:02:22.000 --> 00:02:24.000]  和大家去思想
[00:02:24.000 --> 00:02:26.000]  我會鼓勵你翻開聖經
[00:02:26.000 --> 00:02:39.000]  約翰福音第十二章
[00:02:39.000 --> 00:02:44.000]  在這短短八節的聖經裡面
[00:02:44.000 --> 00:02:48.000]  是出現了三個人物
[00:02:48.000 --> 00:02:50.000]  主要是出現了三個人物
[00:02:50.000 --> 00:02:53.000]  第一個就是瑪利亞
[00:02:53.000 --> 00:02:57.000]  第二個就是耶穌的門徒猶大
[00:02:57.000 --> 00:03:01.000]  或者聖經叫他做是加略人猶大
[00:03:01.000 --> 00:03:04.000]  或者是出賣耶穌的猶大
[00:03:04.000 --> 00:03:11.000]  第三個人物就是耶穌
[00:03:11.000 --> 00:03:15.000]  我會很簡單和大家去思想這三個人物
[00:03:15.000 --> 00:03:21.000]  第一個就是瑪利亞的奉獻
[00:03:21.000 --> 00:03:28.000]  第二個是猶大的批評
[00:03:28.000 --> 00:03:35.000]  第三個就是耶穌的肯定
[00:03:35.000 --> 00:03:37.000]  在這三個人物裡面
[00:03:37.000 --> 00:03:42.000]  瑪利亞是沒有說過話的
[00:03:42.000 --> 00:03:47.000]  我們看一下這張powerpoint
[00:03:47.000 --> 00:03:49.000]  我只是想用很短的時間
[00:03:49.000 --> 00:03:54.000]  和大家去看看到底發生什麼事
[00:03:54.000 --> 00:03:57.000]  如果用約翰福音的版本
[00:03:57.000 --> 00:04:00.000]  就很簡單
[00:04:00.000 --> 00:04:04.000]  就是在伯大利這個地方
[00:04:04.000 --> 00:04:06.000]  距離耶路撒冷附近的一個城市
[00:04:06.000 --> 00:04:08.000]  就是伯大利
[00:04:08.000 --> 00:04:17.000]  聖經說是拉撒路從死裡復活的地方
[00:04:17.000 --> 00:04:26.000]  而瑪利亞要把這瓶香油給耶穌的地點
[00:04:26.000 --> 00:04:28.000]  在一個筵席
[00:04:28.000 --> 00:04:29.000]  而在這個筵席裡面
[00:04:29.000 --> 00:04:33.000]  約翰福音說是有瑪大在服侍
[00:04:33.000 --> 00:04:36.000]  也有瑪利亞把香油獻上
[00:04:36.000 --> 00:04:38.000]  所以很可能那個地方
[00:04:38.000 --> 00:04:45.000]  就是拉撒路、瑪大和瑪利亞的家
[00:04:45.000 --> 00:04:49.000]  就是耶穌使拉撒路從死裡復活的家庭
[00:04:49.000 --> 00:04:55.000]  在他的家裡進行
[00:04:55.000 --> 00:05:01.000]  同時我們說是瑪利亞把一瓶香油
[00:05:01.000 --> 00:05:04.000]  送給耶穌這件事情
[00:05:04.000 --> 00:05:09.000]  在不同的福音書也有不同的記載
[00:05:09.000 --> 00:05:14.000]  或者會引起我們對聖經有興趣
[00:05:14.000 --> 00:05:16.000]  想要知道多一點的人
[00:05:16.000 --> 00:05:19.000]  就會有一些興趣也好
[00:05:19.000 --> 00:05:21.000]  或者疑問也好
[00:05:21.000 --> 00:05:23.000]  不過也會讓大家知道
[00:05:23.000 --> 00:05:25.000]  在四卷福音書也有記載的時候
[00:05:25.000 --> 00:05:28.000]  我們也可以這樣去看一下
[00:05:28.000 --> 00:05:30.000]  在四卷福音書裡面記載到
[00:05:30.000 --> 00:05:33.000]  只有兩卷福音書
[00:05:33.000 --> 00:05:38.000]  有提到這個女人是什麼名字
[00:05:38.000 --> 00:05:42.000]  就是約翰福音和盧伽福音
[00:05:42.000 --> 00:05:44.000]  而瑪太和瑪可
[00:05:44.000 --> 00:05:46.000]  他只是說有一個女人
[00:05:46.000 --> 00:05:50.000]  沒有說她是誰
[00:05:50.000 --> 00:05:54.000]  但是在盧伽福音和約翰福音
[00:05:54.000 --> 00:05:56.000]  有記載到這個瑪利亞
[00:05:56.000 --> 00:05:59.000]  盧伽福音就加多了一句話
[00:05:59.000 --> 00:06:05.000]  他說是一個罪人
[00:06:05.000 --> 00:06:12.000]  到底這個瑪利亞這個罪人是誰呢
[00:06:12.000 --> 00:06:17.000]  是在約翰福音第八章裡面所說的那位
[00:06:17.000 --> 00:06:20.000]  監禁的時候被捉拿的婦人
[00:06:20.000 --> 00:06:22.000]  來到耶穌的面前
[00:06:22.000 --> 00:06:26.000]  耶穌赦免了那個有罪的女人
[00:06:26.000 --> 00:06:28.000]  還是誰呢
[00:06:28.000 --> 00:06:31.000]  我們也不太清楚
[00:06:31.000 --> 00:06:36.000]  如果她是拉薩路的姐姐
[00:06:36.000 --> 00:06:42.000]  她可能就是莫大拉的瑪利亞
[00:06:42.000 --> 00:06:46.000]  第二 地點
[00:06:46.000 --> 00:06:50.000]  約翰福音說他就是在伯大利
[00:06:50.000 --> 00:06:58.000]  是有拉薩路 有馬大去服侍他
[00:06:58.000 --> 00:07:01.000]  瑪太福音 瑪可福音
[00:07:01.000 --> 00:07:03.000]  如果你想知道他是瑪太二十六章
[00:07:03.000 --> 00:07:04.000]  你也可以找到的
[00:07:04.000 --> 00:07:06.000]  瑪可十四章
[00:07:06.000 --> 00:07:15.000]  他說這個是一個長大麻風的西門的家
[00:07:15.000 --> 00:07:18.000]  路加福音沒有說是哪一個
[00:07:18.000 --> 00:07:28.000]  他說這個是法尼塞人的家
[00:07:28.000 --> 00:07:34.000]  當然我們要多事一點
[00:07:34.000 --> 00:07:36.000]  要尋根究底一點
[00:07:36.000 --> 00:07:40.000]  去問到底在哪一個地方呢
[00:07:40.000 --> 00:07:42.000]  在哪一個地方呢
[00:07:42.000 --> 00:07:45.000]  在聖經福音四卷的作者
[00:07:45.000 --> 00:07:50.000]  給了我們一些片段的說法
[00:07:50.000 --> 00:07:53.000]  有時候是混淆了我們
[00:07:53.000 --> 00:07:56.000]  以致我們在聖經的理解裏面
[00:07:56.000 --> 00:08:00.000]  會覺得似乎是瑪太的作者
[00:08:00.000 --> 00:08:02.000]  瑪可的作者
[00:08:02.000 --> 00:08:08.000]  和約翰的作者所說的那件事是同一件事
[00:08:08.000 --> 00:08:11.000]  會不會就是路加的作者
[00:08:11.000 --> 00:08:14.000]  是說另外一次有一個女人
[00:08:14.000 --> 00:08:16.000]  將香膏獻給耶穌呢
[00:08:16.000 --> 00:08:23.000]  我們不知道
[00:08:23.000 --> 00:08:25.000]  那個香膏
[00:08:25.000 --> 00:08:27.000]  當瑪利亞或者那個女人
[00:08:27.000 --> 00:08:31.000]  將那個香膏的瓶蓋打爛了
[00:08:31.000 --> 00:08:37.000]  然後淋在耶穌的身上的時候
[00:08:37.000 --> 00:08:39.000]  在約翰福音就說
