
[00:00:00.000 --> 00:00:03.200]  我們一同再低頭禱告
[00:00:03.200 --> 00:00:08.000]  全能的天父愛我們的主耶穌基督
[00:00:08.000 --> 00:00:10.000]  在我們心裏工作
[00:00:10.000 --> 00:00:12.000]  一路引導我們的聖靈
[00:00:12.000 --> 00:00:16.300]  求你這時候顯出你自己的榮耀
[00:00:16.300 --> 00:00:20.000]  讓我們眾人再一次能夠經歷你的實在
[00:00:20.000 --> 00:00:22.400]  讓我們將榮耀寄給你的時候
[00:00:22.400 --> 00:00:25.800]  主人你應許將平安賜給你所喜歡的人
[00:00:25.800 --> 00:00:27.000]  你求主賜福
[00:00:27.000 --> 00:00:29.600]  讓我們今天早上每一個到你面前來
[00:00:29.600 --> 00:00:31.200]  我們口裏的言語
[00:00:31.200 --> 00:00:34.600]  心裏的意念都能夠蒙悅
[00:00:34.600 --> 00:00:38.000]  祈禱感謝奉靠耶穌名字祈求
[00:00:38.000 --> 00:00:39.000]  阿們
[00:00:59.600 --> 00:01:03.600]  今日會有大會
[00:01:03.600 --> 00:01:06.600]  我相信在我們眾人
[00:01:06.600 --> 00:01:08.600]  在這樣的社會
[00:01:08.600 --> 00:01:11.600]  這樣的世界裏面生活
[00:01:11.600 --> 00:01:13.600]  我自己這樣想
[00:01:13.600 --> 00:01:17.600]  大家會覺得日子是不容易過的
[00:01:17.600 --> 00:01:20.600]  有誰覺得現在在世上很快活
[00:01:20.600 --> 00:01:21.600]  日子很容易過
[00:01:21.600 --> 00:01:23.600]  舉起手來看看
[00:01:23.600 --> 00:01:24.600]  感謝上帝
[00:01:24.600 --> 00:01:28.600]  這些有盼望的人
[00:01:28.600 --> 00:01:30.600]  只有一種人
[00:01:30.600 --> 00:01:34.600]  就是看到上帝的榮耀的人
[00:01:34.600 --> 00:01:38.600]  你看不到上帝的榮耀
[00:01:38.600 --> 00:01:40.600]  一會兒經文會講
[00:01:40.600 --> 00:01:42.600]  有人的榮耀有神的榮耀
[00:01:42.600 --> 00:01:45.600]  我們今日每一個活在世上的人
[00:01:45.600 --> 00:01:47.600]  包括我自己在內
[00:01:47.600 --> 00:01:49.600]  很多時候我們或多或少會看
[00:01:49.600 --> 00:01:52.600]  到底有沒有面子
[00:01:52.600 --> 00:01:55.600]  到底生活裏好不好過
[00:01:55.600 --> 00:01:58.600]  到底我心裏面心想的事
[00:01:58.600 --> 00:02:00.600]  會不會成事
[00:02:00.600 --> 00:02:02.600]  每個人都有心想
[00:02:02.600 --> 00:02:05.600]  廢春裏寫心想事成
[00:02:05.600 --> 00:02:07.600]  但是成不成呢
[00:02:07.600 --> 00:02:09.600]  不成的時候
[00:02:09.600 --> 00:02:11.600]  我覺得很沮喪
[00:02:11.600 --> 00:02:12.600]  成的時候
[00:02:12.600 --> 00:02:14.600]  很高興一時
[00:02:14.600 --> 00:02:17.600]  但是今日想透過耶穌基督
[00:02:17.600 --> 00:02:18.600]  在約翰福音17章
[00:02:18.600 --> 00:02:20.600]  這是耶穌的祈禱
[00:02:20.600 --> 00:02:22.600]  神的兒子耶穌基督
[00:02:22.600 --> 00:02:25.600]  在地上活了三十多年的時間
[00:02:25.600 --> 00:02:28.600]  最後祂知道一條路要走
[00:02:28.600 --> 00:02:31.600]  我們今日看回耶穌基督的受死復活
[00:02:31.600 --> 00:02:34.600]  好像歷史很輕易過
[00:02:34.600 --> 00:02:36.600]  其實我當時讀聖經讀到這裏的時候
[00:02:36.600 --> 00:02:37.600]  我覺得
[00:02:37.600 --> 00:02:41.600]  大家不要忘記耶穌是神的兒子
[00:02:41.600 --> 00:02:43.600]  祂是瑪利亞所生
[00:02:43.600 --> 00:02:45.600]  不過這不是從血氣從人生的
[00:02:45.600 --> 00:02:48.600]  是聖靈感人下面生的
[00:02:48.600 --> 00:02:49.600]  這位人子耶穌基督
[00:02:49.600 --> 00:02:51.600]  祂都要吃飯
[00:02:51.600 --> 00:02:53.600]  祂都要生活
[00:02:53.600 --> 00:02:55.600]  祂經歷過人間所有的事
[00:02:55.600 --> 00:02:58.600]  到最後一個關頭要來到了
[00:02:58.600 --> 00:03:00.600]  祂在地上顯出很多
[00:03:00.600 --> 00:03:03.600]  說的道很有道理
[00:03:03.600 --> 00:03:06.600]  祂做的事很有權能
[00:03:06.600 --> 00:03:09.600]  很多人包括門徒在內
[00:03:09.600 --> 00:03:12.600]  都看祂是一個善智
[00:03:12.600 --> 00:03:15.600]  唯獨是一件事他們不明白的就是
[00:03:15.600 --> 00:03:17.600]  耶穌是從神而來就是神
[00:03:17.600 --> 00:03:19.600]  他們不明白這件事
[00:03:19.600 --> 00:03:20.600]  如果他們明白的話
[00:03:20.600 --> 00:03:22.600]  包括你和我
[00:03:22.600 --> 00:03:24.600]  今天我們都是不容易明白耶穌是神的
[00:03:24.600 --> 00:03:26.600]  一講到待會讀經文的時候
[00:03:26.600 --> 00:03:27.600]  耶穌說
[00:03:27.600 --> 00:03:28.600]  哇 你的榮耀
[00:03:28.600 --> 00:03:30.600]  在未創世之前
[00:03:30.600 --> 00:03:32.600]  我已經和你同享榮耀
[00:03:32.600 --> 00:03:34.600]  到底說什麼
[00:03:34.600 --> 00:03:36.600]  原來未曾世界未造成的時候
[00:03:36.600 --> 00:03:38.600]  耶穌已經在那裏
[00:03:38.600 --> 00:03:41.600]  祂已經和上帝同享榮耀
[00:03:41.600 --> 00:03:43.600]  但今天我們所看到的
[00:03:43.600 --> 00:03:45.600]  求神憐憫我們
[00:03:45.600 --> 00:03:47.600]  我們受時間
[00:03:47.600 --> 00:03:49.600]  空間的限制
[00:03:49.600 --> 00:03:51.600]  時間的意思是
[00:03:51.600 --> 00:03:53.600]  活到一百零幾歲
[00:03:53.600 --> 00:03:55.600]  是最多的
[00:03:55.600 --> 00:03:58.600]  如果你想打破香港歷史記錄的話
[00:03:58.600 --> 00:04:00.600]  你活到一百一十七歲
[00:04:00.600 --> 00:04:02.600]  差不多
[00:04:02.600 --> 00:04:03.600]  空間
[00:04:03.600 --> 00:04:04.600]  你只在這裏
[00:04:04.600 --> 00:04:05.600]  你不可以在家裏
[00:04:05.600 --> 00:04:06.600]  你的思想在家裏
[00:04:06.600 --> 00:04:08.600]  你可以監察器在家裏
[00:04:08.600 --> 00:04:10.600]  但你不可以在那裏
[00:04:10.600 --> 00:04:11.600]  人受到限制沒有辦法
[00:04:11.600 --> 00:04:14.600]  所以我們局限這樣的社會裏
[00:04:14.600 --> 00:04:16.600]  世界裏的時候
[00:04:16.600 --> 00:04:18.600]  我們是很難明白
[00:04:18.600 --> 00:04:20.600]  今天希望透過《約翰福音》十七章
[00:04:20.600 --> 00:04:21.600]  耶穌說這段經文
[00:04:21.600 --> 00:04:22.600]  讓我們看到三樣東西
[00:04:22.600 --> 00:04:23.600]  第一
[00:04:23.600 --> 00:04:24.600]  耶穌在祈禱裏面
[00:04:24.600 --> 00:04:26.600]  重新再次提出
[00:04:26.600 --> 00:04:29.600]  神的榮耀
[00:04:29.600 --> 00:04:30.600]  第二
[00:04:30.600 --> 00:04:31.600]  讓大家看到
[00:04:31.600 --> 00:04:33.600]  原來耶穌
[00:04:33.600 --> 00:04:34.600]  能夠
[00:04:34.600 --> 00:04:36.600]  共享神的榮耀
[00:04:36.600 --> 00:04:38.600]  不單單在創世之前
[00:04:38.600 --> 00:04:40.600]  在地上經過三十多年的時間
[00:04:40.600 --> 00:04:42.600]  到最後
[00:04:42.600 --> 00:04:44.600]  祂要怎樣能夠
[00:04:44.600 --> 00:04:46.600]  顯出神的榮耀呢
[00:04:46.600 --> 00:04:48.600]  怎樣把這個榮耀
[00:04:48.600 --> 00:04:50.600]  彰顯出來呢
[00:04:50.600 --> 00:04:52.600]  不是登山必謀的時候
[00:04:52.600 --> 00:04:54.600]  不是祂出世的時候
[00:04:54.600 --> 00:04:56.600]  而是祂
[00:04:56.600 --> 00:04:58.600]  在赫西瑪利園
[00:04:58.600 --> 00:05:00.600]  願意承擔
[00:05:00.600 --> 00:05:01.600]  人類
[00:05:01.600 --> 00:05:03.600]  罪惡的懲罰
[00:05:03.600 --> 00:05:05.600]  犯罪的懲罰
[00:05:05.600 --> 00:05:07.600]  又上十字架道路
[00:05:07.600 --> 00:05:10.600]  這件事是很難明白的
[00:05:10.600 --> 00:05:12.600]  在你和我今天
[00:05:12.600 --> 00:05:14.600]  重溫十字架道路的事件
[00:05:14.600 --> 00:05:16.600]  但我相信耶穌當時
[00:05:16.600 --> 00:05:19.600]  祂是知道什麼叫釘十字架
[00:05:19.600 --> 00:05:21.600]  釘十字架就是
[00:05:21.600 --> 00:05:23.600]  一個罪犯
[00:05:23.600 --> 00:05:25.600]  被判死刑
[00:05:25.600 --> 00:05:26.600]  然後
[00:05:26.600 --> 00:05:29.600]  將他赤裸裸地
[00:05:29.600 --> 00:05:31.600]  掛在木頭上
