
[00:00:00.000 --> 00:00:01.720]  領先會平安
[00:00:01.720 --> 00:00:04.720]  如果我們今天
[00:00:04.720 --> 00:00:09.420]  去看回《士思記》前面那本書的時候
[00:00:09.420 --> 00:00:11.820]  就是《約書亞記》
[00:00:11.820 --> 00:00:17.220]  《約書亞記》可以說是以色列人的一部德性的歷史
[00:00:17.220 --> 00:00:21.400]  因為它記載了摩西的繼任人約書亞
[00:00:21.400 --> 00:00:25.580]  他如何帶領以色列人去過約旦河
[00:00:25.580 --> 00:00:27.640]  然後進入英許地
[00:00:27.640 --> 00:00:29.900]  之後他們還分了地
[00:00:29.900 --> 00:00:34.260]  但是一揭再來到《士思記》的時候
[00:00:34.260 --> 00:00:35.660]  說很不同
[00:00:35.660 --> 00:00:38.400]  《士思記》可以說是
[00:00:38.400 --> 00:00:42.380]  以色列人的一部失敗的歷史
[00:00:42.380 --> 00:00:45.920]  因為當我們去到《士思記》最尾聲的時候
[00:00:45.920 --> 00:00:47.820]  在二十一章二十五節
[00:00:47.820 --> 00:00:49.000]  有一句話
[00:00:49.000 --> 00:00:52.300]  他說:在那些日子,以色列中沒有王
[00:00:52.300 --> 00:00:55.300]  各人都行自己看為對的事
[00:00:55.300 --> 00:00:59.940]  在那段的時期,每個人都是自己任意妄為
[00:00:59.940 --> 00:01:01.940]  喜歡怎樣就怎樣
[00:01:01.940 --> 00:01:05.500]  在《士思記》裡面
[00:01:05.500 --> 00:01:10.280]  以色列人經歷了有七次重大的轉折
[00:01:10.280 --> 00:01:12.440]  每一次其實都是說到
[00:01:12.440 --> 00:01:18.580]  以色列人在循環裡面不斷地轉
[00:01:18.580 --> 00:01:22.140]  說到每次都是以色列人不聽神的話
[00:01:22.140 --> 00:01:24.060]  去拜偶像,去背道
[00:01:24.060 --> 00:01:29.100]  招來加南七族的奴役和欺凌
[00:01:29.100 --> 00:01:31.900]  接著他們被壓迫之後
[00:01:31.900 --> 00:01:33.580]  他們就去呼求神
[00:01:33.580 --> 00:01:37.060]  當他們去悔改、呼求神的時候
[00:01:37.060 --> 00:01:38.500]  上帝就憐憫他們
[00:01:38.500 --> 00:01:40.420]  就伸手來拯救
[00:01:40.420 --> 00:01:44.140]  派士司到當中去救他們
[00:01:44.140 --> 00:01:47.180]  但是每一次
[00:01:47.180 --> 00:01:50.340]  當經歷完這個拯救和復興之後
[00:01:50.340 --> 00:01:55.020]  很快他們又會跌回到那個圈子裡面
[00:01:55.020 --> 00:01:57.020]  他們好了一段時間
[00:01:57.020 --> 00:01:59.580]  得救了,又好像聽神的話
[00:01:59.580 --> 00:02:04.900]  但沒多久,他們又重新開始一個新的惡性循環
[00:02:04.900 --> 00:02:07.620]  就是又試去拜偶像等等
[00:02:07.620 --> 00:02:10.340]  他們跟神的關係就好像這個表一樣
[00:02:10.340 --> 00:02:12.620]  起起伏伏,起起伏伏
[00:02:12.620 --> 00:02:15.260]  當他很信服神的時候就很好
[00:02:15.260 --> 00:02:18.220]  接著他們又會去離開神
[00:02:18.220 --> 00:02:21.820]  神就發怒了,就將他們交給那些仇敵
[00:02:21.820 --> 00:02:25.300]  仇敵壓迫他們,他們又悔改了
[00:02:25.300 --> 00:02:27.740]  他們悔改的時候向神呼求
[00:02:27.740 --> 00:02:30.940]  神就興起士司去拯救他們
[00:02:30.940 --> 00:02:34.460]  但沒過多久,他們又是固態復萌
[00:02:34.460 --> 00:02:36.020]  所以他們跟神的關係
[00:02:36.020 --> 00:02:40.580]  也是整天這樣起起跌跌,起起跌跌
[00:02:40.580 --> 00:02:42.860]  今天說的這一段經文
[00:02:42.860 --> 00:02:46.860]  就是因為以色列人背叛神
[00:02:46.860 --> 00:02:55.860]  以致神就藉著這個米典人來教導他們
[00:02:55.860 --> 00:02:58.380]  以色列人受到米典人的欺壓
[00:02:58.380 --> 00:03:01.100]  於是他們也在呼求神
[00:03:01.100 --> 00:03:04.980]  所以神又在他們當中興起一個人
[00:03:04.980 --> 00:03:10.660]  就是基甸來拯救這些以色列人
[00:03:10.660 --> 00:03:13.860]  在六章的八到十節
[00:03:13.860 --> 00:03:18.060]  其實耶和華也跟他們說了為什麼他們會經歷
[00:03:18.060 --> 00:03:19.940]  被外族人的欺壓
[00:03:19.940 --> 00:03:26.660]  就是說神之前將他們從埃及那裡救了出來
[00:03:26.660 --> 00:03:29.180]  脫離那些欺壓他們的人的手
[00:03:29.180 --> 00:03:33.180]  但是接著又吩咐他們
[00:03:33.180 --> 00:03:36.420]  你們去到亞摩利人的地上
[00:03:36.420 --> 00:03:38.460]  不可以去信他們的神
[00:03:38.460 --> 00:03:40.220]  不可以敬拜他們的神
[00:03:40.220 --> 00:03:42.340]  但是你們沒有聽我的話
[00:03:42.340 --> 00:03:46.860]  這裡又說親口去告訴以色列人
[00:03:46.860 --> 00:03:49.380]  為什麼你們經歷這些困境
[00:03:49.380 --> 00:03:52.940]  是因為你們經常都不聽上帝的話
[00:03:52.940 --> 00:03:58.620]  那時候以色列人已經受到米典人欺壓七年了
[00:03:58.620 --> 00:04:05.220]  而且聖經說到米典人的勢力是遠勝過以色列人的
[00:04:05.220 --> 00:04:08.020]  在這種情況下
[00:04:08.020 --> 00:04:12.660]  如果你要派一個人去拯救以色列人
[00:04:12.660 --> 00:04:16.420]  你會派一個什麼樣的人去呢?
[00:04:16.420 --> 00:04:19.220]  今天的這段經文所記載
[00:04:19.220 --> 00:04:21.900]  上帝這次的調兵現象
[00:04:21.900 --> 00:04:24.300]  在我們常人的眼裡看
[00:04:24.300 --> 00:04:26.940]  其實是有些很奇怪的
[00:04:26.940 --> 00:04:28.660]  那我們一起來看看
[00:04:28.660 --> 00:04:32.580]  上帝是怎麼去揀選人的呢?
[00:04:32.580 --> 00:04:34.820]  十一到十六節這裡說到
[00:04:34.820 --> 00:04:38.460]  上帝他去揀選,他去找基巔
[00:04:38.460 --> 00:04:41.260]  那他是找一個什麼樣的人呢?
[00:04:41.260 --> 00:04:46.260]  當時基巔正在壓軸池打麥子
[00:04:46.260 --> 00:04:50.420]  為了躲避米典人的搶奪
[00:04:50.420 --> 00:04:54.700]  通常他們打麥子是會有些伸縮
[00:04:54.700 --> 00:05:00.420]  就是來幫他拉著一個很重的東西
[00:05:00.420 --> 00:05:04.460]  來幫他去打那些麥子的
[00:05:04.460 --> 00:05:08.980]  通常會在一個很平躺的和場裡面進行
[00:05:08.980 --> 00:05:13.500]  但因為基巔現在很怕被那些米典人搶奪
[00:05:13.500 --> 00:05:15.780]  收成可能也不是那麼好
[00:05:15.780 --> 00:05:20.620]  所以他只能躲在一個很狹窄的壓軸池
[00:05:20.620 --> 00:05:24.700]  那裡用人手、手工去打谷
[00:05:24.700 --> 00:05:30.020]  所以你在這裡可以感受到基巔當時是很驚慌的
[00:05:30.020 --> 00:05:35.260]  很害怕那些敵人來欺壓他們
[00:05:35.260 --> 00:05:41.420]  所以上帝來找一個正在驚慌失措的一個這樣的人
[00:05:41.420 --> 00:05:44.580]  另外就是當時人去找他的時候
[00:05:44.580 --> 00:05:49.220]  叫他大量的勇士,耶和華與你同在的時候
[00:05:49.220 --> 00:05:50.980]  基巔的回答是怎樣呢?
[00:05:50.980 --> 00:05:54.740]  基巔的回答其實是在反映他當時
[00:05:54.740 --> 00:05:58.860]  其實他的信心也是很軟弱、動搖的
[00:05:58.860 --> 00:06:01.900]  他說如果耶和華你真的與我們同在的話
[00:06:01.900 --> 00:06:05.020]  我們怎麼會遭遇這些事情呢?
[00:06:05.020 --> 00:06:08.820]  耶和華說你為我們行了歧視
[00:06:08.820 --> 00:06:12.820]  那些歧視在哪裡呢?
[00:06:12.820 --> 00:06:16.060]  你不是說將我們從埃及拯救過來的嗎?
[00:06:16.060 --> 00:06:19.540]  但現在你好像不理我們,你拋離了我們
[00:06:19.540 --> 00:06:22.900]  又將我們交在米典人的手中
[00:06:22.900 --> 00:06:24.860]  正如我們有時候也會
[00:06:24.860 --> 00:06:27.420]  當我們經歷一些很大的困難
[00:06:27.420 --> 00:06:29.940]  或者環境不太順心的時候
[00:06:29.940 --> 00:06:32.420]  我們就會質疑上帝你在哪裡
[00:06:32.420 --> 00:06:35.380]  你在哪裡?你離開了我們
[00:06:35.380 --> 00:06:38.540]  所以你可以看到上帝現在去找一個
[00:06:38.540 --> 00:06:41.940]  正正是面對著信心其實很軟弱
[00:06:41.940 --> 00:06:48.940]  甚至乎是埋怨著上帝的一個人
[00:06:48.940 --> 00:06:52.420]  還有,耶和華說我要找你
[00:06:52.420 --> 00:06:57.660]  你要靠著我的能力去拯救以色列人的時候
[00:06:57.660 --> 00:06:59.100]  基甸的回答是什麼?
[00:06:59.100 --> 00:07:01.660]  他的回應就是,我憑什麼?
[00:07:01.660 --> 00:07:04.900]  我憑什麼可以去拯救以色列人?
[00:07:04.900 --> 00:07:06.460]  接著他就說了
[00:07:06.460 --> 00:07:08.420]  一方面他說我憑什麼的時候
[00:07:08.420 --> 00:07:10.580]  可能是他出於謙卑
[00:07:10.580 --> 00:07:12.380]  接著我們也看到
[00:07:12.380 --> 00:07:16.660]  他說我的家族在馬拿西茲派是最卑微的
[00:07:16.660 --> 00:07:19.620]  我在我的父家也是最年輕的
[00:07:19.620 --> 00:07:24.700]  其實這裡不但反映基甸他一方面可能是謙卑
[00:07:24.700 --> 00:07:27.660]  但是他承認自己其實我沒什麼能力
[00:07:27.660 --> 00:07:33.140]  但是另一方面也反映其實他是很自卑的
[00:07:33.140 --> 00:07:34.300]  因為那裡他說
[00:07:34.300 --> 00:07:37.380]  我在馬拿西茲派裡面是最卑微的
[00:07:37.380 --> 00:07:41.300]  這個最卑微是含有軟弱無力的意思
[00:07:41.300 --> 00:07:42.500]  The Weakest
[00:07:42.500 --> 00:07:45.180]  接著最年輕的是The Least
[00:07:45.180 --> 00:07:47.740]  就是含有一個沒有被重視
[00:07:47.740 --> 00:07:54.260]  就是我們最不被重視的一個這樣的父家
[00:07:54.260 --> 00:07:57.420]  你怎麼會看得起我?
[00:07:57.420 --> 00:07:59.780]  所以其實他是一個很謙卑
[00:07:59.780 --> 00:08:01.940]  同時又很自卑的人
[00:08:01.940 --> 00:08:05.540]  但是我們人眼中的基甸
[00:08:05.540 --> 00:08:08.300]  但是在神眼中是怎麼看呢?
[00:08:08.300 --> 00:08:09.860]  在這段對話裡面
[00:08:09.860 --> 00:08:11.340]  上帝兩次
[00:08:11.340 --> 00:08:16.060]  幾次去給他信心
[00:08:16.060 --> 00:08:18.740]  他說耶和華與你同在
[00:08:18.740 --> 00:08:21.540]  第二就是我不是差派了你嗎?
[00:08:21.540 --> 00:08:23.180]  是我差派了你
[00:08:23.180 --> 00:08:25.980]  接著再說我必與你同在
[00:08:25.980 --> 00:08:27.860]  你就必擊打米甸人
[00:08:27.860 --> 00:08:29.940]  像擊打一人一樣
[00:08:29.940 --> 00:08:34.540]  原來如果有我神和你同在的話
[00:08:34.540 --> 00:08:35.940]  你就很有能力
[00:08:35.940 --> 00:08:38.340]  你一定可以打敗這些的敵人
[00:08:38.340 --> 00:08:39.820]  好像擊打一個人一樣
[00:08:39.820 --> 00:08:42.620]  就是說是沒有難成的事
[00:08:42.620 --> 00:08:46.180]  是易如反掌,好像打一個人一樣
[00:08:46.180 --> 00:08:49.380]  所以在人和在神眼中的人
[00:08:49.380 --> 00:08:52.860]  可以是兩個很不同的圖畫
[00:08:52.860 --> 00:08:57.220]  在神眼中基甸不是一個平凡人
[00:08:57.220 --> 00:08:58.700]  不是一個沒用的人
[00:08:58.700 --> 00:09:02.820]  而是在神眼中一個大能的勇士
[00:09:02.820 --> 00:09:04.820]  當神同在的時候
[00:09:04.820 --> 00:09:07.940]  能力都是從神所賜
[00:09:07.940 --> 00:09:11.580]  事情就變得很簡單
[00:09:11.580 --> 00:09:15.700]  接著我們看看上帝是怎樣做事的
[00:09:15.700 --> 00:09:20.140]  最奇妙的是在經文的六章第二第五節
[00:09:20.140 --> 00:09:23.740]  也說到米甸人的勢力是很強的
[00:09:23.740 --> 00:09:25.420]  他勝過以色列人
[00:09:25.420 --> 00:09:28.380]  The power of the Midian was so oppressive
[00:09:28.380 --> 00:09:33.260]  很厲害的,壓倒性地壓迫他們
[00:09:33.260 --> 00:09:36.140]  接著就說到不單止做米甸人
[00:09:36.140 --> 00:09:39.340]  還有亞馬力人和東方來的人
[00:09:39.340 --> 00:09:41.940]  也帶著生畜和帳棚上來
[00:09:41.940 --> 00:09:44.500]  經文說像蝗蟲那麼多
[00:09:44.500 --> 00:09:46.620]  他們來的人和駱駝無數
[00:09:46.620 --> 00:09:49.460]  進入境內要毀壞全地
[00:09:49.460 --> 00:09:52.220]  英文那裡說是不可能去數
