
[00:00:00.000 --> 00:00:04.400]  我今天想用四個問題
[00:00:04.400 --> 00:00:06.720]  可能大家心目中有的問題
[00:00:06.720 --> 00:00:08.400]  去分享瑤書之道
[00:00:08.400 --> 00:00:11.360]  第一個,為什麼彼得要問這個問題呢?
[00:00:11.360 --> 00:00:14.000]  第二,耶穌的比喻裡面
[00:00:14.000 --> 00:00:18.160]  是說有關什麼瑤書的道理或真理呢?
[00:00:18.160 --> 00:00:20.720]  瑤書是不是有條件的呢?
[00:00:20.720 --> 00:00:23.760]  不瑤書又有什麼不好呢?
[00:00:23.760 --> 00:00:28.880]  首先,第一個問題
[00:00:28.880 --> 00:00:31.040]  彼得為什麼要問這個問題呢?
[00:00:31.040 --> 00:00:33.840]  首先,如果我們要回答這個問題的時候
[00:00:33.840 --> 00:00:36.160]  我們必須要看前文
[00:00:36.160 --> 00:00:40.720]  即是十八章的上文是說些什麼
[00:00:40.720 --> 00:00:43.120]  就是這些
[00:00:43.120 --> 00:00:47.760]  在第五節是說要接待小子
[00:00:47.760 --> 00:00:51.440]  在第六節是說不要伴小子
[00:00:51.440 --> 00:00:55.440]  在第十四節是說要尋找失楊
[00:00:55.440 --> 00:00:58.880]  即是尋找小子,大家都聽過的故事
[00:00:58.880 --> 00:01:03.520]  在第十五節是說要得著小子
[00:01:03.520 --> 00:01:07.440]  所以我們不難得出經文的重點
[00:01:07.440 --> 00:01:12.320]  其實是在說小子
[00:01:12.320 --> 00:01:17.200]  耶穌強調要盡力將小子挽回,挽救
[00:01:17.200 --> 00:01:18.800]  大家可以想像到
[00:01:18.800 --> 00:01:21.280]  在挽救的過程當中
[00:01:21.280 --> 00:01:23.760]  是包括不少的瑤書
[00:01:23.760 --> 00:01:29.360]  大概彼得在以前聽到很多耶穌有關於這些的教導
[00:01:29.360 --> 00:01:33.120]  或者他正在面對同樣的問題
[00:01:33.120 --> 00:01:36.560]  挽救小子到底要去多少次?
[00:01:36.560 --> 00:01:38.560]  總是有個限度
[00:01:38.560 --> 00:01:41.120]  讓我可以有法有醫
[00:01:41.120 --> 00:01:44.000]  有法可以依靠等等
[00:01:44.000 --> 00:01:49.680]  當時拉比,拉比是猶太教宗教的老師
[00:01:49.680 --> 00:01:54.480]  他們認為瑤書三次已經很足夠
[00:01:54.480 --> 00:01:56.000]  已經是極限
[00:01:56.000 --> 00:01:59.680]  彼得,恕我這麼說,是冷醒的
[00:01:59.680 --> 00:02:03.840]  就想七次是一個代表完滿的數字
[00:02:03.840 --> 00:02:07.920]  而七次比拉比的三次多很多
[00:02:07.920 --> 00:02:12.560]  所以他心想,耶穌一定會讚他
[00:02:12.560 --> 00:02:16.000]  彼得所關注的是這些
[00:02:16.000 --> 00:02:19.040]  律法,地上的做法
[00:02:19.040 --> 00:02:22.560]  他要很清晰的規範,規條
[00:02:22.560 --> 00:02:28.640]  要做多少事,多少次才是瑤書呢?
[00:02:28.640 --> 00:02:32.640]  我們看看耶穌的回答,大家應該都很熟悉
[00:02:32.640 --> 00:02:34.240]  耶穌的回答
[00:02:34.240 --> 00:02:37.200]  跟他說,不是
[00:02:37.200 --> 00:02:39.600]  不是七次,是七十個七次
[00:02:39.600 --> 00:02:44.560]  大家不要以為是七乘七十,四百九十次
[00:02:44.560 --> 00:02:47.120]  說的是無限次
[00:02:47.120 --> 00:02:52.000]  說的是永遠要不停的去瑤書別人
[00:02:52.000 --> 00:02:58.800]  耶穌所關注的是這一點
[00:02:58.800 --> 00:03:00.720]  恩典憐憫
[00:03:00.720 --> 00:03:04.240]  不是做多少事,做多少次
[00:03:04.240 --> 00:03:06.640]  而是打從心裡的那種瑤書
[00:03:06.640 --> 00:03:09.600]  我們剛才讀的第35節
[00:03:09.600 --> 00:03:14.240]  也說到是一個天國的法則
[00:03:14.240 --> 00:03:15.440]  第二個問題
[00:03:15.440 --> 00:03:20.000]  耶穌說這個比喻,要說出什麼瑤書的真理呢?
[00:03:20.000 --> 00:03:23.520]  我們看看經文,一開始說到
[00:03:23.520 --> 00:03:26.160]  天國就好像一個王
[00:03:26.160 --> 00:03:27.600]  所以很明顯的
[00:03:27.600 --> 00:03:30.640]  為什麼我剛才說是有關天國的法則呢?
[00:03:30.640 --> 00:03:33.040]  因為耶穌一說就說天國
[00:03:33.040 --> 00:03:35.840]  所以很明顯是關乎天國的法則
[00:03:35.840 --> 00:03:39.680]  不是我們人所定的法則
[00:03:39.680 --> 00:03:48.640]  看看這個僕人所欠六千萬銀幣的債是什麼概念呢?
[00:03:48.640 --> 00:03:51.840]  銀幣當時叫做德拿利
[00:03:51.840 --> 00:03:54.400]  是羅馬政府通用的貨幣
[00:03:54.400 --> 00:03:59.360]  一個普通工人一天的工錢就是一個德拿利
[00:03:59.360 --> 00:04:05.680]  他欠六千萬德拿利的意思就是欠六千萬日的工資
[00:04:05.680 --> 00:04:11.840]  六千萬日等於十六萬四千年工資
[00:04:11.840 --> 00:04:14.960]  很大的天文數字
[00:04:14.960 --> 00:04:17.760]  僕人當然是沒有錢償還
[00:04:17.760 --> 00:04:23.120]  於是王就決定去抄家
[00:04:23.120 --> 00:04:26.400]  把他所有家人連在一起
[00:04:26.400 --> 00:04:28.720]  都買了他當奴隸
[00:04:28.720 --> 00:04:31.840]  讓他償還這個債務
[00:04:31.840 --> 00:04:36.000]  好了 僕人接著怎樣呢?
[00:04:36.000 --> 00:04:38.240]  在第26節這樣說
[00:04:38.240 --> 00:04:41.840]  僕人就說「你寬容我吧」
[00:04:41.840 --> 00:04:44.320]  他承諾「我一定會還的」
[00:04:44.320 --> 00:04:46.720]  情慈感人
[00:04:46.720 --> 00:04:49.120]  帶著很有誠意地說
[00:04:49.120 --> 00:04:50.880]  「王 你放我一馬吧」
[00:04:50.880 --> 00:04:53.440]  「放我一馬 我一定會還的」
[00:04:53.440 --> 00:04:57.440]  而經文只用了一句話
[00:04:57.440 --> 00:05:02.560]  去交代王的做法和聲稱
[00:05:02.560 --> 00:05:05.120]  主人動了慈心 把那僕人放了
[00:05:05.120 --> 00:05:07.040]  並且免了他的債
[00:05:07.040 --> 00:05:09.600]  僕人向王懇求
[00:05:09.600 --> 00:05:13.200]  縱使王知道這個僕人還不還得到
[00:05:13.200 --> 00:05:16.480]  六千萬日的工資
[00:05:16.480 --> 00:05:18.560]  十六萬四千年
[00:05:18.560 --> 00:05:22.400]  即是沒有那麼大的年紀
[00:05:22.400 --> 00:05:23.680]  是還得到的
[00:05:23.680 --> 00:05:25.680]  但他仍然放過他
[00:05:25.680 --> 00:05:28.560]  免了他的債
[00:05:28.560 --> 00:05:30.160]  如果給了我們
[00:05:30.160 --> 00:05:32.080]  我們會怎樣呢?
[00:05:32.080 --> 00:05:33.600]  我們可能會計算很多數
[00:05:33.600 --> 00:05:34.960]  「你真的還不到」
[00:05:34.960 --> 00:05:37.200]  「不可以這樣」
[00:05:37.200 --> 00:05:39.040]  「我不可以放過你」
[00:05:39.040 --> 00:05:40.640]  人就是會這樣
[00:05:40.640 --> 00:05:42.160]  計算很多很多的數
[00:05:42.160 --> 00:05:44.000]  可能跟他說很多話
[00:05:44.000 --> 00:05:46.000]  「以訛以訛」
[00:05:46.000 --> 00:05:49.200]  但這個王很灑脫
[00:05:49.200 --> 00:05:51.520]  「好 我就不用你還」
[00:05:51.520 --> 00:05:53.280]  原因只有一個
[00:05:53.280 --> 00:05:54.720]  就是這件事
[00:05:54.720 --> 00:05:56.720]  動了慈心
[00:05:56.720 --> 00:05:58.640]  動了慈心的意思是
[00:05:58.640 --> 00:06:00.000]  動了惻隱之心
[00:06:00.000 --> 00:06:01.440]  憐憫的心
[00:06:01.440 --> 00:06:05.840]  特別在這個僕人不配得的情況下
[00:06:05.840 --> 00:06:07.920]  因為他還不到
[00:06:07.920 --> 00:06:10.480]  他不需要償還巨債
[00:06:10.480 --> 00:06:13.280]  很大的債項的恩典
[00:06:13.280 --> 00:06:14.960]  這是一個很大的恩典
[00:06:14.960 --> 00:06:18.720]  弟兄姊妹
[00:06:18.720 --> 00:06:21.600]  在這個屬靈的真理裏
[00:06:21.600 --> 00:06:24.400]  耶穌想帶出一個什麼樣的真理呢?
[00:06:24.400 --> 00:06:28.160]  我想跟大家分享
[00:06:28.160 --> 00:06:31.760]  債其實是我們的罪
[00:06:31.760 --> 00:06:34.000]  是需要償還的
[00:06:34.000 --> 00:06:36.160]  這個債是大到
[00:06:36.160 --> 00:06:39.120]  我們怎樣還都還不清
[00:06:39.120 --> 00:06:42.160]  而我們自己是沒有能力去還的
[00:06:42.160 --> 00:06:45.920]  而免債的恩典是在說上帝的救恩
[00:06:45.920 --> 00:06:47.760]  原本我們不配的
[00:06:47.760 --> 00:06:52.000]  神是為了滿足祂自己對公義的要求
[00:06:52.000 --> 00:06:55.280]  即是說神不以有罪為無罪
[00:06:55.280 --> 00:06:56.800]  祂對公義的要求是
[00:06:56.800 --> 00:06:59.120]  罪債是需要償還的
[00:06:59.120 --> 00:07:00.480]  但我們還不到
[00:07:00.480 --> 00:07:03.600]  那怎麼辦?
[00:07:03.600 --> 00:07:06.400]  祂就代替人去償還
[00:07:06.400 --> 00:07:08.640]  正如羅馬書五章八節這樣說
[00:07:08.640 --> 00:07:09.760]  我們一起讀
[00:07:09.760 --> 00:07:12.720]  唯有基督在我們還作罪人的時候
[00:07:12.720 --> 00:07:13.840]  為我們死
[00:07:13.840 --> 00:07:17.120]  神的愛就在此向我們顯明了
[00:07:17.120 --> 00:07:19.600]  而在這個比喻裏
[00:07:19.600 --> 00:07:22.560]  王是絕對有權柄的
[00:07:22.560 --> 00:07:25.520]  可以抓人、封艇、抄家
[00:07:25.520 --> 00:07:28.640]  但當僕人去求寬恕的時候
[00:07:28.640 --> 00:07:31.520]  王就沒有行使這個權利
[00:07:31.520 --> 00:07:32.880]  反而施以恩典
[00:07:32.880 --> 00:07:37.680]  同樣神都是有權柄
[00:07:37.680 --> 00:07:42.320]  可以因為我們還不到我們的罪債
[00:07:42.320 --> 00:07:44.880]  將我們每一個人都滅亡
[00:07:44.880 --> 00:07:46.080]  洗到我們
[00:07:46.080 --> 00:07:47.840]  但他放棄這個權利
[00:07:47.840 --> 00:07:50.720]  反而犧牲自己去拯救我們
[00:07:50.720 --> 00:07:52.560]  《仰望福音》三章十六節就是這樣說
[00:07:52.560 --> 00:07:53.920]  我們一起讀
[00:07:53.920 --> 00:07:55.520]  神愛世人
[00:07:55.520 --> 00:07:58.400]  甚至將他的獨生子賜給他們
[00:07:58.400 --> 00:08:01.520]  叫一切順他的不自滅亡
[00:08:01.520 --> 00:08:03.760]  反得永生
[00:08:03.760 --> 00:08:05.840]  我用這兩樣東西去代表
[00:08:05.840 --> 00:08:08.640]  第一個何等的愛
[00:08:08.640 --> 00:08:10.560]  看到這個愛在動嗎?
