
[00:00:00.000 --> 00:00:01.680]  在我們領受神話之前
[00:00:01.680 --> 00:00:03.960]  我們再次先低頭我們禱告好嗎?
[00:00:03.960 --> 00:00:07.320]  主天王感謝祢讓我們有機會來學習
[00:00:07.320 --> 00:00:09.340]  多謝祢讓孩子有這樣的機會
[00:00:09.340 --> 00:00:11.100]  與弟兄姊妹分享
[00:00:11.100 --> 00:00:14.080]  神讓我們來突破了地獄的限制
[00:00:14.080 --> 00:00:17.140]  讓祢的話語成為我們生命的幫助
[00:00:17.140 --> 00:00:19.020]  求主祢親自祝福我們
[00:00:19.020 --> 00:00:20.680]  帶領我們以後的時間
[00:00:20.680 --> 00:00:22.280]  在我們面前祈禱交托
[00:00:22.280 --> 00:00:24.580]  賴奉主的德性的名 阿門
[00:00:24.580 --> 00:00:29.840]  好 我們這次的課題叫「照命蘭達」
[00:00:30.080 --> 00:00:33.780]  神將這個「照命」交給我們
[00:00:33.780 --> 00:00:37.840]  但我們要完成這個「照命」其實是不容易的
[00:00:37.840 --> 00:00:41.920]  我們就會從四個先聖先賢裏面
[00:00:41.920 --> 00:00:46.440]  去了解一下當我們去承擔這個「照命」的時候
[00:00:46.440 --> 00:00:49.520]  有些什麼情況會出現
[00:00:49.520 --> 00:00:52.100]  我們會選舊約兩個人物
[00:00:52.100 --> 00:00:54.980]  就是阿伯拉罕 信心之父
[00:00:54.980 --> 00:00:57.740]  摩西 就是頒佈律法
[00:00:57.740 --> 00:01:00.640]  亦都是民族的英雄
[00:01:00.640 --> 00:01:03.340]  帶領以色列人出埃及的
[00:01:03.340 --> 00:01:05.540]  這兩位舊約人物
[00:01:05.540 --> 00:01:07.540]  接著新約兩個人物
[00:01:07.540 --> 00:01:09.840]  就是彼得和保羅
[00:01:09.840 --> 00:01:12.200]  彼得是首席門徒
[00:01:12.200 --> 00:01:16.260]  主耶穌說教會都要建基在這個盆石上
[00:01:16.260 --> 00:01:19.520]  而保羅是最偉大的仕徒
[00:01:19.520 --> 00:01:21.620]  我們從這四個人的身上
[00:01:21.620 --> 00:01:24.220]  來去看神如何呼召他們
[00:01:24.220 --> 00:01:26.920]  特別不要忘記我們冥恩堂的主題
[00:01:26.920 --> 00:01:30.580]  就是「人人有照命 個個做回應」
[00:01:30.580 --> 00:01:36.320]  接著在這兩年裏面就是「回應照命 結連社區」
[00:01:36.320 --> 00:01:38.160]  我深信神給我們每一個人
[00:01:38.160 --> 00:01:40.580]  都有一個很獨特的照命
[00:01:40.580 --> 00:01:44.540]  所以我就揀選了這四個先聖先賢
[00:01:44.540 --> 00:01:49.400]  讓他體會到原來他們都是普通人
[00:01:49.400 --> 00:01:52.520]  和我們一樣有他的軟弱
[00:01:52.520 --> 00:01:54.520]  有他不足的地方
[00:01:54.520 --> 00:01:58.640]  他都會有掙扎 會有失敗
[00:01:58.640 --> 00:02:01.180]  但是在神的塗灶裏面
[00:02:01.180 --> 00:02:04.240]  終於最終成為屬靈的位人
[00:02:04.240 --> 00:02:08.720]  所以其實你和我都可以一樣有這個成就
[00:02:08.720 --> 00:02:12.240]  因為我們的生命是非常非常豐富
[00:02:12.240 --> 00:02:15.420]  所以我們不可能用一堂的時間
[00:02:15.420 --> 00:02:18.020]  就可以讀完所有的東西
[00:02:18.020 --> 00:02:21.280]  我只是將他們的重點抽出來
[00:02:21.280 --> 00:02:23.280]  和大家分享
[00:02:23.280 --> 00:02:25.020]  希望藉著這樣的時候
[00:02:25.020 --> 00:02:29.380]  讓我們能夠對聖經有一定的了解和認識
[00:02:29.380 --> 00:02:32.000]  更加希望拋磚引玉
[00:02:32.000 --> 00:02:33.680]  藉著這樣的時候
[00:02:33.680 --> 00:02:37.300]  讓你繼續去研讀神的話語
[00:02:37.300 --> 00:02:41.000]  因為很多時候我們以為很熟悉聖經
[00:02:41.000 --> 00:02:43.200]  但是我們往往會忽略的
[00:02:43.200 --> 00:02:45.200]  很簡單舉個例子問一下你
[00:02:45.200 --> 00:02:49.100]  阿伯拉罕有多少個孩子?
[00:02:49.100 --> 00:02:53.580]  可能你會說就是以實和以實瑪利
[00:02:53.580 --> 00:02:56.420]  如果你的答案是這樣的時候
[00:02:56.420 --> 00:02:58.300]  你就錯了
[00:02:58.300 --> 00:03:01.700]  阿伯拉罕有多少個妻子?
[00:03:01.700 --> 00:03:03.860]  兩個
[00:03:03.860 --> 00:03:07.340]  哈格和撒拉
[00:03:07.340 --> 00:03:09.340]  如果答案是這樣
[00:03:09.340 --> 00:03:11.140]  都是錯的
[00:03:11.140 --> 00:03:14.500]  所以我們就要研讀神的話語
[00:03:14.500 --> 00:03:17.000]  我們先看阿伯拉罕
[00:03:17.000 --> 00:03:19.500]  他是信心之父
[00:03:19.500 --> 00:03:22.500]  今天阿伯拉罕不單單是信心之父
[00:03:22.500 --> 00:03:26.240]  更加是聖經記載裏面的轉捩點
[00:03:26.240 --> 00:03:28.240]  如果我們看《創世紀》
[00:03:28.240 --> 00:03:30.240]  頭十一章
[00:03:30.240 --> 00:03:32.820]  全部是記載人類的歷史
[00:03:32.820 --> 00:03:36.480]  即是亞當、夏娃的後裔
[00:03:36.480 --> 00:03:39.220]  接著羅亞方舟
[00:03:39.220 --> 00:03:41.220]  那時候是沒有以色列人
[00:03:41.220 --> 00:03:44.140]  也沒有外邦人的分別
[00:03:44.140 --> 00:03:49.120]  但第十二章開始方向有些轉變
[00:03:49.120 --> 00:03:51.960]  就是神父召阿伯拉
[00:03:51.960 --> 00:03:56.060]  出去他自己出生的地方
[00:03:56.060 --> 00:04:00.100]  於是就產生了以色列這個民族
[00:04:00.100 --> 00:04:06.260]  再由這個民族就產生了尼塞亞救世主
[00:04:06.260 --> 00:04:09.100]  尼塞亞就是全人類的救主
[00:04:09.100 --> 00:04:13.220]  神父召阿伯拉是有原因的
[00:04:13.220 --> 00:04:15.220]  第十一章裏面的記載是甚麼呢?
[00:04:15.220 --> 00:04:17.220]  就是巴別塔
[00:04:17.220 --> 00:04:20.820]  人就要建一個塔高達於天
[00:04:20.820 --> 00:04:23.680]  與神彌撒去比拼
[00:04:23.680 --> 00:04:26.400]  所以神就變亂了他們的口音
[00:04:26.400 --> 00:04:28.400]  多得他們不少
[00:04:28.400 --> 00:04:32.280]  搞到有時我們要學外語不是那麼容易
[00:04:32.280 --> 00:04:34.280]  英文都還好
[00:04:34.280 --> 00:04:36.660]  反而我覺得國語對我們來說是難一點的
[00:04:36.660 --> 00:04:40.260]  或者講國語的人要講廣東話都很辛苦的
[00:04:40.260 --> 00:04:42.820]  變亂了這些口音
[00:04:42.820 --> 00:04:45.560]  但很可惜他們仍然是敬拜偶像
[00:04:45.560 --> 00:04:48.060]  道德是日漸墮落
[00:04:48.060 --> 00:04:53.540]  所以神就要揀選一個人去締造這個歷史
[00:04:53.540 --> 00:04:56.920]  我們留意一下《神童阿伯拉罕納曰》
[00:04:56.920 --> 00:05:01.040]  這個很重要的記載在第十二章一至三之後
[00:05:01.040 --> 00:05:02.840]  大家在筆記裏面
[00:05:02.840 --> 00:05:05.340]  你會看到有幾段經文
[00:05:05.340 --> 00:05:08.100]  都是講到《神童阿伯拉罕納曰》的
[00:05:08.100 --> 00:05:10.420]  十三章的十四到第十七節
[00:05:10.420 --> 00:05:12.420]  十五章第一到第七節
[00:05:12.420 --> 00:05:16.540]  和第十八節到二十一節
[00:05:16.540 --> 00:05:18.980]  還有第十七章的一至八節
[00:05:18.980 --> 00:05:21.500]  我這麼快講你一定是記不住的
[00:05:21.500 --> 00:05:24.140]  但在筆記裏面就已經記下了
[00:05:24.140 --> 00:05:26.940]  這一個這麼多的曰裏面
[00:05:26.940 --> 00:05:30.220]  其實有三個很重要的內容
[00:05:30.220 --> 00:05:33.420]  我們看看第一個內容就是
[00:05:33.420 --> 00:05:36.360]  他要被建立成為大國
[00:05:36.360 --> 00:05:38.060]  第十二章的第二節就說到
[00:05:38.060 --> 00:05:40.060]  我必叫你成為大國
[00:05:40.060 --> 00:05:44.860]  這就指著他的後裔會成為一個很強大的國家
[00:05:44.860 --> 00:05:48.580]  後來他的孫就是雅各
[00:05:48.580 --> 00:05:51.960]  雅各有十二個兒子
[00:05:51.960 --> 00:05:55.200]  不要忘記還有一個女兒
[00:05:55.200 --> 00:05:59.060]  這十二個兒子就成為十二支派
[00:05:59.060 --> 00:06:02.620]  但十二支派又不是真的雅各十二個兒子
[00:06:02.620 --> 00:06:04.380]  是嗎?
[00:06:04.380 --> 00:06:09.120]  因為雅各有一個很疼愛的兒子叫約瑟
[00:06:09.120 --> 00:06:11.380]  但沒有約瑟支派
[00:06:11.380 --> 00:06:13.660]  就用了約瑟兩個兒子
[00:06:13.660 --> 00:06:17.540]  即是他的孫即是阿伯拉罕的曾孫
[00:06:17.540 --> 00:06:22.240]  就是馬拿西和以伯尼成為十二支派
[00:06:22.240 --> 00:06:27.440]  不過我們通常都統稱是雅各的十二個兒子
[00:06:27.440 --> 00:06:29.700]  就是成為以色列民族
[00:06:29.700 --> 00:06:35.540]  神就應許以色列民所得的地圖是永遠的
[00:06:35.540 --> 00:06:39.140]  神應許阿伯拉罕藉著他的後裔
[00:06:39.140 --> 00:06:40.800]  是他輸出
[00:06:40.800 --> 00:06:46.080]  即是他真是由他的系而生的孩子
[00:06:46.080 --> 00:06:49.280]  就成為多國的祖先
[00:06:49.280 --> 00:06:54.680]  第二方面就是個人是會得到神的祝福
[00:06:54.680 --> 00:06:57.120]  他的後裔會眾多
[00:06:57.120 --> 00:06:58.780]  得到神賜福
[00:06:58.780 --> 00:07:00.520]  他有屬世的福氣
[00:07:00.520 --> 00:07:03.020]  他的財富不斷增加
[00:07:03.020 --> 00:07:05.320]  所以有錢不是一個罪
[00:07:05.320 --> 00:07:07.320]  最重要是你有錢的時候
[00:07:07.320 --> 00:07:10.460]  是怎樣去仍然仰望神
[00:07:10.460 --> 00:07:13.260]  所以不要去仇富
[00:07:13.260 --> 00:07:15.260]  我們是渴望富有的
[00:07:15.260 --> 00:07:16.660]  如果我們愛神的時候
[00:07:16.660 --> 00:07:18.500]  神就很豐富給我們
[00:07:18.500 --> 00:07:20.600]  他屬世的財產增加
[00:07:20.600 --> 00:07:23.100]  但同樣有屬靈的福氣
[00:07:23.100 --> 00:07:25.420]  他會得到尊榮
[00:07:25.420 --> 00:07:29.020]  神說我要叫你的名被尊為大
[00:07:29.020 --> 00:07:34.120]  他要成為賜福人的一個媒介
[00:07:34.120 --> 00:07:36.720]  萬國要因他得福
[00:07:36.720 --> 00:07:40.920]  第三就是給外邦人的應許
[00:07:40.920 --> 00:07:45.800]  地上萬族要因為阿伯拉罕而得到福氣
[00:07:45.800 --> 00:07:51.720]  這個應許就應驗在阿伯拉罕那一位的子孫
[00:07:51.720 --> 00:07:54.220]  是一個獨特的子孫
[00:07:54.220 --> 00:07:56.600]  不是指以撒、不是指眼光
[00:07:56.600 --> 00:07:58.600]  也不是指十二支派
[00:07:58.600 --> 00:08:01.520]  是指耶穌基督
[00:08:01.520 --> 00:08:05.100]  耶穌基督也是阿伯拉罕的後裔
[00:08:05.100 --> 00:08:07.920]  就是因信稱義的人
[00:08:07.920 --> 00:08:11.660]  也都會成為阿伯拉罕的屬靈的子孫
[00:08:11.660 --> 00:08:13.660]  這是很重要的
[00:08:13.660 --> 00:08:15.920]  如果我們留意的時候
[00:08:15.920 --> 00:08:17.520]  阿伯拉罕
