
[00:00:00.000 --> 00:00:07.000]  今日我不知道大家對外面這個世界發生甚麼事
[00:00:07.000 --> 00:00:11.000]  會不會都有一些把握
[00:00:11.000 --> 00:00:15.000]  或者你都是一個平時都留意不單止是新聞
[00:00:15.000 --> 00:00:22.000]  更加是世界各地發生不同的變化的情況
[00:00:22.000 --> 00:00:27.000]  今日我想和大家分享
[00:00:27.000 --> 00:00:31.000]  有一位宣教士最近介紹了一本書給我看
[00:00:31.000 --> 00:00:36.000]  書名叫《光榮的受創者》
[00:00:36.000 --> 00:00:40.000]  講到跨文化工作的壓力
[00:00:40.000 --> 00:00:47.000]  跨文化工作者就是我們一般所稱的宣教士
[00:00:47.000 --> 00:00:51.000]  他們在工場上遇到不同的壓力
[00:00:51.000 --> 00:00:57.000]  這本書是一本很明顯幫助這方面的跨文化工作者
[00:00:57.000 --> 00:01:00.000]  去面對壓力的一本書
[00:01:00.000 --> 00:01:02.000]  但對於我們一般的信徒來說
[00:01:02.000 --> 00:01:05.000]  可能我們連一些宣教的工作
[00:01:05.000 --> 00:01:12.000]  一些基本的了解可能都未及
[00:01:12.000 --> 00:01:20.000]  這個一方面是因為我們對宣教認識不多
[00:01:20.000 --> 00:01:25.000]  另一方面和今日要和大家分享的題目
[00:01:25.000 --> 00:01:31.000]  就是基督徒的第二種患難的認識有關
[00:01:31.000 --> 00:01:36.000]  今日的題目叫做基督徒的第二種患難
[00:01:36.000 --> 00:01:38.000]  既然有第二種患難
[00:01:38.000 --> 00:01:41.000]  當然就有第一種的患難
[00:01:41.000 --> 00:01:43.000]  甚麼是第一種患難呢
[00:01:43.000 --> 00:01:46.000]  即是人人都會遇上的患難
[00:01:46.000 --> 00:01:49.000]  無論我是基督徒或者不是基督徒
[00:01:49.000 --> 00:01:52.000]  無論我們是信耶穌或者不是信耶穌
[00:01:52.000 --> 00:01:55.000]  我們同樣都會面對這些的困難
[00:01:55.000 --> 00:01:58.000]  這些的患難這些的所謂苦難
[00:01:58.000 --> 00:02:03.000]  舉個例子譬如你去身體檢查
[00:02:03.000 --> 00:02:06.000]  醫生告訴你你患了癌症
[00:02:06.000 --> 00:02:11.000]  已經到了一個比較末的時間
[00:02:11.000 --> 00:02:14.000]  又例如你有一日坐巴士
[00:02:14.000 --> 00:02:19.000]  巴士司機超速駕駛
[00:02:19.000 --> 00:02:22.000]  撞車有交通意外
[00:02:22.000 --> 00:02:28.000]  無故要在醫院住了一個多星期
[00:02:28.000 --> 00:02:32.000]  家人被家人騙了錢
[00:02:32.000 --> 00:02:35.000]  或者被一些騙子騙了錢
[00:02:35.000 --> 00:02:40.000]  一筆大喇喇的錢就沒有回頭
[00:02:40.000 --> 00:02:44.000]  或者我們有親友打風的時候
[00:02:44.000 --> 00:02:48.000]  有一棵樹掉下來扔傷我們
[00:02:48.000 --> 00:02:52.000]  人傷了
[00:02:52.000 --> 00:02:56.000]  意外患難苦難
[00:02:56.000 --> 00:03:01.000]  這一類我們叫第一類的患難
[00:03:01.000 --> 00:03:04.000]  我們基督徒不是基督徒都會遇到的
[00:03:04.000 --> 00:03:09.000]  所以其實人生或者世界上有苦難
[00:03:09.000 --> 00:03:11.000]  我們會遇到這件事情
[00:03:11.000 --> 00:03:16.000]  其實都是一個必然的事實
[00:03:16.000 --> 00:03:19.000]  有時有些不信耶穌的話
[00:03:19.000 --> 00:03:21.000]  那些人就說你好彩不好彩
[00:03:21.000 --> 00:03:24.000]  我們相信上帝掌管一切
[00:03:24.000 --> 00:03:26.000]  上帝都保守我們
[00:03:26.000 --> 00:03:30.000]  但今天我要講的就是有別於第一種的患難
[00:03:30.000 --> 00:03:34.000]  我要特別去講到基督徒的第二種的患難
[00:03:34.000 --> 00:03:36.000]  就是特別的
[00:03:36.000 --> 00:03:39.000]  只是因為我們是基督徒
[00:03:39.000 --> 00:03:41.000]  單單因為我們是基督徒
[00:03:41.000 --> 00:03:44.000]  才會遇上這些苦難
[00:03:44.000 --> 00:03:46.000]  這些對於基督徒來說
[00:03:46.000 --> 00:03:48.000]  是一種患難
[00:03:48.000 --> 00:03:51.000]  也是一種在耶穌基督
[00:03:51.000 --> 00:03:53.000]  因著他信了耶穌
[00:03:53.000 --> 00:03:57.000]  然後要受的一些苦難
[00:03:57.000 --> 00:04:00.000]  今天原來在世界各地
[00:04:00.000 --> 00:04:07.000]  陷在第二種的患難當中的基督徒為數不少
[00:04:07.000 --> 00:04:10.000]  不過有時可能我們不知道
[00:04:10.000 --> 00:04:14.000]  或者我們的傳媒沒有將他們告訴我們
[00:04:14.000 --> 00:04:16.000]  無論如何
[00:04:16.000 --> 00:04:20.000]  一會兒我都會講一些事件給大家聽
