
[00:00:00.000 --> 00:00:02.500]  《羅馬書》第十一章
[00:00:02.500 --> 00:00:07.000]  由第十一節到第二十四節的這段聖經
[00:00:07.000 --> 00:00:11.500]  我們很深信這段聖經給予我們很多提醒
[00:00:11.500 --> 00:00:14.500]  看回神自己的手
[00:00:14.500 --> 00:00:21.500]  究竟是怎樣去動這個世界的每一件事
[00:00:21.500 --> 00:00:23.500]  有時我們人眼中所看的
[00:00:23.500 --> 00:00:27.500]  未必明白為何會容忍這些事發生
[00:00:27.500 --> 00:00:30.500]  但我們很深信每一件事發生的背後
[00:00:30.500 --> 00:00:32.500]  一定有上帝的手
[00:00:32.500 --> 00:00:37.500]  所以我現在都在想明年究竟我會說甚麼道
[00:00:37.500 --> 00:00:39.500]  因為明年我們會改一改
[00:00:39.500 --> 00:00:41.500]  我們不會像現在這樣
[00:00:41.500 --> 00:00:44.500]  用一本書跟大家分享
[00:00:44.500 --> 00:00:45.500]  明年我們也會改一改
[00:00:45.500 --> 00:00:48.500]  讓不同的同工讓他們自己去祈禱
[00:00:48.500 --> 00:00:50.500]  去領受上帝的訊息
[00:00:50.500 --> 00:00:52.500]  我們是有些改變
[00:00:52.500 --> 00:00:55.500]  因為我明年亦有些時間上
[00:00:55.500 --> 00:00:57.500]  未必經常會在香港
[00:00:57.500 --> 00:00:59.500]  所以祈求天父幫助我們
[00:00:59.500 --> 00:01:02.500]  以致我們的改變能夠祝福弟兄姊妹
[00:01:02.500 --> 00:01:05.500]  而我自己亦希望明年的港島
[00:01:05.500 --> 00:01:06.500]  我自己的港島
[00:01:06.500 --> 00:01:09.500]  我會跟大家分享一本書
[00:01:09.500 --> 00:01:11.500]  就是《以斯帖》
[00:01:11.500 --> 00:01:16.500]  就是一本在聖經裏面沒有提到神的一本書
[00:01:16.500 --> 00:01:18.500]  究竟沒有提到神的一本書
[00:01:18.500 --> 00:01:20.500]  我們怎樣看到神的工作
[00:01:20.500 --> 00:01:22.500]  所以弟兄姊妹讓我們繼續在主的面前
[00:01:22.500 --> 00:01:26.500]  我們願意繼續去思考上帝每一本書
[00:01:26.500 --> 00:01:27.500]  成為我們的祝福
[00:01:27.500 --> 00:01:28.500]  讓你再一次幫助我們
[00:01:28.500 --> 00:01:31.500]  讓我們真的有這種心
[00:01:31.500 --> 00:01:34.500]  是我們願意展開屬天的翅膀
[00:01:34.500 --> 00:01:36.500]  我們能夠飛到你的身旁
[00:01:36.500 --> 00:01:39.500]  讓你能夠看到你自己那份的榮美
[00:01:39.500 --> 00:01:43.500]  我們願意一生以你為我們的王
[00:01:43.500 --> 00:01:44.500]  為我們的主
[00:01:44.500 --> 00:01:46.500]  求你親自閱覽我們的心
[00:01:46.500 --> 00:01:48.500]  讓我們繼續在敬拜當中
[00:01:48.500 --> 00:01:50.500]  在聆聽你的華語裏面
[00:01:50.500 --> 00:01:54.500]  我們願意讓你的華語藏在心裏
[00:01:54.500 --> 00:01:56.500]  讓我們到老都不偏離左右
[00:01:56.500 --> 00:01:57.500]  求你願意與我們同在
[00:01:57.500 --> 00:01:58.500]  聽我們的祈禱
[00:01:58.500 --> 00:02:00.500]  奉主明求
[00:02:00.500 --> 00:02:01.500]  Amen
[00:02:01.500 --> 00:02:02.500]  當然今天我的港島
[00:02:02.500 --> 00:02:04.500]  剛剛是皇話書第十一章
[00:02:04.500 --> 00:02:06.500]  由十一節到廿四節
[00:02:06.500 --> 00:02:08.500]  而今天我的題目就是
[00:02:08.500 --> 00:02:12.500]  失腳即是跌一跌和站立
[00:02:12.500 --> 00:02:14.500]  為甚麼今天會有這樣的題目呢
[00:02:14.500 --> 00:02:17.500]  當然和今天的內容有關係
[00:02:17.500 --> 00:02:19.500]  當我自己去思考的時候
[00:02:19.500 --> 00:02:21.500]  我就想起我的成長
[00:02:21.500 --> 00:02:24.500]  有一番說話是這樣說的
[00:02:24.500 --> 00:02:25.500]  在我成長裏面
[00:02:25.500 --> 00:02:27.500]  當然這番說話套用今天
[00:02:27.500 --> 00:02:29.500]  會有一些改變
[00:02:29.500 --> 00:02:31.500]  但我成長就會這樣看這件事
[00:02:31.500 --> 00:02:33.500]  有人這樣說
[00:02:33.500 --> 00:02:36.500]  如果你要知道昨天發生甚麼事
[00:02:36.500 --> 00:02:39.500]  當然是看今天的報紙
[00:02:39.500 --> 00:02:41.500]  如果你想知道現在發生甚麼事
[00:02:41.500 --> 00:02:44.500]  你一定要聽晚間的新聞
[00:02:44.500 --> 00:02:46.500]  如果你想知道明天發生甚麼事
[00:02:46.500 --> 00:02:48.500]  你一定要看聖經
[00:02:48.500 --> 00:02:51.500]  這是我小時候聽到的
[00:02:51.500 --> 00:02:52.500]  當然現在改了
[00:02:52.500 --> 00:02:53.500]  現在絕對改了
[00:02:53.500 --> 00:02:55.500]  如果你想知道昨天的事
[00:02:55.500 --> 00:02:56.500]  你看智能手機
[00:02:56.500 --> 00:02:58.500]  如果你想知道現在的事
[00:02:58.500 --> 00:03:00.500]  你看智能手機
[00:03:00.500 --> 00:03:02.500]  如果你想知道明天的事
[00:03:02.500 --> 00:03:04.500]  仍然都要看聖經
[00:03:04.500 --> 00:03:05.500]  弟兄姊妹
[00:03:05.500 --> 00:03:07.500]  沒有人知道明天發生甚麼事
[00:03:07.500 --> 00:03:10.500]  縱然天文台可能現在的預測
[00:03:10.500 --> 00:03:11.500]  他們都很準
[00:03:11.500 --> 00:03:13.500]  我經常覺得現在天文台很準
[00:03:13.500 --> 00:03:16.500]  它說幾點鐘掛多少號風球
[00:03:16.500 --> 00:03:17.500]  差不多都是幾點鐘
[00:03:17.500 --> 00:03:19.500]  但它都怕有時會錯
[00:03:19.500 --> 00:03:20.500]  於是它就說
[00:03:20.500 --> 00:03:24.500]  在日落之前就會落波
[00:03:24.500 --> 00:03:26.500]  甚麼是日落之前呢
[00:03:26.500 --> 00:03:28.500]  是各自的說話
[00:03:28.500 --> 00:03:30.500]  所以它們都很準
[00:03:30.500 --> 00:03:34.500]  但在準裏面仍然有很多變數
[00:03:34.500 --> 00:03:35.500]  在911
[00:03:35.500 --> 00:03:37.500]  美國發生911之後
[00:03:37.500 --> 00:03:40.500]  美國時代雜誌做了一個採訪
[00:03:40.500 --> 00:03:41.500]  訪問美國人
[00:03:41.500 --> 00:03:43.500]  當中出現了一些數據
[00:03:43.500 --> 00:03:45.500]  我覺得很有意思
[00:03:45.500 --> 00:03:49.500]  美國人大約有35%的人
[00:03:49.500 --> 00:03:54.500]  開始注意和末世有關的新聞
[00:03:54.500 --> 00:03:58.500]  忽然之間他們對末世的新聞
[00:03:58.500 --> 00:04:01.500]  很有心去留意
[00:04:01.500 --> 00:04:03.500]  所以我最近收到一個WhatsApp
[00:04:03.500 --> 00:04:07.500]  有人說因為天象的問題
[00:04:07.500 --> 00:04:11.500]  9月23號可能會有大事發生
[00:04:11.500 --> 00:04:12.500]  大家期待9月23號
[00:04:12.500 --> 00:04:15.500]  這是美國出來的一些數據
[00:04:15.500 --> 00:04:16.500]  一些新聞
[00:04:16.500 --> 00:04:18.500]  所以美國人忽然之間
[00:04:18.500 --> 00:04:22.500]  對於末世的一些新聞很著緊
