
[00:00:00.000 --> 00:00:01.200]  等於姐妹平安
[00:00:01.200 --> 00:00:02.400]  平安
[00:00:02.400 --> 00:00:04.000]  真是不知不覺
[00:00:04.000 --> 00:00:07.800]  這個疫情已經是三年的時間了
[00:00:07.800 --> 00:00:09.400]  都感恩的
[00:00:09.400 --> 00:00:12.640]  因為見到香港已經是慢慢的
[00:00:12.640 --> 00:00:16.000]  是回復一個正常的運作
[00:00:16.000 --> 00:00:17.400]  正常的生活
[00:00:17.400 --> 00:00:19.600]  我見到在座這麼多位
[00:00:19.600 --> 00:00:22.000]  你能夠回來教會
[00:00:22.000 --> 00:00:24.000]  一起去崇拜
[00:00:24.000 --> 00:00:25.800]  這個都不是必然的
[00:00:25.800 --> 00:00:27.600]  是主的恩典
[00:00:27.600 --> 00:00:31.800]  讓我們一起同心的去敬拜
[00:00:31.800 --> 00:00:34.800]  這一位大能的主
[00:00:34.800 --> 00:00:37.000]  今天的經文
[00:00:37.000 --> 00:00:39.200]  就是《使徒行傳》
[00:00:39.200 --> 00:00:42.200]  二章一至四節
[00:00:42.200 --> 00:00:44.200]  剛才還未讀
[00:00:44.200 --> 00:00:47.400]  大家就聽我讀一次
[00:00:47.400 --> 00:00:49.800]  《使徒行傳》的二章
[00:00:49.800 --> 00:00:52.200]  一至四節
[00:00:52.200 --> 00:00:53.800]  五巡節到了
[00:00:53.800 --> 00:00:56.800]  門徒都聚集在一處
[00:00:56.800 --> 00:01:01.000]  忽然從天上有響聲下來
[00:01:01.000 --> 00:01:04.400]  好像一陣大風吹過
[00:01:04.400 --> 00:01:07.600]  充滿了他們所坐的屋子
[00:01:07.600 --> 00:01:12.600]  又有舌頭如火焰顯現出來
[00:01:12.600 --> 00:01:16.200]  分開落在他們各人頭上
[00:01:16.200 --> 00:01:20.400]  他們就都被聖靈充滿
[00:01:20.400 --> 00:01:23.400]  按著聖靈所賜的口才
[00:01:23.400 --> 00:01:27.600]  說起別國的話來
[00:01:27.600 --> 00:01:29.800]  剛才讀的經文
[00:01:29.800 --> 00:01:34.600]  是記載了五巡節所發生的事
[00:01:34.600 --> 00:01:37.600]  或者有弟兄姊妹就會問
[00:01:37.600 --> 00:01:40.600]  二千幾年前
[00:01:40.600 --> 00:01:43.400]  五巡節所發生的事
[00:01:43.400 --> 00:01:45.400]  和今天的我
[00:01:45.400 --> 00:01:47.800]  有什麼關係呢?
[00:01:47.800 --> 00:01:50.000]  有沒有關係?
[00:01:50.000 --> 00:01:54.600]  關係就當然重要
[00:01:54.600 --> 00:01:57.600]  因為五巡節就記載了
[00:01:57.600 --> 00:02:00.600]  是聖靈降臨的時刻
[00:02:00.600 --> 00:02:03.400]  今天我想和大家思考的
[00:02:03.400 --> 00:02:08.600]  就是五巡節的意義究竟是什麼呢?
[00:02:08.600 --> 00:02:11.600]  聖靈降臨對於教會
[00:02:11.600 --> 00:02:14.000]  即是對於你和我
[00:02:14.000 --> 00:02:16.400]  又有什麼關係呢?
[00:02:16.400 --> 00:02:17.800]  在講道之先
[00:02:17.800 --> 00:02:21.800]  讓我們再一次同心低頭禱告
[00:02:21.800 --> 00:02:25.800]  親愛的天父我們讚美你
[00:02:25.800 --> 00:02:28.800]  因為你是那位大能的神
[00:02:28.800 --> 00:02:31.800]  在你是凡事都能的
[00:02:31.800 --> 00:02:33.800]  我們感恩
[00:02:33.800 --> 00:02:36.800]  因為你將你的靈
[00:02:36.800 --> 00:02:39.800]  賜下給所有屬於你的義女
[00:02:39.800 --> 00:02:43.800]  讓我們都能夠與主你同工
[00:02:43.800 --> 00:02:46.800]  讓我們都能夠是一起成就
[00:02:46.800 --> 00:02:49.800]  主你在地上的旨意
[00:02:49.800 --> 00:02:51.800]  主感謝你將新的心
[00:02:51.800 --> 00:02:53.800]  新的靈賜給我們
[00:02:53.800 --> 00:02:57.800]  我們就求你使用我們每一個
[00:02:57.800 --> 00:02:59.800]  讓我們都能夠
[00:02:59.800 --> 00:03:02.800]  是帶著主你的能力
[00:03:02.800 --> 00:03:04.800]  我們為主你去傳福音
[00:03:04.800 --> 00:03:07.800]  為主你去做見證
[00:03:07.800 --> 00:03:08.800]  不是靠我們自己
[00:03:08.800 --> 00:03:11.800]  而是靠主你的大能大力
[00:03:11.800 --> 00:03:13.800]  求你幫助我們
[00:03:13.800 --> 00:03:17.800]  讓我們能夠紮根在主你的話語裏面
[00:03:17.800 --> 00:03:19.800]  多謝你聽我們的祈禱
[00:03:19.800 --> 00:03:22.800]  奉耶穌基督聖名祈禱
[00:03:22.800 --> 00:03:23.800]  阿們
[00:03:23.800 --> 00:03:26.800]  首先讓我們重溫一下
[00:03:26.800 --> 00:03:29.800]  耶穌祂升天之前
[00:03:29.800 --> 00:03:32.800]  對門徒講過些什麼呢?
[00:03:32.800 --> 00:03:36.800]  《使徒行傳》的一章四節
[00:03:36.800 --> 00:03:38.800]  那裏就這樣講
[00:03:38.800 --> 00:03:40.800]  耶穌和他們聚集的時候
[00:03:40.800 --> 00:03:44.800]  祝父他們說不要離開耶路撒冷
[00:03:44.800 --> 00:03:47.800]  要等候父所應許的
[00:03:47.800 --> 00:03:51.800]  就是你們聽見我說過的
[00:03:51.800 --> 00:03:53.800]  那我們一定要問
[00:03:53.800 --> 00:03:56.800]  父究竟應許了些什麼呢?
[00:03:56.800 --> 00:04:01.800]  耶穌之前又和門徒講過些什麼呢?
[00:04:01.800 --> 00:04:05.800]  就讓我們一起去看看
