
[00:00:00.000 --> 00:00:02.000]  各位電影節目早晨
[00:00:02.000 --> 00:00:03.000]  還是新星頭
[00:00:03.000 --> 00:00:04.000]  祝大家新年快樂
[00:00:04.000 --> 00:00:05.000]  身體健康
[00:00:05.000 --> 00:00:06.000]  主因滿滿
[00:00:06.000 --> 00:00:09.000]  曾經聽過一則笑話
[00:00:09.000 --> 00:00:12.000]  可以這樣說是笑話
[00:00:12.000 --> 00:00:14.000]  在監獄裏面
[00:00:14.000 --> 00:00:18.000]  常有律師和牧師去探望一些在囚人士
[00:00:18.000 --> 00:00:20.000]  因為律師可能還在幫他們處理
[00:00:20.000 --> 00:00:21.000]  是否上訴
[00:00:21.000 --> 00:00:24.000]  或者俗稱進去拋
[00:00:24.000 --> 00:00:25.000]  之後再審
[00:00:25.000 --> 00:00:27.000]  看看最後的判決是怎樣
[00:00:27.000 --> 00:00:28.000]  有牧師去探望
[00:00:28.000 --> 00:00:29.000]  就關心囚犯
[00:00:29.000 --> 00:00:31.000]  希望他們信主
[00:00:31.000 --> 00:00:35.000]  很多囚犯都在律師和牧師的面前說
[00:00:35.000 --> 00:00:38.000]  我是好人
[00:00:38.000 --> 00:00:39.000]  但在教會裏面
[00:00:39.000 --> 00:00:41.000]  有很多很好的人
[00:00:41.000 --> 00:00:43.000]  他們在教會有熱心的侍奉
[00:00:43.000 --> 00:00:45.000]  在外面待人又很好
[00:00:45.000 --> 00:00:48.000]  但他們站到禮拜堂的面前
[00:00:48.000 --> 00:00:49.000]  經常都祈禱
[00:00:49.000 --> 00:00:50.000]  就說主啊
[00:00:50.000 --> 00:00:53.000]  開恩可憐我這個罪人
[00:00:53.000 --> 00:00:54.000]  或者主啊
[00:00:54.000 --> 00:00:55.000]  赦免我這個罪人
[00:00:55.000 --> 00:00:57.000]  然後就引起人想
[00:00:57.000 --> 00:00:59.000]  究竟哪個是好人
[00:00:59.000 --> 00:01:01.000]  哪個是罪人呢
[00:01:01.000 --> 00:01:03.000]  等於我問你
[00:01:03.000 --> 00:01:05.000]  你是好人還是罪人
[00:01:05.000 --> 00:01:07.000]  你會回答甚麼
[00:01:07.000 --> 00:01:10.000]  不知道有多少人會回答自己是好人呢
[00:01:10.000 --> 00:01:13.000]  都回答我們承認自己是好人
[00:01:13.000 --> 00:01:16.000]  如果你的親戚朋友
[00:01:16.000 --> 00:01:19.000]  新年你當然跟他拜年祝他身體健康
[00:01:19.000 --> 00:01:20.000]  新年快樂
[00:01:20.000 --> 00:01:21.000]  恭喜發財
[00:01:21.000 --> 00:01:22.000]  你不會問他
[00:01:22.000 --> 00:01:25.000]  你是好人還是罪人
[00:01:25.000 --> 00:01:27.000]  那他自覺呢
[00:01:27.000 --> 00:01:29.000]  你身邊的人
[00:01:29.000 --> 00:01:33.000]  自覺自己是好人還是罪人
[00:01:33.000 --> 00:01:36.000]  可能不少人自覺自己是好人
[00:01:36.000 --> 00:01:39.000]  甚少的人自覺自己是罪人
[00:01:39.000 --> 00:01:41.000]  今天跟大家介紹這個人物
[00:01:41.000 --> 00:01:43.000]  在別人眼中是一個好人
[00:01:43.000 --> 00:01:47.000]  但他聽到彼得所說的話之後
[00:01:47.000 --> 00:01:50.000]  他承認其實他自己是一個蒙恩的罪人
[00:01:50.000 --> 00:01:52.000]  他叫做戈利劉
[00:01:52.000 --> 00:01:54.000]  戈利劉是甚麼人呢
[00:01:54.000 --> 00:01:55.000]  他跟我們說
[00:01:55.000 --> 00:01:57.000]  在該薩尼亞
[00:01:57.000 --> 00:02:01.000]  現在新的標點畫本是海薩尼亞
[00:02:01.000 --> 00:02:03.000]  原本該薩尼亞有一個人
[00:02:03.000 --> 00:02:04.000]  叫做戈利劉
[00:02:04.000 --> 00:02:07.000]  他是意大利營的白夫長
[00:02:07.000 --> 00:02:12.000]  他身處在猶太省的境內
[00:02:12.000 --> 00:02:13.000]  該薩尼亞
[00:02:13.000 --> 00:02:15.000]  我們看一幅地圖
[00:02:15.000 --> 00:02:16.000]  該薩尼亞在哪裏呢
[00:02:16.000 --> 00:02:17.000]  紅色箭咀那裏
