
[00:00:00.000 --> 00:00:02.640]  7月份除了下令會之外
[00:00:02.640 --> 00:00:05.040]  另一個華人教會的盛事
[00:00:05.040 --> 00:00:07.900]  就是華福成立的50週年
[00:00:07.900 --> 00:00:13.600]  這次我們在印尼舉行這個大會
[00:00:13.600 --> 00:00:16.720]  今年不同的地方就是年青化
[00:00:16.720 --> 00:00:22.360]  董家華牧師就是現在的現任總幹事
[00:00:22.360 --> 00:00:24.720]  他也是40出頭
[00:00:24.720 --> 00:00:27.680]  參加者中其中有15%
[00:00:27.680 --> 00:00:30.880]  都是35歲以下的童工
[00:00:30.880 --> 00:00:34.800]  他們也很樂意結網
[00:00:34.800 --> 00:00:37.880]  展現出一個新的氣象
[00:00:37.880 --> 00:00:39.720]  華福大會的主題是
[00:00:39.720 --> 00:00:43.120]  「時代聆聽與神共創」
[00:00:43.120 --> 00:00:47.040]  大會內容特別是強調聆聽的重要
[00:00:47.040 --> 00:00:51.680]  其實我們一般開這些所謂國際的會議
[00:00:51.680 --> 00:00:54.280]  通常都是用一個名講完
[00:00:54.280 --> 00:00:56.200]  然後很多人坐在那裏聽
[00:00:56.200 --> 00:00:58.800]  類似我們陪靈會的方式
[00:00:58.800 --> 00:01:01.520]  但這次華福會有不同的安排
[00:01:01.520 --> 00:01:04.880]  就是他們是一直一直這樣坐的
[00:01:04.880 --> 00:01:06.960]  而在每席裏面
[00:01:06.960 --> 00:01:11.120]  他們都可以講完一個短的訊息之後
[00:01:11.120 --> 00:01:15.760]  他們就可以隨即在席上彼此認識和分享
[00:01:15.760 --> 00:01:17.400]  給我一個啟發就是
[00:01:17.400 --> 00:01:21.000]  原來今天我們去聆聽真道的時候
[00:01:21.000 --> 00:01:22.800]  不是我們聽了
[00:01:22.800 --> 00:01:24.760]  而是我們需要去分享
[00:01:24.760 --> 00:01:30.080]  和其他人一起去將這個訊息
[00:01:30.080 --> 00:01:32.680]  去深化在我們的生命裏面
[00:01:32.680 --> 00:01:35.640]  我不知道將來如果我們再搞下令會
[00:01:35.640 --> 00:01:39.680]  我們會不會參考這種形式
[00:01:39.680 --> 00:01:42.240]  其實在大會裏面
[00:01:42.240 --> 00:01:47.160]  其實都強調很多重要的題目
[00:01:47.160 --> 00:01:50.320]  譬如說我們今天怎樣得著下一代
[00:01:50.320 --> 00:01:52.200]  整全宣教的需要
[00:01:52.200 --> 00:01:54.880]  職場群體他們的發展
[00:01:54.880 --> 00:01:59.040]  和海外的華人和宣教的需要
[00:01:59.040 --> 00:02:03.760]  與此同時為了讓我們能夠真正實踐聆聽
[00:02:03.760 --> 00:02:06.920]  大會就以悔改作為一個開端
[00:02:06.920 --> 00:02:09.920]  帶領我們先回到神的面前
[00:02:09.920 --> 00:02:13.280]  免得我們只是專注在事公本身
[00:02:13.280 --> 00:02:16.360]  而忽略了神的心意
[00:02:16.360 --> 00:02:18.840]  承接著悔改這個主題
[00:02:18.840 --> 00:02:24.200]  我希望能夠介紹耶和華的日子這個觀念
[00:02:24.200 --> 00:02:25.800]  如果大家留意
[00:02:25.800 --> 00:02:29.400]  其實今次和我九月第一個主日
[00:02:29.400 --> 00:02:33.120]  我都會講西班牙書
[00:02:33.120 --> 00:02:38.920]  不知道大家有沒有聽過有關西班牙書的講道
[00:02:38.920 --> 00:02:41.320]  如果有聽過就舉手
[00:02:41.320 --> 00:02:45.240]  一個兩個
[00:02:45.240 --> 00:02:49.720]  所以這也是我為何要和大家分享這本書的原因
[00:02:49.720 --> 00:02:51.600]  因為很冷門
[00:02:51.600 --> 00:02:54.560]  當然大家都應該讀過西班牙書
[00:02:54.560 --> 00:02:56.440]  只有三章
[00:02:56.440 --> 00:03:01.480]  這本書卷就譽為小仙之書
[00:03:01.480 --> 00:03:06.200]  或者有人以為聖經分大仙之和小仙之
[00:03:06.200 --> 00:03:09.880]  是按仙之信息的重要性來分
[00:03:09.880 --> 00:03:13.480]  其實仙之本身是無分大小的
[00:03:13.480 --> 00:03:19.280]  他們都肩負在神在那個時代要他忠實傳講的信息
[00:03:19.280 --> 00:03:24.120]  而所謂大小其實是指書卷的篇幅
[00:03:24.120 --> 00:03:26.880]  例如以賽亞書有66章
[00:03:26.880 --> 00:03:29.160]  耶利米書有52章
[00:03:29.160 --> 00:03:31.320]  以西傑書有48章
[00:03:31.320 --> 00:03:34.560]  就算是但爾利書都有12章
[00:03:34.560 --> 00:03:36.200]  他們的篇幅較長
[00:03:36.200 --> 00:03:39.600]  所以被稱為大仙之書
[00:03:39.600 --> 00:03:42.840]  西班牙書的主題是耶和華的日子
[00:03:42.840 --> 00:03:47.760]  在這三章的經文裏可以說是分成兩個部份
[00:03:47.760 --> 00:03:49.800]  第一部份是審判
[00:03:49.800 --> 00:03:52.640]  一章二節到三章八節
[00:03:52.640 --> 00:03:54.640]  第二部份是歡樂
[00:03:54.640 --> 00:03:57.200]  三章九節到二十節
[00:03:57.200 --> 00:04:01.400]  我這次先講第一部份有關審判的信息
[00:04:01.400 --> 00:04:05.880]  下次就會講第二部份歡樂
[00:04:05.880 --> 00:04:07.880]  我們一起禱告
[00:04:07.880 --> 00:04:10.800]  慈愛主我們感謝讚美你
[00:04:10.800 --> 00:04:12.600]  在這個暑假當中
[00:04:12.600 --> 00:04:14.120]  我們每一位弟兄姊妹
[00:04:14.120 --> 00:04:17.760]  多多少少都領受了很多屬靈的筵席
[00:04:17.760 --> 00:04:21.680]  我們都能夠聽到很多寶貴的信息
[00:04:21.680 --> 00:04:25.560]  我們更願意這些信息不單止只是聽過
[00:04:25.560 --> 00:04:30.400]  更加是我們能夠思想過和分享過
[00:04:30.400 --> 00:04:33.760]  以致我們都能夠去實踐你自己的真理
[00:04:33.760 --> 00:04:36.000]  在我們的生活當中
[00:04:36.000 --> 00:04:39.560]  主人今日講這個信息可能是比較沉重
[00:04:39.560 --> 00:04:43.240]  但我深信我們在最困難的時刻
[00:04:43.240 --> 00:04:45.240]  我們仍然能夠看到
[00:04:45.240 --> 00:04:48.640]  神的恩典與我們眾人同在
[00:04:48.640 --> 00:04:52.320]  求主幫助我們專心在你的話語裏面
[00:04:52.320 --> 00:04:56.440]  又讓這些話語能夠實踐在我們的生活當中
[00:04:56.440 --> 00:04:58.720]  我們這樣在你面前祈禱感恩
[00:04:58.720 --> 00:05:01.400]  奉基督寶貴名字祈求
[00:05:01.400 --> 00:05:03.400]  阿門
[00:05:03.400 --> 00:05:07.840]  夜和華的日子是可怕的毀滅
[00:05:07.840 --> 00:05:10.400]  不知道大家有沒有發覺
[00:05:10.400 --> 00:05:13.520]  現在地震的次數越來越頻密
[00:05:13.520 --> 00:05:17.000]  剛剛早兩天在秘魯的南部
[00:05:17.000 --> 00:05:18.880]  亦都有一個大的地震
[00:05:18.880 --> 00:05:22.480]  但因為秘魯這個地方比較偏僻
[00:05:22.480 --> 00:05:24.480]  所以沒有造成傷亡
[00:05:24.480 --> 00:05:27.840]  中美洲委內瑞拉、哥倫比亞
[00:05:27.840 --> 00:05:30.080]  日本的熊本和印尼
[00:05:30.080 --> 00:05:32.400]  這些都是提醒我們
[00:05:32.400 --> 00:05:34.280]  原來聖經裏面說
[00:05:34.280 --> 00:05:37.440]  當主再回來的時候有一個先聲
[00:05:37.440 --> 00:05:40.400]  就是「民要攻打民,國要攻打國
[00:05:40.400 --> 00:05:42.720]  多處必有饑荒地震」
[00:05:42.720 --> 00:05:44.720]  這個就是災難的起頭
[00:05:44.720 --> 00:05:46.720]  我們又看看地區的衝突
[00:05:46.720 --> 00:05:50.720]  好像美國伊朗好像現在靜了下來
[00:05:50.720 --> 00:05:54.000]  但是烏克蘭又用長程的無人機
[00:05:54.000 --> 00:05:57.480]  攻擊來前線較遠的俄羅斯的城市
[00:05:57.480 --> 00:06:01.320]  而無可避免地俄羅斯必然地報復
[00:06:01.320 --> 00:06:03.680]  導致更大的傷亡
[00:06:03.680 --> 00:06:06.520]  所以我們今天身處的世代
[00:06:06.520 --> 00:06:11.240]  是一個危機四伏、戰雲密佈的時代
[00:06:11.240 --> 00:06:15.240]  可能我們在香港真的感受到平安穩妥
[00:06:15.240 --> 00:06:17.720]  但是也不要太老定
[00:06:17.720 --> 00:06:22.160]  香港我們也面對我們自己的挑戰
[00:06:22.160 --> 00:06:27.520]  想起當猶大國王約西亞於主前621年
[00:06:27.520 --> 00:06:30.560]  進行宗教改革之前大約十年
[00:06:30.560 --> 00:06:32.760]  西班牙先知出來傳道
[00:06:32.760 --> 00:06:34.640]  他嚴厲地指責罪惡
[00:06:34.640 --> 00:06:37.840]  傳講上帝列路的日子要來了
[00:06:37.840 --> 00:06:40.160]  在約西亞之前的馬拿西
[00:06:40.160 --> 00:06:42.840]  是猶大國歷史上最壞的王
[00:06:42.840 --> 00:06:46.240]  他瘋狂地進行外邦偶像的崇拜
[00:06:46.240 --> 00:06:49.680]  毀掉了國家立國的信仰根基
[00:06:49.680 --> 00:06:51.280]  在馬拿西死後
[00:06:51.280 --> 00:06:54.600]  約西亞王得到先知和祭司的幫助
[00:06:54.600 --> 00:06:57.240]  推行信仰復興和改革
[00:06:57.240 --> 00:06:59.840]  西班牙書講到耶和華的日子
[00:06:59.840 --> 00:07:02.720]  和對猶大和列國的審判
[00:07:02.720 --> 00:07:06.960]  就是災禍和毀滅的日子快將臨到
[00:07:06.960 --> 00:07:09.000]  由於猶大他們拜偶像
[00:07:09.000 --> 00:07:11.000]  效法外邦的習俗
[00:07:11.000 --> 00:07:13.280]  欺詐剝削弱者
[00:07:13.280 --> 00:07:14.720]  並且自滿
[00:07:14.720 --> 00:07:17.160]  以為上帝會漠不關心
[00:07:17.160 --> 00:07:18.840]  所以上帝要懲罰他們
[00:07:18.840 --> 00:07:21.000]  也要懲罰其他國家
[00:07:21.000 --> 00:07:22.800]  使人感到安慰的
[00:07:22.800 --> 00:07:25.840]  是即使耶路撒冷蒙受災難
[00:07:25.840 --> 00:07:27.840]  將來也必定復興
[00:07:27.840 --> 00:07:32.160]  萬民都要求告耶和華的名
[00:07:32.160 --> 00:07:34.640]  傳統認為西班牙書的作者
[00:07:34.640 --> 00:07:37.040]  西班牙他的名字有個意思
[00:07:37.040 --> 00:07:39.440]  就是「耶和華保護」
[00:07:39.440 --> 00:07:43.560]  他是唯一追溯到上四代祖先的先知
[00:07:43.560 --> 00:07:48.200]  是古時的兒子和希西加王的元孫
[00:07:48.200 --> 00:07:51.160]  他來自一個頗有才勢的家族
