
[00:00:00.000 --> 00:00:02.500]  回到今天的經文
[00:00:02.500 --> 00:00:06.000]  《以塞亞書》第六章
[00:00:06.000 --> 00:00:12.000]  以塞亞在聖殿裡面見到異象
[00:00:12.000 --> 00:00:16.000]  以塞亞在聖殿裡面見到異象
[00:00:16.000 --> 00:00:26.500]  你認為以塞亞認為聖殿是大了還是小了呢?
[00:00:27.500 --> 00:00:37.000]  以塞亞在聖殿裡面見到異象
[00:00:37.000 --> 00:00:42.000]  你認為以塞亞認為聖殿是大了還是小了呢?
[00:00:42.000 --> 00:00:49.000]  以塞亞在聖殿裡面見到異象
[00:00:49.000 --> 00:00:52.000]  以塞亞在聖殿裡面見到異象
[00:00:52.000 --> 00:00:56.000]  以塞亞在聖殿裡面見到異象
[00:00:57.000 --> 00:00:59.000]  以塞亞在聖殿裡面見到異象
[00:00:59.000 --> 00:01:02.000]  以塞亞在聖殿裡面見到異象
[00:01:02.000 --> 00:01:05.000]  以塞亞在聖殿裡面見到異象
[00:01:05.000 --> 00:01:08.000]  以塞亞在聖殿裡面見到異象
[00:01:08.000 --> 00:01:11.000]  以塞亞在聖殿裡面見到異象
[00:01:11.000 --> 00:01:14.000]  以塞亞在聖殿裡面見到異象
[00:01:14.000 --> 00:01:17.000]  以塞亞在聖殿裡面見到異象
[00:01:17.000 --> 00:01:20.000]  以塞亞在聖殿裡面見到異象
[00:01:20.000 --> 00:01:23.000]  以塞亞在聖殿裡面見到異象
[00:01:23.000 --> 00:01:26.000]  以塞亞在聖殿裡面見到異象
[00:01:27.000 --> 00:01:29.000]  以塞亞在聖殿裡面見到異象
[00:01:29.000 --> 00:01:32.000]  以塞亞在聖殿裡面見到異象
[00:01:32.000 --> 00:01:35.000]  以塞亞在聖殿裡面見到異象
[00:01:35.000 --> 00:01:38.000]  以塞亞在聖殿裡面見到異象
[00:01:38.000 --> 00:01:41.000]  以塞亞在聖殿裡面見到異象
[00:01:41.000 --> 00:01:44.000]  以塞亞在聖殿裡面見到異象
[00:01:44.000 --> 00:01:47.000]  以塞亞在聖殿裡面見到異象
[00:01:47.000 --> 00:01:50.000]  以塞亞在聖殿裡面見到異象
[00:01:50.000 --> 00:01:53.000]  以塞亞在聖殿裡面見到異象
[00:01:53.000 --> 00:01:56.000]  以塞亞在聖殿裡面見到異象
[00:01:57.000 --> 00:01:59.000]  以塞亞在聖殿裡面見到異象
[00:01:59.000 --> 00:02:02.000]  以塞亞在聖殿裡面見到異象
[00:02:02.000 --> 00:02:05.000]  以塞亞在聖殿裡面見到異象
[00:02:05.000 --> 00:02:08.000]  以塞亞在聖殿裡面見到異象
[00:02:08.000 --> 00:02:11.000]  以塞亞在聖殿裡面見到異象
[00:02:11.000 --> 00:02:14.000]  以塞亞在聖殿裡面見到異象
[00:02:14.000 --> 00:02:17.000]  以塞亞在聖殿裡面見到異象
[00:02:17.000 --> 00:02:20.000]  以塞亞在聖殿裡面見到異象
[00:02:20.000 --> 00:02:23.000]  以塞亞在聖殿裡面見到異象
[00:02:23.000 --> 00:02:26.000]  以塞亞在聖殿裡面見到異象
[00:02:27.000 --> 00:02:29.000]  以塞亞在聖殿裡面見到異象
[00:02:29.000 --> 00:02:32.000]  以塞亞在聖殿裡面見到異象
[00:02:32.000 --> 00:02:35.000]  以塞亞在聖殿裡面見到異象
[00:02:35.000 --> 00:02:38.000]  以塞亞在聖殿裡面見到異象
[00:02:38.000 --> 00:02:41.000]  以塞亞在聖殿裡面見到異象
[00:02:41.000 --> 00:02:44.000]  以塞亞在聖殿裡面見到異象
[00:02:44.000 --> 00:02:47.000]  以塞亞在聖殿裡面見到異象
[00:02:47.000 --> 00:02:50.000]  以塞亞在聖殿裡面見到異象
[00:02:50.000 --> 00:02:53.000]  以塞亞在聖殿裡面見到異象
[00:02:53.000 --> 00:02:56.000]  以塞亞在聖殿裡面見到異象
[00:02:57.000 --> 00:02:59.000]  以塞亞在聖殿裡面見到異象
[00:02:59.000 --> 00:03:02.000]  以塞亞在聖殿裡面見到異象
[00:03:02.000 --> 00:03:05.000]  以塞亞在聖殿裡面見到異象
[00:03:05.000 --> 00:03:08.000]  以塞亞在聖殿裡面見到異象
[00:03:08.000 --> 00:03:11.000]  以塞亞在聖殿裡面見到異象
[00:03:11.000 --> 00:03:14.000]  以塞亞在聖殿裡面見到異象
[00:03:14.000 --> 00:03:17.000]  以塞亞在聖殿裡面見到異象
[00:03:17.000 --> 00:03:20.000]  以塞亞在聖殿裡面見到異象
[00:03:20.000 --> 00:03:23.000]  以塞亞在聖殿裡面見到異象
[00:03:23.000 --> 00:03:26.000]  以塞亞在聖殿裡面見到異象
[00:03:27.000 --> 00:03:29.000]  以塞亞在聖殿裡面見到異象
[00:03:29.000 --> 00:03:32.000]  以塞亞在聖殿裡面見到異象
[00:03:32.000 --> 00:03:35.000]  以塞亞在聖殿裡面見到異象
[00:03:35.000 --> 00:03:38.000]  以塞亞在聖殿裡面見到異象
[00:03:38.000 --> 00:03:41.000]  以塞亞在聖殿裡面見到異象
[00:03:41.000 --> 00:03:44.000]  以塞亞在聖殿裡面見到異象
[00:03:44.000 --> 00:03:47.000]  以塞亞在聖殿裡面見到異象
[00:03:47.000 --> 00:03:50.000]  以塞亞在聖殿裡面見到異象
