
[00:00:00.000 --> 00:00:03.000]  各位主內弟兄姊妹、朋友
[00:00:03.000 --> 00:00:04.000]  主內平安
[00:00:04.000 --> 00:00:10.000]  今日繼續分享已忽所書裏面的訊息
[00:00:10.000 --> 00:00:15.000]  首先我讀出今日分享的經文
[00:00:15.000 --> 00:00:18.000]  在已忽所書四章一至六節
[00:00:18.000 --> 00:00:20.000]  請聽我讀出
[00:00:20.000 --> 00:00:24.000]  我為主被囚的勸你們
[00:00:24.000 --> 00:00:27.000]  既然蒙召行事為人
[00:00:27.000 --> 00:00:30.000]  就當與蒙召的恩相稱
[00:00:30.000 --> 00:00:33.000]  凡事謙虛、溫柔、忍耐
[00:00:33.000 --> 00:00:36.000]  用愛心互相寬容
[00:00:36.000 --> 00:00:39.000]  用和平彼此聯絡
[00:00:39.000 --> 00:00:43.000]  竭力保守聖靈所賜合而為一的心
[00:00:43.000 --> 00:00:44.000]  身體只有一個
[00:00:44.000 --> 00:00:46.000]  聖靈只有一個
[00:00:46.000 --> 00:00:49.000]  正如你們蒙召同有一個指望
[00:00:49.000 --> 00:00:51.000]  一主一信一使
[00:00:51.000 --> 00:00:54.000]  一神就是眾人的父
[00:00:54.000 --> 00:00:57.000]  超乎眾人之上
[00:00:57.000 --> 00:00:59.000]  官乎眾人之中
[00:00:59.000 --> 00:01:01.000]  也住在眾人之內
[00:01:01.000 --> 00:01:09.000]  在分享我的訊息大綱三點之前
[00:01:09.000 --> 00:01:13.000]  有些人引言帶出我今日的訊息
[00:01:13.000 --> 00:01:20.000]  在大家看電視的廣告或新聞
[00:01:20.000 --> 00:01:23.000]  都留意有些優質的產品
[00:01:24.000 --> 00:01:28.000]  都會找一些最合適的代言人
[00:01:28.000 --> 00:01:32.000]  他們的品德是最重要的考慮
[00:01:32.000 --> 00:01:35.000]  另外如果有一個人
[00:01:35.000 --> 00:01:37.000]  想加入一個群體
[00:01:37.000 --> 00:01:40.000]  他就有義務依照這個群體的品德
[00:01:40.000 --> 00:01:43.000]  他們的要求生活
[00:01:43.000 --> 00:01:46.000]  如果他沒有盡這個義務
[00:01:46.000 --> 00:01:49.000]  他就妨礙了這個團體
[00:01:49.000 --> 00:01:52.000]  他所成立的目的
[00:01:52.000 --> 00:01:55.000]  也損害了他的名譽
[00:01:55.000 --> 00:02:03.000]  最近我加入一個高爾夫球運動群體的體驗
[00:02:03.000 --> 00:02:08.000]  他們需要六位的介紹人
[00:02:08.000 --> 00:02:11.000]  或者叫做補戰人
[00:02:11.000 --> 00:02:14.000]  一個是推薦
[00:02:14.000 --> 00:02:15.000]  一個是和議
[00:02:15.000 --> 00:02:18.000]  然後四個是參考
[00:02:18.000 --> 00:02:21.000]  都頗嚴格
[00:02:21.000 --> 00:02:24.000]  重點就是要求這些申請人
[00:02:24.000 --> 00:02:27.000]  如果想成為這個球會的會友
[00:02:27.000 --> 00:02:30.000]  很注重他們的正直的integrity
[00:02:30.000 --> 00:02:33.000]  或者他們的合群的品德
[00:02:33.000 --> 00:02:39.000]  所以作為我們屬神的群體
[00:02:39.000 --> 00:02:42.000]  成立一個教會 靈福堂
[00:02:42.000 --> 00:02:46.000]  亦都很需要這個要求
[00:02:46.000 --> 00:02:49.000]  今天早上分享的主題
[00:02:49.000 --> 00:02:52.000]  是與蒙召的恩相稱
[00:02:52.000 --> 00:02:54.000]  意思就是作為基督徒
[00:02:54.000 --> 00:02:58.000]  我們行事為人的品德的要求是什麼呢?
[00:02:58.000 --> 00:03:02.000]  在討論這一段經文之前
[00:03:02.000 --> 00:03:03.000]  我們首先要知道
[00:03:03.000 --> 00:03:05.000]  以弗所書中心的思想
[00:03:05.000 --> 00:03:08.000]  是耶穌基督要把這個分裂的世界
[00:03:08.000 --> 00:03:11.000]  走向合二為一的道路
[00:03:11.000 --> 00:03:15.000]  這個道路是要相信基督
[00:03:15.000 --> 00:03:17.000]  學孝基督
[00:03:17.000 --> 00:03:19.000]  而教會作為福音的代言人
[00:03:19.000 --> 00:03:25.000]  是向全世界宣揚這個信息
[00:03:25.000 --> 00:03:27.000]  以弗所書前三章
[00:03:27.000 --> 00:03:29.000]  保羅討論到基督教信仰
[00:03:29.000 --> 00:03:31.000]  很重要和永恆的真理
[00:03:31.000 --> 00:03:36.000]  然後關於教會在上帝國中的功能
[00:03:36.000 --> 00:03:41.000]  現在保羅轉到去討論和分享
[00:03:41.000 --> 00:03:49.000]  基督徒必須要有的品德
[00:03:49.000 --> 00:03:54.000]  這六節的經文提到
[00:03:54.000 --> 00:03:57.000]  一個人加入基督教的教會之後
[00:03:57.000 --> 00:04:01.000]  他必須有哪幾種的品德
[00:04:01.000 --> 00:04:04.000]  而保羅指出基督教信仰裡面
[00:04:04.000 --> 00:04:08.000]  有五個很基本而且重要的字
[00:04:08.000 --> 00:04:11.000]  第一個字是謙虛
[00:04:11.000 --> 00:04:15.000]  這個字在愚民的希臘文是很長的
[00:04:15.000 --> 00:04:17.000]  有六、七個音很長的
[00:04:17.000 --> 00:04:20.000]  我不讀出了可能讀得不準
[00:04:20.000 --> 00:04:27.000]  事實上這個字是基督教所創出來的
[00:04:27.000 --> 00:04:30.000]  在希臘文裡面
[00:04:30.000 --> 00:04:33.000]  每一個很接近謙虛的字
[00:04:33.000 --> 00:04:36.000]  都有很多字是接近謙虛的字
[00:04:36.000 --> 00:04:40.000]  但是不包含下賤的意思
[00:04:40.000 --> 00:04:43.000]  因為在基督教之前
[00:04:43.000 --> 00:04:45.000]  謙虛卻不是一種德行
[00:04:45.000 --> 00:04:48.000]  在古代世界裡面謙虛是會被人輕視
[00:04:48.000 --> 00:04:53.000]  在耶穌基督道成肉身來到世界之前
[00:04:53.000 --> 00:04:58.000]  謙虛被視為含有畏縮、自卑
[00:04:58.000 --> 00:05:01.000]  甚至有奴隸性、卑劣的性質
[00:05:01.000 --> 00:05:15.000]  但是保羅把謙虛放在品德的要求最前的位置
[00:05:15.000 --> 00:05:22.000]  究竟基督徒的謙虛來自哪裡呢?
[00:05:22.000 --> 00:05:25.000]  它含有什麼因素呢?
[00:05:25.000 --> 00:05:29.000]  在這裡我分享三方面的因素
[00:05:29.000 --> 00:05:31.000]  第一方面的因素
[00:05:31.000 --> 00:05:35.000]  基督徒的謙虛來自對自己的自我的認識
[00:05:35.000 --> 00:05:44.000]  這一種品德出於他對自己真實好認識自己
[00:05:44.000 --> 00:05:46.000]  坦白來說
[00:05:46.000 --> 00:05:49.000]  面對真實的自己是世界上令人難為的事
[00:05:49.000 --> 00:05:52.000]  甚至有時是難堪
[00:05:52.000 --> 00:05:57.000]  因為我們中間很多人都很努力去扮演一個
[00:05:57.000 --> 00:06:03.000]  不屬於自己的角色
[00:06:03.000 --> 00:06:06.000]  甚至夢想成為一個眾人仰慕
[00:06:06.000 --> 00:06:09.000]  或者成為一個成功的人士
[00:06:09.000 --> 00:06:12.000]  而歸根究底
[00:06:12.000 --> 00:06:14.000]  一切的扮演
[00:06:14.000 --> 00:06:16.000]  或者我們俗語叫扮野
[00:06:16.000 --> 00:06:21.000]  實際上都以自己為中心
[00:06:21.000 --> 00:06:23.000]  真正的謙虛的醒悟
[00:06:23.000 --> 00:06:26.000]  是當我們面對真實的自己
[00:06:26.000 --> 00:06:28.000]  我們看到我們肉體的軟弱
[00:06:28.000 --> 00:06:29.000]  我們心靈的自私
[00:06:29.000 --> 00:06:31.000]  我們在人際關係上
[00:06:31.000 --> 00:06:33.000]  或者在生命和生活的素質
[00:06:33.000 --> 00:06:35.000]  在想提升自己的時候
[00:06:35.000 --> 00:06:44.000]  有一種迷失和失敗
[00:06:44.000 --> 00:06:46.000]  第二方面
[00:06:46.000 --> 00:06:49.000]  除了認識自己真實的自己之外
[00:06:49.000 --> 00:06:52.000]  基督徒的謙虛來自
[00:06:52.000 --> 00:06:56.000]  將我們的生活、生命和耶穌基督的生命相比
[00:06:56.000 --> 00:07:05.000]  同時都去思想上帝向人的要求
[00:07:05.000 --> 00:07:07.000]  聖經啟示給我們知道
[00:07:07.000 --> 00:07:08.000]  上帝是完全的
[00:07:08.000 --> 00:07:09.000]  要達到完全
[00:07:09.000 --> 00:07:11.000]  我們人是完全不可能的
[00:07:11.000 --> 00:07:14.000]  如果我們把自己和次好相比
[00:07:14.000 --> 00:07:17.000]  我們可能覺得我們仍然好像不差
[00:07:17.000 --> 00:07:23.000]  但是當我們和自己完全相比的時候
[00:07:23.000 --> 00:07:26.000]  我們會看到我們自己失敗
[00:07:26.000 --> 00:07:29.000]  自我的滿足是依賴我們去比較的標準
[00:07:29.000 --> 00:07:31.000]  如果我們和我們的鄰居比較
[00:07:31.000 --> 00:07:35.000]  我們可能覺得我們真的比隔壁好
[00:07:35.000 --> 00:07:37.000]  但是基督徒的標準是耶穌基督
[00:07:37.000 --> 00:07:40.000]  和上帝完全的要求
[00:07:40.000 --> 00:07:42.000]  以這個為標準的時候
[00:07:42.000 --> 00:07:47.000]  基督徒很難有機會值得我們驕傲
[00:07:47.000 --> 00:07:49.000]  第三方面的因素
[00:07:49.000 --> 00:07:52.000]  有一位學者叫RC Trench
[00:07:52.000 --> 00:07:54.000]  他說謙虛來自
[00:07:54.000 --> 00:07:59.000]  清楚知道我們自己是被造的
[00:07:59.000 --> 00:08:02.000]  被造的我們絕對需要依靠上帝
[00:08:02.000 --> 00:08:05.000]  這位創造主
[00:08:05.000 --> 00:08:09.000]  正如聖經裡面詩篇第八篇
[00:08:09.000 --> 00:08:12.000]  有一句大家都很熟悉的很短的說話
[00:08:12.000 --> 00:08:16.000]  就是人不算什麼
[00:08:16.000 --> 00:08:17.000]  我們機器被造
[00:08:17.000 --> 00:08:20.000]  我們人類並不算什麼
[00:08:20.000 --> 00:08:27.000]  只有謙虛在創造主的面前
[00:08:27.000 --> 00:08:30.000]  所以基督徒的謙虛
[00:08:30.000 --> 00:08:37.000]  他的基礎是建造在對自我的認識
[00:08:37.000 --> 00:08:39.000]  基督徒的完全
[00:08:39.000 --> 00:08:47.000]  和上帝是創造主這一份醒悟
[00:08:47.000 --> 00:08:50.000]  到第二個字
[00:08:50.000 --> 00:08:55.000]  基督徒品德第二個重點是溫柔
[00:08:55.000 --> 00:08:57.000]  溫柔這個字在希臘文裡面
[00:08:57.000 --> 00:08:59.000]  是很難用簡單的英文字
[00:08:59.000 --> 00:09:02.000]  或者中文字來翻譯出來
[00:09:02.000 --> 00:09:05.000]  雖然《菩薩本》是翻譯成溫柔
[00:09:05.000 --> 00:09:10.000]  但是溫柔這個字有兩個很重要的意義
[00:09:10.000 --> 00:09:12.000]  第一
[00:09:12.000 --> 00:09:18.000]  在希臘的思想家和哲學家亞歷士多德
[00:09:18.000 --> 00:09:21.000]  對於溫柔這個字有他的解讀
[00:09:21.000 --> 00:09:24.000]  亞歷士多德慣用兩個極端中間
[00:09:24.000 --> 00:09:32.000]  中庸之道去說明每一種的德行
[00:09:32.000 --> 00:09:36.000]  一方面對某一種的質素太過極端
[00:09:36.000 --> 00:09:39.000]  另一方面又太過過柔不及
[00:09:39.000 --> 00:09:42.000]  有兩者之間要恰恰到好處
[00:09:42.000 --> 00:09:45.000]  所謂的中庸
[00:09:45.000 --> 00:09:47.000]  亞歷士多德對於溫柔這個字
[00:09:47.000 --> 00:09:51.000]  所定下的定義是一個不容易發怒
[00:09:51.000 --> 00:09:53.000]  或者毫無怒氣之間
[00:09:53.000 --> 00:09:58.000]  一個中間中庸的態度
[00:09:58.000 --> 00:10:00.000]  一個溫柔的人
[00:10:00.000 --> 00:10:03.000]  他會在適當的時候發怒
[00:10:03.000 --> 00:10:07.000]  也都不會在不適當的時候發怒
[00:10:07.000 --> 00:10:09.000]  用另一個說法就是說
[00:10:09.000 --> 00:10:10.000]  一個溫柔的人
[00:10:10.000 --> 00:10:13.000]  是當他人遭遇到錯誤的對待
[00:10:13.000 --> 00:10:14.000]  或者痛苦的時候
[00:10:14.000 --> 00:10:15.000]  他會發怒
[00:10:15.000 --> 00:10:17.000]  所謂我們發異怒不在自己
[00:10:17.000 --> 00:10:20.000]  但是當自己遭遇錯誤的對待
[00:10:20.000 --> 00:10:21.000]  或者侮辱的時候
[00:10:21.000 --> 00:10:24.000]  他不會發怒
[00:10:24.000 --> 00:10:26.000]  這樣一個溫柔的人
[00:10:26.000 --> 00:10:28.000]  是一個合時發怒
[00:10:28.000 --> 00:10:33.000]  的時候永不發怒的人
[00:10:33.000 --> 00:10:35.000]  另一方面
[00:10:35.000 --> 00:10:39.000]  可以幫助我們明白這個字的意義
[00:10:39.000 --> 00:10:40.000]  在希臘文裡面
[00:10:40.000 --> 00:10:41.000]  溫柔這個字可以用於
[00:10:41.000 --> 00:10:45.000]  經過一番撫養、飼養、訓練
[00:10:45.000 --> 00:10:51.000]  而能夠完全被控制一種動物
[00:10:51.000 --> 00:10:53.000]  因此一個溫柔的人
[00:10:53.000 --> 00:10:56.000]  他的本能和衝動
[00:10:56.000 --> 00:10:58.000]  都能夠完全控制
[00:10:58.000 --> 00:10:59.000]  我並不是說一個人
[00:10:59.000 --> 00:11:00.000]  能夠完全自我控制
[00:11:00.000 --> 00:11:02.000]  因為這樣的自我控制
[00:11:02.000 --> 00:11:05.000]  超乎人自己的能力
[00:11:05.000 --> 00:11:06.000]  意思就是溫柔的人
[00:11:06.000 --> 00:11:11.000]  是願意接受上帝的掌管
[00:11:11.000 --> 00:11:12.000]  聖經有一個例子
[00:11:12.000 --> 00:11:15.000]  就是關於摩西
[00:11:15.000 --> 00:11:18.000]  聖經裡面說摩西為人極其謙和
[00:11:18.000 --> 00:11:19.000]  勝過世上的眾人
[00:11:19.000 --> 00:11:21.000]  這個謙和
[00:11:21.000 --> 00:11:26.000]  如果轉到希臘文的翻譯
[00:11:26.000 --> 00:11:29.000]  七十二譯本
