
[00:00:00.000 --> 00:00:05.000]  今天我們會繼續「我們都累了」
[00:00:05.000 --> 00:00:08.800]  安息的講道系列
[00:00:08.800 --> 00:00:12.040]  上星期六第一次在國語堂講的時候
[00:00:12.040 --> 00:00:14.800]  有人跟我說
[00:00:14.800 --> 00:00:17.480]  不好意思 牧師今天病了不能來
[00:00:17.480 --> 00:00:20.400]  我說不要緊 因為這個系列一向都是講安息
[00:00:20.400 --> 00:00:22.280]  你自己在家裡練習就可以了
[00:00:22.280 --> 00:00:24.600]  所以我們都會講安息
[00:00:24.600 --> 00:00:28.120]  首先今天會跟大家分享一段經文
[00:00:28.120 --> 00:00:32.000]  就是在希伯來書四章一到十六節
[00:00:32.000 --> 00:00:36.040]  我們看這段經文所教導我們安息有什麼教導
[00:00:36.040 --> 00:00:38.520]  在未入這段經文之前
[00:00:38.520 --> 00:00:42.320]  我想先跟大家分享一些對安息的誤解
[00:00:42.320 --> 00:00:45.280]  和安息的一些定義
[00:00:45.280 --> 00:00:51.800]  首先當我們講到安息的時候
[00:00:51.800 --> 00:00:53.240]  第一個誤解
[00:00:53.240 --> 00:00:56.280]  我們一聽到安息就以為
[00:00:56.280 --> 00:00:59.240]  你真的回到天家了
[00:00:59.240 --> 00:01:02.240]  現在最新的詞就叫做「去領飯盒」
[00:01:02.240 --> 00:01:03.920]  什麼叫「領飯盒」
[00:01:03.920 --> 00:01:05.040]  就是拍戲的那些
[00:01:05.040 --> 00:01:08.280]  你做劇烈啡上來五分鐘就掛了
[00:01:08.280 --> 00:01:09.400]  導演就cut
[00:01:09.400 --> 00:01:11.080]  員工去領飯盒
[00:01:11.080 --> 00:01:14.160]  所以領飯盒的意思就是你回到天家了
[00:01:14.160 --> 00:01:18.080]  所以有些人一聽到安息就以為你領了飯盒
[00:01:18.080 --> 00:01:19.840]  阿寬安息罷了
[00:01:19.840 --> 00:01:21.400]  但是我想跟你說
[00:01:21.400 --> 00:01:23.840]  這次我們所講的安息系列
[00:01:23.840 --> 00:01:26.320]  指的安息不是指你去領飯盒
[00:01:26.320 --> 00:01:27.640]  而是指其他的東西
[00:01:27.640 --> 00:01:28.560]  第二樣
[00:01:28.560 --> 00:01:29.920]  我們一聽到安息的時候
[00:01:29.920 --> 00:01:30.760]  第二個誤解就是
[00:01:30.760 --> 00:01:32.440]  我們經常想起安息
[00:01:32.440 --> 00:01:33.680]  就想起一定是什麼
[00:01:33.680 --> 00:01:35.160]  閒難
[00:01:35.160 --> 00:01:38.360]  現在很流行這幅照片
[00:01:38.360 --> 00:01:39.640]  就是很隨便
[00:01:39.640 --> 00:01:42.240]  這個就是我忙一個weekend
[00:01:42.240 --> 00:01:44.440]  星期天晚上回到家就是這個樣子
[00:01:44.440 --> 00:01:47.160]  就是你整個人都殘了
[00:01:47.160 --> 00:01:49.760]  我們認為安息就是這樣的死樣
[00:01:49.760 --> 00:01:51.120]  就叫做安息
[00:01:51.120 --> 00:01:55.960]  想跟你說這個也是對安息的一些誤解
[00:01:55.960 --> 00:01:57.120]  要不就領了飯盒
[00:01:57.120 --> 00:01:58.400]  要不就快要領飯盒
[00:01:58.400 --> 00:02:00.240]  我們認為這樣就是安息
[00:02:00.240 --> 00:02:02.160]  但這個是普通人對安息的誤解
[00:02:02.160 --> 00:02:03.800]  其實不是真正的安息
[00:02:03.800 --> 00:02:05.120]  我們看一段經文
[00:02:05.120 --> 00:02:07.760]  聖經所講的安息到底是什麼呢
[00:02:07.760 --> 00:02:09.360]  第一次出現安息的字
[00:02:09.360 --> 00:02:11.280]  就在《創世紀》第二章
[00:02:11.280 --> 00:02:12.280]  你看這段經文
[00:02:12.280 --> 00:02:13.280]  這裡說
[00:02:13.280 --> 00:02:15.960]  天地萬物都做齊了
[00:02:15.960 --> 00:02:17.120]  到了第七天
[00:02:17.120 --> 00:02:21.120]  神造物的工已經完畢
[00:02:21.120 --> 00:02:24.520]  所做的宇宙萬物已經做齊了
[00:02:24.520 --> 00:02:26.040]  就在第七天
[00:02:26.040 --> 00:02:28.040]  就息了他一切的工
[00:02:28.040 --> 00:02:30.320]  就安息了
[00:02:30.320 --> 00:02:32.560]  神賜福給第七天
[00:02:32.560 --> 00:02:34.240]  定為聖日
[00:02:34.240 --> 00:02:35.080]  很特別
[00:02:35.080 --> 00:02:36.640]  因為這一天
[00:02:36.640 --> 00:02:40.080]  神就揭了他一切創造的工
[00:02:40.080 --> 00:02:42.320]  創造的工就安息了
[00:02:42.320 --> 00:02:43.200]  所以第七天
[00:02:43.200 --> 00:02:44.480]  就是安息的那一天
[00:02:44.480 --> 00:02:45.600]  沒有早上
[00:02:45.600 --> 00:02:46.400]  沒有晚上
[00:02:46.400 --> 00:02:49.400]  所以這一天應該是沒完沒了的
[00:02:49.400 --> 00:02:50.880]  永恆一直下去
[00:02:50.880 --> 00:02:52.400]  這一天很特別
[00:02:52.400 --> 00:02:53.520]  神賜福給你一天
[00:02:53.520 --> 00:02:54.880]  我問一個問題
[00:02:54.880 --> 00:02:57.040]  當這裡說神安息了的意思
[00:02:57.040 --> 00:02:59.440]  是不是指神六天做完之後
[00:02:59.440 --> 00:03:01.240]  神就去領了飯盒呢
[00:03:01.240 --> 00:03:01.920]  不是
[00:03:01.920 --> 00:03:03.800]  所以這裡一定不是指這個意思
[00:03:03.800 --> 00:03:07.000]  是不是因為六天神做完之後
[00:03:07.000 --> 00:03:08.240]  累到
[00:03:08.240 --> 00:03:10.080]  躺在這裡就來領飯盒呢
[00:03:10.080 --> 00:03:10.400]  是不是
[00:03:10.400 --> 00:03:11.240]  都不是
[00:03:11.240 --> 00:03:12.920]  聖經講得很清楚
[00:03:12.920 --> 00:03:13.880]  保護以色列的
[00:03:13.880 --> 00:03:16.200]  不睡覺也不打盹
[00:03:16.200 --> 00:03:17.280]  所以神不需要睡覺
[00:03:17.280 --> 00:03:19.600]  也不是因為他累了就要安息
[00:03:19.600 --> 00:03:20.880]  那為什麼要安息呢
[00:03:20.880 --> 00:03:21.800]  很簡單
[00:03:21.800 --> 00:03:24.200]  因為所做的全部都
[00:03:24.200 --> 00:03:25.840]  做完了
[00:03:25.840 --> 00:03:27.040]  然後就
[00:03:27.040 --> 00:03:27.960]  安息
[00:03:27.960 --> 00:03:30.560]  那安息你覺得神會做什麼呢
[00:03:30.560 --> 00:03:31.600]  當然是
[00:03:31.600 --> 00:03:34.160]  開始去享受他的創造
[00:03:34.160 --> 00:03:35.120]  他創造了人
[00:03:35.120 --> 00:03:36.960]  享受和人之間的
[00:03:36.960 --> 00:03:38.320]  那種互動
[00:03:38.320 --> 00:03:39.640]  彼此相愛
[00:03:39.640 --> 00:03:42.400]  他就欣賞他所創造的大自然
[00:03:42.400 --> 00:03:43.720]  所以
[00:03:43.720 --> 00:03:45.520]  安息的意思就是說
[00:03:45.520 --> 00:03:49.480]  當你手上所應該做的事情都做完了
[00:03:49.480 --> 00:03:50.800]  創造完了
[00:03:50.800 --> 00:03:52.800]  然後你可以停下來
[00:03:52.800 --> 00:03:54.440]  享受
[00:03:54.440 --> 00:03:58.320]  你雙手勤力所做出來的成果
[00:03:58.320 --> 00:03:59.600]  換句話說
[00:03:59.600 --> 00:04:01.480]  享受成果
[00:04:01.480 --> 00:04:02.680]  是說的安息
[00:04:02.680 --> 00:04:03.600]  明白我的意思嗎
[00:04:03.600 --> 00:04:05.000]  最簡單的一句話就是
[00:04:05.000 --> 00:04:06.840]  享受成果
[00:04:06.840 --> 00:04:09.600]  那如果享受成果是安息的話
[00:04:09.600 --> 00:04:10.840]  那表示
[00:04:10.840 --> 00:04:11.800]  我和你呢
[00:04:11.800 --> 00:04:13.160]  活在世上呢
[00:04:13.160 --> 00:04:15.560]  是極少人有安息的
[00:04:15.560 --> 00:04:17.720]  是極少人有安息
[00:04:17.720 --> 00:04:19.120]  因為第一天
[00:04:19.120 --> 00:04:20.560]  很少人覺得
[00:04:20.560 --> 00:04:22.360]  我手上的事情都做完了
[00:04:22.360 --> 00:04:24.560]  這一天可能不會來到
[00:04:24.560 --> 00:04:26.800]  尤其是你們有小孩的都知道
[00:04:26.800 --> 00:04:28.480]  做不完的家務
[00:04:28.480 --> 00:04:31.320]  基本上沒有過一天來到
[00:04:31.320 --> 00:04:32.400]  因為
[00:04:32.400 --> 00:04:33.400]  安息是這樣
[00:04:33.400 --> 00:04:35.440]  如果安息是享受成果呢
[00:04:35.440 --> 00:04:36.800]  那他有兩個前提
[00:04:36.800 --> 00:04:38.280]  第一個前提就是
[00:04:38.280 --> 00:04:40.920]  你所很辛苦付出做的事情呢
[00:04:40.920 --> 00:04:44.040]  必須要有成果才行
[00:04:44.040 --> 00:04:45.560]  我有個同學
[00:04:45.560 --> 00:04:46.560]  很會賺錢的
[00:04:46.560 --> 00:04:48.240]  他自己是一個accountant
[00:04:48.240 --> 00:04:50.800]  他就專業玩股票
[00:04:50.800 --> 00:04:52.600]  他玩股票玩了二十年
[00:04:52.600 --> 00:04:54.520]  每天起床就花
[00:04:54.520 --> 00:04:55.720]  好像
[00:04:55.720 --> 00:04:58.280]  扮到自己好像Warren Buffet那樣
[00:04:58.280 --> 00:05:00.640]  花四個小時來看公司報表
[00:05:00.640 --> 00:05:02.080]  研究一些圖表
[00:05:02.080 --> 00:05:05.600]  今天應該買哪一隻就買哪一隻
[00:05:05.600 --> 00:05:08.480]  玩了股票二十年
[00:05:08.480 --> 00:05:09.520]  後來我問他
[00:05:09.520 --> 00:05:10.800]  二十年之後
[00:05:10.800 --> 00:05:12.280]  怎樣呀
[00:05:12.280 --> 00:05:13.880]  二十年過後呢
[00:05:13.880 --> 00:05:15.480]  一分錢都沒有虧
[00:05:15.480 --> 00:05:17.480]  不過一分錢都沒有賺
[00:05:17.480 --> 00:05:19.520]  請問有沒有安息呀
[00:05:19.520 --> 00:05:19.920]  沒有
[00:05:19.920 --> 00:05:20.800]  因為什麼
[00:05:20.800 --> 00:05:22.720]  沒有成果
[00:05:22.720 --> 00:05:24.000]  有沒有聽過這句話
[00:05:24.000 --> 00:05:25.240]  現在很流行
[00:05:25.240 --> 00:05:26.880]  辛辛苦苦二十年
[00:05:26.880 --> 00:05:29.080]  一教回到解放前
[00:05:29.080 --> 00:05:30.600]  這個就叫
[00:05:30.600 --> 00:05:32.160]  所以當你所做的事情
[00:05:32.160 --> 00:05:33.560]  是花了很多的努力
[00:05:33.560 --> 00:05:34.360]  二十年
[00:05:34.360 --> 00:05:35.840]  花了很多的時間
[00:05:35.840 --> 00:05:37.000]  但是沒有成果的
[00:05:37.000 --> 00:05:38.440]  請問有沒有安息呀
[00:05:38.440 --> 00:05:39.040]  沒有
[00:05:39.040 --> 00:05:41.040]  因為沒有成果
[00:05:41.040 --> 00:05:42.880]  第二個前提就是
[00:05:42.880 --> 00:05:44.360]  你所做的事情
[00:05:44.360 --> 00:05:46.400]  有時很有成果
[00:05:46.400 --> 00:05:47.760]  但是有成果
[00:05:47.760 --> 00:05:50.280]  你又要享受到才行
[00:05:50.280 --> 00:05:52.360]  有時你做的事情要有成果
[00:05:52.360 --> 00:05:54.000]  有些人賺錢真的很厲害
[00:05:54.000 --> 00:05:55.480]  賺了很多錢
