
[00:00:00.000 --> 00:00:02.500]  相信大家都記得
[00:00:02.500 --> 00:00:07.500]  今年是教會立會的八十週年
[00:00:07.500 --> 00:00:10.500]  所以讓我們特別在今年的裏面
[00:00:10.500 --> 00:00:13.000]  我們多些思想一下
[00:00:13.000 --> 00:00:16.500]  怎樣去遵行神的旨意
[00:00:16.500 --> 00:00:18.500]  因著這樣的緣故
[00:00:18.500 --> 00:00:22.500]  在上一個主餐主日的時候
[00:00:22.500 --> 00:00:26.500]  我就和弟兄姊妹彼此勉勵
[00:00:26.500 --> 00:00:32.000]  盼望用帖撒羅尼加前書第五章十六到十八節
[00:00:32.000 --> 00:00:34.000]  來彼此勉勵
[00:00:34.000 --> 00:00:38.000]  怎樣去遵行神的旨意
[00:00:38.000 --> 00:00:41.500]  所以在上一個主餐主日和今次
[00:00:41.500 --> 00:00:43.500]  我們特別的題目
[00:00:43.500 --> 00:00:47.500]  是有在八十這個用詞
[00:00:47.500 --> 00:00:50.500]  是希望加強在今年裏面
[00:00:50.500 --> 00:00:54.500]  我們聚焦在一些當學習的功課
[00:00:54.500 --> 00:00:59.500]  當我們看回帖撒羅尼加前書的第五章十六到十八
[00:00:59.500 --> 00:01:03.500]  你就發現這段經文基本上不難明白
[00:01:03.500 --> 00:01:06.500]  因為講到神在基督耶穌裏
[00:01:06.500 --> 00:01:10.500]  向我們所定的旨意是有三樣
[00:01:10.500 --> 00:01:12.500]  常常喜樂
[00:01:12.500 --> 00:01:14.500]  不住禱告
[00:01:14.500 --> 00:01:16.500]  凡事謝恩
[00:01:16.500 --> 00:01:17.500]  是很清楚講的
[00:01:17.500 --> 00:01:21.500]  所以讓我們去記取這個功課
[00:01:21.500 --> 00:01:24.500]  去實踐這個功課
[00:01:24.500 --> 00:01:26.500]  是很清楚神的旨意
[00:01:26.500 --> 00:01:29.500]  來到立會的八十週年的時候
[00:01:29.500 --> 00:01:32.500]  盼望我們能夠弟兄姊妹互勵互勉
[00:01:32.500 --> 00:01:37.500]  在這三方面去彼此來努力
[00:01:37.500 --> 00:01:39.500]  常常喜樂
[00:01:39.500 --> 00:01:42.500]  強調的是我們在心裏面
[00:01:42.500 --> 00:01:44.500]  日現了一種很深渠的
[00:01:44.500 --> 00:01:47.500]  深層的那種對神的期盼
[00:01:47.500 --> 00:01:48.500]  堅定
[00:01:48.500 --> 00:01:49.500]  盼望
[00:01:49.500 --> 00:01:52.500]  當然亦都因此帶來的是一種
[00:01:52.500 --> 00:01:53.500]  很喜樂
[00:01:53.500 --> 00:01:56.500]  很歡笑的一種表達
[00:01:56.500 --> 00:01:57.500]  但是很重要的是
[00:01:57.500 --> 00:01:59.500]  從主那裏而來
[00:01:59.500 --> 00:02:01.500]  是越過一些的
[00:02:01.500 --> 00:02:03.500]  惡劣的環境
[00:02:03.500 --> 00:02:04.500]  種種的打擊
[00:02:04.500 --> 00:02:07.500]  仍然在裏面浮現出來的
[00:02:07.500 --> 00:02:10.500]  這個就是真正的喜樂
[00:02:10.500 --> 00:02:11.500]  所以求神幫助我們
[00:02:11.500 --> 00:02:13.500]  能夠無論去到那裏地方
[00:02:13.500 --> 00:02:14.500]  被人感受得到
[00:02:14.500 --> 00:02:16.500]  體會得到
[00:02:16.500 --> 00:02:18.500]  基督徒是喜樂的人
[00:02:18.500 --> 00:02:20.500]  除了有很多的笑容之外
[00:02:20.500 --> 00:02:22.500]  在他生命裏頭
[00:02:22.500 --> 00:02:23.500]  在他氣質裏頭
[00:02:23.500 --> 00:02:25.500]  是真是很有積極性
[00:02:25.500 --> 00:02:26.500]  很有盼望的
[00:02:26.500 --> 00:02:28.500]  很堅定的
[00:02:28.500 --> 00:02:30.500]  我想這個就是我們今天
[00:02:30.500 --> 00:02:33.500]  希望能夠操練得到的功課
[00:02:33.500 --> 00:02:35.500]  不過保羅不單止勉勵我們
[00:02:35.500 --> 00:02:37.500]  要常常喜樂
[00:02:37.500 --> 00:02:38.500]  更加的重要
[00:02:38.500 --> 00:02:40.500]  他在這段的說話裏面
[00:02:40.500 --> 00:02:42.500]  就提醒我們怎樣
[00:02:42.500 --> 00:02:44.500]  不住的禱告
[00:02:44.500 --> 00:02:46.500]  所以我們不單止
[00:02:46.500 --> 00:02:49.500]  希望有一種喜樂生命的見證
[00:02:49.500 --> 00:02:51.500]  更加的希望我們能夠
[00:02:51.500 --> 00:02:53.500]  常常的禱告
[00:02:53.500 --> 00:02:56.500]  不住的禱告
[00:02:56.500 --> 00:02:58.500]  你有沒有呢
[00:02:58.500 --> 00:02:59.500]  我又要反省一下
[00:02:59.500 --> 00:03:01.500]  我有沒有呢
[00:03:01.500 --> 00:03:02.500]  神的旨意來的
[00:03:02.500 --> 00:03:04.500]  就是這麼簡單的
[00:03:04.500 --> 00:03:07.500]  爭在你遵行還是不遵行
[00:03:07.500 --> 00:03:10.500]  盼望我們是遵行的
[00:03:10.500 --> 00:03:12.500]  不住的禱告
[00:03:12.500 --> 00:03:13.500]  好了
[00:03:13.500 --> 00:03:15.500]  今天既然是說禱告
[00:03:15.500 --> 00:03:17.500]  容許我都不厭其煩的
[00:03:17.500 --> 00:03:19.500]  都再解釋幾句
[00:03:19.500 --> 00:03:21.500]  關於禱告是什麼
[00:03:21.500 --> 00:03:23.500]  在過去的講道我也有提過
[00:03:23.500 --> 00:03:26.500]  不過今天我也很想再簡單幾句
[00:03:26.500 --> 00:03:27.500]  什麼叫做禱告呢
[00:03:27.500 --> 00:03:28.500]  禱告其實很簡單
[00:03:28.500 --> 00:03:31.500]  就是說到我們心靈轉向神
[00:03:31.500 --> 00:03:32.500]  在我們的屬靈生命裏面
[00:03:32.500 --> 00:03:33.500]  我們時時
[00:03:33.500 --> 00:03:34.500]  我們的屬靈的眼目
[00:03:34.500 --> 00:03:36.500]  我們的方向是
[00:03:36.500 --> 00:03:38.500]  轉向上帝
[00:03:38.500 --> 00:03:40.500]  而且當我們轉向的時候
[00:03:40.500 --> 00:03:42.500]  我們是有一種生命的表達
[00:03:42.500 --> 00:03:44.500]  這種表達可能是讚美
[00:03:44.500 --> 00:03:46.500]  就好像我們剛才唱的詩歌
[00:03:46.500 --> 00:03:47.500]  讚美 讚美
[00:03:47.500 --> 00:03:49.500]  是要從心底裏面讚美
[00:03:49.500 --> 00:03:51.500]  我們可能是認罪
[00:03:51.500 --> 00:03:52.500]  我們有很多虧欠
[00:03:52.500 --> 00:03:54.500]  我們在神面前認罪
[00:03:54.500 --> 00:03:57.500]  我們很可能是一種感恩
[00:03:57.500 --> 00:04:00.500]  也很可能是一些代求
[00:04:00.500 --> 00:04:02.500]  總之就是轉向上帝
[00:04:02.500 --> 00:04:05.500]  為一些事擺上
[00:04:05.500 --> 00:04:06.500]  這個是禱告
[00:04:06.500 --> 00:04:09.500]  但是禱告也不單止是這樣
[00:04:09.500 --> 00:04:11.500]  禱告也包括了一種
[00:04:11.500 --> 00:04:13.500]  神對我們的說話
[00:04:13.500 --> 00:04:14.500]  當我們禱告的時候
[00:04:14.500 --> 00:04:16.500]  我們是打開向神的時候
[00:04:16.500 --> 00:04:19.500]  我們容許神在我們心靈裏面說話
[00:04:19.500 --> 00:04:22.500]  不要只是有我說 沒神說
[00:04:22.500 --> 00:04:25.500]  真正的禱告是雙向的
[00:04:25.500 --> 00:04:26.500]  是一個互相的溝通的
[00:04:26.500 --> 00:04:28.500]  所以我經常說禱告尋求神的心意
[00:04:28.500 --> 00:04:31.500]  是你要有聆聽的耳朵在裏面
[00:04:31.500 --> 00:04:32.500]  如果不是的話
[00:04:32.500 --> 00:04:33.500]  祈禱完之後 說完之後
[00:04:33.500 --> 00:04:35.500]  然後又做回自己的事
[00:04:35.500 --> 00:04:36.500]  這個不是真正的禱告
[00:04:36.500 --> 00:04:37.500]  真正的禱告
[00:04:37.500 --> 00:04:40.500]  是有一個空間給神去說話
[00:04:40.500 --> 00:04:44.500]  我在這裏主下 你說吧
[00:04:44.500 --> 00:04:47.500]  這個就是跟神有溝通 有互動
[00:04:47.500 --> 00:04:51.500]  這個就是神給我們的一個福分
[00:04:51.500 --> 00:04:53.500]  基督徒有的 很獨特有的
[00:04:53.500 --> 00:04:55.500]  因為是神透過耶穌基督
[00:04:55.500 --> 00:04:58.500]  透過聖靈給我們的一個福分
[00:04:58.500 --> 00:04:59.500]  所以弟兄姊妹
[00:04:59.500 --> 00:05:01.500]  讓我們都能夠去認識禱告
[00:05:01.500 --> 00:05:03.500]  操練禱告
[00:05:03.500 --> 00:05:05.500]  和明白什麼叫做禱告
[00:05:05.500 --> 00:05:08.500]  這個不是我們今天的重點所在
[00:05:08.500 --> 00:05:10.500]  但是我們都稍微去了解一下
[00:05:10.500 --> 00:05:11.500]  什麼叫做祈禱
[00:05:11.500 --> 00:05:12.500]  今天我們要學習的
[00:05:12.500 --> 00:05:15.500]  要聽保羅所說的是什麼呢
[00:05:15.500 --> 00:05:18.500]  他提醒我們不單止要常常喜樂
[00:05:18.500 --> 00:05:20.500]  他更加提醒我們要什麼
[00:05:20.500 --> 00:05:23.500]  不住的禱告
[00:05:23.500 --> 00:05:25.500]  特別的是要留意的是
[00:05:25.500 --> 00:05:28.500]  不住的禱告
[00:05:28.500 --> 00:05:30.500]  所以既然是這樣說的話
[00:05:30.500 --> 00:05:31.500]  我們就要明白一下
[00:05:31.500 --> 00:05:33.500]  什麼叫做不住的禱告呢
[00:05:33.500 --> 00:05:34.500]  弟兄姊妹
[00:05:34.500 --> 00:05:36.500]  你會想到的是什麼呢
[00:05:36.500 --> 00:05:38.500]  其實都很簡單的
[00:05:38.500 --> 00:05:41.500]  不住的禱告就是常常祈禱
[00:05:41.500 --> 00:05:44.500]  不住的禱告就是經常操練
[00:05:44.500 --> 00:05:47.500]  不斷的禱告就是常常心中有些說話
[00:05:47.500 --> 00:05:50.500]  也都常常打開心靈向著上帝
[00:05:50.500 --> 00:05:52.500]  我們經常這樣做的
[00:05:52.500 --> 00:05:53.500]  就是禱告
[00:05:53.500 --> 00:05:54.500]  不住的禱告
[00:05:54.500 --> 00:05:57.500]  如果你回顧一下自己的禱告
[00:05:57.500 --> 00:05:59.500]  是上個禮拜前的禱告
[00:05:59.500 --> 00:06:01.500]  那我想都很可能
[00:06:01.500 --> 00:06:03.500]  就不算是不住的禱告
[00:06:03.500 --> 00:06:05.500]  如果你想到的還是上個月
[00:06:05.500 --> 00:06:07.500]  都是有在神面前有禱告
[00:06:07.500 --> 00:06:09.500]  然後整個月好像去了哪裡
[00:06:09.500 --> 00:06:11.500]  自己的世界就算了
[00:06:11.500 --> 00:06:13.500]  那我想這個不是不住的禱告
[00:06:13.500 --> 00:06:15.500]  不住的禱告是一種
[00:06:15.500 --> 00:06:16.500]  常常的禱告
[00:06:16.500 --> 00:06:19.500]  恆常的守著這種禱告的操練
[00:06:19.500 --> 00:06:22.500]  成為了我的習慣
[00:06:22.500 --> 00:06:23.500]  成為了我的負擔
[00:06:23.500 --> 00:06:25.500]  所以有些人說禱告是什麼呢
[00:06:25.500 --> 00:06:26.500]  禱告就是我們
[00:06:26.500 --> 00:06:29.500]  好像屬靈上的呼吸的意思
[00:06:29.500 --> 00:06:31.500]  大家知道呼吸是恆常的
[00:06:31.500 --> 00:06:33.500]  你不可以停下來的
[00:06:33.500 --> 00:06:34.500]  所以我們屬靈上的呼吸
[00:06:34.500 --> 00:06:36.500]  就是我們經常禱告和神友交往
[00:06:36.500 --> 00:06:38.500]  當我們能夠這樣做的時候
[00:06:38.500 --> 00:06:40.500]  這個就是不住的禱告
[00:06:40.500 --> 00:06:42.500]  所以我們要有恆心
[00:06:42.500 --> 00:06:44.500]  堅持下去的
[00:06:44.500 --> 00:06:46.500]  千萬不要一步十寒
