
[00:00:00.000 --> 00:00:01.280]  領子們午安
[00:00:01.280 --> 00:00:05.560]  當大家看到這個題目的時候
[00:00:05.560 --> 00:00:10.600]  我不知道你會不會覺得是否倒轉了呢
[00:00:10.600 --> 00:00:13.760]  我們平時失而復得
[00:00:13.760 --> 00:00:15.720]  為甚麼會倒轉呢
[00:00:15.720 --> 00:00:18.120]  其實真的有這個成語
[00:00:18.120 --> 00:00:22.760]  如果你也喜歡看小說的話
[00:00:22.760 --> 00:00:26.920]  其實這個典故是來自《三國演義》
[00:00:26.920 --> 00:00:29.400]  你說我不看《三國演義》
[00:00:29.400 --> 00:00:31.160]  你打機也可以
[00:00:31.160 --> 00:00:37.400]  在裡面其實是有一個這樣的故事
[00:00:37.400 --> 00:00:40.520]  這裡是到了第九十六回
[00:00:40.520 --> 00:00:42.120]  《三國演義》的第九十六回
[00:00:42.120 --> 00:00:45.800]  當時諸葛亮
[00:00:45.800 --> 00:00:49.400]  他有一個情同父子的大將
[00:00:49.400 --> 00:00:50.680]  叫做馬叔
[00:00:50.680 --> 00:00:52.520]  不聽他的話
[00:00:52.520 --> 00:00:55.400]  於是因為這樣
[00:00:55.400 --> 00:00:59.520]  他就失去了一個叫做佳亭的地方
[00:00:59.520 --> 00:01:02.720]  是一個非常重要的戰略重地
[00:01:02.720 --> 00:01:06.960]  於是諸葛亮就唯有含淚
[00:01:06.960 --> 00:01:10.880]  就將馬叔斬首
[00:01:10.880 --> 00:01:15.360]  諸葛亮因為知道自己是用人不善
[00:01:15.360 --> 00:01:24.280]  於是他就要求免去自己作為丞相的位分
[00:01:24.720 --> 00:01:27.520]  現代的講法就叫做問責下台
[00:01:27.520 --> 00:01:31.040]  當這件事發生了
[00:01:31.040 --> 00:01:34.200]  他被貶為右將軍
[00:01:34.200 --> 00:01:36.840]  去到漢中這個地方
[00:01:36.840 --> 00:01:43.280]  當地的人就為了保存諸葛亮的面子
[00:01:43.280 --> 00:01:46.400]  於是見到諸葛亮來就說
[00:01:46.400 --> 00:01:50.640]  恭喜他說漢中的人都不知多歡迎你
[00:01:51.720 --> 00:01:55.000]  諸葛亮一聽完就說了這句話
[00:01:55.000 --> 00:01:59.240]  使賀賢也,得而復失,與不得同
[00:01:59.240 --> 00:02:04.160]  功以此賀我,實足矣使我愧難矣
[00:02:04.160 --> 00:02:12.080]  這裏說得而復失,與不得同
[00:02:12.080 --> 00:02:13.840]  意思就是說
[00:02:13.840 --> 00:02:17.920]  就算我早年打仗真的贏了的話
[00:02:17.920 --> 00:02:21.480]  不過現在被對方反攻
[00:02:21.720 --> 00:02:23.080]  收復了失地
[00:02:23.080 --> 00:02:25.280]  那不就即時回到起點
[00:02:25.280 --> 00:02:28.840]  什麼都沒有了,跟先前一樣
[00:02:28.840 --> 00:02:33.320]  其實我們的信仰光景
[00:02:33.320 --> 00:02:36.400]  都可能會是差不多的
[00:02:36.400 --> 00:02:38.480]  我們會倒退
[00:02:38.480 --> 00:02:41.160]  甚至更差的情況
[00:02:41.160 --> 00:02:43.880]  就是去到好像原先
[00:02:43.880 --> 00:02:46.640]  未信耶穌那個狀態
[00:02:47.440 --> 00:02:52.200]  所以作者就要接著上文的勸告
[00:02:52.200 --> 00:02:58.880]  向讀者說出希伯羅書裏面第五個警告
[00:02:58.880 --> 00:03:03.320]  這就是我今天要和大家分享的經文
[00:03:03.320 --> 00:03:06.080]  目的就是要告訴我們
[00:03:06.080 --> 00:03:12.920]  其實原來我們要存著盼望和忍耐的心
[00:03:12.920 --> 00:03:14.520]  要忍受苦難
[00:03:15.360 --> 00:03:18.360]  能夠奔走前面的路程
[00:03:18.360 --> 00:03:19.840]  為什麼我們可以這樣做
[00:03:19.840 --> 00:03:24.160]  今天和大家分享這段經文
[00:03:24.160 --> 00:03:26.680]  可以分成為兩個大段落
[00:03:26.680 --> 00:03:30.120]  我們先讀第一個段落
[00:03:30.120 --> 00:03:35.520]  就是希伯羅書第十二章十四至第十七節
[00:03:35.520 --> 00:03:36.560]  好,預備起
[00:03:36.560 --> 00:03:40.000]  你們要追求與眾人和睦
[00:03:40.000 --> 00:03:42.120]  並要追求聖潔
[00:03:42.120 --> 00:03:45.120]  非聖潔沒有人能見主
[00:03:45.120 --> 00:03:46.480]  又要謹慎
[00:03:46.480 --> 00:03:49.080]  恐怕有人失了神的恩
[00:03:49.080 --> 00:03:52.760]  恐怕有毒根生出來擾亂你們
[00:03:52.760 --> 00:03:56.480]  因此叫眾人沾染污穢
[00:03:56.480 --> 00:03:58.320]  恐怕有人亂的
[00:03:58.320 --> 00:04:01.480]  有貪戀世俗如已數的
[00:04:01.480 --> 00:04:06.240]  他因一點食物把自己長子的名份賣了
[00:04:06.240 --> 00:04:09.680]  後來想要承受父所祝的福
[00:04:09.680 --> 00:04:11.320]  竟被氣絕
[00:04:11.320 --> 00:04:15.520]  雖然好哭切求卻得不著門路
[00:04:15.520 --> 00:04:18.520]  使他父親的心意迴轉
[00:04:18.520 --> 00:04:20.520]  這是你們知道的
