
[00:00:00.000 --> 00:00:02.000]  丁師傅好
[00:00:02.000 --> 00:00:09.000]  今天跟大家講的這段經文
[00:00:09.000 --> 00:00:11.000]  剛才已經讀了出來
[00:00:11.000 --> 00:00:13.000]  《瑪利福所書》三章
[00:00:13.000 --> 00:00:16.000]  十四至二十一節
[00:00:16.000 --> 00:00:20.000]  題目是「榮耀的盼望」
[00:00:20.000 --> 00:00:23.000]  「榮耀的盼望」這句說話
[00:00:23.000 --> 00:00:25.000]  是從哪裡出現的呢?
[00:00:25.000 --> 00:00:30.000]  在《哥羅西書》第一章
[00:00:30.000 --> 00:00:32.000]  二十七節那裡
[00:00:32.000 --> 00:00:36.000]  那裡是這樣說的
[00:00:36.000 --> 00:00:43.000]  「基督在你們心裡成了榮耀的盼望」
[00:00:43.000 --> 00:00:49.000]  這句說話
[00:00:49.000 --> 00:00:54.000]  為什麼基督在我們心裡成了榮耀的盼望呢?
[00:00:54.000 --> 00:00:56.000]  如果要了解
[00:00:56.000 --> 00:01:00.000]  就可以從今天我們所要看的這段經文
[00:01:00.000 --> 00:01:03.000]  《瑪利福所書》三章
[00:01:03.000 --> 00:01:06.000]  十四至二十一節這段
[00:01:06.000 --> 00:01:09.000]  我們可以明白到
[00:01:09.000 --> 00:01:13.000]  《瑪利福所書》共有六章
[00:01:13.000 --> 00:01:17.000]  頭三章是說到
[00:01:17.000 --> 00:01:27.000]  神藉著那位稱為「末後的阿當」和「第二個人」的這位耶穌基督
[00:01:27.000 --> 00:01:30.000]  藉著祂的死和復活
[00:01:30.000 --> 00:01:34.000]  創造了一個新的人類
[00:01:34.000 --> 00:01:37.000]  這就是教會
[00:01:37.000 --> 00:01:41.000]  而《瑪利福所書》後面的三章
[00:01:41.000 --> 00:01:48.000]  就說到新人類的新生活
[00:01:48.000 --> 00:01:50.000]  這個新人
[00:01:50.000 --> 00:01:53.000]  是照著神的形象做的
[00:01:53.000 --> 00:01:58.000]  有真理的仁義和聖潔
[00:01:58.000 --> 00:02:00.000]  問題就是
[00:02:00.000 --> 00:02:03.000]  信徒怎樣能夠活出
[00:02:03.000 --> 00:02:06.000]  後面三章所說的
[00:02:06.000 --> 00:02:09.000]  這種新的生活呢?
[00:02:09.000 --> 00:02:12.000]  特別是因為
[00:02:12.000 --> 00:02:17.000]  我們屬主的人所領受的這個救恩
[00:02:17.000 --> 00:02:20.000]  是一個已完
[00:02:20.000 --> 00:02:24.000]  但還未完的救恩
[00:02:24.000 --> 00:02:27.000]  我們怎樣知道呢?
[00:02:27.000 --> 00:02:30.000]  在《瑪利福所書》第一章
[00:02:30.000 --> 00:02:32.000]  我們可以看到
[00:02:32.000 --> 00:02:36.000]  《瑪利福所書》第一章第七節
[00:02:36.000 --> 00:02:39.000]  保羅說
[00:02:39.000 --> 00:02:41.000]  我們藉著愛子的血
[00:02:41.000 --> 00:02:43.000]  得蒙救贖
[00:02:43.000 --> 00:02:46.000]  過犯得以赦免
[00:02:46.000 --> 00:02:48.000]  這裡很清楚說
[00:02:48.000 --> 00:02:50.000]  我們已經得蒙救贖
[00:02:50.000 --> 00:02:53.000]  這是已完的部分
[00:02:53.000 --> 00:02:56.000]  但在第十四節
[00:02:56.000 --> 00:03:00.000]  保羅說
[00:03:00.000 --> 00:03:03.000]  這聖靈使我們得基業的憑據
[00:03:03.000 --> 00:03:06.000]  直等到神之民被贖
[00:03:06.000 --> 00:03:09.000]  使他的榮耀得著稱讚
[00:03:09.000 --> 00:03:11.000]  這裡十四節說
[00:03:11.000 --> 00:03:15.000]  直等到神之民被贖
[00:03:15.000 --> 00:03:19.000]  即是還在將來
[00:03:19.000 --> 00:03:24.000]  神之民還要得贖
[00:03:24.000 --> 00:03:28.000]  所以一方面說到已完
[00:03:28.000 --> 00:03:35.000]  另一方面說到還未完全得贖
[00:03:35.000 --> 00:03:40.000]  所以在這樣的情況下
[00:03:40.000 --> 00:03:43.000]  我們怎樣能夠活出
[00:03:43.000 --> 00:03:48.000]  這個新人的新生活
[00:03:48.000 --> 00:03:55.000]  能夠過一個與蒙召的恩相情的生活
[00:03:55.000 --> 00:03:59.000]  關鍵就在保羅
[00:03:59.000 --> 00:04:03.000]  在第三章最後的這一段
[00:04:03.000 --> 00:04:05.000]  就是我們今天要看的
[00:04:05.000 --> 00:04:07.000]  十四至二十一節這一段
[00:04:07.000 --> 00:04:10.000]  關鍵就在這方面
[00:04:10.000 --> 00:04:14.000]  所以這段經文是很重要的
[00:04:14.000 --> 00:04:17.000]  幫助我們能夠了解到
[00:04:17.000 --> 00:04:23.000]  我們怎樣能夠真正過一個新人的新生活
[00:04:23.000 --> 00:04:31.000]  在三章十四節至十九節這一段
