
[00:00:00.000 --> 00:00:02.000]  我們一起記錄
[00:00:02.000 --> 00:00:06.000]  慈悲仁愛天父
[00:00:06.000 --> 00:00:08.000]  當我們能夠坐在這裡
[00:00:08.000 --> 00:00:10.000]  這麼
[00:00:10.000 --> 00:00:12.000]  即是安樂地
[00:00:12.000 --> 00:00:14.000]  來去敬拜侍奉的時候
[00:00:14.000 --> 00:00:16.000]  我們就想起
[00:00:16.000 --> 00:00:18.000]  在德州喉舌盡的
[00:00:18.000 --> 00:00:20.000]  在水災裏面
[00:00:20.000 --> 00:00:22.000]  受影響的災民
[00:00:22.000 --> 00:00:24.000]  可能
[00:00:24.000 --> 00:00:26.000]  我們的一些
[00:00:26.000 --> 00:00:28.000]  弟兄姊妹都可能
[00:00:28.000 --> 00:00:30.000]  在災中裏面
[00:00:30.000 --> 00:00:32.000]  神求你
[00:00:32.000 --> 00:00:34.000]  施恩憐憫
[00:00:34.000 --> 00:00:36.000]  求你幫助
[00:00:36.000 --> 00:00:38.000]  救援的工作能夠
[00:00:38.000 --> 00:00:40.000]  很順利地展開
[00:00:40.000 --> 00:00:42.000]  讓有需要的人得到幫助
[00:00:42.000 --> 00:00:44.000]  求你亦都
[00:00:44.000 --> 00:00:46.000]  施恩看顧受災的人
[00:00:46.000 --> 00:00:48.000]  安慰死難者的家屬朋友
[00:00:48.000 --> 00:00:50.000]  讓
[00:00:50.000 --> 00:00:52.000]  被信主的能夠
[00:00:52.000 --> 00:00:54.000]  從生命的
[00:00:54.000 --> 00:00:56.000]  一些不幸的遭遇裏面
[00:00:56.000 --> 00:00:58.000]  看到神的真實
[00:00:58.000 --> 00:01:00.000]  看到神
[00:01:00.000 --> 00:01:02.000]  需要神
[00:01:02.000 --> 00:01:04.000]  讓信徒在裏面亦都看到
[00:01:04.000 --> 00:01:06.000]  需要依靠神
[00:01:06.000 --> 00:01:08.000]  有心裏面的平安
[00:01:08.000 --> 00:01:10.000]  求神亦都
[00:01:10.000 --> 00:01:12.000]  來去激勵其他的人
[00:01:12.000 --> 00:01:14.000]  弟兄姊妹
[00:01:14.000 --> 00:01:16.000]  都能夠積極回應去救援他們
[00:01:16.000 --> 00:01:18.000]  用禱告、用金錢、物資
[00:01:18.000 --> 00:01:20.000]  各方面人力、物力
[00:01:20.000 --> 00:01:22.000]  來去救援他們
[00:01:22.000 --> 00:01:24.000]  求神你掌管一切
[00:01:24.000 --> 00:01:26.000]  使各人心裏面有平安
[00:01:26.000 --> 00:01:28.000]  去經歷你的恩典
[00:01:28.000 --> 00:01:30.000]  我們這樣祈禱
[00:01:30.000 --> 00:01:32.000]  亦都為到我們
[00:01:32.000 --> 00:01:34.000]  求你將
[00:01:34.000 --> 00:01:36.000]  求聖靈都運行在我們當中
[00:01:36.000 --> 00:01:38.000]  去安靜我們的心
[00:01:38.000 --> 00:01:40.000]  讓我們能夠去聆聽
[00:01:40.000 --> 00:01:42.000]  神要我們聽的說話
[00:01:42.000 --> 00:01:44.000]  我們這樣祈禱
[00:01:44.000 --> 00:01:46.000]  奉耶穌基督的聖名
[00:01:46.000 --> 00:01:50.000]  今日繼續和大家講
[00:01:50.000 --> 00:01:52.000]  傳道書
[00:01:52.000 --> 00:01:54.000]  講第五章
[00:01:54.000 --> 00:01:58.000]  傳道者在上一章
[00:01:58.000 --> 00:02:00.000]  他引用了
[00:02:00.000 --> 00:02:02.000]  很多不同的處境
[00:02:02.000 --> 00:02:04.000]  世上有
[00:02:04.000 --> 00:02:06.000]  很多事情發生
[00:02:06.000 --> 00:02:08.000]  是我們人不能夠
[00:02:08.000 --> 00:02:10.000]  控制得到的
[00:02:10.000 --> 00:02:12.000]  譬如欺壓的事
[00:02:12.000 --> 00:02:14.000]  徇私枉法的事
[00:02:14.000 --> 00:02:16.000]  無端端捉人
[00:02:16.000 --> 00:02:18.000]  妒忌、陷害的事
[00:02:18.000 --> 00:02:20.000]  時代變遷
[00:02:20.000 --> 00:02:22.000]  潮流變遷
[00:02:22.000 --> 00:02:24.000]  各種的得失
[00:02:24.000 --> 00:02:26.000]  高高低低
[00:02:26.000 --> 00:02:28.000]  人生的遭遇
[00:02:28.000 --> 00:02:30.000]  很多這些的事
[00:02:30.000 --> 00:02:32.000]  都不是我們人自己
[00:02:32.000 --> 00:02:34.000]  可以去控制得到的
[00:02:34.000 --> 00:02:38.000]  但是去到這一章的時候
[00:02:38.000 --> 00:02:40.000]  傳道者就告訴我們
[00:02:40.000 --> 00:02:42.000]  有一樣
[00:02:42.000 --> 00:02:44.000]  是我們可以
[00:02:44.000 --> 00:02:46.000]  控制得到的
[00:02:48.000 --> 00:02:50.000]  就是我們在生活裡面
[00:02:50.000 --> 00:02:54.000]  去榮耀神
[00:02:54.000 --> 00:02:56.000]  這也是
[00:02:56.000 --> 00:02:58.000]  關乎我們生活
[00:02:58.000 --> 00:03:00.000]  是否幸福的一個關鍵
[00:03:00.000 --> 00:03:04.000]  就是在這個
[00:03:04.000 --> 00:03:06.000]  這麼紛亂的世代裡面
[00:03:06.000 --> 00:03:08.000]  我們不要忘記
[00:03:08.000 --> 00:03:10.000]  仍然要將
[00:03:10.000 --> 00:03:12.000]  神所當得的一份榮耀
[00:03:12.000 --> 00:03:14.000]  歸還給他
[00:03:16.000 --> 00:03:18.000]  將榮耀歸還給神
[00:03:18.000 --> 00:03:20.000]  就是抓緊神的福氣
[00:03:20.000 --> 00:03:22.000]  這兩樣東西是等同的
[00:03:22.000 --> 00:03:26.000]  但是如果我們去奪取
[00:03:26.000 --> 00:03:28.000]  神所當得的一份榮耀
[00:03:28.000 --> 00:03:30.000]  那也就等於
[00:03:30.000 --> 00:03:32.000]  變相
[00:03:32.000 --> 00:03:34.000]  因為神會
[00:03:34.000 --> 00:03:36.000]  也拿回他原本
[00:03:36.000 --> 00:03:38.000]  要給我們的
[00:03:38.000 --> 00:03:40.000]  恩典、福氣
[00:03:44.000 --> 00:03:46.000]  所以
[00:03:46.000 --> 00:03:48.000]  如果我們
[00:03:48.000 --> 00:03:50.000]  搶奪神
[00:03:50.000 --> 00:03:52.000]  應有的榮耀
[00:03:52.000 --> 00:03:54.000]  或者我們
[00:03:54.000 --> 00:03:56.000]  忘記了要歸給神
[00:03:56.000 --> 00:03:58.000]  應有的榮耀
[00:03:58.000 --> 00:04:00.000]  其實變相就是自己剝奪了
[00:04:00.000 --> 00:04:02.000]  自己的幸福
[00:04:02.000 --> 00:04:04.000]  這個就是今天我要和大家講的訊息
[00:04:04.000 --> 00:04:08.000]  今天這一段的經文
[00:04:08.000 --> 00:04:10.000]  一至七節
[00:04:10.000 --> 00:04:12.000]  在裡面傳道者告訴我們
[00:04:12.000 --> 00:04:14.000]  有三件事
[00:04:14.000 --> 00:04:18.000]  我們可能不太為意之下
[00:04:18.000 --> 00:04:20.000]  就會奪取了神的榮耀
[00:04:20.000 --> 00:04:22.000]  所以我們要留意
[00:04:22.000 --> 00:04:24.000]  以免失去了
[00:04:24.000 --> 00:04:26.000]  神給我們應有的福氣
[00:04:26.000 --> 00:04:32.000]  第一件事
[00:04:32.000 --> 00:04:34.000]  會奪取神的榮耀
[00:04:34.000 --> 00:04:38.000]  就是輕率的敬拜心態
[00:04:40.000 --> 00:04:42.000]  沒有馬虎
[00:04:42.000 --> 00:04:44.000]  求其的敬拜心態
[00:04:44.000 --> 00:04:48.000]  這樣會是奪取神當得的一份榮耀
[00:04:48.000 --> 00:04:50.000]  我們看傳道書
[00:04:50.000 --> 00:04:52.000]  五章一節
[00:04:52.000 --> 00:04:56.000]  來到神的殿要謹慎腳步
[00:04:56.000 --> 00:04:58.000]  因為近前聽
[00:04:58.000 --> 00:05:00.000]  聖個愚昧人獻祭
[00:05:00.000 --> 00:05:02.000]  他們本不知道
[00:05:02.000 --> 00:05:04.000]  所做的是惡
[00:05:04.000 --> 00:05:06.000]  這節聖經
[00:05:06.000 --> 00:05:08.000]  看上來好像很容易明白
[00:05:08.000 --> 00:05:10.000]  但是又好像
[00:05:10.000 --> 00:05:12.000]  有些抽象
[00:05:12.000 --> 00:05:14.000]  不太清楚是在說什麼
[00:05:14.000 --> 00:05:16.000]  其實這一節聖經
[00:05:16.000 --> 00:05:18.000]  是非常有心意的
[00:05:18.000 --> 00:05:20.000]  我慢慢解釋給大家聽
[00:05:20.000 --> 00:05:24.000]  首先就是問
[00:05:24.000 --> 00:05:26.000]  為什麼到神的殿
[00:05:26.000 --> 00:05:28.000]  要謹慎腳步呢?
[00:05:28.000 --> 00:05:32.000]  是不是因為
[00:05:32.000 --> 00:05:34.000]  當時的聖殿裡面的地面
[00:05:34.000 --> 00:05:36.000]  是很爛
[00:05:36.000 --> 00:05:38.000]  很坎坷
[00:05:38.000 --> 00:05:40.000]  所以一不小心會跌倒
[00:05:40.000 --> 00:05:44.000]  又或者
[00:05:44.000 --> 00:05:46.000]  裡面又濕又滑
[00:05:46.000 --> 00:05:48.000]  一不小心會滑倒
[00:05:48.000 --> 00:05:50.000]  所以腳步要小心
[00:05:50.000 --> 00:05:52.000]  要謹慎
[00:05:52.000 --> 00:05:54.000]  是不是這個意思呢?
[00:05:54.000 --> 00:05:56.000]  我們知道不是
[00:05:56.000 --> 00:05:58.000]  它是在說一個屬靈的意義
[00:05:58.000 --> 00:06:04.000]  腳步是指
[00:06:04.000 --> 00:06:06.000]  人生的腳步
[00:06:06.000 --> 00:06:08.000]  是指生活方式
[00:06:08.000 --> 00:06:10.000]  和目標
[00:06:10.000 --> 00:06:12.000]  講得淺白一點
[00:06:12.000 --> 00:06:14.000]  就是說
[00:06:14.000 --> 00:06:16.000]  現在過的是什麼生活
[00:06:16.000 --> 00:06:18.000]  是神所喜悅的生活
[00:06:18.000 --> 00:06:20.000]  還是相反呢?
[00:06:20.000 --> 00:06:24.000]  到神的殿
[00:06:24.000 --> 00:06:26.000]  要謹慎腳步
[00:06:26.000 --> 00:06:28.000]  意思就是說
[00:06:28.000 --> 00:06:30.000]  我們來親近神
[00:06:30.000 --> 00:06:32.000]  來敬拜神
[00:06:32.000 --> 00:06:34.000]  要謹慎自己的敬拜心態
[00:06:34.000 --> 00:06:38.000]  也要謹慎
[00:06:38.000 --> 00:06:40.000]  我們背後
[00:06:40.000 --> 00:06:42.000]  是不是過一個蒙神喜悅
[00:06:42.000 --> 00:06:44.000]  的生活方式
[00:06:44.000 --> 00:06:46.000]  或者生活目標
[00:06:46.000 --> 00:06:48.000]  我們不可以
[00:06:48.000 --> 00:06:50.000]  隨便來禮拜堂
[00:06:50.000 --> 00:06:52.000]  坐坐,唱唱詩
[00:06:52.000 --> 00:06:54.000]  聽聽道
[00:06:54.000 --> 00:06:56.000]  奉獻
[00:06:56.000 --> 00:06:58.000]  就當是敬拜神
[00:06:58.000 --> 00:07:00.000]  這樣是不夠的
[00:07:00.000 --> 00:07:02.000]  甚至可以說
[00:07:02.000 --> 00:07:04.000]  是不行的
[00:07:04.000 --> 00:07:08.000]  那怎樣才行呢?
[00:07:08.000 --> 00:07:10.000]  就是這裡經文所說
[00:07:10.000 --> 00:07:12.000]  我們要
[00:07:12.000 --> 00:07:14.000]  近前聽
[00:07:14.000 --> 00:07:16.000]  近前聽是什麼意思呢?
[00:07:16.000 --> 00:07:18.000]  意思就是說
[00:07:18.000 --> 00:07:20.000]  要用一個
[00:07:20.000 --> 00:07:22.000]  願意聆聽神話語的心
[00:07:22.000 --> 00:07:24.000]  來親近神
[00:07:24.000 --> 00:07:26.000]  敬拜神
[00:07:26.000 --> 00:07:28.000]  來敬拜神
[00:07:28.000 --> 00:07:30.000]  不是除了
[00:07:30.000 --> 00:07:32.000]  唱詩聽道奉獻
[00:07:32.000 --> 00:07:34.000]  甚至是釋放
[00:07:34.000 --> 00:07:36.000]  你還要預備一個心
[00:07:36.000 --> 00:07:38.000]  來聽神的話語
[00:07:38.000 --> 00:07:50.000]  整句聖經
[00:07:50.000 --> 00:07:52.000]  整句經文的意思
[00:07:52.000 --> 00:07:54.000]  就是說
[00:07:54.000 --> 00:07:56.000]  一個手捧著禮物
[00:07:56.000 --> 00:07:58.000]  來去敬拜神
[00:07:58.000 --> 00:08:00.000]  的人
[00:08:00.000 --> 00:08:02.000]  但是他卻是
[00:08:02.000 --> 00:08:04.000]  沒有一個願意
[00:08:04.000 --> 00:08:06.000]  聆聽神話語的心
[00:08:06.000 --> 00:08:08.000]  他又不願意
[00:08:08.000 --> 00:08:10.000]  過一個蒙神喜悅
[00:08:10.000 --> 00:08:12.000]  的生活的人
[00:08:12.000 --> 00:08:14.000]  其實
[00:08:14.000 --> 00:08:16.000]  聖經說
[00:08:16.000 --> 00:08:18.000]  這個人其實是一個愚昧人
[00:08:18.000 --> 00:08:20.000]  獻祭都沒有用
[00:08:24.000 --> 00:08:26.000]  聖經裡面記載了一個
[00:08:26.000 --> 00:08:28.000]  很好的例子
[00:08:28.000 --> 00:08:30.000]  這個人犯了類似的罪
[00:08:30.000 --> 00:08:32.000]  這個人就是蘇羅王
[00:08:32.000 --> 00:08:34.000]  當時
[00:08:34.000 --> 00:08:36.000]  薩姆爾先知
[00:08:36.000 --> 00:08:38.000]  責備蘇羅
[00:08:38.000 --> 00:08:40.000]  問他為什麼
[00:08:40.000 --> 00:08:42.000]  不將那些敵人
[00:08:42.000 --> 00:08:44.000]  阿瑪力人的牛羊殺盡呢?
[00:08:44.000 --> 00:08:46.000]  這是神的吩咐
[00:08:46.000 --> 00:08:48.000]  但是蘇羅卻是
[00:08:48.000 --> 00:08:50.000]  在狡辯
[00:08:50.000 --> 00:08:52.000]  我們看看薩姆爾記上
[00:08:52.000 --> 00:08:54.000]  十五章十五節
[00:08:54.000 --> 00:08:58.000]  這句聖經
[00:08:58.000 --> 00:09:00.000]  就是蘇羅的回答
[00:09:00.000 --> 00:09:02.000]  他的意思是
[00:09:02.000 --> 00:09:04.000]  我們不殺
[00:09:04.000 --> 00:09:06.000]  那些牛羊
[00:09:06.000 --> 00:09:08.000]  是因為百姓
[00:09:08.000 --> 00:09:10.000]  要留一些
[00:09:10.000 --> 00:09:12.000]  特別好的牛羊
[00:09:12.000 --> 00:09:14.000]  作為繁祭獻給神
[00:09:14.000 --> 00:09:18.000]  聽起來
[00:09:18.000 --> 00:09:20.000]  這個理由很神聖
[00:09:20.000 --> 00:09:22.000]  這麼記掛神
[00:09:22.000 --> 00:09:24.000]  這麼尊重神
[00:09:24.000 --> 00:09:26.000]  薩姆爾
[00:09:26.000 --> 00:09:28.000]  怎麼說呢?
[00:09:28.000 --> 00:09:30.000]  我們看
[00:09:30.000 --> 00:09:32.000]  十二節
[00:09:32.000 --> 00:09:36.000]  耶和華喜悅
[00:09:36.000 --> 00:09:38.000]  繁祭和平安祭
[00:09:38.000 --> 00:09:40.000]  喜如喜悅人聽從他的話
[00:09:40.000 --> 00:09:42.000]  聽命勝於獻祭
[00:09:42.000 --> 00:09:44.000]  順從勝於
[00:09:44.000 --> 00:09:46.000]  公羊的滋養
[00:09:46.000 --> 00:09:48.000]  很清楚吧?
[00:09:48.000 --> 00:09:50.000]  蘇羅王
[00:09:50.000 --> 00:09:52.000]  他用一個神聖
[00:09:52.000 --> 00:09:54.000]  很高的敬虔理由
[00:09:54.000 --> 00:09:56.000]  來掩飾
[00:09:56.000 --> 00:09:58.000]  他內心的不信服
[00:09:58.000 --> 00:10:02.000]  這種做法是很愚蠢的
[00:10:02.000 --> 00:10:06.000]  所以我們特別要留意
[00:10:06.000 --> 00:10:08.000]  千萬不要像他那樣
[00:10:08.000 --> 00:10:12.000]  不要用一些
[00:10:12.000 --> 00:10:14.000]  很神聖
[00:10:14.000 --> 00:10:16.000]  很高姿態的理由
[00:10:16.000 --> 00:10:18.000]  來掩蓋
[00:10:18.000 --> 00:10:20.000]  很多其他的問題
[00:10:20.000 --> 00:10:22.000]  特別
[00:10:22.000 --> 00:10:24.000]  掩蓋一些不信服
[00:10:24.000 --> 00:10:26.000]  不敬虔的行為
[00:10:26.000 --> 00:10:30.000]  所以我們要小心
[00:10:30.000 --> 00:10:32.000]  千萬不要學
[00:10:32.000 --> 00:10:36.000]  敬拜和奉獻
[00:10:36.000 --> 00:10:38.000]  原本就是一種
[00:10:38.000 --> 00:10:40.000]  歸榮要給神的行動
[00:10:40.000 --> 00:10:42.000]  但是如果
[00:10:42.000 --> 00:10:44.000]  我們欠缺了
[00:10:44.000 --> 00:10:46.000]  去聆聽神的話語的
[00:10:46.000 --> 00:10:48.000]  心的時候
[00:10:48.000 --> 00:10:50.000]  這就會變成奪取了
[00:10:50.000 --> 00:10:52.000]  神應該有的榮耀
[00:10:52.000 --> 00:10:54.000]  這是犯罪的行動
[00:10:54.000 --> 00:11:00.000]  我們看回傳道書五章一節
[00:11:00.000 --> 00:11:02.000]  在最後那一句
[00:11:02.000 --> 00:11:06.000]  傳道書五章一節
[00:11:06.000 --> 00:11:08.000]  他們本不知道
[00:11:08.000 --> 00:11:10.000]  所做的是惡
[00:11:14.000 --> 00:11:16.000]  這句話
[00:11:16.000 --> 00:11:18.000]  不是說
[00:11:18.000 --> 00:11:20.000]  好像我們中國人說
[00:11:20.000 --> 00:11:22.000]  不知者不罪
[00:11:22.000 --> 00:11:24.000]  其實這句話的意思就是說
[00:11:24.000 --> 00:11:26.000]  他們是
[00:11:26.000 --> 00:11:28.000]  無知地犯了罪
[00:11:28.000 --> 00:11:34.000]  聖經說
[00:11:34.000 --> 00:11:36.000]  無知的罪
[00:11:36.000 --> 00:11:38.000]  或者是
[00:11:38.000 --> 00:11:40.000]  不犯罪
[00:11:40.000 --> 00:11:42.000]  算不算罪
[00:11:42.000 --> 00:11:44.000]  聖經說
[00:11:44.000 --> 00:11:46.000]  都是罪
[00:11:46.000 --> 00:11:48.000]  我們不可以賴無知
