
[00:00:00.000 --> 00:00:02.920]  今年我們有個主題
[00:00:02.920 --> 00:00:07.440]  叫「靈風吹許,聖潔復興」
[00:00:07.440 --> 00:00:11.440]  有人問甚麼叫「靈風吹許」呢?
[00:00:11.440 --> 00:00:16.120]  聲明我們能夠容易去明白
[00:00:16.120 --> 00:00:18.400]  神的第三位
[00:00:18.400 --> 00:00:21.040]  「吹許」
[00:00:21.040 --> 00:00:25.200]  其實這句話我怎樣認識呢?
[00:00:25.200 --> 00:00:31.320]  就是當我小時候來唱詩歌
[00:00:31.320 --> 00:00:32.920]  唱到一首詩歌
[00:00:32.920 --> 00:00:36.720]  它說「靈風吹許,靈雨滋潤」
[00:00:36.720 --> 00:00:39.400]  這句話很有意思
[00:00:39.400 --> 00:00:45.480]  聖靈將溫暖的氣吹進我們的生命當中
[00:00:45.480 --> 00:00:48.320]  這個「許」是溫暖
[00:00:48.320 --> 00:00:51.880]  將這個溫暖的生命的氣
[00:00:51.880 --> 00:00:54.600]  吹進在我們冰冷的生命
[00:00:54.880 --> 00:00:57.760]  讓我們看到我們對神的虧欠
[00:00:57.760 --> 00:01:00.560]  以致我們悔改悔轉
[00:01:00.560 --> 00:01:03.640]  重新恢復我們與神的關係
[00:01:03.640 --> 00:01:07.480]  讓我們能夠過一個分別慰性
[00:01:07.480 --> 00:01:09.480]  一個這樣的生活
[00:01:09.480 --> 00:01:14.480]  這就是「復興生命」的意思
[00:01:14.480 --> 00:01:18.000]  今年我們教會踏進三十週年
[00:01:18.000 --> 00:01:20.040]  在這三十週年
[00:01:20.040 --> 00:01:22.960]  究竟在這三十年裏面
[00:01:22.960 --> 00:01:25.200]  我們有沒有甚麼失落呢?
[00:01:25.200 --> 00:01:29.400]  我們很願意在這一年裏
[00:01:29.400 --> 00:01:31.680]  我們一起來到神的面前
[00:01:31.680 --> 00:01:37.080]  來求聖靈去復興我們的靈性
[00:01:37.080 --> 00:01:40.760]  去復興我們與神的關係
[00:01:40.760 --> 00:01:43.440]  去復興神的教會
[00:01:43.440 --> 00:01:48.360]  我們怎樣能夠帶領人去認識耶穌基督
[00:01:49.200 --> 00:01:53.160]  在網上我看到一條IQ題
[00:01:53.160 --> 00:01:56.600]  有甚麼生病的人不看醫生呢?
[00:01:56.600 --> 00:01:58.400]  不知道年輕人懂不懂得回答
[00:01:58.400 --> 00:01:59.680]  是甚麼人來的?
[00:01:59.680 --> 00:02:03.120]  你能不能回答這條問題?
[00:02:03.120 --> 00:02:05.080]  是盲的人
[00:02:05.080 --> 00:02:07.360]  因為看不到醫生
[00:02:07.360 --> 00:02:16.680]  你是否盲的人
[00:02:16.960 --> 00:02:19.400]  看不到自己有病呢?
[00:02:19.400 --> 00:02:23.360]  有一天
[00:02:23.360 --> 00:02:26.800]  天使走進一個動物園裏面
[00:02:26.800 --> 00:02:30.160]  祂想叫動物更加靚
[00:02:30.160 --> 00:02:35.000]  天使叫每一隻動物
[00:02:35.000 --> 00:02:37.680]  說說牠的樣子
[00:02:37.680 --> 00:02:42.480]  有甚麼想要靚的地方
[00:02:42.480 --> 00:02:45.320]  猴子首先發現
[00:02:45.560 --> 00:02:48.160]  我覺得自己沒甚麼不好看
[00:02:48.160 --> 00:02:50.400]  不好看的就是大象
[00:02:50.400 --> 00:02:52.120]  因為牠有長鼻子
[00:02:52.120 --> 00:02:55.480]  大象為自己辯護
[00:02:55.480 --> 00:02:57.160]  我的樣子有甚麼不好看?
[00:02:57.160 --> 00:02:58.280]  肥頭鷹耳
[00:02:58.280 --> 00:02:59.880]  這樣好看
[00:02:59.880 --> 00:03:02.040]  馬面就不好看了
[00:03:02.040 --> 00:03:06.080]  所以對斑馬說
[00:03:06.080 --> 00:03:07.240]  你的馬面
[00:03:07.240 --> 00:03:09.600]  真的看到也不開胃
[00:03:09.600 --> 00:03:11.400]  馬就很不開心
[00:03:13.400 --> 00:03:16.800]  你說我這麼清秀不好
[00:03:16.800 --> 00:03:17.960]  這麼英俊
[00:03:17.960 --> 00:03:19.880]  豬就不好看了
[00:03:19.880 --> 00:03:27.440]  豬又覺得自己也不輸蝕
[00:03:27.440 --> 00:03:28.480]  老實說
[00:03:28.480 --> 00:03:32.240]  我認為猴子的臉是最怪的
[00:03:32.240 --> 00:03:34.480]  所以說來說去
[00:03:34.480 --> 00:03:37.320]  沒有一個人來承認自己
[00:03:37.320 --> 00:03:39.680]  需要有改變的機會
[00:03:39.680 --> 00:03:42.880]  天使聽完他們所說
[00:03:43.120 --> 00:03:48.320]  就覺得既然你們個個都不需要
[00:03:48.320 --> 00:03:49.320]  我就走了
[00:03:49.320 --> 00:03:52.000]  我不知道今天
[00:03:52.000 --> 00:03:54.360]  如果神在我們中間
[00:03:54.360 --> 00:03:57.320]  說如果我們要整容
[00:03:57.320 --> 00:03:58.760]  要整些甚麼
[00:03:58.760 --> 00:04:02.480]  或者我們每一個人
[00:04:02.480 --> 00:04:04.040]  我們與生俱來的
[00:04:04.040 --> 00:04:05.720]  就是神所創造的
[00:04:05.720 --> 00:04:07.720]  當然在外貌裏面
[00:04:07.720 --> 00:04:12.280]  我們有自己不滿意的地方
[00:04:12.480 --> 00:04:14.560]  但是神給我們
[00:04:14.560 --> 00:04:17.880]  我們就接納神所給我們一切的東西
[00:04:17.880 --> 00:04:19.520]  不過我們想一想
[00:04:19.520 --> 00:04:21.520]  在我們內心裏面
[00:04:21.520 --> 00:04:25.800]  有甚麼是你覺得美麗的
[00:04:25.800 --> 00:04:29.880]  所以要神在你生命裏面
[00:04:29.880 --> 00:04:32.080]  做這個整容手術
[00:04:32.080 --> 00:04:36.320]  來叫你更加的美麗
[00:04:36.320 --> 00:04:38.480]  你有沒有想過
[00:04:38.480 --> 00:04:40.600]  在你生命裏面
[00:04:40.600 --> 00:04:42.600]  有甚麼東西
[00:04:42.600 --> 00:04:45.920]  你需要神來改變你
[00:04:45.920 --> 00:04:47.320]  調整你
[00:04:47.320 --> 00:04:50.040]  以致你能夠變得更加美麗
[00:04:50.040 --> 00:04:55.120]  美國有個機構
[00:04:55.120 --> 00:04:59.120]  訪問了四百二十多個人
[00:04:59.120 --> 00:05:01.200]  來問一問
[00:05:01.200 --> 00:05:06.280]  甚麼是一個健康熟齡生活的現象呢?
[00:05:06.280 --> 00:05:10.280]  這個問卷的調查發現很特別
[00:05:10.280 --> 00:05:12.280]  很令人驚訝
[00:05:12.280 --> 00:05:16.520]  只有15%的人說跟隨耶穌
[00:05:16.520 --> 00:05:22.800]  這個是熟齡生活健康的一個這樣的象徵
[00:05:22.800 --> 00:05:28.000]  只有15%的人說擁有與神密切關係
[00:05:28.000 --> 00:05:30.240]  這個就是那個指標
[00:05:30.240 --> 00:05:33.840]  有13%說經歷內在的平安
[00:05:33.840 --> 00:05:34.920]  就是指標
[00:05:34.920 --> 00:05:38.520]  11%說有得救的確具
[00:05:38.520 --> 00:05:41.280]  就是這個熟齡生命的指標
[00:05:41.280 --> 00:05:44.520]  有8%說信靠神
[00:05:44.520 --> 00:05:46.800]  才是熟齡生命的指標
[00:05:46.800 --> 00:05:49.920]  有7%的人聽道行道
[00:05:49.920 --> 00:05:51.920]  是熟齡生命的指標
[00:05:51.920 --> 00:05:55.040]  當你看看這個名單的時候
[00:05:55.040 --> 00:05:56.840]  你會很驚訝
[00:05:56.840 --> 00:06:00.800]  人對熟齡生命健康的看法
[00:06:00.800 --> 00:06:04.440]  是這麼含糊或者這麼薄弱
[00:06:04.440 --> 00:06:06.360]  換句話來說
[00:06:06.360 --> 00:06:09.200]  如果只有5%在這裡
[00:06:09.200 --> 00:06:15.960]  我們假若有1000人
[00:06:15.960 --> 00:06:21.360]  只有可能是50人
[00:06:21.360 --> 00:06:26.520]  說我們進行神的教導
[00:06:26.520 --> 00:06:31.800]  是熟齡生命的健康的表達
[00:06:31.800 --> 00:06:34.600]  如果只有5%
[00:06:34.600 --> 00:06:38.720]  這樣的人說進行神的教導
[00:06:38.720 --> 00:06:42.480]  才是健康的指標
[00:06:42.480 --> 00:06:45.640]  95%的人去想些什麼
[00:06:45.640 --> 00:06:47.640]  所以
[00:06:47.640 --> 00:06:50.040]  當這個調查
[00:06:50.040 --> 00:06:51.360]  看一看
[00:06:51.360 --> 00:06:54.760]  美國人
[00:06:54.760 --> 00:06:57.920]  他們那個熟齡生命的看法
[00:06:57.920 --> 00:06:59.600]  你會驚訝
[00:06:59.600 --> 00:07:02.320]  為什麼今天教會
[00:07:02.320 --> 00:07:06.120]  不能夠成為社會的指標
[00:07:06.120 --> 00:07:10.520]  教會不能夠影響這個社會
[00:07:10.520 --> 00:07:16.560]  今天我們認為
[00:07:16.560 --> 00:07:20.360]  什麼是一個健康熟齡的生活呢?
[00:07:20.360 --> 00:07:23.640]  基督徒不讀聖經
[00:07:23.640 --> 00:07:25.640]  我們覺得可能沒問題
[00:07:25.640 --> 00:07:27.920]  基督徒不祈禱
[00:07:27.920 --> 00:07:30.680]  我們也不會覺得很多人有問題
[00:07:30.680 --> 00:07:33.160]  基督徒不參加崇拜
[00:07:33.160 --> 00:07:36.240]  我們也不會覺得有什麼問題
[00:07:36.240 --> 00:07:38.560]  基督徒不去服侍別人
[00:07:38.560 --> 00:07:41.480]  我們也不會覺得有什麼問題
[00:07:41.480 --> 00:07:43.040]  基督徒不傳福音
[00:07:43.040 --> 00:07:45.280]  更加不覺得有問題
[00:07:45.280 --> 00:07:48.960]  甚至基督徒不跟隨耶穌
[00:07:48.960 --> 00:07:51.480]  不照聖經所說去做
[00:07:51.480 --> 00:07:54.680]  我們也不覺得有什麼問題
[00:07:54.680 --> 00:08:01.080]  這個會不會是今天教會普遍的看法呢?
[00:08:01.080 --> 00:08:05.560]  很盼望在今年
[00:08:05.560 --> 00:08:07.960]  我們一眾弟兄姊妹
[00:08:07.960 --> 00:08:12.920]  特別當教會慶祝三十週年的時間
[00:08:12.920 --> 00:08:14.680]  我們每個弟兄姊妹
[00:08:14.680 --> 00:08:18.560]  你來到檢視我們跟神的關係
[00:08:18.560 --> 00:08:21.880]  我們究竟跟神的關係健不健康呢?
[00:08:21.880 --> 00:08:24.760]  我們究竟健不健康呢?
[00:08:24.760 --> 00:08:30.680]  什麼是健康?
[00:08:30.680 --> 00:08:36.200]  健康其實是講到「復興」
[00:08:36.200 --> 00:08:39.800]  《夏伯谷書》第三章這樣說
[00:08:39.800 --> 00:08:44.480]  「神啊!求祢在這個年間復興祢的作為」
[00:08:44.480 --> 00:08:46.480]  什麼叫做「復興」呢?
[00:08:46.480 --> 00:08:48.960]  聖經的「復興」的意思
[00:08:48.960 --> 00:08:53.680]  有復元、有復蘇的含義
[00:08:53.680 --> 00:08:57.400]  當我們從病復元過來
[00:08:57.400 --> 00:08:58.680]  我們叫「復興」
[00:08:58.680 --> 00:09:05.400]  當我們從沉睡的狀況醒覺過來
[00:09:05.400 --> 00:09:07.080]  這個叫「復興」
[00:09:07.080 --> 00:09:10.280]  當我們從死亡復活過來
[00:09:10.280 --> 00:09:12.280]  這個就是「復興」
[00:09:12.280 --> 00:09:13.800]  弟兄姊妹
[00:09:13.800 --> 00:09:20.640]  今天我們需不需要「神啊!求祢復興我們」
[00:09:20.640 --> 00:09:27.080]  「神啊!求祢叫我們那種對祢的熱誠能夠復活過來」
[00:09:27.080 --> 00:09:37.080]  廣東話去說我們一個病的狀況
[00:09:37.080 --> 00:09:39.480]  有時候我們會用「謝」
[00:09:39.480 --> 00:09:42.280]  很粗俗,是不是?
[00:09:42.280 --> 00:09:45.080]  你屬靈生命有沒有「謝」了?
[00:09:45.080 --> 00:09:48.640]  有沒有啊?
[00:09:48.640 --> 00:09:51.480]  你需不需要「復興」啊?
[00:09:51.480 --> 00:09:57.040]  你需不需要將枯萎了的屬靈生命
[00:09:57.040 --> 00:09:59.280]  枯萎了的關係
[00:09:59.280 --> 00:10:01.960]  來復蘇過來?
[00:10:01.960 --> 00:10:05.840]  所以今天想和大家藉著
[00:10:05.840 --> 00:10:10.080]  我們的一段經文來思想
[00:10:10.080 --> 00:10:15.000]  「復興」,透過甚麼來「復興」呢?
[00:10:15.000 --> 00:10:19.520]  有人說神的話很難了解
[00:10:19.520 --> 00:10:23.200]  當我來上門訓課的時候
[00:10:23.200 --> 00:10:26.080]  我就問弟兄姊妹一個問題
[00:10:26.080 --> 00:10:29.000]  「你知不知道甚麼叫白牌車啊?」
[00:10:29.000 --> 00:10:31.480]  「你知不知道有多少人知道啊?」
[00:10:31.480 --> 00:10:35.000]  好像不是很多
[00:10:35.000 --> 00:10:38.520]  不過可能上了年紀的人都知道
[00:10:38.520 --> 00:10:40.880]  不好意思,舉手
[00:10:40.880 --> 00:10:45.000]  因為我問上了年紀的人
[00:10:45.000 --> 00:10:47.000]  他們說「我知道」
[00:10:47.000 --> 00:10:48.880]  但那些三十多歲的
[00:10:48.880 --> 00:10:52.280]  不知道,未聽過
[00:10:52.280 --> 00:10:55.280]  我們那邊一定未聽過
[00:10:55.280 --> 00:10:58.160]  即是那些年輕人
[00:10:58.160 --> 00:11:03.920]  所以就是在我們這個時代
[00:11:03.920 --> 00:11:05.680]  說一句說話
[00:11:05.680 --> 00:11:07.960]  原來你都不明白的
[00:11:07.960 --> 00:11:11.920]  但你知不知道聖經有了多久?
[00:11:11.920 --> 00:11:15.440]  有了四千年
[00:11:15.440 --> 00:11:20.240]  或者最近那本聖經有了二千年
[00:11:20.240 --> 00:11:24.480]  二千年,沒錯,我們是很難了解
[00:11:24.480 --> 00:11:27.560]  所以為甚麼鼓勵弟兄姊妹上主一學
[00:11:27.560 --> 00:11:29.000]  你要參不查經班
[00:11:29.000 --> 00:11:30.440]  你要買熟悉的書籍
[00:11:30.440 --> 00:11:33.000]  幫助你能夠了解聖經
[00:11:33.000 --> 00:11:35.400]  更加我們今年開始的時候
[00:11:35.400 --> 00:11:40.560]  讀史詩記,史詩記是主前一千多年
[00:11:40.560 --> 00:11:43.800]  所發生的事情
[00:11:43.800 --> 00:11:45.920]  一個國家
[00:11:45.920 --> 00:11:49.560]  他怎樣從沒有變為蘊釀有
[00:11:49.560 --> 00:11:52.000]  過程是怎樣呢?
[00:11:52.000 --> 00:11:54.600]  由以色列一個國家
[00:11:54.600 --> 00:11:57.240]  從他建立很興盛
[00:11:57.240 --> 00:12:01.320]  我們會一路看歷史的
[00:12:01.320 --> 00:12:07.600]  由很興盛變為很衰落,變為沒有
[00:12:07.600 --> 00:12:10.320]  那個階段在聖經
[00:12:10.320 --> 00:12:13.680]  薩姆爾記上下,聶王記上下
[00:12:13.680 --> 00:12:16.440]  歷代誌上下將我們講出來
[00:12:16.440 --> 00:12:20.240]  然後去到我們今天所看的這段聖經
[00:12:20.240 --> 00:12:24.040]  這個國家從由變為沒有,由沒有
[00:12:24.040 --> 00:12:26.400]  怎樣變為有
[00:12:26.400 --> 00:12:30.240]  就是這段聖經的時代
[00:12:30.240 --> 00:12:32.560]  所講的一番說話
[00:12:32.560 --> 00:12:34.280]  這個沒有的
[00:12:34.280 --> 00:12:37.040]  這個已經衰落的國家
[00:12:37.040 --> 00:12:41.040]  神怎樣再一次來復興這個國家
[00:12:41.040 --> 00:12:44.000]  當時
[00:12:44.000 --> 00:12:46.320]  以色列人
[00:12:46.320 --> 00:12:49.280]  回到以色列的地方
[00:12:49.280 --> 00:12:51.800]  他們本來已經亡國了
[00:12:51.800 --> 00:12:53.920]  就在這個時間
[00:12:53.920 --> 00:12:58.880]  利希米帶動住在耶路撒冷的人
[00:12:58.880 --> 00:13:01.440]  來重建城牆
[00:13:01.440 --> 00:13:05.720]  他們在七月的時間
[00:13:05.720 --> 00:13:12.600]  可能當時猶太人新年的時候
[00:13:12.600 --> 00:13:15.240]  他們一起在七月一日的時候
[00:13:15.240 --> 00:13:20.000]  聚集在城門的地方
[00:13:20.000 --> 00:13:24.760]  是他們的農曆
[00:13:24.760 --> 00:13:29.000]  猶太人在我們現在的九月、十月的時間
[00:13:29.000 --> 00:13:38.200]  當他們來宣讀聖經的時候
[00:13:38.200 --> 00:13:41.320]  他們站在那裡敬拜神
[00:13:41.320 --> 00:13:46.520]  在這段聖經說他們站在那裡
[00:13:46.520 --> 00:13:48.520]  來一起敬拜神
[00:13:48.520 --> 00:13:52.800]  他們來到以色列稱頌最大的神
[00:13:52.800 --> 00:13:56.720]  眾民都舉手應聲說:阿們!阿們!
[00:13:56.720 --> 00:14:00.600]  他們就低頭面伏於地敬拜神
[00:14:00.600 --> 00:14:03.360]  這裡所講的敬拜
[00:14:03.360 --> 00:14:06.000]  可能我們現在很不習慣
[00:14:06.000 --> 00:14:08.880]  我們現在習慣坐在那裡敬拜
[00:14:08.880 --> 00:14:15.320]  剛才Amy帶我們用思覺敬拜站在那裡
[00:14:15.320 --> 00:14:17.320]  你習慣嗎?
[00:14:17.320 --> 00:14:19.840]  可能都不是很習慣
[00:14:19.840 --> 00:14:25.720]  有時候特別是周六崇拜
[00:14:25.720 --> 00:14:28.520]  大家不要留意
[00:14:28.520 --> 00:14:30.240]  有些年輕人
[00:14:30.240 --> 00:14:31.600]  當他讀聖經的時候
[00:14:31.600 --> 00:14:33.080]  叫所有人起立
[00:14:33.080 --> 00:14:36.400]  我們讀聖經通常都是坐在那裡
