
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 你們好
[00:00:02.000 --> 00:00:05.200]  很開心在崇拜的時候
[00:00:05.200 --> 00:00:09.000]  我們又可以一齊來學上帝的說話
[00:00:09.000 --> 00:00:11.000]  我們先做一個祈禱
[00:00:11.000 --> 00:00:14.500]  親愛的天父 我們多謝你
[00:00:14.500 --> 00:00:17.000]  不僅讓我們有生命氣息
[00:00:17.000 --> 00:00:20.500]  我們還可以近前到你面前
[00:00:20.500 --> 00:00:22.500]  來向你學習
[00:00:22.500 --> 00:00:24.000]  你所愛的
[00:00:24.000 --> 00:00:27.500]  你必然來體會並且教導
[00:00:27.500 --> 00:00:31.500]  所以求主你來潔淨我們的心靈
[00:00:31.500 --> 00:00:33.500]  開通我們的耳朵
[00:00:33.500 --> 00:00:36.000]  以致我們能夠從你的話語裏面
[00:00:36.000 --> 00:00:38.500]  看到的奇妙
[00:00:38.500 --> 00:00:40.500]  並且能夠學著進行
[00:00:40.500 --> 00:00:43.500]  叫你的名字能夠被高舉
[00:00:43.500 --> 00:00:46.500]  叫我們的生命能夠被你閱立
[00:00:46.500 --> 00:00:48.500]  我們這樣同心仰望
[00:00:48.500 --> 00:00:51.500]  願以聖靈引導我們進入真理
[00:00:51.500 --> 00:00:53.500]  奉耶穌的命求 阿們
[00:00:53.500 --> 00:00:57.500]  好 看到這個題目
[00:00:57.500 --> 00:01:00.500]  你會知道訂做誰是老闆
[00:01:00.500 --> 00:01:02.500]  我不知道你有沒有去看過
[00:01:02.500 --> 00:01:08.500]  哥羅西書三章二十二到四章一節的經文
[00:01:08.500 --> 00:01:11.500]  這段經文我們是在說
[00:01:11.500 --> 00:01:15.500]  關於主人和僕人
[00:01:15.500 --> 00:01:18.500]  我在預備的時候就在想
[00:01:18.500 --> 00:01:20.500]  其實我們做人
[00:01:20.500 --> 00:01:25.500]  每天都有很多事務要經營
[00:01:25.500 --> 00:01:29.500]  而且如果我認真去想
[00:01:29.500 --> 00:01:36.500]  工作也佔我們人生很多很多的時間
[00:01:36.500 --> 00:01:40.500]  如果我們扣除了睡覺
[00:01:40.500 --> 00:01:43.500]  不工作的時間
[00:01:43.500 --> 00:01:46.500]  起碼我們也有一半的時間
[00:01:46.500 --> 00:01:49.500]  用在工作上
[00:01:49.500 --> 00:01:53.500]  整個人生除了小時候
[00:01:53.500 --> 00:01:56.500]  或者是少年讀書的階段
[00:01:56.500 --> 00:01:59.500]  老年退休來結婚
[00:01:59.500 --> 00:02:02.500]  一個人在生活裡面
[00:02:02.500 --> 00:02:06.500]  也是充滿了很多不同的工作
[00:02:06.500 --> 00:02:09.500]  有些是瘦身的
[00:02:09.500 --> 00:02:11.500]  在職場上高的
[00:02:11.500 --> 00:02:14.500]  也有一些是沒有賺錢的
[00:02:14.500 --> 00:02:17.500]  譬如好像全職的家庭主婦
[00:02:17.500 --> 00:02:19.500]  一些義工
[00:02:19.500 --> 00:02:22.500]  也是很努力去建立家庭
[00:02:22.500 --> 00:02:24.500]  建立人生命的工作
[00:02:24.500 --> 00:02:27.500]  有些人很喜歡工作
[00:02:27.500 --> 00:02:30.500]  因為發覺在工作的過程
[00:02:30.500 --> 00:02:32.500]  其實也可以有很多樂趣
[00:02:32.500 --> 00:02:35.500]  並且還可以用來謀生糊口
[00:02:35.500 --> 00:02:41.500]  有些不單只是為工作糊口努力
[00:02:41.500 --> 00:02:44.500]  他也是為了要發揮才能
[00:02:44.500 --> 00:02:48.500]  甚至有些純粹只是想貢獻社會
[00:02:48.500 --> 00:02:50.500]  造福人群
[00:02:50.500 --> 00:02:54.500]  不過工作除了可以叫人得祝福之外
[00:02:54.500 --> 00:02:58.500]  工作也可以成為人的咒助
[00:02:58.500 --> 00:03:02.500]  因為有些工作是能夠叫人發揮
[00:03:02.500 --> 00:03:04.500]  對自己有很多發現
[00:03:04.500 --> 00:03:06.500]  然後很有成功感
[00:03:06.500 --> 00:03:11.500]  也能看到自己的價值和尊嚴
[00:03:11.500 --> 00:03:14.500]  也能令你的生活充實
[00:03:14.500 --> 00:03:21.500]  不過如果工作只是為了賺錢和維生
[00:03:21.500 --> 00:03:25.500]  甚至工作也不是你擅長
[00:03:25.500 --> 00:03:26.500]  不是你喜歡
[00:03:26.500 --> 00:03:29.500]  甚至不知道為什麼要做的話
[00:03:29.500 --> 00:03:32.500]  這些工作也會令人有挫折
[00:03:32.500 --> 00:03:35.500]  可能上班就看著下班
[00:03:35.500 --> 00:03:37.500]  下班就看著放假
[00:03:37.500 --> 00:03:44.500]  然後上班的過程就會不停地想浪費時間
[00:03:44.500 --> 00:03:46.500]  所以今時今日
[00:03:46.500 --> 00:03:50.500]  不單止男人怕入錯行
[00:03:50.500 --> 00:03:51.500]  女人也是
[00:03:51.500 --> 00:03:55.500]  只要你有份在職場工作的話
[00:03:55.500 --> 00:03:58.500]  你也需要好好計劃
[00:03:58.500 --> 00:04:00.500]  求神來帶領
[00:04:00.500 --> 00:04:03.500]  但是為什麼工作會在人的生命裡
[00:04:03.500 --> 00:04:05.500]  變得這麼重要呢
[00:04:05.500 --> 00:04:14.500]  除了上帝把管理大地和工作的責任交給我們之外
[00:04:14.500 --> 00:04:19.500]  其中一個原因是因為在工作的過程裡
[00:04:19.500 --> 00:04:26.500]  我們可以得到社會的定位和自我的評價
[00:04:26.500 --> 00:04:30.500]  並且我們可以活出生命的意義
[00:04:30.500 --> 00:04:34.500]  美國普林斯頓大學在2010年
[00:04:34.500 --> 00:04:40.500]  有一位哲學教授出了一本小小的書
[00:04:40.500 --> 00:04:41.500]  140頁而已
[00:04:41.500 --> 00:04:45.500]  叫做《生命的意義及為何重要》
[00:04:45.500 --> 00:04:49.500]  英文是Meaning in Life and Why It Matters
[00:04:49.500 --> 00:04:56.500]  這本小書其實是記錄了Susan Wolf
[00:04:56.500 --> 00:05:03.500]  這個美國很出名的教授
[00:05:03.500 --> 00:05:06.500]  她多年來都專心研究
[00:05:06.500 --> 00:05:10.500]  究竟人生的意義是什麼
[00:05:10.500 --> 00:05:13.500]  Susan Wolf認為
[00:05:13.500 --> 00:05:18.500]  生命的意義在於你有沒有一個正確的目標
[00:05:18.500 --> 00:05:24.500]  以及能否向著這個目標去實踐和達成
[00:05:24.500 --> 00:05:27.500]  究竟什麼是正確的目標呢
[00:05:27.500 --> 00:05:28.500]  Susan認為
[00:05:28.500 --> 00:05:33.500]  做應該做的事就是一個正確的目標
[00:05:33.500 --> 00:05:35.500]  說了好像沒說一樣
[00:05:35.500 --> 00:05:36.500]  換句話說
[00:05:36.500 --> 00:05:42.500]  如果你每天做的工作都是應該要做的話
[00:05:42.500 --> 00:05:45.500]  你的生命就有意義了
[00:05:45.500 --> 00:05:48.500]  而且你會覺得很快樂
[00:05:48.500 --> 00:05:54.500]  因為快樂是活出有意義生命的結果
[00:05:54.500 --> 00:05:57.500]  當生命活得有意義的時候
[00:05:57.500 --> 00:06:00.500]  人就會真正快樂了
[00:06:00.500 --> 00:06:03.500]  所以那個未必一定要在職場
[00:06:03.500 --> 00:06:08.500]  而是你在生活裡找到一個自己的定位
[00:06:08.500 --> 00:06:10.500]  按我們基督徒所說
[00:06:10.500 --> 00:06:16.500]  就是上帝給我們在工作上和角色身份上的照明
[00:06:16.500 --> 00:06:19.500]  當我們知道上帝做我們
[00:06:19.500 --> 00:06:21.500]  是要我們達成什麼的時候
[00:06:21.500 --> 00:06:26.500]  我們就會朝著那個目標來發揮的時候
[00:06:26.500 --> 00:06:30.500]  我們就會覺得很有意義
[00:06:30.500 --> 00:06:32.500]  今天要看的哥羅西書
[00:06:32.500 --> 00:06:35.500]  三章二十二到四章一節
[00:06:35.500 --> 00:06:40.500]  就是保羅講解主人和僕人
[00:06:40.500 --> 00:06:46.500]  究竟在相處和角色上應該有什麼留意
[00:06:46.500 --> 00:06:50.500]  不如我們先讀一下這五節經文
[00:06:50.500 --> 00:06:53.500]  看看保羅究竟要教我們什麼
[00:06:53.500 --> 00:06:55.500]  我們一起從二十六節開始
[00:06:55.500 --> 00:06:56.500]  一二三
[00:06:56.500 --> 00:06:58.500]  你們作僕人的
[00:06:58.500 --> 00:07:01.500]  要凡事聽從你們肉身的主人
[00:07:01.500 --> 00:07:04.500]  不要只在眼前服侍
[00:07:04.500 --> 00:07:06.500]  像是土人你歡的
[00:07:06.500 --> 00:07:08.500]  總要心存誠實
[00:07:08.500 --> 00:07:10.500]  因為你們敬為主
[00:07:10.500 --> 00:07:14.500]  你們無論做什麼都要從心裡做
[00:07:14.500 --> 00:07:16.500]  像是為主做的
[00:07:16.500 --> 00:07:18.500]  不是為人做的
[00:07:18.500 --> 00:07:20.500]  因為你們知道
[00:07:20.500 --> 00:07:24.500]  從主那裡必得著作為賞賜
[00:07:24.500 --> 00:07:27.500]  你們要服侍的是主基督
[00:07:27.500 --> 00:07:31.500]  恆不義的人必受不義的報應
[00:07:31.500 --> 00:07:33.500]  主並不天代人
[00:07:33.500 --> 00:07:37.500]  你們作主人的
[00:07:37.500 --> 00:07:39.500]  待僕人要公正
[00:07:39.500 --> 00:07:44.500]  因為知道你們也有一位主在天上
[00:07:44.500 --> 00:07:48.500]  和大家溫習一下這個哥羅西書
[00:07:48.500 --> 00:07:51.500]  其實在第三章的內容裡
[00:07:51.500 --> 00:07:57.500]  保羅提醒我們這些信了耶穌的人
[00:07:57.500 --> 00:08:02.500]  原來我們在神面前已經是一個新人
[00:08:02.500 --> 00:08:04.500]  我們看下一張片
[00:08:04.500 --> 00:08:08.500]  而且按著上帝的形象
[00:08:08.500 --> 00:08:10.500]  和知識上高
[00:08:10.500 --> 00:08:13.500]  我們可以不斷更新
[00:08:13.500 --> 00:08:16.500]  這些人不單在認知上高
[00:08:16.500 --> 00:08:21.500]  還要深入一點去知道上帝的事情
[00:08:21.500 --> 00:08:25.500]  所以保羅在三章一到四節提醒我們
[00:08:25.500 --> 00:08:27.500]  如果你信了耶穌
[00:08:27.500 --> 00:08:30.500]  你就要思念上面的事
[00:08:30.500 --> 00:08:35.500]  而且要將不合上帝心意的事情
[00:08:35.500 --> 00:08:37.500]  棄舊更新
[00:08:37.500 --> 00:08:41.500]  好像未信耶穌之前的行為
[00:08:41.500 --> 00:08:43.500]  和一些作事的方法
[00:08:43.500 --> 00:08:48.500]  我們要除掉,然後要穿上新人
[00:08:48.500 --> 00:08:52.500]  然後因為我們已經熟悉耶穌
[00:08:52.500 --> 00:08:55.500]  我們就要在品行和行為上高
[00:08:55.500 --> 00:08:56.500]  學學基督
[00:08:56.500 --> 00:09:00.500]  以致我們的生命能夠越來越似上帝
[00:09:00.500 --> 00:09:04.500]  譬如會用饒恕,用愛
[00:09:04.500 --> 00:09:08.500]  一些從神而來的quality
[00:09:08.500 --> 00:09:10.500]  來彼此相待
[00:09:10.500 --> 00:09:15.500]  而且我們要以基督的和平來作主
[00:09:15.500 --> 00:09:20.500]  保羅很體重和平和好的即是
[00:09:20.500 --> 00:09:23.500]  因為耶穌基督
[00:09:23.500 --> 00:09:27.500]  透過他的救恩和傳人的擺上
[00:09:27.500 --> 00:09:31.500]  來成就我們和上帝和好的即是
[00:09:31.500 --> 00:09:35.500]  也是整個基督教很重要的核心
[00:09:35.500 --> 00:09:39.500]  信主的人如果能夠持守基督所成就的和平
[00:09:39.500 --> 00:09:45.500]  就能夠展現神真的活在我們當中
[00:09:45.500 --> 00:09:52.500]  而且我們更加為彰顯這份和好和平來夢照
[00:09:52.500 --> 00:09:56.500]  而且信了耶穌之後
[00:09:56.500 --> 00:10:02.500]  我們所行所事都應該以奉主的名來行
[00:10:02.500 --> 00:10:06.500]  然後在他十八節到四章一節
[00:10:06.500 --> 00:10:10.500]  他就把人世間一些很重要的人倫關係
[00:10:10.500 --> 00:10:13.500]  擠在我們面前
[00:10:13.500 --> 00:10:17.500]  教導我們夫妻、父子、主僕
[00:10:17.500 --> 00:10:19.500]  究竟怎樣相處
[00:10:19.500 --> 00:10:24.500]  然後才是一個最好的相處方法
[00:10:24.500 --> 00:10:28.500]  而今天這個二十二到四章一節
[00:10:28.500 --> 00:10:31.500]  就是將主人、僕人怎樣相處
[00:10:31.500 --> 00:10:33.500]  講了出來
[00:10:33.500 --> 00:10:37.500]  這個段落其實發生的過程
[00:10:37.500 --> 00:10:40.500]  和我們現在所存在的世界很不同
[00:10:40.500 --> 00:10:45.500]  保羅當代的僕人其實不像我們現在所說的
[00:10:45.500 --> 00:10:50.500]  下屬或者僱員
[00:10:50.500 --> 00:10:54.500]  僕人原文是奴隸的意思
[00:10:54.500 --> 00:11:00.500]  但是保羅在教僕人和主人相處的時候
[00:11:00.500 --> 00:11:02.500]  他沒有用基督的道理去評論
[00:11:02.500 --> 00:11:05.500]  甚至是反對當時的奴隸制度
[00:11:05.500 --> 00:11:08.500]  因為當時的羅馬社會
[00:11:08.500 --> 00:11:10.500]  奴隸是非常普遍的
[00:11:10.500 --> 00:11:12.500]  有資料顯示
[00:11:12.500 --> 00:11:15.500]  在羅馬城差不多有一半的人以上
[00:11:15.500 --> 00:11:18.500]  是奴隸的身份
[00:11:18.500 --> 00:11:21.500]  當代的奴隸按我們的認識
[00:11:21.500 --> 00:11:24.500]  他們是沒有個人的權利
[00:11:24.500 --> 00:11:28.500]  而且他們是主人會動的財產
[00:11:28.500 --> 00:11:31.500]  根本沒有人權
[00:11:31.500 --> 00:11:34.500]  可以遇上好的主人
[00:11:34.500 --> 00:11:36.500]  你可能會好一點
[00:11:36.500 --> 00:11:38.500]  有一些照顧可以發揮
[00:11:38.500 --> 00:11:40.500]  遇上一些壞的主人
[00:11:40.500 --> 00:11:44.500]  甚至會任意受到鞭打、虐待
[00:11:44.500 --> 00:11:47.500]  甚至可能連命都保不了
[00:11:47.500 --> 00:11:52.500]  保羅沒有在這裡主張廢除奴隸的制度
[00:11:52.500 --> 00:11:55.500]  也沒有鼓勵他們起來造反
[00:11:55.500 --> 00:11:59.500]  他反而鼓勵帶著奴隸身份
[00:11:59.500 --> 00:12:02.500]  確信耶穌的弟兄姊妹
[00:12:02.500 --> 00:12:07.500]  能夠守住他們夢召當時的身份
[00:12:07.500 --> 00:12:12.500]  並且跟隨主的品行
[00:12:12.500 --> 00:12:18.500]  好好在崗位上見證神
[00:12:18.500 --> 00:12:22.500]  保羅在這裡鼓勵作僕人
[00:12:22.500 --> 00:12:26.500]  要凡事聽從肉身的主人
[00:12:26.500 --> 00:12:28.500]  不要只在眼前服侍
[00:12:28.500 --> 00:12:30.500]  好像討人歡喜
[00:12:30.500 --> 00:12:34.500]  總要心存誠實敬畏主
[00:12:34.500 --> 00:12:36.500]  我找了另外一段
[00:12:36.500 --> 00:12:40.500]  也是保羅在這裡說主人僕人的教導
[00:12:40.500 --> 00:12:43.500]  起義忽所書六章五到九節
[00:12:43.500 --> 00:12:46.500]  如果你看到紅色的highlight
[00:12:46.500 --> 00:12:51.500]  你會發現保羅除了教導當時的僕人
[00:12:51.500 --> 00:12:53.500]  要凡事聽從
[00:12:53.500 --> 00:12:56.500]  要心存誠實敬畏主之外
[00:12:56.500 --> 00:12:59.500]  他更加要我們懼怕戰經
[00:12:59.500 --> 00:13:02.500]  用誠實的心聽從
[00:13:02.500 --> 00:13:05.500]  好像聽從基督一樣
[00:13:05.500 --> 00:13:09.500]  其實當時的奴隸
[00:13:09.500 --> 00:13:11.500]  要不聽話也不行
[00:13:11.500 --> 00:13:14.500]  因為他沒有自己生活的主權
[00:13:14.500 --> 00:13:18.500]  不過當保羅再次提醒的時候
[00:13:18.500 --> 00:13:20.500]  他似乎提醒我們
[00:13:20.500 --> 00:13:22.500]  如果有上司下屬
[00:13:22.500 --> 00:13:24.500]  僱主僱員的身份的時候
[00:13:24.500 --> 00:13:27.500]  我們對上司的態度
[00:13:27.500 --> 00:13:29.500]  或者僱主的態度
[00:13:29.500 --> 00:13:33.500]  都應該是恭敬順從
[00:13:33.500 --> 00:13:35.500]  雖然我們現在身處的環境
[00:13:35.500 --> 00:13:38.500]  不是奴隸的環境
[00:13:38.500 --> 00:13:41.500]  但是保羅所提議他的教導
[00:13:41.500 --> 00:13:45.500]  也是我們能夠切實進行的
[00:13:45.500 --> 00:13:48.500]  他叫我們要心存誠實
[00:13:48.500 --> 00:13:51.500]  不要只是討人歡喜
[00:13:51.500 --> 00:13:55.500]  全誠實的心去敬畏主的意思
[00:13:55.500 --> 00:14:01.500]  就是用單純、專心、誠實、正直的態度
[00:14:01.500 --> 00:14:06.500]  一心一意做好主人交託的工作
[00:14:06.500 --> 00:14:11.500]  然後23節他提醒
[00:14:11.500 --> 00:14:15.500]  這種做法是要從心裏做
[00:14:15.500 --> 00:14:18.500]  好像畏主一樣
[00:14:18.500 --> 00:14:21.500]  以弗所書又加了一些補充
[00:14:21.500 --> 00:14:25.500]  他說我們所做的服事
[00:14:25.500 --> 00:14:28.500]  不單只是討人喜歡
[00:14:28.500 --> 00:14:31.500]  而是我們是作成基督的僕人
[00:14:31.500 --> 00:14:34.500]  從心裏遵行神的旨意
[00:14:34.500 --> 00:14:43.500]  甘心服事好像服事主不像服事人一樣
[00:14:43.500 --> 00:14:47.500]  如果按照保羅教導的邏輯
[00:14:47.500 --> 00:14:50.500]  他就是鼓勵我們信了耶穌的人
[00:14:50.500 --> 00:14:53.500]  生命因著上帝有改變
[00:14:53.500 --> 00:14:57.500]  然後我們的主人真正的大老闆
[00:14:57.500 --> 00:15:01.500]  其實不單只是地上的僱主
[00:15:01.500 --> 00:15:04.500]  更加是天上的主
[00:15:04.500 --> 00:15:07.500]  所以他在教導我們在人世間
[00:15:07.500 --> 00:15:11.500]  如何處上司、僱主的同時
[00:15:11.500 --> 00:15:14.500]  其實他多番提醒我們
[00:15:14.500 --> 00:15:17.500]  要以天上的那位主
[00:15:17.500 --> 00:15:24.500]  作為我們服事和跟隨的對象
[00:15:24.500 --> 00:15:27.500]  剛剛的星期三五月一日
[00:15:27.500 --> 00:15:32.500]  日本改朝換代
[00:15:32.500 --> 00:15:37.500]  天皇德仁正式即位
[00:15:37.500 --> 00:15:41.500]  而且他給全國的國民有十天的假期
[00:15:41.500 --> 00:15:45.500]  將他的年號改為令和
[00:15:45.500 --> 00:15:48.500]  日本改朝換代
[00:15:48.500 --> 00:15:49.500]  在座的弟兄姊妹
[00:15:49.500 --> 00:15:51.500]  你信了耶穌之後
[00:15:51.500 --> 00:15:54.500]  你有沒有換了你生命的主人
[00:15:54.500 --> 00:16:00.500]  以耶穌基督成為你忠心服事
[00:16:00.500 --> 00:16:03.500]  緊緊跟隨的主人呢
[00:16:03.500 --> 00:16:06.500]  要從心裏做起
[00:16:06.500 --> 00:16:09.500]  好像為主做不是討好人
[00:16:09.500 --> 00:16:13.500]  其實他要我們全著一個敬畏上帝的心
[00:16:13.500 --> 00:16:15.500]  來服事、工作
[00:16:15.500 --> 00:16:21.500]  要知道我們是基督呼召的僕人
[00:16:21.500 --> 00:16:27.500]  上帝和我們真是差天共地
[00:16:27.500 --> 00:16:29.500]  他是創造主
[00:16:29.500 --> 00:16:31.500]  我們是被造的人
[00:16:31.500 --> 00:16:33.500]  所以我們要服事他的時候
[00:16:33.500 --> 00:16:36.500]  真的應當用一個貼貼服服
[00:16:36.500 --> 00:16:40.500]  全心跟隨的態度來對待他
[00:16:40.500 --> 00:16:44.500]  有人形容上帝統管萬事
[00:16:44.500 --> 00:16:48.500]  就好像他是一個下棋的人
[00:16:48.500 --> 00:16:52.500]  西局如期
[00:16:52.500 --> 00:16:54.500]  每天都不同
[00:16:54.500 --> 00:16:56.500]  下棋的上帝
[00:16:56.500 --> 00:16:58.500]  他是看盡全局
[00:16:58.500 --> 00:17:02.500]  他完全知道人事的安放
[00:17:02.500 --> 00:17:04.500]  各樣的轉變
[00:17:04.500 --> 00:17:07.500]  都離不開他的管理
[00:17:07.500 --> 00:17:10.500]  還有他自己的心意
[00:17:10.500 --> 00:17:15.500]  所以我們要用信服的心來進行主
[00:17:15.500 --> 00:17:19.500]  是為著服事主而不是做給人看
[00:17:19.500 --> 00:17:23.500]  這個吩咐更加清楚提醒我們
[00:17:23.500 --> 00:17:26.500]  一方面為著基督的緣故
[00:17:26.500 --> 00:17:28.500]  我們做僱員、做僕人的
[00:17:28.500 --> 00:17:31.500]  凡事聽從肉身的主人
[00:17:31.500 --> 00:17:34.500]  好像為主基督而做
[00:17:34.500 --> 00:17:37.500]  另一方面他也提醒我們
[00:17:37.500 --> 00:17:39.500]  如果我們是基督的僕人
