
[00:00:00.000 --> 00:00:01.480]  頂尖輝平安
[00:00:01.480 --> 00:00:04.640]  跟大家說一聲新年快樂
[00:00:04.640 --> 00:00:09.360]  我們今年會繼續這個希伯來書的系列
[00:00:09.360 --> 00:00:12.520]  今天想跟大家說一說
[00:00:12.520 --> 00:00:17.480]  如何去定徵思想主耶穌
[00:00:17.480 --> 00:00:20.040]  我都說年初的時候跟大家說過
[00:00:20.040 --> 00:00:22.360]  希望今年藉著希伯來書
[00:00:22.360 --> 00:00:24.440]  大家可以重新認識一下
[00:00:24.440 --> 00:00:26.880]  主耶穌這個身份有多寶貴
[00:00:26.880 --> 00:00:28.560]  分兩點跟大家分享
[00:00:28.560 --> 00:00:31.440]  第一點就是我們來看看
[00:00:31.440 --> 00:00:33.960]  定徵思想主耶穌的重要
[00:00:33.960 --> 00:00:35.280]  希伯來書是這樣說的
[00:00:35.280 --> 00:00:35.880]  三章一節
[00:00:35.880 --> 00:00:40.720]  因此同蒙天照的聖結帝興
[00:00:40.720 --> 00:00:46.920]  你們應該思想我們宣認為使徒和大祭司的耶穌
[00:00:46.920 --> 00:00:49.400]  他終於委派他的那一位
[00:00:49.400 --> 00:00:53.400]  好像摩西在神的全家盡忠一樣
[00:00:53.400 --> 00:00:56.200]  他比摩西佩得更大的榮耀
[00:00:56.200 --> 00:00:59.200]  好像建造神加賊的那一位
[00:00:59.200 --> 00:01:02.880]  比加賊更有尊榮
[00:01:02.880 --> 00:01:05.440]  希伯來書的作者
[00:01:05.440 --> 00:01:10.040]  鼓勵他的讀者去思想主耶穌
[00:01:10.040 --> 00:01:14.840]  透過默想或者透過思想
[00:01:14.840 --> 00:01:17.320]  而使我們的信心大增
[00:01:17.320 --> 00:01:22.560]  最後甚至連你的屬靈生命都得到轉化
[00:01:22.560 --> 00:01:26.000]  是一個很強大的方式
[00:01:26.000 --> 00:01:29.240]  但也不是很多人用的方式
[00:01:29.240 --> 00:01:31.760]  所以今天我想和大家分享一下
[00:01:31.760 --> 00:01:34.160]  這個很特別的方式
[00:01:34.160 --> 00:01:35.560]  我們信主之後
[00:01:35.560 --> 00:01:38.360]  開始會學會怎樣和神祈禱
[00:01:38.360 --> 00:01:40.600]  我們祈禱通常的第一步
[00:01:40.600 --> 00:01:43.560]  是學習怎樣向神說話
[00:01:43.560 --> 00:01:45.200]  通常你剛剛信主的時候
[00:01:45.200 --> 00:01:47.840]  你發覺你和神都有話要說的
[00:01:47.840 --> 00:01:50.400]  有時候都很多要求你祈禱的時候
[00:01:50.400 --> 00:01:53.200]  只會問神拿這個拿那個
[00:01:53.200 --> 00:01:55.800]  當你信主一段時間之後
[00:01:55.800 --> 00:01:58.880]  可能你的祈禱會變到第二個階段
[00:01:58.880 --> 00:02:02.240]  就是不只是你向神說話
[00:02:02.240 --> 00:02:06.320]  由向神說話轉到與神對話
[00:02:06.320 --> 00:02:07.920]  這個有一點點不同
[00:02:07.920 --> 00:02:09.480]  就是你和神之間
[00:02:09.480 --> 00:02:12.800]  開始有一點點親密的感覺出來
[00:02:12.800 --> 00:02:14.880]  你好像當一個朋友一樣
[00:02:14.880 --> 00:02:16.720]  會想和祂聊聊天
[00:02:16.720 --> 00:02:18.600]  有時候不只是問祂拿東西
[00:02:18.600 --> 00:02:21.240]  只是想和祂說說你的心事
[00:02:21.240 --> 00:02:24.040]  有時候你也會聽祂和你說說話
[00:02:24.040 --> 00:02:27.480]  這個祈禱可能是第二個階段
[00:02:27.480 --> 00:02:29.440]  有時候你祈禱的時候
[00:02:29.440 --> 00:02:30.360]  再信主久一點
[00:02:30.360 --> 00:02:31.880]  你會進入第三個階段
[00:02:31.880 --> 00:02:34.240]  就是某一個階段
[00:02:34.240 --> 00:02:35.640]  你發覺來到神明園祈禱
[00:02:35.640 --> 00:02:37.760]  你不是想說太多話
[00:02:37.760 --> 00:02:40.560]  你反而想聽神說話
[00:02:40.560 --> 00:02:43.920]  你想多聽祂想和你說些什麼
[00:02:43.920 --> 00:02:45.680]  所以到了那個階段
[00:02:45.680 --> 00:02:47.560]  你的祈禱可能十分之一的時間
[00:02:47.560 --> 00:02:49.280]  你說話十分之九的時間
[00:02:49.280 --> 00:02:53.120]  你是想聽祂想和你說些什麼
[00:02:53.120 --> 00:02:55.680]  到你信主再長一點的時間
[00:02:55.680 --> 00:02:59.040]  可能你會進入另一個階段
[00:02:59.040 --> 00:03:03.680]  就是你來到神面前去祈禱的時候
[00:03:03.680 --> 00:03:05.240]  你不說話
[00:03:05.240 --> 00:03:07.000]  也不是聽神說話
[00:03:07.000 --> 00:03:14.800]  你是純粹享受神與你同在那一段時間
[00:03:14.800 --> 00:03:16.560]  有時候姐妹不是太明白
[00:03:16.560 --> 00:03:18.160]  弟兄一定明白的
[00:03:18.160 --> 00:03:19.400]  有時候約了一些弟兄出來
[00:03:19.400 --> 00:03:21.840]  我們有些Movie Group出來
[00:03:21.840 --> 00:03:23.560]  去看電影、吃東西
[00:03:23.560 --> 00:03:24.800]  很開心整晚回來
[00:03:24.800 --> 00:03:26.040]  Shirley說你們在聊什麼
[00:03:26.040 --> 00:03:27.800]  我們一句都沒有聊
[00:03:27.800 --> 00:03:31.120]  但今晚很開心
[00:03:31.120 --> 00:03:35.160]  只是享受大家同在的時光
[00:03:35.160 --> 00:03:38.600]  有一個主持人訪問這個Mother Teresa
[00:03:38.600 --> 00:03:39.760]  因為是屬靈偉人
[00:03:39.760 --> 00:03:40.760]  問她說
[00:03:40.760 --> 00:03:43.600]  你向神祈禱的時候會跟神說什麼
[00:03:43.600 --> 00:03:46.160]  然後Mother Teresa說Nothing
[00:03:46.160 --> 00:03:48.280]  主持人就以為
[00:03:48.280 --> 00:03:50.120]  屬靈偉人一定是你會專注
[00:03:50.120 --> 00:03:52.440]  聽神跟你說話
[00:03:52.440 --> 00:03:54.520]  然後主持人就自作聰明
