
[00:00:00.000 --> 00:00:02.100]  各位弟兄姊妹,我們一起讀聖經
[00:00:02.100 --> 00:00:03.700]  今次的主題是
[00:00:03.700 --> 00:00:09.300]  「要告訴你的兒子,告訴你的兒子」
[00:00:09.300 --> 00:00:12.600]  生命說書網絡「聖經人,聖經事」
[00:00:12.600 --> 00:00:14.400]  幫我們一起去看聖經
[00:00:14.400 --> 00:00:16.400]  去學習一下、認識一下
[00:00:16.400 --> 00:00:18.300]  上帝是怎樣的
[00:00:18.300 --> 00:00:21.300]  今次的主題「要告訴你的兒子」
[00:00:21.300 --> 00:00:23.200]  這個就是上帝說的
[00:00:23.200 --> 00:00:27.400]  要叫以色列人告訴你的兒子
[00:00:27.400 --> 00:00:29.400]  繼續看儒字的故事
[00:00:29.400 --> 00:00:33.100]  然後他們就離開了埃及出來
[00:00:33.100 --> 00:00:35.200]  出入埃及的第十三章
[00:00:35.200 --> 00:00:36.600]  摩西對百姓說
[00:00:36.600 --> 00:00:41.500]  「你們要記念從埃及圍爐之家
[00:00:41.500 --> 00:00:43.600]  出來的這一天」
[00:00:43.600 --> 00:00:46.400]  記住這一天
[00:00:46.400 --> 00:00:49.800]  摩西對百姓說要記住這一天
[00:00:49.800 --> 00:00:55.500]  其實摩西當時是代表著上主跟我們說話的
[00:00:55.500 --> 00:00:57.000]  主耶和華跟我們說
[00:00:57.000 --> 00:01:03.600]  「我要記念你們從埃及圍爐之家出來這一天」
[00:01:03.600 --> 00:01:07.500]  那麼這一天發生了甚麼事呢
[00:01:07.500 --> 00:01:10.500]  是耶和華用大能的手
[00:01:10.500 --> 00:01:15.700]  將你們從這地方領出來的
[00:01:15.700 --> 00:01:17.500]  這一天記住這一天
[00:01:17.500 --> 00:01:19.800]  「記念這一天」
[00:01:19.800 --> 00:01:21.600]  這一天是為甚麼要記念呢
[00:01:21.600 --> 00:01:25.800]  是因為耶和華用大能的手
[00:01:25.800 --> 00:01:30.800]  將你們從這地方領出來
[00:01:30.800 --> 00:01:32.400]  接著這一句很有趣的
[00:01:32.400 --> 00:01:34.100]  好像有關又好像沒有關
[00:01:34.100 --> 00:01:38.000]  「有教的餅都不可吃」
[00:01:38.000 --> 00:01:43.800]  這一天耶和華帶他們離開埃及
[00:01:43.800 --> 00:01:48.400]  就說「有教的餅都不可吃」
[00:01:48.400 --> 00:01:51.000]  其實這個有一個背景的
[00:01:51.000 --> 00:01:56.000]  就是他們當天將麵粉用水拌勻
[00:01:56.000 --> 00:02:01.200]  可能有些人加了一些塑膠
[00:02:01.200 --> 00:02:02.500]  即是發粉
[00:02:02.500 --> 00:02:04.000]  有些人加了一些沒有加的
[00:02:04.000 --> 00:02:05.300]  然後就放在這裏
[00:02:05.300 --> 00:02:06.600]  大家都知道了
[00:02:06.600 --> 00:02:09.100]  做過麵包做過餅的都知道
[00:02:09.100 --> 00:02:14.400]  那些塑膠要好幾個小時才能夠將麵團發起
[00:02:14.400 --> 00:02:16.900]  然後才去烤餅
[00:02:16.900 --> 00:02:21.500]  未有機會他們就生的
[00:02:21.500 --> 00:02:23.500]  未烤的也有
[00:02:23.500 --> 00:02:26.000]  未落教的也有
[00:02:26.000 --> 00:02:29.800]  於是就一起帶出來離開
[00:02:29.800 --> 00:02:32.300]  放在缸裏面拿著走了
[00:02:32.300 --> 00:02:35.300]  因此他們出來之後餓了
[00:02:35.300 --> 00:02:39.300]  第二天早上就吃「無教餅」了
[00:02:39.300 --> 00:02:42.300]  而「無教餅」他們平時都有吃的
[00:02:42.300 --> 00:02:45.200]  是因為他們在余節的晚餐
[00:02:45.200 --> 00:02:47.900]  是指定吃「無教餅」的
[00:02:47.900 --> 00:02:54.900]  因此「無教餅」是象徵著「沒有罪」
[00:02:54.900 --> 00:02:57.800]  那個沒有殘疾的羊羔
[00:02:57.800 --> 00:03:03.100]  是象徵我們的救贖主耶穌是一個沒有罪的主
[00:03:03.100 --> 00:03:06.600]  而吃「無教餅」和苦菜
[00:03:06.600 --> 00:03:11.400]  是象徵著我們這個人要潔淨
[00:03:11.400 --> 00:03:15.200]  以及在人生裏面經歷了很多苦難
[00:03:15.200 --> 00:03:18.000]  亦都可以說我們的主是無罪
[00:03:18.000 --> 00:03:22.200]  再次說是無罪又經歷了很多苦楚
[00:03:22.200 --> 00:03:26.700]  這個「烤羊」是表示經歷過苦楚
[00:03:26.700 --> 00:03:29.900]  比較是象徵十價痛苦多一些
[00:03:29.900 --> 00:03:33.400]  「無教餅」是象徵著無罪
[00:03:33.400 --> 00:03:39.300]  苦菜象徵著一個罪惡困苦中的人生
[00:03:39.300 --> 00:03:44.100]  「無教餅」是要紀念如月節
[00:03:44.100 --> 00:03:46.500]  帶他們出來這一天
[00:03:46.500 --> 00:03:50.300]  特別是拿回「無教餅」
[00:03:50.300 --> 00:03:51.900]  有教的都不可以吃
[00:03:51.900 --> 00:03:54.400]  即是說要吃「無教」了
[00:03:54.400 --> 00:03:56.700]  再下去「啊不悅」
[00:03:56.700 --> 00:04:00.100]  「艱的謝日是你們出來的日子」
[00:04:00.100 --> 00:04:05.600]  記住這個月份是叫做一月 正月
[00:04:05.600 --> 00:04:10.300]  是「啊不悅謝日是你們出來的日子」
[00:04:10.300 --> 00:04:12.200]  又是說這個「日子」
[00:04:12.200 --> 00:04:15.700]  大家看到「日子」紀念這一天
[00:04:15.700 --> 00:04:18.600]  這一天是神用達林的手帶你出來
[00:04:18.600 --> 00:04:20.400]  有教的都不可以吃
[00:04:20.400 --> 00:04:25.600]  用吃「無教餅」來紀念神帶他們出去埃及
[00:04:25.600 --> 00:04:28.300]  另外要紀念的就是這一天是什麼時候
[00:04:28.300 --> 00:04:30.900]  什麼時候是「啊不悅」
[00:04:30.900 --> 00:04:35.700]  不是上次說離散月嗎 是正月
[00:04:35.700 --> 00:04:37.300]  本來離散月不是正月
[00:04:37.300 --> 00:04:38.800]  不過由雨節開始
[00:04:38.800 --> 00:04:41.100]  神就說這個月份是正月
[00:04:41.100 --> 00:04:44.500]  開始歷法計過了
[00:04:44.500 --> 00:04:46.300]  又是「啊不悅」
[00:04:46.300 --> 00:04:51.300]  「啊不悅」是「啊不」
[00:04:51.300 --> 00:04:55.300]  「啊不」意思是初熟大墨水
[00:04:55.300 --> 00:04:59.800]  即是說大墨長起
[00:04:59.800 --> 00:05:03.900]  然後很多水紙這樣向下
[00:05:03.900 --> 00:05:07.300]  未熟的是剛剛出
[00:05:07.300 --> 00:05:10.300]  譬如我們看到有蘋果、橙在樹上
[00:05:10.300 --> 00:05:11.600]  但是它未熟
[00:05:11.600 --> 00:05:14.200]  有芒果、青色未熟
[00:05:14.200 --> 00:05:17.100]  未熟的時候大家已經看到整個果
[00:05:17.100 --> 00:05:19.500]  看到大墨水了
[00:05:19.500 --> 00:05:22.200]  是初熟還是青的
[00:05:22.200 --> 00:05:27.400]  這個「啊不」就是初熟大墨水的意思
[00:05:27.400 --> 00:05:31.300]  即是他們要來慶祝初熟節的時候
[00:05:31.300 --> 00:05:35.200]  感恩 已經有墨水見到
[00:05:35.200 --> 00:05:37.000]  不過未熟
[00:05:37.000 --> 00:05:42.200]  即是說再過多四、五十天就熟了
[00:05:42.200 --> 00:05:44.700]  那時候就變成黃了
[00:05:44.700 --> 00:05:47.000]  那時候就是五巡節
[00:05:47.000 --> 00:05:49.200]  或者叫七七節的時候
[00:05:49.200 --> 00:05:52.900]  這個月份他們除了叫離散月
[00:05:52.900 --> 00:05:56.000]  又叫做初熟大墨水月
[00:05:56.000 --> 00:05:58.500]  即是叫「啊不」的意思
[00:05:58.500 --> 00:06:01.200]  是另一個名字而已
[00:06:01.200 --> 00:06:04.300]  正名是叫做離散月
[00:06:04.300 --> 00:06:07.800]  「啊不月」是紀念農田的需要
[00:06:07.800 --> 00:06:10.500]  農作物的時日
[00:06:10.500 --> 00:06:13.600]  就是這個大墨水初熟的時候
[00:06:13.600 --> 00:06:15.400]  你們就初一級了
[00:06:15.400 --> 00:06:17.600]  將來耶和華領你入加南
[00:06:17.600 --> 00:06:21.900]  黑人、亞摩利人、希美人、耶布斯人之地
[00:06:21.900 --> 00:06:24.900]  就是神向你們祖宗起誓
[00:06:24.900 --> 00:06:28.600]  應許給你那塊流瀨與物之地
[00:06:28.600 --> 00:06:33.000]  你們進去都還要在這個月份
[00:06:33.000 --> 00:06:36.700]  即是離散月或者叫做「啊不月」
[00:06:36.700 --> 00:06:38.100]  來搜借禮
[00:06:38.100 --> 00:06:39.500]  借禮是什麼?
[00:06:39.500 --> 00:06:43.100]  就是照那晚吃魚子羔羊那樣
[00:06:43.100 --> 00:06:46.000]  要做這個魚子的禮
[00:06:46.000 --> 00:06:47.700]  記得 特別要記得
[00:06:47.700 --> 00:06:50.400]  吃魚子的禮除了羊
[00:06:50.400 --> 00:06:53.600]  最特色的地方就是無餃餅
[00:06:53.600 --> 00:06:56.400]  不可以看到有餃的
[00:06:56.400 --> 00:07:00.700]  你會知道當時的加南地
[00:07:00.700 --> 00:07:02.200]  就是有加南人
[00:07:02.200 --> 00:07:06.000]  有黑人、亞摩利人、希美人、耶布斯人等等
[00:07:06.000 --> 00:07:07.900]  他們住在加南地
[00:07:07.900 --> 00:07:11.400]  加南這個地方是一個低地
[00:07:11.400 --> 00:07:13.200]  意思是低的平地
[00:07:13.200 --> 00:07:17.800]  流瀨與物之地就是神帶你們去那個地方
[00:07:17.800 --> 00:07:22.000]  我將它神稱為「流瀨與物之地」
[00:07:22.000 --> 00:07:23.900]  就這樣看「流瀨與物之地」
[00:07:23.900 --> 00:07:28.400]  通常我們會認為是很多牛奶和很多蜜糖
[00:07:28.400 --> 00:07:29.600]  其實不是的
[00:07:29.600 --> 00:07:35.000]  流瀨是象徵著畜牧業比較適合
[00:07:35.000 --> 00:07:37.600]  特別是羊多的
[00:07:37.600 --> 00:07:40.000]  而蜜是指蜜棗
[00:07:40.000 --> 00:07:40.900]  以前都講過了
[00:07:40.900 --> 00:07:42.100]  蜜棗Date
[00:07:42.100 --> 00:07:44.400]  就不是指蜜糖
[00:07:44.400 --> 00:07:48.300]  就是有很多特別的食物
[00:07:48.300 --> 00:07:49.300]  很有營養的
[00:07:49.300 --> 00:07:51.300]  這個Date這個蜜棗
[00:07:51.300 --> 00:07:52.800]  以及畜牧
[00:07:52.800 --> 00:07:55.000]  那麼你就要在進去那裡
[00:07:55.000 --> 00:07:57.100]  這塊地加南地
[00:07:57.100 --> 00:08:04.500]  你都還要守這個月節
[00:08:04.500 --> 00:08:08.200]  你們要吃無教餅七日
[00:08:08.200 --> 00:08:11.800]  到第七日要向耶和華守節
[00:08:11.800 --> 00:08:15.200]  這七日之久要吃無教餅
[00:08:15.200 --> 00:08:18.700]  在你四景之內不可見有教的餅
[00:08:18.700 --> 00:08:22.400]  也不可見發酵的物
[00:08:22.400 --> 00:08:24.700]  這裡應該讀「發酵」
[00:08:24.700 --> 00:08:26.500]  發酵的物
[00:08:26.500 --> 00:08:28.400]  這個第一要大家留意
[00:08:28.400 --> 00:08:30.600]  來到這裡才講的
[00:08:30.600 --> 00:08:34.400]  其實就是如月節
[00:08:34.400 --> 00:08:36.700]  如月節就是一個晚上來的
[00:08:36.700 --> 00:08:38.000]  吃羊肉
[00:08:38.000 --> 00:08:39.500]  然後就吃無教餅
[00:08:39.500 --> 00:08:40.400]  吃苦菜
[00:08:40.400 --> 00:08:43.300]  然後就有些血在門尾門腔上
[00:08:43.300 --> 00:08:45.200]  然後就走了
[00:08:45.200 --> 00:08:46.400]  一聽到一聲令下
[00:08:46.400 --> 00:08:48.400]  大家就收拾東西走了
[00:08:48.400 --> 00:08:50.400]  走出來第二天
[00:08:50.400 --> 00:08:52.700]  就繼續開始吃無教餅了
[00:08:52.700 --> 00:08:54.100]  出來之後
[00:08:54.100 --> 00:08:57.400]  摩西就跟他們講這番話了
[00:08:57.400 --> 00:08:58.400]  記住
[00:08:58.400 --> 00:09:01.200]  大家去到應許之地
[00:09:01.200 --> 00:09:02.900]  都是要守這個節日的
[00:09:02.900 --> 00:09:05.600]  都在阿筆月的時候守
[00:09:05.600 --> 00:09:07.200]  阿筆月就是離散月
[00:09:07.200 --> 00:09:09.900]  阿筆就是農業的月份
[00:09:09.900 --> 00:09:12.600]  離散月就是正式數曆法
[00:09:12.600 --> 00:09:14.300]  在這裡
[00:09:14.300 --> 00:09:15.700]  出來之後
[00:09:15.700 --> 00:09:18.000]  在如月節之後
[00:09:18.000 --> 00:09:20.500]  接著那七天
[00:09:20.500 --> 00:09:23.500]  要吃無教餅七天
[00:09:23.500 --> 00:09:24.600]  所以
[00:09:24.600 --> 00:09:26.100]  在猶太人來講
[00:09:26.100 --> 00:09:27.400]  以色列來講
[00:09:27.400 --> 00:09:30.700]  如月節那一晚一過
[00:09:30.700 --> 00:09:33.500]  就是接著守七天的
[00:09:33.500 --> 00:09:36.200]  叫做無教節的了
[00:09:36.200 --> 00:09:37.800]  那七天無教節
[00:09:37.800 --> 00:09:39.700]  就吃無教餅
[00:09:39.700 --> 00:09:42.600]  以及所有會發酵的東西
[00:09:42.600 --> 00:09:44.100]  都丟掉了
[00:09:44.100 --> 00:09:47.300]  那今天的猶太人都是這樣守的
[00:09:47.300 --> 00:09:48.600]  那七天
[00:09:48.600 --> 00:09:51.400]  就會將所有廚房裡面
[00:09:51.400 --> 00:09:54.800]  麵粉、發粉全部丟掉
[00:09:54.800 --> 00:09:57.900]  麵包、餅乾全部不要
[00:09:57.900 --> 00:09:59.600]  因為早點吃光它
[00:09:59.600 --> 00:10:01.800]  要是完全無教的
[00:10:01.800 --> 00:10:03.300]  所以他們每一年
[00:10:03.300 --> 00:10:06.700]  都是將他的房子、廚房清理一次
[00:10:06.700 --> 00:10:08.400]  餐廳停業七天
[00:10:08.400 --> 00:10:10.900]  酒店廚房停業七天
[00:10:10.900 --> 00:10:12.400]  就吃無教餅
[00:10:12.400 --> 00:10:13.600]  這樣的話
[00:10:13.600 --> 00:10:16.200]  預備先弄好
[00:10:16.200 --> 00:10:18.400]  那七天就清潔了
[00:10:18.400 --> 00:10:21.400]  現在有些酒店餐廳大的
[00:10:21.400 --> 00:10:22.800]  他要找一位
[00:10:22.800 --> 00:10:24.200]  那些叫拉比尼
[00:10:24.200 --> 00:10:25.800]  就是給他檢查
[00:10:25.800 --> 00:10:27.800]  穿好手套這樣檢查
[00:10:27.800 --> 00:10:29.700]  然後寫一張證明給他檢查
