
[00:00:00.000 --> 00:00:05.220]  剛才領事提醒我們今天是什麼呢 五巡節
[00:00:05.220 --> 00:00:08.920]  其實意思是聖靈降臨的 聖靈降臨節
[00:00:08.920 --> 00:00:13.000]  可以說是新五巡節
[00:00:13.000 --> 00:00:16.040]  不是舊約的五巡節
[00:00:16.040 --> 00:00:18.720]  就是在耶穌基督復活之後
[00:00:18.720 --> 00:00:22.120]  復活節是我們第七個主日
[00:00:22.120 --> 00:00:27.720]  所以有五十天 耶穌基督復活之後有五十天
[00:00:27.720 --> 00:00:29.320]  聖靈降臨
[00:00:29.320 --> 00:00:34.080]  所以我們剛剛看到節行轉
[00:00:34.080 --> 00:00:38.920]  記得上個月我們看到聖靈降臨節
[00:00:38.920 --> 00:00:42.480]  這個五巡節來到
[00:00:42.480 --> 00:00:45.040]  他們就被聖靈充滿
[00:00:45.040 --> 00:00:46.840]  教會就開始
[00:00:46.840 --> 00:00:51.280]  上一次 我們去到第三章
[00:00:51.280 --> 00:00:54.720]  第四章很長的經文 如果大家還記得
[00:00:54.720 --> 00:00:58.320]  就是講到一個見證
[00:00:58.320 --> 00:01:01.840]  可以說是教會一個很美麗的見證
[00:01:01.840 --> 00:01:05.400]  美麗的地方因為它發生在哪裡
[00:01:05.400 --> 00:01:06.960]  還記得嗎
[00:01:06.960 --> 00:01:10.760]  發生在聖殿的一個門 叫什麼
[00:01:10.760 --> 00:01:12.280]  美門
[00:01:12.280 --> 00:01:14.920]  發生在美門那裏有一個瘸腿的人
[00:01:14.920 --> 00:01:19.480]  這個瘸腿的人瘸了腿多少年
[00:01:19.480 --> 00:01:20.760]  四十幾年
[00:01:20.760 --> 00:01:23.640]  從出生的時候一直瘸腿
[00:01:23.640 --> 00:01:27.040]  直到他遇見仕途約翰
[00:01:27.040 --> 00:01:29.360]  和彼得
[00:01:29.360 --> 00:01:33.520]  他們就蒙他們的周祭
[00:01:33.520 --> 00:01:36.000]  所以在這個周祭裏面
[00:01:36.000 --> 00:01:37.680]  仕途說金銀我都沒有
[00:01:37.680 --> 00:01:39.560]  但是我奉耶穌基督的名
[00:01:39.560 --> 00:01:40.720]  叫你什麼
[00:01:40.720 --> 00:01:42.720]  叫你起來行走
[00:01:42.720 --> 00:01:44.920]  所以這個是關乎他肉身的需要
[00:01:44.920 --> 00:01:45.840]  醫治他
[00:01:45.840 --> 00:01:48.800]  叫他經歷到上帝醫治的大能
[00:01:48.800 --> 00:01:50.560]  和神顯的神蹟
[00:01:50.560 --> 00:01:54.360]  就是奉耶穌基督的聖名所做的
[00:01:54.360 --> 00:01:58.080]  接著彼得就把握了這個機會
[00:01:58.080 --> 00:02:00.440]  因為很多人就來到當中
[00:02:00.440 --> 00:02:02.840]  他們就來到全港
[00:02:02.840 --> 00:02:04.640]  耶穌基督的福音
[00:02:04.640 --> 00:02:07.080]  這位死而復活
[00:02:07.080 --> 00:02:10.000]  代替我們最丹心十字架的救主
[00:02:10.000 --> 00:02:11.040]  為我們復活
[00:02:11.040 --> 00:02:14.880]  當時很多人領受主的道
[00:02:14.880 --> 00:02:18.080]  信主的藍丁約有多少
[00:02:18.080 --> 00:02:19.600]  約有五千
[00:02:19.600 --> 00:02:23.200]  所以有很多人加入教會
[00:02:23.200 --> 00:02:26.160]  我們看到
[00:02:26.160 --> 00:02:29.280]  但是同時間也都面對逼迫
[00:02:29.280 --> 00:02:30.440]  當時的祭司長
[00:02:30.440 --> 00:02:31.760]  守驗官
[00:02:31.760 --> 00:02:33.760]  殺刀割人等等
[00:02:33.760 --> 00:02:36.360]  就來到去恐嚇他們
[00:02:36.360 --> 00:02:38.920]  叫他們不要再來到全港
[00:02:38.920 --> 00:02:40.920]  這位耶穌基督
[00:02:40.920 --> 00:02:42.280]  但是很奇妙
[00:02:42.280 --> 00:02:46.080]  他們就更加的來到有勇氣
[00:02:46.080 --> 00:02:47.920]  因為當時的記載就是
[00:02:47.920 --> 00:02:49.760]  彼得被聖靈充滿
[00:02:49.760 --> 00:02:52.360]  這個就是見到聖靈的能力
[00:02:52.360 --> 00:02:56.880]  來彰顯神英去刺殺聖靈的能力
[00:02:56.880 --> 00:03:01.000]  彼得就憑著聖靈充滿了一次來宣講
[00:03:01.000 --> 00:03:03.120]  結果將他們關進監獄
[00:03:03.120 --> 00:03:05.920]  但是在第二天就釋放他們了
[00:03:05.920 --> 00:03:08.360]  因為當時他們知道
[00:03:08.360 --> 00:03:09.760]  所謂的百姓見到明明
[00:03:09.760 --> 00:03:11.080]  這是最大的見證
[00:03:11.080 --> 00:03:12.480]  四十多歲
[00:03:12.480 --> 00:03:13.360]  距離一看
[00:03:13.360 --> 00:03:14.680]  出生就是這樣
[00:03:14.680 --> 00:03:16.080]  現在是起利行走
[00:03:16.080 --> 00:03:18.000]  跳躍讚美主
[00:03:18.000 --> 00:03:20.080]  所以這個實在是沒有辦法
[00:03:20.080 --> 00:03:23.360]  可以來去毀謗他們
[00:03:23.360 --> 00:03:25.360]  只有來警告他們
[00:03:25.360 --> 00:03:28.440]  叫他們不要再來到全港
[00:03:28.440 --> 00:03:29.720]  但是當然
[00:03:29.720 --> 00:03:31.680]  他們說信服神是更加重要
[00:03:31.680 --> 00:03:33.360]  所以這裡就記載
[00:03:33.360 --> 00:03:34.600]  上一次接下來的
[00:03:34.600 --> 00:03:36.800]  就是四章的下半章
[00:03:36.800 --> 00:03:38.160]  我們這樣看
[00:03:38.160 --> 00:03:41.080]  當時他們被放監之後
[00:03:41.080 --> 00:03:43.680]  他們第一件事就回到教會
[00:03:43.680 --> 00:03:46.440]  就是去到弟兄姐妹當中
[00:03:46.440 --> 00:03:48.080]  因為做一次來述說
[00:03:48.080 --> 00:03:50.040]  神的奇妙的作為
[00:03:50.040 --> 00:03:51.880]  一同的稱眾讚美主
[00:03:51.880 --> 00:03:53.920]  留意在這裡
[00:03:53.920 --> 00:03:55.920]  從彼得被聖靈充滿
[00:03:55.920 --> 00:04:00.600]  他來到再一次宣講
[00:04:00.600 --> 00:04:02.760]  耶穌基督的救恩的時候
[00:04:02.760 --> 00:04:06.040]  但是後來回到教會
[00:04:06.040 --> 00:04:09.280]  聖靈就充滿整個教會的弟兄姐妹
[00:04:09.280 --> 00:04:12.760]  所以這個就是進一步見到聖靈的大能
[00:04:12.760 --> 00:04:14.200]  我們今天來看看
[00:04:14.200 --> 00:04:17.720]  這個最主要是見到他們的祈禱
[00:04:17.720 --> 00:04:21.640]  所以這個就是在教會一個得勝的禱告
[00:04:21.640 --> 00:04:23.240]  你可以說由第四章
[00:04:23.240 --> 00:04:25.240]  最後這八節的經文
[00:04:25.240 --> 00:04:27.120]  我們看到的一個記載
[00:04:27.120 --> 00:04:29.000]  我們今天就接了上一次
[00:04:29.000 --> 00:04:31.800]  第三第四章講完這個
[00:04:31.800 --> 00:04:34.920]  奇妙的教會美麗的見證之後
