
[00:00:00.000 --> 00:00:03.000]  所以今天我們繼續講一下處理另外一段經文
[00:00:03.000 --> 00:00:05.000]  這些經文都是比較難的
[00:00:05.000 --> 00:00:08.000]  首先跟大家解釋清楚
[00:00:08.000 --> 00:00:10.500]  雖然比較難
[00:00:10.500 --> 00:00:13.500]  或者你剛剛來到教會
[00:00:13.500 --> 00:00:16.000]  或者你可能還沒有接觸過聖經
[00:00:16.000 --> 00:00:20.500]  你發現這些經文裡面講的東西都不知道它講什麼
[00:00:20.500 --> 00:00:22.000]  這個是很正常的
[00:00:22.000 --> 00:00:25.000]  首先大家不要被它嚇怕
[00:00:25.000 --> 00:00:29.000]  因為講到最後的時候大概25分鐘左右
[00:00:29.000 --> 00:00:32.000]  那個應用一定是跟大家有關的
[00:00:32.000 --> 00:00:34.000]  就算你聽不明白
[00:00:34.000 --> 00:00:40.000]  最後的時候一定會有大家應用的地方
[00:00:40.000 --> 00:00:43.000]  不過雖然打開這些經文的時候
[00:00:43.000 --> 00:00:45.000]  就算你讀了聖經很多年
[00:00:45.000 --> 00:00:48.000]  都可能不明白
[00:00:48.000 --> 00:00:50.000]  有沒有同感
[00:00:50.000 --> 00:00:52.000]  聖經引使是很難明白的
[00:00:52.000 --> 00:00:55.000]  原因不是因為它特意寫得這麼難
[00:00:55.000 --> 00:01:00.000]  原因就是我們跟聖經的受眾
[00:01:00.000 --> 00:01:04.000]  那個時代和文化是有不同的地方
[00:01:04.000 --> 00:01:06.000]  正如有不同的地方
[00:01:06.000 --> 00:01:09.000]  所以我們需要下一點功夫才能夠明白
[00:01:09.000 --> 00:01:13.000]  當時的人他們怎樣了解經文的意思
[00:01:13.000 --> 00:01:15.000]  然後我們才今天可以說
[00:01:15.000 --> 00:01:18.000]  有些什麼原則裡面是藉著當時的文化
[00:01:18.000 --> 00:01:20.000]  當時的語言來表達的
[00:01:20.000 --> 00:01:24.000]  那些原則可以應用在我們現在這個時代
[00:01:24.000 --> 00:01:27.000]  所以大家用一用腦筋
[00:01:27.000 --> 00:01:30.000]  大家看完世界盃看得這麼精彩
[00:01:30.000 --> 00:01:33.000]  應該腦筋轉數很快
[00:01:33.000 --> 00:01:36.000]  OK,那我們來吧
[00:01:36.000 --> 00:01:40.000]  我選了這段經文是哥林多前書第十一章
[00:01:40.000 --> 00:01:43.000]  第十一章第二至十六節
[00:01:43.000 --> 00:01:46.000]  比較長一點
[00:01:46.000 --> 00:01:48.000]  這麼多字
[00:01:48.000 --> 00:01:50.000]  不過不要緊,我帶大家一起看
[00:01:50.000 --> 00:01:51.000]  十一章第二節
[00:01:51.000 --> 00:01:54.000]  這裡哥林多前書是寫給哥林多的教會
[00:01:54.000 --> 00:01:56.000]  或者哥林多的宗教會
[00:01:56.000 --> 00:01:58.000]  當時的一些家庭教會
[00:01:58.000 --> 00:02:02.000]  這封書信裡面說了很多其他東西
[00:02:02.000 --> 00:02:04.000]  但到十一章的時候
[00:02:04.000 --> 00:02:06.000]  他就討論到蒙頭的問題
[00:02:06.000 --> 00:02:08.000]  女人要蒙頭
[00:02:08.000 --> 00:02:12.000]  有veil over her head的問題
[00:02:12.000 --> 00:02:14.000]  十一章第二節
[00:02:14.000 --> 00:02:15.000]  我稱讚你們
[00:02:15.000 --> 00:02:17.000]  因為你們事事紀念我
[00:02:17.000 --> 00:02:21.000]  又堅守我傳給你們的傳統
[00:02:21.000 --> 00:02:23.000]  但我希望你們知道
[00:02:23.000 --> 00:02:25.000]  基督是每個男人的頭
[00:02:25.000 --> 00:02:27.000]  男人是女人的頭
[00:02:27.000 --> 00:02:29.000]  神是基督的頭
[00:02:29.000 --> 00:02:32.000]  每個男人禱告或宣講神的信息
[00:02:32.000 --> 00:02:36.000]  如果蒙著頭就是羞辱自己的頭
[00:02:36.000 --> 00:02:39.000]  每個女人禱告或者宣講神的信息
[00:02:39.000 --> 00:02:41.000]  如果不蒙頭的話
[00:02:41.000 --> 00:02:43.000]  就是羞辱自己的頭
[00:02:43.000 --> 00:02:45.000]  因為這如同剃了頭一樣
[00:02:45.000 --> 00:02:48.000]  女人如果不蒙著頭
[00:02:48.000 --> 00:02:51.000]  就應該把頭髮剪掉
[00:02:51.000 --> 00:02:54.000]  女人如果以剪髮剃頭為可恥
[00:02:54.000 --> 00:02:56.000]  就應該蒙著頭
[00:02:56.000 --> 00:02:58.000]  男人不應該蒙著頭
[00:02:58.000 --> 00:03:01.000]  因為他是神的形象和榮耀
[00:03:01.000 --> 00:03:03.000]  女人卻是男人的榮耀
[00:03:03.000 --> 00:03:05.000]  因為男人不是從女人而出
[00:03:05.000 --> 00:03:08.000]  女人卻是從男人而出
[00:03:08.000 --> 00:03:11.000]  並且男人不是為女人而做
[00:03:11.000 --> 00:03:13.000]  女人卻是為男人而做
[00:03:13.000 --> 00:03:15.000]  因此為天使的緣故
[00:03:15.000 --> 00:03:18.000]  女人頭上應該有權柄的記號
[00:03:18.000 --> 00:03:20.000]  但是在主裡面
[00:03:20.000 --> 00:03:22.000]  女人不可沒有男人
[00:03:22.000 --> 00:03:25.000]  男人也不可沒有女人
[00:03:25.000 --> 00:03:27.000]  這個我贊成
[00:03:27.000 --> 00:03:31.000]  因為正如女人是從男人而出
[00:03:31.000 --> 00:03:34.000]  照樣男人也是藉著女人生出來的
[00:03:34.000 --> 00:03:36.000]  但萬有都是出於神
[00:03:36.000 --> 00:03:38.000]  你們自己判斷
[00:03:38.000 --> 00:03:40.000]  女人向神禱告
[00:03:40.000 --> 00:03:43.000]  不蒙著頭恰當嗎?
[00:03:43.000 --> 00:03:46.000]  難道你們的本性沒有教導你們男人?
[00:03:46.000 --> 00:03:49.000]  若留長髮是他的羞辱
[00:03:49.000 --> 00:03:53.000]  女人若留長髮卻是他的榮耀嗎?
[00:03:53.000 --> 00:03:55.000]  因為刺激他的頭髮
[00:03:55.000 --> 00:04:00.000]  就跟蒙頭的外衣寬領一樣
[00:04:00.000 --> 00:04:02.000]  如果有人想爭辯
[00:04:02.000 --> 00:04:05.000]  我們可沒有這種習俗
[00:04:05.000 --> 00:04:08.000]  神的宗教會也都沒有
[00:04:08.000 --> 00:04:12.000]  這段經文好聽嗎?
[00:04:12.000 --> 00:04:14.000]  你不知道他在說什麼
[00:04:14.000 --> 00:04:16.000]  但先不要被他嚇怕
[00:04:16.000 --> 00:04:18.000]  因為我們不知道他在說什麼
[00:04:18.000 --> 00:04:20.000]  不代表他沒有意思
[00:04:20.000 --> 00:04:21.000]  我們不知道他在說什麼
[00:04:21.000 --> 00:04:22.000]  或是爭辯的時候
[00:04:22.000 --> 00:04:27.000]  原因可能是我們跟他的文化差距不同
[00:04:27.000 --> 00:04:30.000]  或是我們不知道他們當時的處境
[00:04:30.000 --> 00:04:32.000]  有時候看聖經
[00:04:32.000 --> 00:04:34.000]  特別是看新約的書信
[00:04:34.000 --> 00:04:38.000]  就好像聽人講電話
[00:04:38.000 --> 00:04:39.000]  你只聽到一邊
[00:04:39.000 --> 00:04:41.000]  聽不到另外一邊
[00:04:41.000 --> 00:04:43.000]  你只聽到另一邊
[00:04:43.000 --> 00:04:44.000]  他就是這樣
[00:04:44.000 --> 00:04:46.000]  是的
[00:04:46.000 --> 00:04:48.000]  你說得對
[00:04:48.000 --> 00:04:50.000]  那邊到底在說什麼呢?
[00:04:50.000 --> 00:04:52.000]  你不是很清楚
[00:04:52.000 --> 00:04:54.000]  所以我們不需要被他嚇怕
[00:04:54.000 --> 00:04:56.000]  首先我們想想
[00:04:56.000 --> 00:04:57.000]  到底他當時的背景
[00:04:57.000 --> 00:04:59.000]  或是他那邊的電話在說什麼呢?
[00:04:59.000 --> 00:05:01.000]  以致他這邊有這樣的回應
[00:05:01.000 --> 00:05:03.000]  而我們聽到他的回應
[00:05:03.000 --> 00:05:05.000]  保羅就是在回應
[00:05:05.000 --> 00:05:09.000]  哥倫多教會裏面的一些問題
[00:05:09.000 --> 00:05:12.000]  哥倫多教會裏面有很多的問題
[00:05:12.000 --> 00:05:13.000]  當然
[00:05:13.000 --> 00:05:15.000]  在哥倫多的書信裏面
[00:05:15.000 --> 00:05:19.000]  你也知道這個教會是問題多多的教會
[00:05:19.000 --> 00:05:21.000]  所以叫哥倫多
[00:05:21.000 --> 00:05:25.000]  所以我們理解一下他的前文後理的時候
[00:05:25.000 --> 00:05:28.000]  我們就可能會理解多一點
[00:05:28.000 --> 00:05:30.000]  剛才我們講那段經文
[00:05:30.000 --> 00:05:31.000]  我讀出來的時候
[00:05:31.000 --> 00:05:32.000]  大概你get到的意思
[00:05:32.000 --> 00:05:34.000]  女人需不需要蒙頭?
[00:05:34.000 --> 00:05:35.000]  是的
[00:05:35.000 --> 00:05:37.000]  大概get到的意思是這樣的
[00:05:37.000 --> 00:05:39.000]  正因為這樣的緣故
[00:05:39.000 --> 00:05:42.000]  所以有部份教會
[00:05:42.000 --> 00:05:45.000]  起碼我聽過的一些小部份的教會
[00:05:45.000 --> 00:05:46.000]  他們真的會這樣做
[00:05:46.000 --> 00:05:48.000]  他們就會說
[00:05:48.000 --> 00:05:50.000]  女人講道
[00:05:50.000 --> 00:05:52.000]  女人上台講道
[00:05:52.000 --> 00:05:56.000]  或者去做一些神的話語的教導的時候
[00:05:56.000 --> 00:06:00.000]  她就需要頭上有一條頭巾
[00:06:00.000 --> 00:06:02.000]  就包一條頭巾上去
[00:06:02.000 --> 00:06:09.000]  其實是表面的意思去應用經文的意思
[00:06:09.000 --> 00:06:11.000]  就是這麼簡單
[00:06:11.000 --> 00:06:15.000]  所以表面上我們就覺得
